Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Оренбургская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1125	УИК №1126	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1824	УИК №1829					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	292	9	2	9	7	7	1	2	6	1	1	15	4	6	5	1	0	3	2	2	13	2	5	1	1	3	1	2	4	2	3	3	3	3	4	3	7	8	5	8	14	4	5	1	3	2	15	11	1	7	5	1	14	4	18	10	4	8	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	284	9	2	9	7	7	1	2	6	1	1	13	4	6	2	1	0	3	2	2	13	2	5	1	1	3	0	1	4	2	2	3	3	3	4	3	7	8	5	8	14	4	5	1	3	2	15	11	1	7	5	1	14	4	18	10	4	8	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	363	11	1	10	14	12	0	0	10	7	0	14	15	0	1	3	0	2	2	6	4	4	1	6	8	0	0	13	2	1	2	3	0	1	2	2	8	17	10	8	13	18	7	4	7	14	5	13	2	0	2	0	25	6	6	20	7	12	2					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6899	95	8	153	119	131	69	24	157	133	29	380	192	90	43	102	34	24	11	114	178	172	42	30	44	74	48	30	146	26	115	149	29	72	182	49	178	122	115	119	164	102	168	67	158	120	342	222	77	129	68	28	314	72	270	168	348	211	43					
		23.96%	11.30%	4.49%	18.28%	24.95%	38.76%	44.23%	25.00%	20.10%	20.49%	22.14%	25.44%	22.04%	19.96%	17.55%	18.38%	20.12%	14.55%	12.94%	30.24%	31.06%	34.47%	35.90%	20.83%	20.75%	25.69%	26.82%	24.19%	34.68%	19.40%	28.47%	27.59%	11.51%	20.81%	40.99%	15.91%	26.41%	18.91%	16.13%	24.09%	20.81%	19.50%	24.93%	25.97%	21.79%	26.43%	25.87%	21.20%	25.16%	25.39%	21.12%	21.54%	26.70%	21.49%	20.96%	22.19%	46.34%	24.48%	27.04%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4341	93	7	127	66	22	23	6	105	88	15	212	126	89	58	83	17	25	3	42	46	34	2	2	31	22	11	18	77	17	78	114	40	43	48	42	116	108	126	81	128	85	122	66	105	74	249	250	46	98	63	8	162	56	231	76	90	140	29					
		15.08%	11.06%	3.93%	15.17%	13.84%	6.51%	14.74%	6.25%	13.44%	13.56%	11.45%	14.19%	14.47%	19.73%	23.67%	14.95%	10.06%	15.15%	3.53%	11.14%	8.03%	6.81%	1.71%	1.39%	14.62%	7.64%	6.15%	14.52%	18.29%	12.69%	19.31%	21.11%	15.87%	12.43%	10.81%	13.64%	17.21%	16.74%	17.67%	16.40%	16.24%	16.25%	18.10%	25.58%	14.48%	16.30%	18.84%	23.88%	15.03%	19.29%	19.57%	6.15%	13.78%	16.72%	17.93%	10.04%	11.98%	16.24%	18.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	317	6	1	14	1	5	0	0	9	7	0	10	14	4	1	3	1	0	0	2	3	5	2	4	2	1	0	1	3	3	4	3	3	2	2	3	10	13	11	7	19	3	6	0	8	5	17	5	2	8	4	1	15	13	20	12	6	12	1					
		1.10%	0.71%	0.56%	1.67%	0.21%	1.48%	0.00%	0.00%	1.15%	1.08%	0.00%	0.67%	1.61%	0.89%	0.41%	0.54%	0.59%	0.00%	0.00%	0.53%	0.52%	1.00%	1.71%	2.78%	0.94%	0.35%	0.00%	0.81%	0.71%	2.24%	0.99%	0.56%	1.19%	0.58%	0.45%	0.97%	1.48%	2.02%	1.54%	1.42%	2.41%	0.57%	0.89%	0.00%	1.10%	1.10%	1.29%	0.48%	0.65%	1.57%	1.24%	0.77%	1.28%	3.88%	1.55%	1.59%	0.80%	1.39%	0.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6689	308	76	236	114	61	17	21	203	143	9	422	283	106	46	166	54	38	23	96	127	80	13	17	32	51	22	16	60	31	85	116	55	107	64	46	159	130	186	143	149	89	124	42	152	72	321	252	91	131	78	35	304	34	294	186	122	214	37					
		23.23%	36.62%	42.70%	28.20%	23.90%	18.05%	10.90%	21.88%	25.99%	22.03%	6.87%	28.25%	32.49%	23.50%	18.78%	29.91%	31.95%	23.03%	27.06%	25.46%	22.16%	16.03%	11.11%	11.81%	15.09%	17.71%	12.29%	12.90%	14.25%	23.13%	21.04%	21.48%	21.83%	30.92%	14.41%	14.94%	23.59%	20.16%	26.09%	28.95%	18.91%	17.02%	18.40%	16.28%	20.97%	15.86%	24.28%	24.07%	29.74%	25.79%	24.22%	26.92%	25.85%	10.15%	22.83%	24.57%	16.25%	24.83%	23.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	657	7	1	9	4	3	1	3	27	32	1	66	17	2	0	2	1	0	0	3	7	1	0	0	0	3	1	4	8	7	3	5	1	4	2	5	17	20	18	12	32	7	17	5	7	4	26	17	3	13	2	1	34	3	69	64	13	41	2					
		2.28%	0.83%	0.56%	1.08%	0.84%	0.89%	0.64%	3.13%	3.46%	4.93%	0.76%	4.42%	1.95%	0.44%	0.00%	0.36%	0.59%	0.00%	0.00%	0.80%	1.22%	0.20%	0.00%	0.00%	0.00%	1.04%	0.56%	3.23%	1.90%	5.22%	0.74%	0.93%	0.40%	1.16%	0.45%	1.62%	2.52%	3.10%	2.52%	2.43%	4.06%	1.34%	2.52%	1.94%	0.97%	0.88%	1.97%	1.62%	0.98%	2.56%	0.62%	0.77%	2.89%	0.90%	5.36%	8.45%	1.73%	4.76%	1.26%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9232	244	43	274	167	111	45	42	269	230	74	385	221	155	94	183	58	75	48	114	206	204	52	90	100	127	91	55	123	49	114	147	121	112	136	158	183	242	241	119	267	231	228	68	276	172	352	289	82	122	99	57	322	147	374	224	148	227	45					
		32.06%	29.01%	24.16%	32.74%	35.01%	32.84%	28.85%	43.75%	34.44%	35.44%	56.49%	25.77%	25.37%	34.37%	38.37%	32.97%	34.32%	45.45%	56.47%	30.24%	35.95%	40.88%	44.44%	62.50%	47.17%	44.10%	50.84%	44.35%	29.22%	36.57%	28.22%	27.22%	48.02%	32.37%	30.63%	51.30%	27.15%	37.52%	33.80%	24.09%	33.88%	44.17%	33.83%	26.36%	38.07%	37.89%	26.63%	27.60%	26.80%	24.02%	30.75%	43.85%	27.38%	43.88%	29.04%	29.59%	19.71%	26.33%	28.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	137	1	0	6	0	0	0	0	4	9	0	5	10	2	0	3	1	0	0	0	2	2	1	0	0	1	0	0	1	0	3	2	1	4	2	0	0	2	3	5	4	1	0	0	3	0	5	6	1	2	2	0	7	0	10	15	3	8	0					
		0.48%	0.12%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.51%	1.39%	0.00%	0.33%	1.15%	0.44%	0.00%	0.54%	0.59%	0.00%	0.00%	0.00%	0.35%	0.40%	0.85%	0.00%	0.00%	0.35%	0.00%	0.00%	0.24%	0.00%	0.74%	0.37%	0.40%	1.16%	0.45%	0.00%	0.00%	0.31%	0.42%	1.01%	0.51%	0.19%	0.00%	0.00%	0.41%	0.00%	0.38%	0.57%	0.33%	0.39%	0.62%	0.00%	0.60%	0.00%	0.78%	1.98%	0.40%	0.93%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
