Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Оренбургская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1339	УИК №1829					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	492	14	3	2	17	8	8	2	2	7	8	5	20	5	8	8	10	2	2	2	6	10	10	2	2	3	6	5	3	17	4	4	10	6	7	3	8	18	10	20	8	10	10	10	6	18	10	10	20	15	10	10	8	15	3	15	11	12	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	303	8	1	0	16	8	3	0	0	7	8	0	11	2	3	8	5	0	2	0	6	10	10	2	2	1	3	2	0	17	4	1	1	6	2	0	8	16	2	11	3	7	4	1	4	4	3	10	20	9	6	0	0	15	3	10	11	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	498	76	2	0	9	6	2	0	0	11	6	0	18	17	3	3	2	0	2	1	4	9	2	0	0	8	1	1	52	14	4	0	8	1	9	2	0	69	20	16	3	6	14	15	3	3	10	4	6	0	3	1	1	17	5	7	7	9	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	189	6	2	2	1	0	5	2	2	0	0	5	9	3	5	0	5	2	0	2	0	0	0	0	0	2	3	3	3	0	0	3	9	0	5	3	0	2	8	9	5	3	6	9	2	14	7	0	0	6	4	10	8	0	0	5	0	7	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	665	11	2	1	42	14	2	4	0	34	17	4	29	18	7	22	12	4	0	4	5	14	21	1	2	8	3	3	3	2	2	17	20	1	16	10	4	36	9	16	12	6	8	15	0	18	4	15	21	11	22	3	4	24	7	41	23	4	0	7					
		2.13%	1.01%	1.10%	1.64%	4.88%	2.39%	0.49%	2.17%	0.00%	3.51%	3.52%	3.17%	1.87%	2.44%	1.31%	6.88%	2.20%	2.02%	0.00%	3.70%	1.07%	2.03%	3.19%	0.75%	1.01%	2.74%	0.88%	1.23%	1.33%	0.40%	1.77%	3.74%	3.42%	0.39%	3.84%	1.89%	1.16%	2.45%	2.10%	2.42%	2.53%	1.00%	1.38%	1.84%	0.00%	2.43%	0.74%	1.40%	1.54%	1.02%	4.02%	0.87%	2.56%	2.08%	2.01%	3.67%	3.58%	0.52%	0.00%	3.55%					
19	2.Всероссийская политическая партия «Гражданская Сила»	186	2	1	0	1	3	0	0	1	9	7	0	15	6	0	0	3	0	0	0	2	2	1	0	0	1	0	0	1	5	0	0	3	1	0	2	2	15	0	2	0	1	0	7	0	2	1	10	16	9	9	3	0	11	1	16	13	1	0	1					
		0.59%	0.18%	0.55%	0.00%	0.12%	0.51%	0.00%	0.00%	1.09%	0.93%	1.45%	0.00%	0.97%	0.81%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.43%	0.29%	0.15%	0.00%	0.00%	0.34%	0.00%	0.00%	0.44%	0.99%	0.00%	0.00%	0.51%	0.39%	0.00%	0.38%	0.58%	1.02%	0.00%	0.30%	0.00%	0.17%	0.00%	0.86%	0.00%	0.27%	0.18%	0.93%	1.17%	0.83%	1.65%	0.87%	0.00%	0.95%	0.29%	1.43%	2.02%	0.13%	0.00%	0.51%					
20	3.Политическая партия «Демократическая партия России»	41	2	0	0	2	0	1	0	0	0	0	0	2	5	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	3	4	0	1	1	0	3	0	1	0	1	1	0	1	1	1	1	0	2	0	0					
		0.13%	0.18%	0.00%	0.00%	0.23%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.68%	0.19%	0.00%	0.37%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.58%	0.07%	0.00%	0.45%	0.84%	0.00%	0.17%	0.12%	0.00%	0.41%	0.00%	0.09%	0.00%	0.09%	0.18%	0.00%	0.64%	0.09%	0.29%	0.09%	0.00%	0.26%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3742	225	44	20	112	44	26	32	8	119	45	6	200	103	62	26	78	26	11	13	74	133	78	21	15	25	54	22	25	66	6	61	64	42	75	53	30	151	42	86	48	61	52	83	20	83	60	160	110	149	84	37	21	158	25	119	68	58	10	13					
		11.97%	20.60%	24.18%	32.79%	13.02%	7.51%	6.40%	17.39%	8.70%	12.28%	9.32%	4.76%	12.88%	13.94%	11.63%	8.13%	14.31%	13.13%	5.19%	12.04%	15.81%	19.30%	11.85%	15.79%	7.54%	8.56%	15.84%	9.02%	11.06%	13.04%	5.31%	13.44%	10.96%	16.34%	17.99%	10.02%	8.70%	10.26%	9.81%	13.01%	10.13%	10.18%	8.98%	10.16%	5.57%	11.22%	11.03%	14.95%	8.06%	13.81%	15.36%	10.69%	13.46%	13.72%	7.16%	10.65%	10.59%	7.57%	9.43%	6.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	202	4	1	1	1	2	3	1	0	4	8	1	22	5	3	0	0	0	0	0	2	1	1	0	0	1	1	0	2	0	0	0	4	1	2	2	1	12	10	3	9	6	3	1	3	3	5	4	10	7	0	2	0	10	1	12	25	0	0	2					
		0.65%	0.37%	0.55%	1.64%	0.12%	0.34%	0.74%	0.54%	0.00%	0.41%	1.66%	0.79%	1.42%	0.68%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.15%	0.15%	0.00%	0.00%	0.34%	0.29%	0.00%	0.88%	0.00%	0.00%	0.00%	0.68%	0.39%	0.48%	0.38%	0.29%	0.82%	2.34%	0.45%	1.90%	1.00%	0.52%	0.12%	0.84%	0.41%	0.92%	0.37%	0.73%	0.65%	0.00%	0.58%	0.00%	0.87%	0.29%	1.07%	3.89%	0.00%	0.00%	1.02%					
23	6.Политическая партия «Партия социальной справедливости»	52	3	1	0	3	1	0	0	0	0	1	0	4	2	0	0	2	0	0	0	4	0	0	0	0	1	0	0	1	1	0	3	1	0	1	1	0	1	3	0	1	1	1	0	1	2	0	2	1	0	0	0	0	2	1	4	1	1	0	0					
		0.17%	0.27%	0.55%	0.00%	0.35%	0.17%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.26%	0.27%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.44%	0.20%	0.00%	0.66%	0.17%	0.00%	0.24%	0.19%	0.00%	0.07%	0.70%	0.00%	0.21%	0.17%	0.17%	0.00%	0.28%	0.27%	0.00%	0.19%	0.07%	0.00%	0.00%	0.00%	0.00%	0.17%	0.29%	0.36%	0.16%	0.13%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2723	79	2	0	55	33	15	13	0	76	40	9	191	72	54	45	54	15	13	1	42	52	36	1	2	23	10	16	10	76	13	54	69	13	35	38	28	137	45	55	40	68	45	61	27	60	38	99	153	103	64	40	10	133	26	121	41	48	4	20					
		8.71%	7.23%	1.10%	0.00%	6.40%	5.63%	3.69%	7.07%	0.00%	7.84%	8.28%	7.14%	12.30%	9.74%	10.13%	14.06%	9.91%	7.58%	6.13%	0.93%	8.97%	7.55%	5.47%	0.75%	1.01%	7.88%	2.93%	6.56%	4.42%	15.02%	11.50%	11.89%	11.82%	5.06%	8.39%	7.18%	8.12%	9.31%	10.51%	8.32%	8.44%	11.35%	7.77%	7.47%	7.52%	8.11%	6.99%	9.25%	11.22%	9.55%	11.70%	11.56%	6.41%	11.55%	7.45%	10.83%	6.39%	6.27%	3.77%	10.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3674	74	2	2	125	92	27	10	5	71	49	10	171	76	30	31	55	10	10	3	27	71	51	8	10	13	67	28	33	57	8	59	91	30	76	101	14	199	45	75	63	98	55	87	48	83	146	125	106	123	54	24	14	139	20	94	63	397	3	16					
		11.75%	6.78%	1.10%	3.28%	14.53%	15.70%	6.65%	5.43%	5.43%	7.33%	10.14%	7.94%	11.01%	10.28%	5.63%	9.69%	10.09%	5.05%	4.72%	2.78%	5.77%	10.30%	7.75%	6.02%	5.03%	4.45%	19.65%	11.48%	14.60%	11.26%	7.08%	12.99%	15.58%	11.67%	18.23%	19.09%	4.06%	13.52%	10.51%	11.35%	13.29%	16.36%	9.50%	10.65%	13.37%	11.22%	26.84%	11.68%	7.77%	11.40%	9.87%	6.94%	8.97%	12.07%	5.73%	8.42%	9.81%	51.83%	2.83%	8.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	381	8	1	0	4	7	3	5	0	22	13	0	17	13	4	2	5	1	1	0	2	7	8	2	0	5	0	3	0	4	1	4	1	2	4	8	2	19	6	10	8	13	6	10	2	9	2	19	36	17	4	6	1	18	3	11	17	4	0	1					
		1.22%	0.73%	0.55%	0.00%	0.47%	1.19%	0.74%	2.72%	0.00%	2.27%	2.69%	0.00%	1.09%	1.76%	0.75%	0.63%	0.92%	0.51%	0.47%	0.00%	0.43%	1.02%	1.22%	1.50%	0.00%	1.71%	0.00%	1.23%	0.00%	0.79%	0.88%	0.88%	0.17%	0.78%	0.96%	1.51%	0.58%	1.29%	1.40%	1.51%	1.69%	2.17%	1.04%	1.22%	0.56%	1.22%	0.37%	1.78%	2.64%	1.58%	0.73%	1.73%	0.64%	1.56%	0.86%	0.98%	2.65%	0.52%	0.00%	0.51%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19063	667	127	34	503	383	324	115	78	622	292	92	860	426	367	186	325	136	174	87	303	399	455	99	166	209	201	169	146	283	80	250	327	160	202	303	257	875	254	403	285	336	404	537	258	469	281	616	889	639	303	228	101	638	261	662	359	232	89	137					
		60.97%	61.08%	69.78%	55.74%	58.49%	65.36%	79.80%	62.50%	84.78%	64.19%	60.46%	73.02%	55.38%	57.65%	68.86%	58.13%	59.63%	68.69%	82.08%	80.56%	64.74%	57.91%	69.15%	74.44%	83.42%	71.58%	58.94%	69.26%	64.60%	55.93%	70.80%	55.07%	55.99%	62.26%	48.44%	57.28%	74.49%	59.44%	59.35%	60.97%	60.13%	56.09%	69.78%	65.73%	71.87%	63.38%	51.65%	57.57%	65.18%	59.22%	55.39%	65.90%	64.74%	55.38%	74.79%	59.27%	55.92%	30.29%	83.96%	69.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	265	5	0	0	3	4	1	0	0	7	9	3	27	7	3	0	4	1	2	0	1	4	2	0	1	0	0	0	3	5	2	0	2	2	1	2	4	14	11	5	3	4	4	5	0	7	2	12	6	9	3	1	0	10	2	29	31	2	0	0					
		0.85%	0.46%	0.00%	0.00%	0.35%	0.68%	0.25%	0.00%	0.00%	0.72%	1.86%	2.38%	1.74%	0.95%	0.56%	0.00%	0.73%	0.51%	0.94%	0.00%	0.21%	0.58%	0.30%	0.00%	0.50%	0.00%	0.00%	0.00%	1.33%	0.99%	1.77%	0.00%	0.34%	0.78%	0.24%	0.38%	1.16%	0.95%	2.57%	0.76%	0.63%	0.67%	0.69%	0.61%	0.00%	0.95%	0.37%	1.12%	0.44%	0.83%	0.55%	0.29%	0.00%	0.87%	0.57%	2.60%	4.83%	0.26%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
