Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Ядринская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	4	7	10	2	3	0	2	3	3	2	1	2	0	3	3	3	0	3	1	4	3	0	2	2	2	1	0	0	1	1	2	1	0	3	0	0	0	4	0	1	1	1	1	1	1	2	2	0	3	3					
14	Число погашенных открепительных удостоверений	484	8	1	5	8	12	10	10	8	17	8	13	9	9	11	10	9	8	15	12	10	8	10	10	9	11	15	8	9	5	10	15	10	9	10	9	5	13	10	10	10	6	9	10	10	10	9	13	10	9	9					
15	Число открепительных удостоверений выданных ТИК	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	192	9	6	20	2	6	1	2	3	3	2	3	3	2	4	3	5	6	3	8	6	3	6	1	3	4	1	2	2	4	4	2	3	5	2	1	3	6	6	7	2	1	5	1	0	0	2	3	5	5	6					
		1.29%	1.44%	0.41%	1.41%	1.36%	1.60%	0.77%	3.03%	1.0%	0.66%	0.97%	0.98%	1.22%	1.45%	1.06%	1.16%	2.89%	2.69%	0.72%	2.18%	3.61%	1.54%	3.79%	0.40%	1.74%	0.71%	0.31%	1.05%	1.10%	1.52%	2.28%	0.58%	1.59%	2.15%	1.17%	1.56%	2.0%	1.91%	1.65%	2.25%	0.78%	0.46%	1.20%	0.64%	0.0%	0.0%	1.68%	0.90%	2.06%	2.61%	2.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	225	14	39	42	0	3	6	0	0	3	3	1	2	1	4	7	5	3	5	3	1	1	3	0	0	12	6	0	2	2	0	1	4	2	0	1	0	1	4	2	2	2	6	3	0	2	2	8	5	7	5					
		1.51%	2.24%	2.70%	2.96%	0.0%	0.80%	4.65%	0.0%	0.0%	0.66%	1.46%	0.32%	0.81%	0.72%	1.06%	2.72%	2.89%	1.34%	1.20%	0.81%	0.60%	0.51%	1.89%	0.0%	0.0%	2.13%	1.90%	0.0%	1.10%	0.76%	0.0%	0.29%	2.12%	0.86%	0.0%	1.56%	0.0%	0.31%	1.10%	0.64%	0.78%	0.93%	1.44%	1.94%	0.0%	1.73%	1.68%	2.42%	2.06%	3.66%	2.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	251	8	18	27	2	14	4	2	11	9	2	2	1	3	8	1	6	4	7	6	3	1	1	2	2	7	2	3	0	3	6	6	3	4	5	0	4	3	4	2	2	7	5	4	1	3	0	7	11	6	9					
		1.68%	1.28%	1.24%	1.90%	1.36%	3.75%	3.10%	3.03%	3.66%	2.00%	0.97%	0.65%	0.40%	2.18%	2.12%	0.38%	3.46%	1.79%	1.68%	1.63%	1.80%	0.51%	0.63%	0.80%	1.16%	1.24%	0.63%	1.58%	0.0%	1.14%	3.42%	1.75%	1.59%	1.72%	2.94%	0.0%	2.66%	0.95%	1.10%	0.64%	0.78%	3.27%	1.20%	2.59%	0.53%	2.60%	0.0%	2.12%	4.54%	3.14%	3.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	246	11	43	40	6	14	5	3	2	2	2	7	1	1	8	3	1	5	8	8	1	2	0	3	1	4	3	2	3	2	1	2	0	0	0	1	1	2	2	5	0	1	3	5	3	1	2	5	4	4	13					
		1.65%	1.76%	2.97%	2.82%	4.08%	3.75%	3.87%	4.54%	0.66%	0.44%	0.97%	2.30%	0.40%	0.72%	2.12%	1.16%	0.57%	2.24%	1.92%	2.18%	0.60%	1.03%	0.0%	1.21%	0.58%	0.71%	0.95%	1.05%	1.65%	0.76%	0.57%	0.58%	0.0%	0.0%	0.0%	1.56%	0.66%	0.63%	0.55%	1.60%	0.0%	0.46%	0.72%	3.24%	1.60%	0.86%	1.68%	1.51%	1.65%	2.09%	5.65%					
22	"5. ""За Русь Святую"""	121	4	12	6	0	11	0	0	1	23	1	0	4	8	2	3	0	3	3	0	1	0	0	2	3	4	2	0	1	3	3	2	0	0	0	0	2	4	1	2	0	1	1	0	1	0	1	1	0	0	5					
		0.81%	0.64%	0.83%	0.42%	0.0%	2.94%	0.0%	0.0%	0.33%	5.12%	0.48%	0.0%	1.63%	5.83%	0.53%	1.16%	0.0%	1.34%	0.72%	0.0%	0.60%	0.0%	0.0%	0.80%	1.74%	0.71%	0.63%	0.0%	0.55%	1.14%	1.71%	0.58%	0.0%	0.0%	0.0%	0.0%	1.33%	1.27%	0.27%	0.64%	0.0%	0.46%	0.24%	0.0%	0.53%	0.0%	0.84%	0.30%	0.0%	0.0%	2.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	2	3	2	1	0	0	0	1	0	1	1	0	1	1	1	2	1	0	1	0	2	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0					
		0.19%	0.32%	0.20%	0.14%	0.68%	0.0%	0.0%	0.0%	0.33%	0.0%	0.48%	0.32%	0.0%	0.72%	0.26%	0.38%	1.15%	0.44%	0.0%	0.27%	0.0%	1.03%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	0.38%	0.57%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.32%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	48	3	5	4	1	1	0	0	0	2	1	1	1	0	3	1	1	0	1	0	1	1	0	0	1	2	0	0	0	1	1	0	1	0	0	1	0	3	1	1	1	0	3	1	0	0	0	0	3	0	1					
		0.32%	0.48%	0.34%	0.28%	0.68%	0.26%	0.0%	0.0%	0.0%	0.44%	0.48%	0.32%	0.40%	0.0%	0.79%	0.38%	0.57%	0.0%	0.24%	0.0%	0.60%	0.51%	0.0%	0.0%	0.58%	0.35%	0.0%	0.0%	0.0%	0.38%	0.57%	0.0%	0.53%	0.0%	0.0%	1.56%	0.0%	0.95%	0.27%	0.32%	0.39%	0.0%	0.72%	0.64%	0.0%	0.0%	0.0%	0.0%	1.23%	0.0%	0.43%					
25	"8. ""Народно-республиканская партия России"""	55	1	8	7	0	4	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	1	0	4	0	0	0	2	3	3	1	3	0	0	0	4	0	0	0	2	1	0	1	0	1	0	1	1	1					
		0.37%	0.16%	0.55%	0.49%	0.0%	1.07%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.57%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.71%	0.0%	0.0%	0.0%	0.76%	1.71%	0.87%	0.53%	1.29%	0.0%	0.0%	0.0%	1.27%	0.0%	0.0%	0.0%	0.93%	0.24%	0.0%	0.53%	0.0%	0.84%	0.0%	0.41%	0.52%	0.43%					
26	"9. ""Российская экологическая партия ""Зеленые"""	34	1	7	5	0	0	0	2	1	0	1	0	1	0	0	2	0	1	1	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	1	1					
		0.22%	0.16%	0.48%	0.35%	0.0%	0.0%	0.0%	3.03%	0.33%	0.0%	0.48%	0.0%	0.40%	0.0%	0.0%	0.77%	0.0%	0.44%	0.24%	0.0%	0.0%	1.03%	0.0%	0.0%	0.58%	0.0%	0.31%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.60%	0.41%	0.52%	0.43%					
27	"10. ""Аграрная партия России"""	3126	39	103	120	6	45	16	10	81	113	55	124	64	54	89	103	25	69	126	104	19	72	50	92	77	213	176	104	22	65	55	32	18	33	50	14	40	58	32	38	21	104	119	33	68	29	32	29	54	13	18					
		21.04%	6.26%	7.13%	8.46%	4.08%	12.06%	12.40%	15.15%	27.0%	25.16%	26.82%	40.78%	26.22%	39.41%	23.60%	40.07%	14.45%	30.94%	30.36%	28.41%	11.44%	37.11%	31.64%	37.24%	44.76%	37.96%	55.87%	55.02%	12.15%	24.71%	31.42%	9.38%	9.57%	14.22%	29.41%	21.87%	26.66%	18.53%	8.81%	12.21%	8.26%	48.59%	28.67%	21.42%	36.36%	25.21%	26.89%	8.78%	22.31%	6.80%	7.82%					
28	"11. ""Истинные патриоты России"""	15	0	1	1	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.10%	0.0%	0.06%	0.07%	0.0%	0.26%	0.0%	0.0%	0.33%	0.22%	0.0%	0.65%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.76%	1.14%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	299	17	44	34	1	8	2	1	20	3	5	9	2	4	7	5	1	0	6	14	3	2	2	5	2	31	10	4	2	5	4	8	4	0	2	0	1	0	3	1	4	2	6	0	1	2	0	2	3	2	5					
		2.01%	2.72%	3.04%	2.39%	0.68%	2.14%	1.55%	1.51%	6.66%	0.66%	2.43%	2.96%	0.81%	2.91%	1.85%	1.94%	0.57%	0.0%	1.44%	3.82%	1.80%	1.03%	1.26%	2.02%	1.16%	5.52%	3.17%	2.11%	1.10%	1.90%	2.28%	2.34%	2.12%	0.0%	1.17%	0.0%	0.66%	0.0%	0.82%	0.32%	1.57%	0.93%	1.44%	0.0%	0.53%	1.73%	0.0%	0.60%	1.23%	1.04%	2.17%					
30	"13. ""Демократическая партия России"""	32	2	2	2	0	1	1	0	0	1	1	3	0	0	0	2	1	1	1	0	1	1	0	1	0	2	2	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0					
		0.21%	0.32%	0.13%	0.14%	0.0%	0.26%	0.77%	0.0%	0.0%	0.22%	0.48%	0.98%	0.0%	0.0%	0.0%	0.77%	0.57%	0.44%	0.24%	0.0%	0.60%	0.51%	0.0%	0.40%	0.0%	0.35%	0.63%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	3.12%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	33	2	4	3	3	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	1	0	0	1	0	1	0	0	0	2	0	0	1	0	2	0	1	0					
		0.22%	0.32%	0.27%	0.21%	2.04%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.26%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.63%	0.40%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	1.06%	0.43%	0.0%	0.0%	0.66%	0.0%	0.27%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.86%	0.0%	0.60%	0.0%	0.52%	0.0%					
32	"15. ""Партия СЛОН"""	21	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1					
		0.14%	0.16%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.24%	0.54%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.31%	0.0%	0.55%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.39%	0.0%	0.0%	0.64%	0.53%	0.86%	0.0%	0.0%	0.0%	0.0%	0.43%					
33	"16. ""Родина"" (народно-патриотический союз)"""	607	22	114	106	8	19	3	2	10	9	16	5	18	4	16	6	3	4	8	13	9	6	3	7	1	13	10	3	5	3	3	7	8	4	3	0	5	14	13	11	7	5	15	2	5	2	1	19	17	6	14					
		4.08%	3.53%	7.89%	7.47%	5.44%	5.09%	2.32%	3.03%	3.33%	2.00%	7.80%	1.64%	7.37%	2.91%	4.24%	2.33%	1.73%	1.79%	1.92%	3.55%	5.42%	3.09%	1.89%	2.83%	0.58%	2.31%	3.17%	1.58%	2.76%	1.14%	1.71%	2.05%	4.25%	1.72%	1.76%	0.0%	3.33%	4.47%	3.58%	3.53%	2.75%	2.33%	3.61%	1.29%	2.67%	1.73%	0.84%	5.75%	7.02%	3.14%	6.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	73	4	1	2	1	0	1	1	2	1	2	1	4	2	2	0	2	1	4	2	3	2	2	1	1	2	0	0	0	1	3	5	3	2	0	0	0	1	1	0	0	1	0	2	1	3	0	4	1	0	1					
		0.49%	0.64%	0.06%	0.14%	0.68%	0.0%	0.77%	1.51%	0.66%	0.22%	0.97%	0.32%	1.63%	1.45%	0.53%	0.0%	1.15%	0.44%	0.96%	0.54%	1.80%	1.03%	1.26%	0.40%	0.58%	0.35%	0.0%	0.0%	0.0%	0.38%	1.71%	1.46%	1.59%	0.86%	0.0%	0.0%	0.0%	0.31%	0.27%	0.0%	0.0%	0.46%	0.0%	1.29%	0.53%	2.60%	0.0%	1.21%	0.41%	0.0%	0.43%					
35	"18. ""ЛДПР"""	1290	83	159	141	18	32	20	5	33	46	11	26	14	10	24	16	4	12	29	23	34	19	20	14	15	34	22	7	10	26	6	32	12	5	16	4	17	27	10	19	20	17	37	29	7	15	5	44	22	17	22					
		8.68%	13.32%	11.01%	9.94%	12.24%	8.57%	15.50%	7.57%	11.0%	10.24%	5.36%	8.55%	5.73%	7.29%	6.36%	6.22%	2.31%	5.38%	6.98%	6.28%	20.48%	9.79%	12.65%	5.66%	8.72%	6.06%	6.98%	3.70%	5.52%	9.88%	3.42%	9.38%	6.38%	2.15%	9.41%	6.25%	11.33%	8.62%	2.75%	6.10%	7.87%	7.94%	8.91%	18.83%	3.74%	13.04%	4.20%	13.33%	9.09%	8.90%	9.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	286	20	45	39	2	6	4	1	4	10	2	4	1	2	10	5	4	5	7	4	4	3	3	5	0	3	3	3	3	4	4	10	3	2	4	0	5	4	0	6	2	2	4	0	1	1	1	6	7	7	11					
		1.92%	3.21%	3.11%	2.75%	1.36%	1.60%	3.10%	1.51%	1.33%	2.22%	0.97%	1.31%	0.40%	1.45%	2.65%	1.94%	2.31%	2.24%	1.68%	1.09%	2.40%	1.54%	1.89%	2.02%	0.0%	0.53%	0.95%	1.58%	1.65%	1.52%	2.28%	2.93%	1.59%	0.86%	2.35%	0.0%	3.33%	1.27%	0.0%	1.92%	0.78%	0.93%	0.96%	0.0%	0.53%	0.86%	0.84%	1.81%	2.89%	3.66%	4.78%					
37	"20. ""Политическая партия ""Единая Россия"""	4943	279	606	597	65	151	45	16	81	156	67	75	93	28	148	47	66	58	139	105	51	52	36	35	26	101	16	12	94	72	21	151	70	96	59	34	54	115	92	119	158	42	120	29	33	35	48	130	67	86	67					
		33.27%	44.78%	41.96%	42.10%	44.21%	40.48%	34.88%	24.24%	27.0%	34.74%	32.68%	24.67%	38.11%	20.43%	39.25%	18.28%	38.15%	26.00%	33.49%	28.68%	30.72%	26.80%	22.78%	14.17%	15.11%	18.00%	5.07%	6.34%	51.93%	27.37%	12.0%	44.28%	37.23%	41.37%	34.70%	53.12%	36.0%	36.74%	25.34%	38.26%	62.20%	19.62%	28.91%	18.83%	17.64%	30.43%	40.33%	39.39%	27.68%	45.02%	29.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	45	1	2	0	0	1	0	0	0	2	0	0	4	0	0	0	2	2	1	0	0	1	0	1	0	0	2	0	1	1	1	1	1	1	1	0	0	1	7	2	1	0	2	0	0	0	2	2	0	0	2					
		0.30%	0.16%	0.13%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	1.15%	0.89%	0.24%	0.0%	0.0%	0.51%	0.0%	0.40%	0.0%	0.0%	0.63%	0.0%	0.55%	0.38%	0.57%	0.29%	0.53%	0.43%	0.58%	0.0%	0.0%	0.31%	1.92%	0.64%	0.39%	0.0%	0.48%	0.0%	0.0%	0.0%	1.68%	0.60%	0.0%	0.0%	0.86%					
39	"22. ""Развитие предпринимательства"""	41	2	4	3	0	0	0	0	0	1	3	2	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	0	0	1	1	0	2	1	0	0	0	0	3	2	0	2	0	2	0	0	0	5	0	0					
		0.27%	0.32%	0.27%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	1.46%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	1.16%	0.35%	0.0%	0.52%	0.0%	0.0%	0.57%	0.29%	0.0%	0.86%	0.58%	0.0%	0.0%	0.0%	0.0%	0.96%	0.78%	0.0%	0.48%	0.0%	1.06%	0.0%	0.0%	0.0%	2.06%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2061	57	157	137	28	32	8	16	34	49	24	33	27	7	39	43	25	38	50	29	19	17	13	59	21	85	36	44	28	44	46	68	42	57	16	3	13	47	163	78	24	15	61	34	50	18	12	38	25	20	32					
		13.87%	9.14%	10.87%	9.66%	19.04%	8.57%	6.20%	24.24%	11.33%	10.91%	11.70%	10.85%	11.06%	5.10%	10.34%	16.73%	14.45%	17.04%	12.04%	7.92%	11.44%	8.76%	8.22%	23.88%	12.20%	15.15%	11.42%	23.28%	15.46%	16.73%	26.28%	19.94%	22.34%	24.56%	9.41%	4.68%	8.66%	15.01%	44.90%	25.08%	9.44%	7.00%	14.69%	22.07%	26.73%	15.65%	10.08%	11.51%	10.33%	10.47%	13.91%					
																																																									
41	Против всех	299	20	29	43	0	7	4	1	9	2	3	1	0	2	5	3	3	3	4	10	1	1	5	1	1	14	3	2	2	19	3	4	3	5	3	0	1	9	10	5	4	3	12	3	4	0	2	12	6	6	6					
		2.01%	3.21%	2.00%	3.03%	0.0%	1.87%	3.10%	1.51%	3.0%	0.44%	1.46%	0.32%	0.0%	1.45%	1.32%	1.16%	1.73%	1.34%	0.96%	2.73%	0.60%	0.51%	3.16%	0.40%	0.58%	2.49%	0.95%	1.05%	1.10%	7.22%	1.71%	1.17%	1.59%	2.15%	1.76%	0.0%	0.66%	2.87%	2.75%	1.60%	1.57%	1.40%	2.89%	1.94%	2.13%	0.0%	1.68%	3.63%	2.47%	3.14%	2.60%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
