Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Палласовская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	662	28	44	40	20	28	23	43	37	47	1	7	0	16	27	0	1	2	49	7	4	22	1	21	1	3	23	1	0	14	2	3	3	9	1	37	6	7	5	2	31	36	8	0	2	0	0					
		3.26%	3.46%	5.64%	5.41%	2.72%	4.69%	3.03%	5.31%	4.95%	4.12%	0.53%	2.88%	0.00%	2.21%	3.41%	0.00%	0.29%	1.14%	5.06%	2.67%	1.32%	3.80%	1.15%	3.10%	0.56%	2.65%	2.37%	1.09%	0.00%	1.92%	2.11%	2.65%	1.83%	1.86%	1.19%	3.76%	0.96%	1.25%	1.44%	0.76%	4.59%	5.76%	13.33%	0.00%	1.35%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	100	2	4	4	6	2	4	1	7	8	2	0	1	4	1	0	1	0	6	0	0	4	0	4	1	0	8	0	0	6	0	0	0	0	0	0	3	9	1	1	2	6	1	0	0	0	1					
		0.49%	0.25%	0.51%	0.54%	0.82%	0.34%	0.53%	0.12%	0.94%	0.70%	1.06%	0.00%	1.23%	0.55%	0.13%	0.00%	0.29%	0.00%	0.62%	0.00%	0.00%	0.69%	0.00%	0.59%	0.56%	0.00%	0.82%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.61%	0.29%	0.38%	0.30%	0.96%	1.67%	0.00%	0.00%	0.00%	1.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13781	549	482	466	443	405	519	550	487	771	127	174	67	504	518	83	264	115	650	168	236	389	52	413	126	92	600	58	50	466	69	98	109	380	62	710	408	355	269	204	470	429	36	120	121	62	55					
		67.77%	67.78%	61.79%	62.97%	60.27%	67.84%	68.47%	67.90%	65.19%	67.63%	67.20%	71.60%	82.72%	69.71%	65.40%	80.58%	77.19%	65.34%	67.15%	64.12%	78.15%	67.18%	59.77%	60.91%	71.19%	81.42%	61.73%	63.04%	65.79%	63.92%	72.63%	86.73%	66.46%	78.51%	73.81%	72.15%	65.18%	63.51%	77.52%	77.57%	69.63%	68.64%	60.00%	81.08%	81.76%	78.48%	69.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	82	5	3	1	3	2	1	5	5	6	1	2	1	1	0	0	2	1	3	1	0	3	0	3	1	1	9	0	0	2	0	0	0	3	2	3	5	2	1	1	1	2	0	0	0	0	0					
		0.40%	0.62%	0.38%	0.14%	0.41%	0.34%	0.13%	0.62%	0.67%	0.53%	0.53%	0.82%	1.23%	0.14%	0.00%	0.00%	0.58%	0.57%	0.31%	0.38%	0.00%	0.52%	0.00%	0.44%	0.56%	0.88%	0.93%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.62%	2.38%	0.30%	0.80%	0.36%	0.29%	0.38%	0.15%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
