Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Карпинская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950					
14	Число погашенных открепительных удостоверений	243	22	22	0	21	10	6	22	13	25	7	10	28	20	10	9	5	5	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	92	9	7	2	4	5	0	10	12	3	1	4	1	5	7	5	3	2	12					
		0.82%	1.03%	0.77%	2.19%	0.50%	1.49%	0.0%	0.82%	1.28%	0.26%	0.14%	0.70%	0.08%	0.59%	1.44%	1.01%	2.60%	1.85%	3.2%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	648	72	48	5	46	11	12	74	67	54	34	42	74	36	29	20	13	0	11					
		5.81%	8.26%	5.31%	5.49%	5.75%	3.28%	16.21%	6.08%	7.19%	4.77%	4.85%	7.44%	6.57%	4.31%	5.96%	4.05%	11.30%	0.0%	2.93%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	814	50	63	9	30	20	0	102	63	95	58	56	104	71	33	40	7	3	10					
		7.29%	5.74%	6.97%	9.89%	3.75%	5.97%	0.0%	8.38%	6.76%	8.40%	8.27%	9.92%	9.23%	8.51%	6.79%	8.11%	6.08%	2.77%	2.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	276	17	23	0	23	1	2	32	28	33	30	8	33	28	7	6	2	0	3					
		2.47%	1.95%	2.54%	0.0%	2.87%	0.29%	2.70%	2.62%	3.00%	2.92%	4.27%	1.41%	2.93%	3.35%	1.44%	1.21%	1.73%	0.0%	0.8%					
22	"5. ""За Русь Святую"""	62	1	8	0	4	2	0	2	6	4	4	4	4	12	4	3	1	0	3					
		0.55%	0.11%	0.88%	0.0%	0.50%	0.59%	0.0%	0.16%	0.64%	0.35%	0.57%	0.70%	0.35%	1.43%	0.82%	0.60%	0.86%	0.0%	0.8%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	6	3	0	2	1	0	5	3	4	4	3	6	3	0	1	0	0	0					
		0.36%	0.68%	0.33%	0.0%	0.25%	0.29%	0.0%	0.41%	0.32%	0.35%	0.57%	0.53%	0.53%	0.35%	0.0%	0.20%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	5	5	1	7	1	0	8	11	3	2	3	13	9	1	1	0	1	5					
		0.68%	0.57%	0.55%	1.09%	0.87%	0.29%	0.0%	0.65%	1.18%	0.26%	0.28%	0.53%	1.15%	1.07%	0.20%	0.20%	0.0%	0.92%	1.33%					
25	"8. ""Народно-республиканская партия России"""	20	1	1	0	1	0	0	0	1	0	5	1	2	4	1	1	1	0	1					
		0.17%	0.11%	0.11%	0.0%	0.12%	0.0%	0.0%	0.0%	0.10%	0.0%	0.71%	0.17%	0.17%	0.47%	0.20%	0.20%	0.86%	0.0%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	49	5	2	0	4	2	0	6	4	1	5	5	3	3	6	2	1	0	0					
		0.43%	0.57%	0.22%	0.0%	0.50%	0.59%	0.0%	0.49%	0.42%	0.08%	0.71%	0.88%	0.26%	0.35%	1.23%	0.40%	0.86%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	200	11	8	0	16	12	0	16	19	14	15	9	19	22	10	17	3	0	9					
		1.79%	1.26%	0.88%	0.0%	2.00%	3.58%	0.0%	1.31%	2.04%	1.23%	2.13%	1.59%	1.68%	2.63%	2.05%	3.44%	2.60%	0.0%	2.4%					
28	"11. ""Истинные патриоты России"""	16	1	4	0	0	0	1	1	1	2	2	2	1	0	0	0	0	0	1					
		0.14%	0.11%	0.44%	0.0%	0.0%	0.0%	1.35%	0.08%	0.10%	0.17%	0.28%	0.35%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	192	14	20	4	10	9	0	24	19	18	14	8	16	5	10	9	6	2	4					
		1.72%	1.60%	2.21%	4.39%	1.25%	2.68%	0.0%	1.97%	2.04%	1.59%	1.99%	1.41%	1.42%	0.59%	2.05%	1.82%	5.21%	1.85%	1.06%					
30	"13. ""Демократическая партия России"""	29	0	4	1	0	1	1	2	2	5	0	0	6	1	4	2	0	0	0					
		0.26%	0.0%	0.44%	1.09%	0.0%	0.29%	1.35%	0.16%	0.21%	0.44%	0.0%	0.0%	0.53%	0.11%	0.82%	0.40%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	2	8	0	2	1	0	3	2	4	0	2	0	2	1	4	2	0	1					
		0.30%	0.22%	0.88%	0.0%	0.25%	0.29%	0.0%	0.24%	0.21%	0.35%	0.0%	0.35%	0.0%	0.23%	0.20%	0.81%	1.73%	0.0%	0.26%					
32	"15. ""Партия СЛОН"""	14	2	1	0	1	0	0	1	0	4	0	0	1	0	1	0	0	2	1					
		0.12%	0.22%	0.11%	0.0%	0.12%	0.0%	0.0%	0.08%	0.0%	0.35%	0.0%	0.0%	0.08%	0.0%	0.20%	0.0%	0.0%	1.85%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	525	28	32	3	28	12	1	68	62	88	40	23	55	39	12	14	5	1	14					
		4.70%	3.21%	3.54%	3.29%	3.50%	3.58%	1.35%	5.58%	6.65%	7.78%	5.70%	4.07%	4.88%	4.67%	2.46%	2.83%	4.34%	0.92%	3.73%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	1	1	1	2	0	0	3	1	4	5	2	2	0	7	0	1	0	1					
		0.27%	0.11%	0.11%	1.09%	0.25%	0.0%	0.0%	0.24%	0.10%	0.35%	0.71%	0.35%	0.17%	0.0%	1.44%	0.0%	0.86%	0.0%	0.26%					
35	"18. ""ЛДПР"""	1886	169	178	6	140	41	27	198	128	186	98	100	185	149	79	86	17	18	81					
		16.91%	19.40%	19.71%	6.59%	17.52%	12.23%	36.48%	16.26%	13.74%	16.46%	13.98%	17.73%	16.42%	17.86%	16.25%	17.44%	14.78%	16.66%	21.6%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1220	75	70	15	122	16	7	142	90	137	99	71	91	98	62	91	7	14	13					
		10.93%	8.61%	7.75%	16.48%	15.26%	4.77%	9.45%	11.66%	9.66%	12.12%	14.12%	12.58%	8.08%	11.75%	12.75%	18.45%	6.08%	12.96%	3.46%					
37	"20. ""Политическая партия ""Единая Россия"""	3254	288	271	24	229	138	14	323	274	278	170	150	346	234	154	114	32	46	169					
		29.17%	33.06%	30.01%	26.37%	28.66%	41.19%	18.91%	26.54%	29.43%	24.60%	24.25%	26.59%	30.72%	28.05%	31.68%	23.12%	27.82%	42.59%	45.06%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	1	2	0	2	0	0	3	0	1	0	3	3	1	0	0	1	1	2					
		0.17%	0.11%	0.22%	0.0%	0.25%	0.0%	0.0%	0.24%	0.0%	0.08%	0.0%	0.53%	0.26%	0.11%	0.0%	0.0%	0.86%	0.92%	0.53%					
39	"22. ""Развитие предпринимательства"""	16	1	1	0	0	0	0	4	2	4	0	1	0	0	1	1	0	0	1					
		0.14%	0.11%	0.11%	0.0%	0.0%	0.0%	0.0%	0.32%	0.21%	0.35%	0.0%	0.17%	0.0%	0.0%	0.20%	0.20%	0.0%	0.0%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	886	44	72	9	70	32	9	111	69	114	68	40	69	70	25	48	12	10	14					
		7.94%	5.05%	7.97%	9.89%	8.76%	9.55%	12.16%	9.12%	7.41%	10.08%	9.70%	7.09%	6.12%	8.39%	5.14%	9.73%	10.43%	9.25%	3.73%					
																									
41	Против всех	557	57	57	9	43	19	0	56	49	48	39	21	70	34	18	15	1	7	14					
		4.99%	6.54%	6.31%	9.89%	5.38%	5.67%	0.0%	4.60%	5.26%	4.24%	5.56%	3.72%	6.21%	4.07%	3.70%	3.04%	0.86%	6.48%	3.73%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
