Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Горьковская  ТИК																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
		2.18%	1.96%	0.00%	1.44%	1.97%	1.90%	0.00%	1.43%	0.00%	3.36%	0.00%	3.06%	2.51%	2.55%	2.26%	3.81%	3.16%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	1.82%	0.78%	3.91%	3.08%	0.00%	2.70%	2.51%	1.05%	2.24%	3.37%	2.75%	2.30%	1.55%	3.26%	1.16%	1.41%	2.67%	2.13%	0.00%	2.69%	2.08%	1.28%	0.85%	1.72%	3.65%					
19	. Малышкин Олег Александрович	498	8	1	10	19	16	2	12	2	16	3	25	19	28	23	29	6	5	6	4	20	1	0	13	4	3	4	1	1	29	0	48	2	15	19	10	1	7	8	0	11	2	19	13	8	4	10	11					
		3.77%	5.23%	1.06%	4.81%	2.87%	2.76%	1.37%	5.71%	2.04%	13.45%	4.62%	4.50%	2.65%	3.39%	3.46%	3.81%	2.37%	2.94%	4.00%	2.40%	21.74%	1.39%	0.00%	3.38%	3.12%	0.65%	6.15%	1.92%	0.54%	5.20%	0.00%	7.69%	2.25%	2.95%	10.92%	3.10%	1.09%	4.07%	1.61%	0.00%	11.70%	1.74%	3.20%	4.51%	3.42%	3.42%	5.75%	5.73%					
20	. Миронов Сергей Михайлович	86	1	1	2	7	3	0	1	0	0	1	8	5	4	4	5	2	2	1	0	1	0	0	1	0	5	0	2	2	1	0	4	1	1	1	1	1	3	1	1	0	1	3	4	1	1	1	2					
		0.65%	0.65%	1.06%	0.96%	1.06%	0.52%	0.00%	0.48%	0.00%	0.00%	1.54%	1.44%	0.70%	0.48%	0.60%	0.66%	0.79%	1.18%	0.67%	0.00%	1.09%	0.00%	0.00%	0.26%	0.00%	1.09%	0.00%	3.85%	1.08%	0.18%	0.00%	0.64%	1.12%	0.20%	0.57%	0.31%	1.09%	1.74%	0.20%	0.67%	0.00%	0.87%	0.51%	1.39%	0.43%	0.85%	0.57%	1.04%					
21	. Путин Владимир Владимирович	8984	117	31	126	432	353	116	131	91	65	39	396	495	551	432	478	190	146	70	146	53	52	69	262	89	362	50	40	75	396	79	405	72	396	113	214	70	115	387	135	56	105	326	152	171	86	148	101					
		67.96%	76.47%	32.98%	60.58%	65.36%	60.97%	79.45%	62.38%	92.86%	54.62%	60.00%	71.35%	69.04%	66.79%	65.06%	62.73%	75.10%	85.88%	46.67%	87.43%	57.61%	72.22%	72.63%	68.05%	69.53%	78.70%	76.92%	76.92%	40.54%	70.97%	83.16%	64.90%	80.90%	77.80%	64.94%	66.25%	76.09%	66.86%	78.02%	90.00%	59.57%	91.30%	54.88%	52.78%	73.08%	73.50%	85.06%	52.60%					
22	. Хакамада Ирина Муцуовна	260	0	1	1	7	14	6	0	0	4	2	15	16	14	16	9	4	0	1	1	2	5	1	9	0	8	0	2	2	23	2	29	1	3	1	8	1	0	7	2	3	1	6	11	8	1	4	9					
		1.97%	0.00%	1.06%	0.48%	1.06%	2.42%	4.11%	0.00%	0.00%	3.36%	3.08%	2.70%	2.23%	1.70%	2.41%	1.18%	1.58%	0.00%	0.67%	0.60%	2.17%	6.94%	1.05%	2.34%	0.00%	1.74%	0.00%	3.85%	1.08%	4.12%	2.11%	4.65%	1.12%	0.59%	0.57%	2.48%	1.09%	0.00%	1.41%	1.33%	3.19%	0.87%	1.01%	3.82%	3.42%	0.85%	2.30%	4.69%					
23	. Харитонов Николай Михайлович	2769	21	46	63	165	167	20	55	4	27	18	81	143	179	157	189	36	16	70	16	10	12	25	82	33	51	6	7	92	79	13	105	8	66	34	80	15	42	82	6	22	5	204	87	40	23	5	62					
		20.95%	13.73%	48.94%	30.29%	24.96%	28.84%	13.70%	26.19%	4.08%	22.69%	27.69%	14.59%	19.94%	21.70%	23.64%	24.80%	14.23%	9.41%	46.67%	9.58%	10.87%	16.67%	26.32%	21.30%	25.78%	11.09%	9.23%	13.46%	49.73%	14.16%	13.68%	16.83%	8.99%	12.97%	19.54%	24.77%	16.30%	24.42%	16.53%	4.00%	23.40%	4.35%	34.34%	30.21%	17.09%	19.66%	2.87%	32.29%					
																																																						
24	Против всех	233	3	13	3	15	10	2	7	1	1	0	9	18	23	11	17	3	1	1	0	3	2	0	9	1	6	3	0	6	11	0	10	1	7	2	4	0	2	4	0	0	1	11	10	1	1	0	0					
		1.76%	1.96%	13.83%	1.44%	2.27%	1.73%	1.37%	3.33%	1.02%	0.84%	0.00%	1.62%	2.51%	2.79%	1.66%	2.23%	1.19%	0.59%	0.67%	0.00%	3.26%	2.78%	0.00%	2.34%	0.78%	1.30%	4.62%	0.00%	3.24%	1.97%	0.00%	1.60%	1.12%	1.38%	1.15%	1.24%	0.00%	1.16%	0.81%	0.00%	0.00%	0.87%	1.85%	3.47%	0.43%	0.85%	0.00%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
