Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Ханты-Мансийская городская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312									
		1.88%	0.46%	1.78%	2.50%	1.56%	2.83%	1.26%	1.52%	1.41%	1.40%	1.62%	2.49%	2.01%	3.24%	1.20%	2.51%	2.71%	1.47%	2.14%	0.00%	4.32%	1.90%	2.32%	0.93%	1.52%	1.13%	1.60%	2.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	470	13	16	17	17	18	10	23	20	24	21	43	16	18	16	18	20	13	31	0	16	16	18	1	16	24	14	11									
		2.35%	1.48%	2.19%	1.93%	2.22%	2.43%	2.53%	2.68%	2.82%	2.79%	1.79%	4.47%	1.53%	1.71%	1.92%	2.83%	2.85%	2.12%	3.16%	0.00%	3.64%	3.38%	1.90%	0.23%	2.22%	3.03%	2.80%	2.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9461	684	359	330	309	304	160	346	305	439	717	355	436	435	319	258	261	225	576	375	163	179	362	331	481	288	205	259									
		47.35%	78.08%	49.04%	37.50%	40.29%	40.97%	40.40%	40.37%	43.02%	51.11%	61.02%	36.90%	41.76%	41.39%	38.30%	40.50%	37.18%	36.70%	58.78%	81.88%	37.05%	37.76%	38.15%	76.98%	66.62%	36.32%	41.00%	64.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	213	5	12	10	5	10	6	9	7	10	10	16	11	17	11	2	13	6	12	0	7	4	5	1	7	9	5	3									
		1.07%	0.57%	1.64%	1.14%	0.65%	1.35%	1.52%	1.05%	0.99%	1.16%	0.85%	1.66%	1.05%	1.62%	1.32%	0.31%	1.85%	0.98%	1.22%	0.00%	1.59%	0.84%	0.53%	0.23%	0.97%	1.13%	1.00%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	0	1	0	2	1	2	8	2	4	4	2	4	2	2	5	0	1	4	0	3	1	0	0	2	1	0	1									
		0.26%	0.00%	0.14%	0.00%	0.26%	0.13%	0.51%	0.93%	0.28%	0.47%	0.34%	0.21%	0.38%	0.19%	0.24%	0.78%	0.00%	0.16%	0.41%	0.00%	0.68%	0.21%	0.00%	0.00%	0.28%	0.13%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4368	58	172	260	232	176	100	214	135	124	143	246	274	242	226	155	179	175	147	61	120	140	262	51	73	240	113	50									
		21.86%	6.62%	23.50%	29.55%	30.25%	23.72%	25.25%	24.97%	19.04%	14.44%	12.17%	25.57%	26.25%	23.03%	27.13%	24.33%	25.50%	28.55%	15.00%	13.32%	27.27%	29.54%	27.61%	11.86%	10.11%	30.26%	22.60%	12.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	162	1	5	8	9	9	0	8	8	9	8	8	16	6	2	12	5	4	12	0	6	4	10	0	2	6	1	3									
		0.81%	0.11%	0.68%	0.91%	1.17%	1.21%	0.00%	0.93%	1.13%	1.05%	0.68%	0.83%	1.53%	0.57%	0.24%	1.88%	0.71%	0.65%	1.22%	0.00%	1.36%	0.84%	1.05%	0.00%	0.28%	0.76%	0.20%	0.75%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	370	4	14	26	12	17	8	7	21	18	23	19	28	42	17	7	13	8	11	0	8	10	23	2	6	9	11	6									
		1.85%	0.46%	1.91%	2.95%	1.56%	2.29%	2.02%	0.82%	2.96%	2.10%	1.96%	1.98%	2.68%	3.99%	2.04%	1.10%	1.85%	1.31%	1.12%	0.00%	1.82%	2.11%	2.42%	0.47%	0.83%	1.13%	2.20%	1.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	1	1	4	0	0	1	1	2	2	0	4	1	4	1	1	1	1	2	0	0	0	1	0	1	0	2	0									
		0.16%	0.11%	0.14%	0.45%	0.00%	0.00%	0.25%	0.12%	0.28%	0.23%	0.00%	0.42%	0.10%	0.38%	0.12%	0.16%	0.14%	0.16%	0.20%	0.00%	0.00%	0.00%	0.11%	0.00%	0.14%	0.00%	0.40%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	417	8	14	16	14	15	11	27	18	17	23	23	28	24	13	8	20	14	23	2	9	13	19	3	14	19	17	5									
		2.09%	0.91%	1.91%	1.82%	1.83%	2.02%	2.78%	3.15%	2.54%	1.98%	1.96%	2.39%	2.68%	2.28%	1.56%	1.26%	2.85%	2.28%	2.35%	0.44%	2.05%	2.74%	2.00%	0.70%	1.94%	2.40%	3.40%	1.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1581	46	40	72	68	65	42	65	69	69	114	80	93	100	86	43	52	52	42	9	19	40	104	11	39	72	61	28									
		7.91%	5.25%	5.46%	8.18%	8.87%	8.76%	10.61%	7.58%	9.73%	8.03%	9.70%	8.32%	8.91%	9.51%	10.32%	6.75%	7.41%	8.48%	4.29%	1.97%	4.32%	8.44%	10.96%	2.56%	5.40%	9.08%	12.20%	6.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	129	3	5	5	2	5	2	4	5	2	5	12	5	2	9	5	6	12	4	0	3	3	12	0	5	7	4	2									
		0.65%	0.34%	0.68%	0.57%	0.26%	0.67%	0.51%	0.47%	0.71%	0.23%	0.43%	1.25%	0.48%	0.19%	1.08%	0.78%	0.85%	1.96%	0.41%	0.00%	0.68%	0.63%	1.26%	0.00%	0.69%	0.88%	0.80%	0.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1115	29	48	51	41	33	24	59	51	47	53	65	58	68	66	41	60	40	38	7	30	18	65	12	25	52	22	12									
		5.58%	3.31%	6.56%	5.80%	5.35%	4.45%	6.06%	6.88%	7.19%	5.47%	4.51%	6.76%	5.56%	6.47%	7.92%	6.44%	8.55%	6.53%	3.88%	1.53%	6.82%	3.80%	6.85%	2.79%	3.46%	6.56%	4.40%	2.99%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
