Выборы Президента Российской Федерации																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Ворошиловская"																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	1918	58	73	45	69	60	56	53	57	79	69	48	52	37	72	66	74	88	65	79	91	66	76	62	55	27	24	25	49	36	40	68	29	70					
		5.72%	6.34%	7.15%	4.82%	6.33%	5.47%	5.97%	4.85%	6.75%	8.56%	5.56%	6.57%	5.91%	4.19%	6.70%	6.26%	6.05%	5.84%	5.46%	5.37%	6.67%	5.38%	5.72%	4.48%	4.98%	5.52%	4.72%	5.79%	4.65%	4.53%	6.13%	6.82%	4.30%	5.03%					
19	. Малышкин Олег Александрович	457	11	9	21	5	14	10	16	8	6	10	12	10	16	12	18	17	24	14	22	20	15	22	14	25	13	8	7	14	10	4	25	8	17					
		1.36%	1.20%	0.88%	2.25%	0.46%	1.28%	1.07%	1.46%	0.95%	0.65%	0.81%	1.64%	1.14%	1.81%	1.12%	1.71%	1.39%	1.59%	1.18%	1.50%	1.47%	1.22%	1.66%	1.01%	2.26%	2.66%	1.57%	1.62%	1.33%	1.26%	0.61%	2.51%	1.19%	1.22%					
20	. Миронов Сергей Михайлович	286	4	6	12	6	10	9	6	5	14	10	6	2	6	15	9	19	19	12	13	24	5	11	13	13	4	1	5	5	3	2	4	2	11					
		0.85%	0.44%	0.59%	1.29%	0.55%	0.91%	0.96%	0.55%	0.59%	1.52%	0.81%	0.82%	0.23%	0.68%	1.40%	0.85%	1.55%	1.26%	1.01%	0.88%	1.76%	0.41%	0.83%	0.94%	1.18%	0.82%	0.20%	1.16%	0.47%	0.38%	0.31%	0.40%	0.30%	0.79%					
21	. Путин Владимир Владимирович	21565	616	623	611	663	676	563	735	589	529	796	445	521	585	683	616	782	970	734	967	857	790	859	938	739	332	365	289	703	533	410	686	416	944					
		64.35%	67.32%	61.02%	65.49%	60.83%	61.68%	60.02%	67.25%	69.70%	57.31%	64.14%	60.88%	59.20%	66.25%	63.53%	58.44%	63.89%	64.32%	61.68%	65.78%	62.78%	64.44%	64.64%	67.82%	66.94%	67.89%	71.85%	66.90%	66.76%	67.04%	62.88%	68.81%	61.72%	67.77%					
22	. Хакамада Ирина Муцуовна	2018	52	54	60	101	74	60	75	59	56	102	49	41	47	69	58	66	83	81	113	80	55	90	66	68	17	32	16	32	46	37	40	47	92					
		6.02%	5.68%	5.29%	6.43%	9.27%	6.75%	6.40%	6.86%	6.98%	6.07%	8.22%	6.70%	4.66%	5.32%	6.42%	5.50%	5.39%	5.50%	6.81%	7.69%	5.86%	4.49%	6.77%	4.77%	6.16%	3.48%	6.30%	3.70%	3.04%	5.79%	5.67%	4.01%	6.97%	6.60%					
23	. Харитонов Николай Михайлович	5514	134	206	131	176	206	193	147	86	182	203	144	198	155	162	206	193	245	216	193	214	233	189	211	157	71	67	73	200	128	130	138	142	185					
		16.45%	14.64%	20.18%	14.04%	16.15%	18.80%	20.58%	13.45%	10.18%	19.72%	16.36%	19.70%	22.50%	17.55%	15.07%	19.54%	15.77%	16.25%	18.15%	13.13%	15.68%	19.00%	14.22%	15.26%	14.22%	14.52%	13.19%	16.90%	18.99%	16.10%	19.94%	13.84%	21.07%	13.28%					
																																								
24	Против всех	1513	32	47	47	62	50	39	50	37	52	45	23	46	32	55	74	67	70	62	68	73	54	75	71	36	18	7	13	42	36	21	26	18	65					
		4.52%	3.50%	4.60%	5.04%	5.69%	4.56%	4.16%	4.57%	4.38%	5.63%	3.63%	3.15%	5.23%	3.62%	5.12%	7.02%	5.47%	4.64%	5.21%	4.63%	5.35%	4.40%	5.64%	5.13%	3.26%	3.68%	1.38%	3.01%	3.99%	4.53%	3.22%	2.61%	2.67%	4.67%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
