Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Усть-Куломская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №681									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	0	1	0	10	3	1	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	160	5	4	5	3	6	1	11	3	2	10	8	3	0	9	5	3	16	1	3	1	5	0	4	1	5	5	7	3	1	1	16	4	2	6	0	1									
		1.50%	3.79%	1.16%	2.17%	1.76%	2.30%	0.47%	1.91%	2.17%	1.18%	1.15%	0.82%	0.75%	0.00%	1.52%	1.39%	3.30%	2.08%	0.45%	1.08%	0.66%	3.18%	0.00%	1.96%	0.75%	1.23%	1.64%	2.93%	1.30%	0.39%	1.02%	2.25%	1.72%	1.69%	3.57%	0.00%	2.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	447	4	10	5	5	8	7	20	4	5	34	20	14	9	41	18	3	25	14	21	6	6	5	8	3	12	12	14	11	12	9	43	9	12	11	5	2									
		4.18%	3.03%	2.91%	2.17%	2.94%	3.07%	3.29%	3.47%	2.90%	2.96%	3.92%	2.04%	3.50%	8.65%	6.90%	5.01%	3.30%	3.25%	6.25%	7.53%	3.97%	3.82%	2.23%	3.92%	2.24%	2.96%	3.95%	5.86%	4.78%	4.63%	9.18%	6.04%	3.88%	10.17%	6.55%	4.46%	4.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	456	4	11	5	5	13	6	23	4	4	50	42	8	5	20	13	1	30	10	13	10	8	12	5	3	12	17	12	21	18	6	34	9	6	9	5	2									
		4.26%	3.03%	3.20%	2.17%	2.94%	4.98%	2.82%	3.99%	2.90%	2.37%	5.76%	4.29%	2.00%	4.81%	3.37%	3.62%	1.10%	3.90%	4.46%	4.66%	6.62%	5.10%	5.36%	2.45%	2.24%	2.96%	5.59%	5.02%	9.13%	6.95%	6.12%	4.78%	3.88%	5.08%	5.36%	4.46%	4.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5077	56	180	128	72	133	123	251	69	105	331	486	216	49	252	224	42	358	117	127	91	99	119	109	77	206	138	98	94	131	42	276	99	46	64	54	15									
		47.48%	42.42%	52.33%	55.65%	42.35%	50.96%	57.75%	43.50%	50.00%	62.13%	38.13%	49.64%	54.00%	47.12%	42.42%	62.40%	46.15%	46.49%	52.23%	45.52%	60.26%	63.06%	53.13%	53.43%	57.46%	50.86%	45.39%	41.00%	40.87%	50.58%	42.86%	38.76%	42.67%	38.98%	38.10%	48.21%	34.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	77	0	0	1	1	5	1	5	1	0	11	7	0	1	5	1	0	5	2	2	1	0	1	3	0	3	0	1	3	3	1	8	3	0	0	2	0									
		0.72%	0.00%	0.00%	0.43%	0.59%	1.92%	0.47%	0.87%	0.72%	0.00%	1.27%	0.72%	0.00%	0.96%	0.84%	0.28%	0.00%	0.65%	0.89%	0.72%	0.66%	0.00%	0.45%	1.47%	0.00%	0.74%	0.00%	0.42%	1.30%	1.16%	1.02%	1.12%	1.29%	0.00%	0.00%	1.79%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	0	1	1	2	1	1	0	0	3	1	1	1	3	2	0	4	0	0	1	0	0	2	1	0	0	1	1	0	0	4	0	0	0	0	0									
		0.29%	0.00%	0.00%	0.43%	0.59%	0.77%	0.47%	0.17%	0.00%	0.00%	0.35%	0.10%	0.25%	0.96%	0.51%	0.56%	0.00%	0.52%	0.00%	0.00%	0.66%	0.00%	0.00%	0.98%	0.75%	0.00%	0.00%	0.42%	0.43%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2091	28	59	40	38	54	34	127	25	31	191	214	85	15	113	40	21	190	40	55	22	19	49	41	21	62	50	36	42	42	16	152	48	15	39	22	15									
		19.56%	21.21%	17.15%	17.39%	22.35%	20.69%	15.96%	22.01%	18.12%	18.34%	22.00%	21.86%	21.25%	14.42%	19.02%	11.14%	23.08%	24.68%	17.86%	19.71%	14.57%	12.10%	21.88%	20.10%	15.67%	15.31%	16.45%	15.06%	18.26%	16.22%	16.33%	21.35%	20.69%	12.71%	23.21%	19.64%	34.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	0	1	1	2	2	2	6	0	0	5	3	0	0	7	1	0	2	1	1	0	0	0	0	4	1	0	0	2	1	1	3	0	2	0	0	0									
		0.45%	0.00%	0.29%	0.43%	1.18%	0.77%	0.94%	1.04%	0.00%	0.00%	0.58%	0.31%	0.00%	0.00%	1.18%	0.28%	0.00%	0.26%	0.45%	0.36%	0.00%	0.00%	0.00%	0.00%	2.99%	0.25%	0.00%	0.00%	0.87%	0.39%	1.02%	0.42%	0.00%	1.69%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	75	0	5	0	1	0	1	7	0	1	14	9	3	0	2	2	0	5	1	2	1	1	7	1	0	0	1	0	4	0	0	6	0	0	0	1	0									
		0.70%	0.00%	1.45%	0.00%	0.59%	0.00%	0.47%	1.21%	0.00%	0.59%	1.61%	0.92%	0.75%	0.00%	0.34%	0.56%	0.00%	0.65%	0.45%	0.72%	0.66%	0.64%	3.13%	0.49%	0.00%	0.00%	0.33%	0.00%	1.74%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.89%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	1	0	1	1	0	0	2	0	2	0	1	0	3	2	0	2	1	2	0	0	0	0	2	0	3	0	0	0	0	2	1	1	1	0	0									
		0.26%	0.00%	0.29%	0.00%	0.59%	0.38%	0.00%	0.00%	1.45%	0.00%	0.23%	0.00%	0.25%	0.00%	0.51%	0.56%	0.00%	0.26%	0.45%	0.72%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.28%	0.43%	0.85%	0.60%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	91	1	3	3	1	6	5	8	1	0	15	10	0	0	5	0	1	6	2	0	0	0	0	1	1	5	4	1	0	0	0	5	5	1	1	0	0									
		0.85%	0.76%	0.87%	1.30%	0.59%	2.30%	2.35%	1.39%	0.72%	0.00%	1.73%	1.02%	0.00%	0.00%	0.84%	0.00%	1.10%	0.78%	0.89%	0.00%	0.00%	0.00%	0.00%	0.49%	0.75%	1.23%	1.32%	0.42%	0.00%	0.00%	0.00%	0.70%	2.16%	0.85%	0.60%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1114	21	42	24	24	17	15	63	11	13	111	82	30	10	69	16	3	74	20	30	11	12	12	12	14	45	40	46	22	30	11	96	31	19	19	15	4									
		10.42%	15.91%	12.21%	10.43%	14.12%	6.51%	7.04%	10.92%	7.97%	7.69%	12.79%	8.38%	7.50%	9.62%	11.62%	4.46%	3.30%	9.61%	8.93%	10.75%	7.28%	7.64%	5.36%	5.88%	10.45%	11.11%	13.16%	19.25%	9.57%	11.58%	11.22%	13.48%	13.36%	16.10%	11.31%	13.39%	9.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	1	2	0	0	2	1	2	0	1	6	9	2	0	3	0	0	1	0	0	1	1	2	0	2	1	2	2	1	1	1	15	3	1	2	0	0									
		0.61%	0.76%	0.58%	0.00%	0.00%	0.77%	0.47%	0.35%	0.00%	0.59%	0.69%	0.92%	0.50%	0.00%	0.51%	0.00%	0.00%	0.13%	0.00%	0.00%	0.66%	0.64%	0.89%	0.00%	1.49%	0.25%	0.66%	0.84%	0.43%	0.39%	1.02%	2.11%	1.29%	0.85%	1.19%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	599	7	22	7	5	6	11	33	8	3	57	59	21	9	43	24	15	33	5	13	5	5	10	9	5	37	17	7	19	18	3	39	15	12	9	7	1									
		5.60%	5.30%	6.40%	3.04%	2.94%	2.30%	5.16%	5.72%	5.80%	1.78%	6.57%	6.03%	5.25%	8.65%	7.24%	6.69%	16.48%	4.29%	2.23%	4.66%	3.31%	3.18%	4.46%	4.41%	3.73%	9.14%	5.59%	2.93%	8.26%	6.95%	3.06%	5.48%	6.47%	10.17%	5.36%	6.25%	2.33%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
