Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
"Наименование Избирательной комиссии:    Нижний Новгород, Ленинская"																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1486	УИК №1487	УИК №1488	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1950	20	35	45	50	35	60	40	35	35	30	40	20	20	30	30	30	60	20	20	30	30	35	30	30	30	20	35	35	35	20	25	20	40	30	20	30	30	40	20	25	40	25	35	30	25	20	30	35	30	30	30	40	35	35	25	30	30	50	30	30	20	30	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1829	15	31	39	50	34	54	39	33	32	24	30	18	20	30	30	28	60	18	8	30	30	35	30	28	30	19	35	33	35	18	22	20	40	28	15	26	30	40	20	22	38	25	32	28	25	18	30	34	28	28	27	40	35	34	25	24	28	48	29	27	20	27	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2001	37	67	34	24	10	17	28	17	29	31	44	15	10	48	20	20	23	19	34	29	10	19	21	27	21	66	86	70	25	93	28	38	72	82	9	29	40	7	13	6	71	31	43	24	27	56	18	16	18	32	17	15	41	31	15	12	20	33	15	98	26	6	5	4	9					
14	Число погашенных неиспользованных открепительных удостоверений	121	5	4	6	0	1	6	1	2	3	6	10	2	0	0	0	2	0	2	12	0	0	0	0	2	0	1	0	2	0	2	3	0	0	2	5	4	0	0	0	3	2	0	3	2	0	2	0	1	2	2	3	0	0	1	0	6	2	2	1	3	0	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	91	1	2	0	2	1	2	0	0	3	3	3	3	3	0	3	2	1	0	1	2	1	2	0	1	1	0	2	2	3	0	2	1	3	0	0	0	0	1	0	0	4	1	0	2	0	0	4	1	0	1	2	4	2	3	2	3	3	0	3	2	2	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7961	105	147	117	133	88	160	146	158	149	165	111	111	158	165	159	141	178	69	41	97	116	136	127	85	118	83	135	125	175	63	111	55	88	98	49	107	113	187	85	77	194	178	149	143	154	66	112	167	134	173	106	191	157	195	132	136	150	160	162	70	101	114	36	28	22					
		15.29%	15.42%	14.57%	12.41%	15.08%	15.41%	18.50%	15.90%	13.95%	14.94%	16.89%	14.78%	12.95%	19.01%	16.16%	15.60%	16.30%	15.64%	12.97%	9.60%	13.57%	16.00%	13.85%	13.77%	12.92%	16.30%	16.50%	14.50%	12.29%	17.62%	12.52%	13.84%	13.55%	13.79%	13.15%	11.86%	15.69%	13.65%	16.71%	13.24%	11.76%	15.35%	15.17%	17.70%	15.94%	14.29%	12.55%	15.43%	17.80%	19.88%	17.15%	14.89%	18.62%	18.60%	15.44%	16.90%	17.35%	16.61%	16.08%	15.98%	11.99%	16.01%	15.77%	10.06%	18.67%	15.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6551	79	116	151	148	90	93	113	145	130	107	74	136	85	148	128	111	161	68	48	108	102	130	108	104	91	69	102	119	117	51	98	53	91	79	73	93	112	138	78	81	156	119	74	110	116	58	115	90	87	124	89	127	94	183	94	92	119	141	126	61	77	87	44	20	20					
		12.58%	11.60%	11.50%	16.01%	16.78%	15.76%	10.75%	12.31%	12.80%	13.04%	10.95%	9.85%	15.87%	10.23%	14.50%	12.56%	12.83%	14.15%	12.78%	11.24%	15.10%	14.07%	13.24%	11.71%	15.81%	12.57%	13.72%	10.96%	11.70%	11.78%	10.14%	12.22%	13.05%	14.26%	10.60%	17.68%	13.64%	13.53%	12.33%	12.15%	12.37%	12.34%	10.14%	8.79%	12.26%	10.76%	11.03%	15.84%	9.59%	12.91%	12.29%	12.50%	12.38%	11.14%	14.49%	12.04%	11.73%	13.18%	14.17%	12.43%	10.45%	12.20%	12.03%	12.29%	13.33%	13.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	649	10	13	7	8	12	11	8	23	12	17	8	9	14	10	15	14	18	5	2	7	9	11	10	9	9	6	13	16	9	7	8	3	5	10	5	9	11	9	5	11	19	20	11	10	15	4	11	13	8	7	8	17	5	14	8	12	14	13	9	11	3	9	6	2	2					
		1.25%	1.47%	1.29%	0.74%	0.91%	2.10%	1.27%	0.87%	2.03%	1.20%	1.74%	1.07%	1.05%	1.68%	0.98%	1.47%	1.62%	1.58%	0.94%	0.47%	0.98%	1.24%	1.12%	1.08%	1.37%	1.24%	1.19%	1.40%	1.57%	0.91%	1.39%	0.99%	0.74%	0.78%	1.34%	1.21%	1.32%	1.33%	0.80%	0.78%	1.68%	1.50%	1.71%	1.31%	1.11%	1.39%	0.76%	1.52%	1.39%	1.19%	0.69%	1.12%	1.66%	0.59%	1.11%	1.02%	1.53%	1.55%	1.31%	0.89%	1.88%	0.48%	1.24%	1.68%	1.33%	1.40%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17517	250	338	285	274	166	297	311	356	329	337	254	298	215	314	301	294	342	161	140	220	249	316	317	230	256	157	313	357	310	140	288	119	191	267	121	211	305	426	213	246	430	474	301	324	381	178	265	343	215	383	247	343	295	441	273	267	289	354	343	206	213	236	124	40	38					
		33.65%	36.71%	33.50%	30.22%	31.07%	29.07%	34.34%	33.88%	31.42%	32.99%	34.49%	33.82%	34.77%	25.87%	30.75%	29.54%	33.99%	30.05%	30.26%	32.79%	30.77%	34.34%	32.18%	34.38%	34.95%	35.36%	31.21%	33.62%	35.10%	31.22%	27.83%	35.91%	29.31%	29.94%	35.84%	29.30%	30.94%	36.84%	38.07%	33.18%	37.56%	34.02%	40.41%	35.75%	36.12%	35.34%	33.84%	36.50%	36.57%	31.90%	37.96%	34.69%	33.43%	34.95%	34.92%	34.96%	34.06%	32.00%	35.58%	33.83%	35.27%	33.76%	32.64%	34.64%	26.67%	26.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2559	32	56	38	37	13	33	54	79	64	44	51	31	48	48	62	35	55	26	17	26	30	52	35	28	33	19	34	67	56	30	32	23	37	47	13	25	49	52	38	38	58	66	46	48	74	34	43	37	31	50	33	35	38	60	37	37	48	34	54	28	32	40	6	2	1					
		4.92%	4.70%	5.55%	4.03%	4.20%	2.28%	3.82%	5.88%	6.97%	6.42%	4.50%	6.79%	3.62%	5.78%	4.70%	6.08%	4.05%	4.83%	4.89%	3.98%	3.64%	4.14%	5.30%	3.80%	4.26%	4.56%	3.78%	3.65%	6.59%	5.64%	5.96%	3.99%	5.67%	5.80%	6.31%	3.15%	3.67%	5.92%	4.65%	5.92%	5.80%	4.59%	5.63%	5.46%	5.35%	6.86%	6.46%	5.92%	3.94%	4.60%	4.96%	4.63%	3.41%	4.50%	4.75%	4.74%	4.72%	5.32%	3.42%	5.33%	4.79%	5.07%	5.53%	1.68%	1.33%	0.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15724	193	319	325	268	193	253	268	343	286	299	229	239	288	305	330	253	365	192	172	243	199	317	309	192	211	164	323	316	302	200	254	141	201	227	144	225	218	287	213	192	375	295	246	238	308	173	167	265	184	257	218	298	241	342	227	219	270	272	289	198	189	216	126	54	59					
		30.20%	28.34%	31.62%	34.46%	30.39%	33.80%	29.25%	29.19%	30.27%	28.69%	30.60%	30.49%	27.89%	34.66%	29.87%	32.38%	29.25%	32.07%	36.09%	40.28%	33.99%	27.45%	32.28%	33.51%	29.18%	29.14%	32.60%	34.69%	31.07%	30.41%	39.76%	31.67%	34.73%	31.50%	30.47%	34.87%	32.99%	26.33%	25.65%	33.18%	29.31%	29.67%	25.15%	29.22%	26.53%	28.57%	32.89%	23.00%	28.25%	27.30%	25.47%	30.62%	29.04%	28.55%	27.08%	29.07%	27.93%	29.90%	27.34%	28.50%	33.90%	29.95%	29.88%	35.20%	36.00%	41.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	401	6	12	8	6	5	4	8	11	10	1	11	9	8	16	12	2	5	6	1	4	5	7	7	4	5	3	4	6	9	2	5	5	6	6	2	4	11	5	5	3	11	5	1	15	15	3	6	6	5	8	7	4	8	12	4	3	5	7	5	7	3	6	5	1	0					
		0.77%	0.88%	1.19%	0.85%	0.68%	0.88%	0.46%	0.87%	0.97%	1.00%	0.10%	1.46%	1.05%	0.96%	1.57%	1.18%	0.23%	0.44%	1.13%	0.23%	0.56%	0.69%	0.71%	0.76%	0.61%	0.69%	0.60%	0.43%	0.59%	0.91%	0.40%	0.62%	1.23%	0.94%	0.81%	0.48%	0.59%	1.33%	0.45%	0.78%	0.46%	0.87%	0.43%	0.12%	1.67%	1.39%	0.57%	0.83%	0.64%	0.74%	0.79%	0.98%	0.39%	0.95%	0.95%	0.51%	0.38%	0.55%	0.70%	0.49%	1.20%	0.48%	0.83%	1.40%	0.67%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
