Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Лукояновская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221					
14	Число погашенных неиспользованных открепительных удостоверений	300	12	16	12	7	9	14	13	16	9	5	9	5	2	5	1	4	3	4	13	17	8	3	0	5	4	5	4	2	5	5	8	5	5	5	8	5	5	2	5	5	5	5	4	4	5	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	299	2	22	13	11	12	17	8	11	3	4	11	4	0	3	4	3	2	3	7	4	18	3	19	7	11	5	2	3	5	0	9	3	3	3	8	12	0	5	4	6	8	3	2	5	3	4	4					
		1.97%	0.22%	2.63%	1.72%	1.36%	0.75%	2.15%	1.97%	1.26%	0.70%	2.31%	3.11%	2.03%	0.00%	3.49%	1.56%	4.05%	1.83%	2.24%	1.23%	0.80%	3.99%	1.55%	4.67%	5.93%	5.95%	1.72%	0.93%	1.38%	3.65%	0.00%	2.47%	2.24%	4.29%	4.29%	2.22%	5.58%	0.00%	2.56%	3.70%	1.93%	6.50%	3.90%	0.96%	2.76%	3.33%	2.23%	2.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	9	5	5	2	1	5	2	1	1	0	1	1	0	0	1	0	0	0	6	1	2	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0					
		0.34%	0.99%	0.60%	0.66%	0.25%	0.06%	0.63%	0.49%	0.11%	0.23%	0.00%	0.28%	0.51%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.05%	0.20%	0.44%	0.52%	0.49%	0.00%	0.00%	0.34%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.32%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.24%	0.00%	0.00%	0.06%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.20%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.75%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1689	163	112	102	114	147	86	35	91	33	9	32	40	4	6	47	2	8	20	59	88	33	14	95	8	26	31	12	13	6	3	31	6	9	1	35	17	10	15	12	43	2	2	28	9	4	13	13					
		11.13%	17.85%	13.37%	13.51%	14.07%	9.22%	10.89%	8.60%	10.45%	7.69%	5.20%	9.04%	20.30%	5.33%	6.98%	18.29%	2.70%	7.34%	14.93%	10.33%	17.53%	7.32%	7.22%	23.34%	6.78%	14.05%	10.69%	5.58%	5.99%	4.38%	4.48%	8.49%	4.48%	12.86%	1.43%	9.70%	7.91%	14.49%	7.69%	11.11%	13.83%	1.63%	2.60%	13.40%	4.97%	4.44%	7.26%	6.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	29	2	5	2	2	2	2	0	2	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.19%	0.22%	0.60%	0.26%	0.25%	0.13%	0.25%	0.00%	0.23%	0.47%	0.58%	0.85%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	2.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%					
23	6.Политическая партия «Партия социальной справедливости»	18	2	1	0	0	1	1	1	1	0	0	1	2	0	0	1	0	1	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.12%	0.22%	0.12%	0.00%	0.00%	0.06%	0.13%	0.25%	0.11%	0.00%	0.00%	0.28%	1.02%	0.00%	0.00%	0.39%	0.00%	0.92%	0.00%	0.00%	0.20%	0.00%	0.00%	0.74%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	958	55	52	52	57	77	81	24	47	17	8	18	7	6	4	11	5	10	17	55	42	30	20	21	7	10	8	10	12	5	2	16	9	1	3	26	19	4	7	8	23	3	5	7	23	0	19	15					
		6.31%	6.02%	6.21%	6.89%	7.04%	4.83%	10.25%	5.90%	5.40%	3.96%	4.62%	5.08%	3.55%	8.00%	4.65%	4.28%	6.76%	9.17%	12.69%	9.63%	8.37%	6.65%	10.31%	5.16%	5.93%	5.41%	2.76%	4.65%	5.53%	3.65%	2.99%	4.38%	6.72%	1.43%	4.29%	7.20%	8.84%	5.80%	3.59%	7.41%	7.40%	2.44%	6.49%	3.35%	12.71%	0.00%	10.61%	7.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1035	72	79	65	67	153	67	42	79	33	12	27	7	0	1	26	12	11	7	24	18	14	11	37	5	33	8	5	14	6	0	17	3	1	0	18	14	1	4	1	20	3	3	3	1	0	3	8					
		6.82%	7.89%	9.43%	8.61%	8.27%	9.60%	8.48%	10.32%	9.07%	7.69%	6.94%	7.63%	3.55%	0.00%	1.16%	10.12%	16.22%	10.09%	5.22%	4.20%	3.59%	3.10%	5.67%	9.09%	4.24%	17.84%	2.76%	2.33%	6.45%	4.38%	0.00%	4.66%	2.24%	1.43%	0.00%	4.99%	6.51%	1.45%	2.05%	0.93%	6.43%	2.44%	3.90%	1.44%	0.55%	0.00%	1.68%	4.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	69	3	5	2	2	7	1	1	1	2	1	0	1	1	1	2	0	2	0	6	4	3	2	4	0	1	1	4	2	0	0	2	0	2	0	1	0	0	1	0	0	1	0	0	1	0	2	0					
		0.45%	0.33%	0.60%	0.26%	0.25%	0.44%	0.13%	0.25%	0.11%	0.47%	0.58%	0.00%	0.51%	1.33%	1.16%	0.78%	0.00%	1.83%	0.00%	1.05%	0.80%	0.67%	1.03%	0.98%	0.00%	0.54%	0.34%	1.86%	0.92%	0.00%	0.00%	0.55%	0.00%	2.86%	0.00%	0.28%	0.00%	0.00%	0.51%	0.00%	0.00%	0.81%	0.00%	0.00%	0.55%	0.00%	1.12%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10861	594	542	501	543	1186	522	292	631	335	135	253	130	63	69	163	50	74	87	408	341	347	137	224	90	102	236	182	169	115	62	286	112	51	63	271	150	53	150	82	210	106	63	167	142	83	137	152					
		71.59%	65.06%	64.68%	66.36%	67.04%	74.40%	66.08%	71.74%	72.45%	78.09%	78.03%	71.47%	65.99%	84.00%	80.23%	63.42%	67.57%	67.89%	64.93%	71.45%	67.93%	76.94%	70.62%	55.04%	76.27%	55.14%	81.38%	84.65%	77.88%	83.94%	92.54%	78.36%	83.58%	72.86%	90.00%	75.07%	69.77%	76.81%	76.92%	75.93%	67.52%	86.18%	81.82%	79.90%	78.45%	92.22%	76.54%	77.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	51	6	9	5	4	3	2	1	1	1	2	3	2	1	0	1	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0					
		0.34%	0.66%	1.07%	0.66%	0.49%	0.19%	0.25%	0.25%	0.11%	0.23%	1.16%	0.85%	1.02%	1.33%	0.00%	0.39%	0.00%	0.00%	0.00%	0.18%	0.20%	0.44%	0.52%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.45%	0.51%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
