Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Кизнерская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	153	0	0	2	0	7	4	7	5	0	7	7	5	7	11	10	1	0	0	2	4	7	4	0	12	5	10	19	6	5	4	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	1	0	2	1	3	3	1	0	1	1	0	1	2	0	0	0	0	0	1	1	0	0	0	2	6	21	9	4	1	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	175	10	7	13	10	0	3	8	10	5	0	0	5	3	0	0	9	10	5	3	6	3	6	5	0	5	0	31	4	5	6	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	17	1	2	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	75	1	2	2	1	0	1	0	2	0	4	0	0	3	2	3	1	1	1	0	0	2	3	1	4	3	2	16	4	7	4	5									
		0.72%	0.29%	1.41%	1.35%	0.94%	0.00%	0.58%	0.00%	0.56%	0.00%	1.59%	0.00%	0.00%	1.30%	0.65%	1.19%	0.34%	0.56%	0.75%	0.00%	0.00%	0.45%	0.72%	0.71%	0.97%	0.64%	0.28%	1.22%	0.68%	1.08%	0.79%	1.32%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	269	0	2	2	3	3	1	4	3	2	5	2	2	6	9	8	9	2	2	8	4	12	14	1	16	18	30	23	14	22	23	19									
		2.57%	0.00%	1.41%	1.35%	2.83%	0.68%	0.58%	3.08%	0.85%	1.82%	1.98%	1.42%	1.85%	2.61%	2.94%	3.16%	3.10%	1.13%	1.50%	2.92%	1.28%	2.70%	3.34%	0.71%	3.86%	3.85%	4.14%	1.75%	2.37%	3.40%	4.55%	5.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	178	11	2	3	1	6	4	1	4	2	4	4	0	0	1	5	4	1	1	3	7	9	7	0	10	9	14	14	19	15	12	5									
		1.70%	3.23%	1.41%	2.03%	0.94%	1.37%	2.34%	0.77%	1.13%	1.82%	1.59%	2.84%	0.00%	0.00%	0.33%	1.98%	1.38%	0.56%	0.75%	1.09%	2.24%	2.03%	1.67%	0.00%	2.42%	1.92%	1.93%	1.07%	3.21%	2.32%	2.37%	1.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6828	238	101	122	73	345	103	90	264	91	205	109	89	170	219	168	191	136	106	213	237	285	294	115	201	244	419	792	335	355	312	206									
		65.27%	69.79%	71.13%	82.43%	68.87%	78.77%	60.23%	69.23%	74.37%	82.73%	81.35%	77.30%	82.41%	73.91%	71.57%	66.40%	65.86%	76.84%	79.70%	77.74%	75.96%	64.19%	70.17%	82.14%	48.55%	52.14%	57.87%	60.41%	56.68%	54.87%	61.66%	54.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	0	0	1	0	3	3	0	1	0	0	0	1	0	0	1	2	0	0	0	1	3	2	0	1	2	2	13	3	2	3	3									
		0.45%	0.00%	0.00%	0.68%	0.00%	0.68%	1.75%	0.00%	0.28%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.40%	0.69%	0.00%	0.00%	0.00%	0.32%	0.68%	0.48%	0.00%	0.24%	0.43%	0.28%	0.99%	0.51%	0.31%	0.59%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	1	0	1	0	1	3	1	2	2	2									
		0.19%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.71%	0.00%	0.43%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.45%	0.24%	0.00%	0.24%	0.00%	0.14%	0.23%	0.17%	0.31%	0.40%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1283	27	15	12	9	44	14	11	39	6	13	7	7	10	39	26	27	10	8	23	31	61	40	11	62	71	104	276	86	97	57	40									
		12.26%	7.92%	10.56%	8.11%	8.49%	10.05%	8.19%	8.46%	10.99%	5.45%	5.16%	4.96%	6.48%	4.35%	12.75%	10.28%	9.31%	5.65%	6.02%	8.39%	9.94%	13.74%	9.55%	7.86%	14.98%	15.17%	14.36%	21.05%	14.55%	14.99%	11.26%	10.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	2	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	2	1	1	7	2	1	1	2									
		0.26%	0.59%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.56%	0.00%	0.36%	0.00%	0.00%	0.24%	0.00%	0.48%	0.21%	0.14%	0.53%	0.34%	0.15%	0.20%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	0	0	0	0	2	0	3	0	0	0	0	0	0	2	3	0	0	1	1	0	2	2	1	2	2	6	10	2	2	3	4									
		0.46%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	2.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.19%	0.00%	0.00%	0.75%	0.36%	0.00%	0.45%	0.48%	0.71%	0.48%	0.43%	0.83%	0.76%	0.34%	0.31%	0.59%	1.05%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	1	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	1	5	1	1	2	1									
		0.18%	0.00%	0.00%	0.68%	0.00%	0.23%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.38%	0.17%	0.15%	0.40%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	4	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	2	1	2	4	2	0	3	3	4	6	7	1	5	3									
		0.50%	1.17%	0.00%	0.00%	0.00%	0.00%	0.58%	0.77%	0.28%	0.91%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.50%	0.36%	0.64%	0.90%	0.48%	0.00%	0.72%	0.64%	0.55%	0.46%	1.18%	0.15%	0.99%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1154	34	14	5	14	27	38	19	29	7	15	9	7	32	25	31	53	19	12	19	20	41	32	10	76	76	95	74	75	114	63	69									
		11.03%	9.97%	9.86%	3.38%	13.21%	6.16%	22.22%	14.62%	8.17%	6.36%	5.95%	6.38%	6.48%	13.91%	8.17%	12.25%	18.28%	10.73%	9.02%	6.93%	6.41%	9.23%	7.64%	7.14%	18.36%	16.24%	13.12%	5.64%	12.69%	17.62%	12.45%	18.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	0	0	0	0	0	0	3	0	0	0	0	1	1	0	1	1	0	0	1	2	1	1	0	1	1	5	0	1	1	1									
		0.23%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.43%	0.33%	0.00%	0.34%	0.56%	0.00%	0.00%	0.32%	0.45%	0.24%	0.71%	0.00%	0.21%	0.14%	0.38%	0.00%	0.15%	0.20%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	209	18	0	0	3	4	1	1	1	1	3	5	0	2	3	5	0	3	0	2	0	14	16	0	17	16	19	28	13	12	12	10									
		1.99%	5.28%	0.00%	0.00%	2.83%	0.91%	0.58%	0.77%	0.28%	0.91%	1.19%	3.55%	0.00%	0.87%	0.98%	1.98%	0.00%	1.69%	0.00%	0.73%	0.00%	3.15%	3.82%	0.00%	4.11%	3.42%	2.62%	2.14%	2.20%	1.85%	2.37%	2.63%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
