Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Заволжская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1339	235	263	226	167	52	51	43	20	16	33	20	87	36	15	46	29									
		21.99%	24.63%	31.20%	26.31%	23.46%	23.42%	17.83%	14.19%	14.49%	7.80%	13.98%	19.61%	18.43%	17.22%	9.26%	20.81%	17.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	8	4	3	5	3	3	0	1	1	2	1	0	3	0	2	2									
		0.62%	0.84%	0.47%	0.35%	0.70%	1.35%	1.05%	0.00%	0.72%	0.49%	0.85%	0.98%	0.00%	1.44%	0.00%	0.90%	1.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	348	63	55	65	50	11	20	12	7	12	7	2	28	5	1	2	8									
		5.72%	6.60%	6.52%	7.57%	7.02%	4.95%	6.99%	3.96%	5.07%	5.85%	2.97%	1.96%	5.93%	2.39%	0.62%	0.90%	4.91%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
