Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Приволжская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	72	4	0	3	3	0	4	0	1	0	6	4	1	1	8	0	8	0	0	4	8	3	3	3	1	1	1	5	0	0									
		0.52%	2.63%	0.00%	0.31%	0.45%	0.00%	3.45%	0.00%	1.16%	0.00%	0.77%	1.17%	0.23%	0.19%	0.92%	0.00%	0.92%	0.00%	0.00%	0.23%	1.86%	0.18%	0.86%	0.60%	0.53%	0.63%	0.88%	0.98%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	342	3	12	27	26	8	2	4	0	9	24	20	7	10	23	9	16	1	1	44	14	34	8	8	6	3	1	19	0	3									
		2.47%	1.97%	1.58%	2.83%	3.87%	6.45%	1.72%	2.78%	0.00%	2.48%	3.08%	5.83%	1.64%	1.94%	2.64%	3.18%	1.85%	0.35%	1.28%	2.52%	3.25%	2.00%	2.31%	1.60%	3.19%	1.88%	0.88%	3.74%	0.00%	1.29%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	140	5	9	16	2	2	1	0	0	1	11	5	1	5	5	0	0	5	1	29	7	16	2	4	5	1	3	3	0	1									
		1.01%	3.29%	1.19%	1.68%	0.30%	1.61%	0.86%	0.00%	0.00%	0.28%	1.41%	1.46%	0.23%	0.97%	0.57%	0.00%	0.00%	1.75%	1.28%	1.66%	1.62%	0.94%	0.58%	0.80%	2.66%	0.63%	2.63%	0.59%	0.00%	0.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9362	109	501	587	267	70	76	94	66	268	472	173	307	341	608	217	670	205	48	1248	244	1293	230	394	113	119	74	326	56	186									
		67.73%	71.71%	66.09%	61.53%	39.79%	56.45%	65.52%	65.28%	76.74%	73.83%	60.51%	50.44%	71.90%	66.09%	69.89%	76.68%	77.37%	71.93%	61.54%	71.48%	56.61%	76.15%	66.28%	78.64%	60.11%	74.38%	64.91%	64.17%	68.29%	80.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	52	1	1	1	2	1	1	1	0	1	2	8	5	0	4	0	1	0	0	4	0	5	4	0	3	3	0	2	0	2									
		0.38%	0.66%	0.13%	0.10%	0.30%	0.81%	0.86%	0.69%	0.00%	0.28%	0.26%	2.33%	1.17%	0.00%	0.46%	0.00%	0.12%	0.00%	0.00%	0.23%	0.00%	0.29%	1.15%	0.00%	1.60%	1.88%	0.00%	0.39%	0.00%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	0	1	0	0	2	0	2	3	0	1	0	2	0	0	0	0	3	5	3	0	0	0	1	0	0	0	0									
		0.17%	0.00%	0.13%	0.00%	0.15%	0.00%	0.00%	1.39%	0.00%	0.55%	0.38%	0.00%	0.23%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.17%	1.16%	0.18%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1718	16	93	172	147	20	20	24	9	49	122	66	49	82	106	21	89	42	17	170	51	137	52	31	27	18	13	43	19	13									
		12.43%	10.53%	12.27%	18.03%	21.91%	16.13%	17.24%	16.67%	10.47%	13.50%	15.64%	19.24%	11.48%	15.89%	12.18%	7.42%	10.28%	14.74%	21.79%	9.74%	11.83%	8.07%	14.99%	6.19%	14.36%	11.25%	11.40%	8.46%	23.17%	5.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	3	2	1	0	0	1	1	0	4	3	0	1	7	0	3	0	0	1	0	3	0	0	0	0	0	2	0	0									
		0.23%	0.00%	0.40%	0.21%	0.15%	0.00%	0.00%	0.69%	1.16%	0.00%	0.51%	0.87%	0.00%	0.19%	0.80%	0.00%	0.35%	0.00%	0.00%	0.06%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	1	5	1	0	0	0	1	0	0	5	1	0	2	1	2	1	2	0	18	1	12	3	1	2	2	0	3	0	3									
		0.48%	0.66%	0.66%	0.10%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.64%	0.29%	0.00%	0.39%	0.11%	0.71%	0.12%	0.70%	0.00%	1.03%	0.23%	0.71%	0.86%	0.20%	1.06%	1.25%	0.00%	0.59%	0.00%	1.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	1	3	1	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0	0	5	2	1	0	0	0	1	0	0									
		0.15%	0.00%	0.13%	0.31%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.58%	0.47%	0.19%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.58%	0.20%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	0	9	1	4	0	0	0	0	1	4	0	1	5	9	3	0	0	0	9	2	5	6	2	0	0	0	3	0	0									
		0.46%	0.00%	1.19%	0.10%	0.60%	0.00%	0.00%	0.00%	0.00%	0.28%	0.51%	0.00%	0.23%	0.97%	1.03%	1.06%	0.00%	0.00%	0.00%	0.52%	0.46%	0.29%	1.73%	0.40%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1202	8	88	99	65	16	8	9	7	23	78	39	23	41	67	17	65	17	9	125	47	134	25	38	22	6	18	82	7	19									
		8.70%	5.26%	11.61%	10.38%	9.69%	12.90%	6.90%	6.25%	8.14%	6.34%	10.00%	11.37%	5.39%	7.95%	7.70%	6.01%	7.51%	5.96%	11.54%	7.16%	10.90%	7.89%	7.20%	7.58%	11.70%	3.75%	15.79%	16.14%	8.54%	8.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	0	0	1	13	0	0	1	0	0	2	0	2	2	1	2	0	0	0	5	4	6	1	0	1	1	0	0	0	0									
		0.30%	0.00%	0.00%	0.10%	1.94%	0.00%	0.00%	0.69%	0.00%	0.00%	0.26%	0.00%	0.47%	0.39%	0.11%	0.71%	0.00%	0.00%	0.00%	0.29%	0.93%	0.35%	0.29%	0.00%	0.53%	0.63%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	446	5	22	26	123	4	3	3	1	8	18	11	14	11	17	12	13	11	1	50	28	31	4	10	1	5	3	10	0	1									
		3.23%	3.29%	2.90%	2.73%	18.33%	3.23%	2.59%	2.08%	1.16%	2.20%	2.31%	3.21%	3.28%	2.13%	1.95%	4.24%	1.50%	3.86%	1.28%	2.86%	6.50%	1.83%	1.15%	1.99%	0.53%	3.13%	2.63%	1.97%	0.00%	0.43%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
