Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Омская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1328	УИК №1329	УИК №1330	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1385	УИК №1386	УИК №1387									
		0.36%	0.00%	0.00%	0.00%	0.63%	0.00%	0.48%	0.00%	0.33%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.26%	0.00%	9.57%	0.51%	0.34%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	940	35	9	7	19	77	32	43	110	123	44	21	57	29	4	11	7	7	8	50	12	1	62	94	78									
		14.27%	10.77%	11.25%	11.29%	11.95%	18.83%	15.46%	13.48%	18.21%	19.81%	12.90%	15.79%	10.78%	21.64%	8.70%	16.18%	14.00%	7.29%	10.13%	13.02%	12.50%	0.87%	10.51%	16.21%	13.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	0	0	0	0	3	1	1	2	2	2	0	5	1	0	0	0	0	0	2	1	1	3	3	4									
		0.47%	0.00%	0.00%	0.00%	0.00%	0.73%	0.48%	0.31%	0.33%	0.32%	0.59%	0.00%	0.95%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	1.04%	0.87%	0.51%	0.52%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	106	1	0	1	1	3	7	6	14	12	8	3	9	0	0	1	0	2	0	1	0	0	20	9	8									
		1.61%	0.31%	0.00%	1.61%	0.63%	0.73%	3.38%	1.88%	2.32%	1.93%	2.35%	2.26%	1.70%	0.00%	0.00%	1.47%	0.00%	2.08%	0.00%	0.26%	0.00%	0.00%	3.39%	1.55%	1.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	3	0	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	1									
		0.20%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.16%	0.29%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.61%	0.00%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	123	4	0	0	3	4	2	3	5	4	13	4	7	1	0	3	1	1	2	1	0	33	11	15	6									
		1.87%	1.23%	0.00%	0.00%	1.89%	0.98%	0.97%	0.94%	0.83%	0.64%	3.81%	3.01%	1.32%	0.75%	0.00%	4.41%	2.00%	1.04%	2.53%	0.26%	0.00%	28.70%	1.86%	2.59%	1.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1616	83	23	15	20	94	49	83	151	183	83	41	183	22	12	15	14	9	14	99	8	0	156	127	132									
		24.53%	25.54%	28.75%	24.19%	12.58%	22.98%	23.67%	26.02%	25.00%	29.47%	24.34%	30.83%	34.59%	16.42%	26.09%	22.06%	28.00%	9.38%	17.72%	25.78%	8.33%	0.00%	26.44%	21.90%	23.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	0	1	1	1	1	2	1	1	0	1	0	0	0	0	0	0	0	1	0	1	2	6									
		0.30%	0.31%	0.00%	0.00%	0.63%	0.24%	0.48%	0.31%	0.33%	0.16%	0.29%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.17%	0.34%	1.07%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	344	10	2	1	4	12	8	18	20	18	16	2	12	3	1	1	5	0	0	6	5	0	69	63	68									
		5.22%	3.08%	2.50%	1.61%	2.52%	2.93%	3.86%	5.64%	3.31%	2.90%	4.69%	1.50%	2.27%	2.24%	2.17%	1.47%	10.00%	0.00%	0.00%	1.56%	5.21%	0.00%	11.69%	10.86%	12.10%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
