Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Дорогобужская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134					
39	"22. ""Развитие предпринимательства"""	23	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	2	1	1	2	3	3	1	1	1	3					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.26%	0.0%	0.30%	0.0%	0.56%	0.31%	0.07%	0.16%	0.32%	0.30%	0.11%	0.11%	0.10%	0.22%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1698	46	30	22	20	46	43	34	18	29	18	28	49	28	28	61	110	56	77	59	42	127	120	69	83	119	112	86	138					
		12.51%	13.33%	20.68%	10.18%	13.79%	14.69%	30.06%	32.69%	9.72%	18.95%	9.42%	21.53%	23.11%	12.38%	14.21%	16.09%	19.46%	16.81%	17.90%	16.71%	13.41%	9.40%	9.81%	7.46%	8.46%	13.86%	12.99%	9.02%	10.26%					
																																			
41	Против всех	875	11	8	11	3	5	6	0	11	8	5	2	9	5	2	10	20	18	15	20	12	112	121	73	82	61	75	77	93					
		6.44%	3.18%	5.51%	5.09%	2.06%	1.59%	4.19%	0.0%	5.94%	5.22%	2.61%	1.53%	4.24%	2.21%	1.01%	2.63%	3.53%	5.40%	3.48%	5.66%	3.83%	8.29%	9.89%	7.90%	8.36%	7.10%	8.70%	8.07%	6.91%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
