Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Ферзиковская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК  678	УИК  679	УИК  680	УИК  681	УИК  682	УИК  683	УИК  684	УИК  685	УИК  686	УИК  687	УИК  688	УИК  689	УИК  690	УИК  691	УИК  692	УИК  693	УИК  694	УИК  695	УИК  696					
		0.26%	0.65%	0.0%	1.01%	0.57%	0.30%	0.26%	0.0%	0.0%	0.0%	0.35%	0.31%	0.0%	1.03%	0.0%	0.82%	0.39%	0.13%	0.0%	0.34%					
32	"15. ""Партия СЛОН"""	16	0	0	0	3	0	2	0	1	0	0	1	0	0	2	1	1	1	3	1					
		0.22%	0.0%	0.0%	0.0%	0.86%	0.0%	0.53%	0.0%	0.43%	0.0%	0.0%	0.31%	0.0%	0.0%	0.61%	0.41%	0.19%	0.13%	0.20%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	639	21	17	23	19	24	63	10	33	4	14	31	5	7	31	16	28	56	167	70					
		8.95%	6.86%	8.90%	11.67%	5.49%	7.33%	16.8%	4.76%	14.34%	1.46%	4.94%	9.81%	8.92%	3.62%	9.53%	6.63%	5.46%	7.70%	11.54%	12.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	35	1	1	1	4	2	6	2	0	2	0	0	1	1	1	2	0	3	7	1					
		0.49%	0.32%	0.52%	0.50%	1.15%	0.61%	1.6%	0.95%	0.0%	0.73%	0.0%	0.0%	1.78%	0.51%	0.30%	0.82%	0.0%	0.41%	0.48%	0.17%					
35	"18. ""ЛДПР"""	932	36	21	26	55	40	45	24	23	31	43	43	5	33	55	42	42	101	191	76					
		13.06%	11.76%	10.99%	13.19%	15.89%	12.23%	12.0%	11.42%	9.99%	11.35%	15.19%	13.60%	8.92%	17.09%	16.92%	17.42%	8.20%	13.89%	13.19%	13.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	147	3	2	4	12	7	9	3	2	1	6	10	1	3	5	12	5	18	30	14					
		2.06%	0.98%	1.04%	2.03%	3.46%	2.14%	2.4%	1.42%	0.86%	0.36%	2.12%	3.16%	1.78%	1.55%	1.53%	4.97%	0.97%	2.47%	2.07%	2.41%					
37	"20. ""Политическая партия ""Единая Россия"""	2545	118	60	50	113	137	134	46	61	72	69	136	19	66	112	84	176	305	548	239					
		35.67%	38.56%	31.41%	25.38%	32.65%	41.89%	35.73%	21.90%	26.52%	26.37%	24.38%	43.03%	33.92%	34.19%	34.46%	34.85%	34.37%	41.95%	37.87%	41.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	22	3	0	0	1	2	0	2	1	0	1	1	0	0	1	1	2	1	4	2					
		0.30%	0.98%	0.0%	0.0%	0.28%	0.61%	0.0%	0.95%	0.43%	0.0%	0.35%	0.31%	0.0%	0.0%	0.30%	0.41%	0.39%	0.13%	0.27%	0.34%					
39	"22. ""Развитие предпринимательства"""	15	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	6	4	1					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.30%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.82%	0.27%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	723	38	33	20	29	19	63	49	39	11	11	19	4	16	20	28	30	47	179	68					
		10.13%	12.41%	17.27%	10.15%	8.38%	5.81%	16.8%	23.33%	16.95%	4.02%	3.88%	6.01%	7.14%	8.29%	6.15%	11.61%	5.85%	6.46%	12.37%	11.74%					
																										
41	Против всех	326	16	13	8	16	16	11	5	12	24	22	11	1	7	20	14	23	36	49	22					
		4.56%	5.22%	6.80%	4.06%	4.62%	4.89%	2.93%	2.38%	5.21%	8.79%	7.77%	3.48%	1.78%	3.62%	6.15%	5.80%	4.49%	4.95%	3.38%	3.79%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
