Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Лужская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
		0.80%	0.52%	0.69%	2.32%	2.26%	1.25%	0.00%	0.66%	1.28%	0.72%	1.17%	1.37%	1.13%	0.83%	0.92%	1.55%	0.96%	1.64%	1.45%	0.22%	2.00%	0.47%	0.70%	0.28%	1.53%	0.74%	1.66%	0.20%	0.00%	0.13%	0.18%	0.61%	1.04%	0.69%	0.00%	1.40%	0.00%	0.00%	0.47%	0.00%	0.27%	0.35%	0.07%	0.46%	0.70%	0.88%	0.22%	0.54%	0.75%	0.00%	0.24%	0.75%	0.16%	0.78%	0.00%					
20	3.Политическая партия «Демократическая партия России»	28	0	0	0	0	1	0	1	0	0	0	4	1	0	0	0	0	2	1	0	0	2	3	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	0	1	1	1					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.11%	0.00%	0.00%	0.00%	0.50%	0.11%	0.00%	0.00%	0.00%	0.00%	0.18%	0.10%	0.00%	0.00%	0.16%	0.21%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.70%	0.29%	0.11%	0.00%	0.11%	0.00%	0.00%	0.00%	0.16%	0.13%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4518	32	44	50	75	94	22	83	84	75	111	148	151	124	153	164	128	182	174	65	109	187	142	88	48	195	73	53	22	42	110	63	39	121	56	13	40	14	34	16	40	31	135	120	75	37	84	83	124	44	17	53	71	123	57					
		13.26%	16.49%	15.28%	14.49%	11.28%	13.02%	9.48%	9.17%	10.78%	13.44%	16.23%	18.39%	17.10%	17.15%	17.63%	15.89%	15.42%	16.59%	16.81%	14.61%	13.64%	14.67%	9.90%	24.24%	9.16%	15.94%	24.17%	10.86%	8.53%	5.39%	20.07%	7.63%	8.11%	10.47%	21.29%	9.09%	13.20%	10.61%	7.93%	9.76%	10.61%	10.99%	9.74%	18.43%	26.13%	10.91%	9.34%	11.14%	13.32%	9.76%	4.04%	13.25%	11.20%	16.02%	10.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	258	1	2	4	8	1	0	8	9	2	12	9	10	9	7	5	7	23	22	10	9	6	17	4	2	15	4	4	0	0	3	4	0	6	3	0	2	0	2	1	1	1	6	0	0	0	3	1	2	3	1	7	0	2	0					
		0.76%	0.52%	0.69%	1.16%	1.20%	0.14%	0.00%	0.88%	1.16%	0.36%	1.75%	1.12%	1.13%	1.24%	0.81%	0.48%	0.84%	2.10%	2.13%	2.25%	1.13%	0.47%	1.19%	1.10%	0.38%	1.23%	1.32%	0.82%	0.00%	0.00%	0.55%	0.48%	0.00%	0.52%	1.14%	0.00%	0.66%	0.00%	0.47%	0.61%	0.27%	0.35%	0.43%	0.00%	0.00%	0.00%	0.33%	0.13%	0.21%	0.67%	0.24%	1.75%	0.00%	0.26%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	71	1	0	0	1	1	1	2	1	3	2	3	5	3	2	2	2	2	7	2	3	1	3	0	0	4	0	1	0	2	0	1	1	1	0	2	1	0	0	0	0	1	3	2	1	0	1	0	1	1	0	0	0	1	0					
		0.21%	0.52%	0.00%	0.00%	0.15%	0.14%	0.43%	0.22%	0.13%	0.54%	0.29%	0.37%	0.57%	0.41%	0.23%	0.19%	0.24%	0.18%	0.68%	0.45%	0.38%	0.08%	0.21%	0.00%	0.00%	0.33%	0.00%	0.20%	0.00%	0.26%	0.00%	0.12%	0.21%	0.09%	0.00%	1.40%	0.33%	0.00%	0.00%	0.00%	0.00%	0.35%	0.22%	0.31%	0.35%	0.00%	0.11%	0.00%	0.11%	0.22%	0.00%	0.00%	0.00%	0.13%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2839	13	16	35	58	62	9	110	58	51	44	48	71	49	60	84	60	102	97	48	59	138	221	17	83	94	23	28	14	48	34	67	29	80	21	10	20	6	27	6	51	32	117	66	27	23	86	55	71	43	22	28	40	45	33					
		8.33%	6.70%	5.56%	10.14%	8.72%	8.59%	3.88%	12.15%	7.45%	9.14%	6.43%	5.96%	8.04%	6.78%	6.91%	8.14%	7.23%	9.30%	9.37%	10.79%	7.38%	10.82%	15.41%	4.68%	15.84%	7.69%	7.62%	5.74%	5.43%	6.16%	6.20%	8.11%	6.03%	6.92%	7.98%	6.99%	6.60%	4.55%	6.29%	3.66%	13.53%	11.35%	8.44%	10.14%	9.41%	6.78%	9.57%	7.38%	7.63%	9.53%	5.23%	7.00%	6.31%	5.86%	6.20%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3783	18	27	31	82	105	18	79	108	68	73	108	125	117	128	139	138	150	117	41	86	118	100	42	30	125	20	32	19	119	57	78	66	152	24	10	69	11	33	7	22	22	120	65	13	23	95	88	133	61	39	24	67	76	65					
		11.10%	9.28%	9.38%	8.99%	12.33%	14.54%	7.76%	8.73%	13.86%	12.19%	10.67%	13.42%	14.16%	16.18%	14.75%	13.47%	16.63%	13.67%	11.30%	9.21%	10.76%	9.25%	6.97%	11.57%	5.73%	10.22%	6.62%	6.56%	7.36%	15.28%	10.40%	9.44%	13.72%	13.15%	9.13%	6.99%	22.77%	8.33%	7.69%	4.27%	5.84%	7.80%	8.66%	9.98%	4.53%	6.78%	10.57%	11.81%	14.29%	13.53%	9.26%	6.00%	10.57%	9.90%	12.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	233	4	2	2	5	3	0	4	10	4	4	8	6	4	4	10	2	18	7	5	7	6	11	3	4	3	2	2	0	9	3	6	7	7	2	3	1	1	4	1	5	2	7	4	1	0	5	6	1	1	2	4	2	5	4					
		0.68%	2.06%	0.69%	0.58%	0.75%	0.42%	0.00%	0.44%	1.28%	0.72%	0.58%	0.99%	0.68%	0.55%	0.46%	0.97%	0.24%	1.64%	0.68%	1.12%	0.88%	0.47%	0.77%	0.83%	0.76%	0.25%	0.66%	0.41%	0.00%	1.16%	0.55%	0.73%	1.46%	0.61%	0.76%	2.10%	0.33%	0.76%	0.93%	0.61%	1.33%	0.71%	0.51%	0.61%	0.35%	0.00%	0.56%	0.81%	0.11%	0.22%	0.48%	1.00%	0.32%	0.65%	0.75%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20415	114	185	199	393	418	175	579	470	321	389	434	460	364	466	556	438	550	536	255	473	745	853	190	329	717	159	346	185	518	320	554	286	733	149	97	144	95	311	121	240	179	954	360	156	232	586	470	535	277	326	258	435	458	322					
		59.90%	58.76%	64.24%	57.68%	59.10%	57.89%	75.43%	63.98%	60.33%	57.53%	56.87%	53.91%	52.10%	50.35%	53.69%	53.88%	52.77%	50.14%	51.79%	57.30%	59.20%	58.43%	59.48%	52.34%	62.79%	58.63%	52.65%	70.90%	71.71%	66.50%	58.39%	67.07%	59.46%	63.41%	56.65%	67.83%	47.52%	71.97%	72.49%	73.78%	63.66%	63.48%	68.83%	55.30%	54.36%	68.44%	65.18%	63.09%	57.47%	61.42%	77.43%	64.50%	68.61%	59.64%	60.53%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	410	4	0	8	10	7	0	14	16	10	15	10	13	16	11	20	11	21	24	6	12	11	22	3	5	14	1	2	5	8	2	9	3	14	1	1	4	0	4	3	4	0	14	7	0	2	6	4	9	4	1	0	4	9	6					
		1.20%	2.06%	0.00%	2.32%	1.50%	0.97%	0.00%	1.55%	2.05%	1.79%	2.19%	1.24%	1.47%	2.21%	1.27%	1.94%	1.33%	1.91%	2.32%	1.35%	1.50%	0.86%	1.53%	0.83%	0.95%	1.14%	0.33%	0.41%	1.94%	1.03%	0.36%	1.09%	0.62%	1.21%	0.38%	0.70%	1.32%	0.00%	0.93%	1.83%	1.06%	0.00%	1.01%	1.08%	0.00%	0.59%	0.67%	0.54%	0.97%	0.89%	0.24%	0.00%	0.63%	1.17%	1.13%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
