Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Лужская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
		20.51%	21.32%	14.89%	19.63%	17.63%	17.83%	22.54%	14.41%	19.46%	23.36%	27.90%	23.84%	18.45%	22.02%	22.57%	21.79%	23.24%	27.04%	21.39%	23.11%	23.91%	18.81%	21.71%	20.42%	15.38%	21.31%	13.43%	16.96%	25.61%	13.46%	17.61%	20.86%	23.91%	18.54%	16.83%	17.59%	26.82%	16.67%	20.93%	18.09%	21.32%	26.07%	14.11%	16.61%	19.46%	27.81%	21.22%	23.47%	17.51%	20.22%	16.94%	21.05%	19.76%	12.28%	24.09%	15.72%	20.47%	22.24%	18.41%	25.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5203	22	46	56	65	78	131	22	103	95	84	30	102	21	103	134	119	109	134	116	113	142	73	56	12	120	282	335	38	158	118	114	66	183	37	13	58	13	165	128	90	47	66	115	46	145	59	68	24	33	67	18	70	74	87	41	29	109	106	115					
		16.04%	11.17%	17.56%	17.18%	19.76%	21.73%	19.55%	9.91%	17.28%	12.98%	15.73%	17.44%	16.09%	19.27%	12.99%	15.62%	15.54%	12.87%	15.01%	13.08%	12.01%	15.35%	16.01%	16.82%	13.19%	18.26%	18.94%	23.28%	9.27%	23.37%	18.07%	14.86%	15.17%	16.96%	18.32%	12.04%	19.21%	10.83%	17.80%	15.44%	22.06%	18.29%	20.25%	14.04%	10.41%	12.52%	15.65%	17.35%	11.06%	6.12%	18.31%	13.53%	21.28%	25.96%	14.36%	13.71%	8.61%	14.34%	14.56%	18.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	352	0	3	2	2	3	6	1	6	8	6	2	5	1	14	12	6	13	13	5	16	9	2	1	4	6	18	10	4	9	4	10	3	16	2	1	8	0	6	12	9	1	5	5	6	16	4	3	1	6	3	1	6	4	5	3	5	6	5	9					
		1.09%	0.00%	1.15%	0.61%	0.61%	0.84%	0.90%	0.45%	1.01%	1.09%	1.12%	1.16%	0.79%	0.92%	1.77%	1.40%	0.78%	1.53%	1.46%	0.56%	1.70%	0.97%	0.44%	0.30%	4.40%	0.91%	1.21%	0.69%	0.98%	1.33%	0.61%	1.30%	0.69%	1.48%	0.99%	0.93%	2.65%	0.00%	0.65%	1.45%	2.21%	0.39%	1.53%	0.61%	1.36%	1.38%	1.06%	0.77%	0.46%	1.11%	0.82%	0.75%	1.82%	1.40%	0.83%	1.00%	1.48%	0.79%	0.69%	1.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7139	38	75	65	67	68	138	36	143	179	122	42	179	27	210	234	183	193	228	246	242	270	105	67	14	124	295	266	112	93	99	120	83	248	63	27	65	19	212	189	79	36	95	193	115	215	92	74	34	149	72	24	63	62	166	74	56	133	129	92					
		22.01%	19.29%	28.63%	19.94%	20.36%	18.94%	20.60%	16.22%	23.99%	24.45%	22.85%	24.42%	28.23%	24.77%	26.48%	27.27%	23.89%	22.79%	25.53%	27.73%	25.72%	29.19%	23.03%	20.12%	15.38%	18.87%	19.81%	18.49%	27.32%	13.76%	15.16%	15.65%	19.08%	22.98%	31.19%	25.00%	21.52%	15.83%	22.87%	22.80%	19.36%	14.01%	29.14%	23.57%	26.02%	18.57%	24.40%	18.88%	15.67%	27.64%	19.67%	18.05%	19.15%	21.75%	27.39%	24.75%	16.62%	17.50%	17.72%	14.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1159	11	6	21	16	21	33	1	28	29	16	6	28	5	38	26	50	41	50	32	54	48	26	21	6	28	45	61	15	12	13	21	12	48	3	1	8	4	23	34	9	3	6	22	13	46	12	6	9	6	7	2	7	6	12	4	2	29	9	8					
		3.57%	5.58%	2.29%	6.44%	4.86%	5.85%	4.93%	0.45%	4.70%	3.96%	2.99%	3.49%	4.42%	4.59%	4.79%	3.03%	6.53%	4.84%	5.60%	3.61%	5.74%	5.19%	5.70%	6.31%	6.59%	4.26%	3.02%	4.24%	3.66%	1.78%	1.99%	2.74%	2.76%	4.45%	1.49%	0.93%	2.65%	3.33%	2.48%	4.10%	2.21%	1.17%	1.84%	2.69%	2.94%	3.97%	3.18%	1.53%	4.15%	1.11%	1.91%	1.50%	2.13%	2.11%	1.98%	1.34%	0.59%	3.82%	1.24%	1.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11007	74	89	112	104	117	185	120	182	230	145	46	185	29	234	235	207	239	244	255	269	260	139	106	40	213	594	481	129	299	287	320	146	358	57	42	72	62	294	288	128	94	95	333	158	373	121	144	106	212	141	56	113	96	176	129	175	290	339	240					
		33.94%	37.56%	33.97%	34.36%	31.61%	32.59%	27.61%	54.05%	30.54%	31.42%	27.15%	26.74%	29.18%	26.61%	29.51%	27.39%	27.02%	28.22%	27.32%	28.75%	28.59%	28.11%	30.48%	31.83%	43.96%	32.42%	39.89%	33.43%	31.46%	44.23%	43.95%	41.72%	33.56%	33.18%	28.22%	38.89%	23.84%	51.67%	31.72%	34.74%	31.37%	36.58%	29.14%	40.66%	35.75%	32.21%	32.10%	36.73%	48.85%	39.33%	38.52%	42.11%	34.35%	33.68%	29.04%	43.14%	51.93%	38.16%	46.57%	38.28%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	184	3	2	3	3	4	4	3	2	2	2	0	4	0	4	9	5	8	11	3	4	7	3	5	0	5	10	11	2	2	1	3	6	3	1	1	4	1	2	5	1	0	2	2	3	9	1	1	0	1	0	2	2	0	3	1	0	4	2	2					
		0.57%	1.52%	0.76%	0.92%	0.91%	1.11%	0.60%	1.35%	0.34%	0.27%	0.37%	0.00%	0.63%	0.00%	0.50%	1.05%	0.65%	0.94%	1.23%	0.34%	0.43%	0.76%	0.66%	1.50%	0.00%	0.76%	0.67%	0.76%	0.49%	0.30%	0.15%	0.39%	1.38%	0.28%	0.50%	0.93%	1.32%	0.83%	0.22%	0.60%	0.25%	0.00%	0.61%	0.24%	0.68%	0.78%	0.27%	0.26%	0.00%	0.19%	0.00%	1.50%	0.61%	0.00%	0.50%	0.33%	0.00%	0.53%	0.27%	0.32%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
