Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Пичаевская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  385	УИК  386	УИК  387	УИК  388	УИК  389	УИК  390	УИК  391	УИК  392	УИК  393	УИК  394	УИК  395	УИК  396	УИК  397	УИК  398	УИК  399	УИК  400	УИК  401	УИК  402	УИК  403	УИК  404	УИК  405	УИК  406	УИК  407	УИК  408	УИК  1039					
		9.19%	6.90%	4.28%	3.70%	4.67%	5.26%	6.69%	12.5%	5.74%	8.33%	12.66%	5.20%	6.57%	10.78%	12.69%	15.80%	19.10%	13.12%	7.24%	4.48%	8.87%	16.61%	13.97%	6.19%	5.34%	8.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	84	3	1	7	4	1	6	2	0	2	4	3	0	6	0	2	2	13	1	9	0	3	0	7	2	6					
		1.10%	0.90%	0.71%	2.88%	1.16%	0.58%	1.38%	0.92%	0.0%	2.38%	1.03%	1.56%	0.0%	1.47%	0.0%	0.64%	2.24%	1.11%	1.44%	1.83%	0.0%	0.99%	0.0%	0.96%	1.52%	1.34%					
22	"5. ""За Русь Святую"""	61	1	1	2	1	2	5	3	1	0	6	2	2	5	1	1	1	5	0	2	4	3	2	7	0	4					
		0.79%	0.30%	0.71%	0.82%	0.29%	1.16%	1.15%	1.38%	0.57%	0.0%	1.55%	1.04%	0.54%	1.22%	1.58%	0.32%	1.12%	0.42%	0.0%	0.40%	3.22%	0.99%	0.87%	0.96%	0.0%	0.89%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	1	0	0	1	1	0	1	0	0	1	1	0	2	0	0	0	1	0	2	0	0	0	2	0	0					
		0.17%	0.30%	0.0%	0.0%	0.29%	0.58%	0.0%	0.46%	0.0%	0.0%	0.25%	0.52%	0.0%	0.49%	0.0%	0.0%	0.0%	0.08%	0.0%	0.40%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	2	0	3	0	2	2	0	0	2					
		0.22%	0.0%	0.71%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.25%	0.52%	0.0%	0.24%	0.0%	0.0%	0.0%	0.17%	0.0%	0.61%	0.0%	0.66%	0.87%	0.0%	0.0%	0.44%					
25	"8. ""Народно-республиканская партия России"""	20	2	0	1	0	0	0	2	0	0	3	1	3	2	0	1	1	0	1	0	0	1	0	2	0	0					
		0.26%	0.60%	0.0%	0.41%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.77%	0.52%	0.82%	0.49%	0.0%	0.32%	1.12%	0.0%	1.44%	0.0%	0.0%	0.33%	0.0%	0.27%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	2					
		0.14%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	1.44%	0.20%	0.0%	0.0%	0.43%	0.13%	0.0%	0.44%					
27	"10. ""Аграрная партия России"""	785	13	18	10	55	25	33	34	17	3	60	28	33	47	3	34	2	73	9	74	14	25	32	66	34	43					
		10.28%	3.90%	12.85%	4.11%	16.08%	14.61%	7.62%	15.74%	9.77%	3.57%	15.50%	14.58%	9.04%	11.51%	4.76%	10.96%	2.24%	6.26%	13.04%	15.07%	11.29%	8.30%	13.97%	9.09%	25.95%	9.66%					
28	"11. ""Истинные патриоты России"""	11	3	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	1	0	0	0	0					
		0.14%	0.90%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.49%	0.0%	0.0%	1.12%	0.0%	0.0%	0.40%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	57	2	0	1	6	0	1	1	3	1	2	0	0	6	2	1	2	11	1	1	0	5	2	6	0	3					
		0.74%	0.60%	0.0%	0.41%	1.75%	0.0%	0.23%	0.46%	1.72%	1.19%	0.51%	0.0%	0.0%	1.47%	3.17%	0.32%	2.24%	0.94%	1.44%	0.20%	0.0%	1.66%	0.87%	0.82%	0.0%	0.67%					
30	"13. ""Демократическая партия России"""	16	0	1	0	2	0	1	0	1	0	0	1	0	2	1	1	0	2	0	1	0	0	0	2	0	1					
		0.20%	0.0%	0.71%	0.0%	0.58%	0.0%	0.23%	0.0%	0.57%	0.0%	0.0%	0.52%	0.0%	0.49%	1.58%	0.32%	0.0%	0.17%	0.0%	0.20%	0.0%	0.0%	0.0%	0.27%	0.0%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	0	0	0	0	0	0	0	0	3	1	0	3	0	1	0	2	0	1	0	0	0	2	0	1					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.52%	0.0%	0.73%	0.0%	0.32%	0.0%	0.17%	0.0%	0.20%	0.0%	0.0%	0.0%	0.27%	0.0%	0.22%					
32	"15. ""Партия СЛОН"""	14	1	0	2	0	0	0	3	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	1	0	1					
		0.18%	0.30%	0.0%	0.82%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.32%	0.0%	0.08%	0.0%	0.0%	0.80%	0.0%	0.43%	0.13%	0.0%	0.22%					
33	"16. ""Родина"" (народно-патриотический союз)"""	440	15	4	13	17	7	22	13	8	1	26	4	29	18	11	12	4	107	4	23	5	17	14	29	0	37					
		5.76%	4.50%	2.85%	5.34%	4.97%	4.09%	5.08%	6.01%	4.59%	1.19%	6.71%	2.08%	7.94%	4.41%	17.46%	3.87%	4.49%	9.17%	5.79%	4.68%	4.03%	5.64%	6.11%	3.99%	0.0%	8.31%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	2	1	2	3	0	2	0	0	2	5	1	1	4	0	4	0	3	0	1	0	3	1	6	0	1					
		0.55%	0.60%	0.71%	0.82%	0.87%	0.0%	0.46%	0.0%	0.0%	2.38%	1.29%	0.52%	0.27%	0.98%	0.0%	1.29%	0.0%	0.25%	0.0%	0.20%	0.0%	0.99%	0.43%	0.82%	0.0%	0.22%					
35	"18. ""ЛДПР"""	755	30	17	36	37	17	56	30	21	7	22	19	44	25	4	21	5	125	6	60	14	22	23	45	10	59					
		9.89%	9.00%	12.14%	14.81%	10.81%	9.94%	12.93%	13.88%	12.06%	8.33%	5.68%	9.89%	12.05%	6.12%	6.34%	6.77%	5.61%	10.72%	8.69%	12.21%	11.29%	7.30%	10.04%	6.19%	7.63%	13.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	173	7	2	5	12	6	7	10	8	2	12	5	8	12	1	5	0	22	0	8	1	7	2	19	1	11					
		2.26%	2.10%	1.42%	2.05%	3.50%	3.50%	1.61%	4.62%	4.59%	2.38%	3.10%	2.60%	2.19%	2.94%	1.58%	1.61%	0.0%	1.88%	0.0%	1.62%	0.80%	2.32%	0.87%	2.61%	0.76%	2.47%					
37	"20. ""Политическая партия ""Единая Россия"""	1990	139	60	75	73	27	75	37	52	40	81	61	120	125	17	67	36	297	15	115	54	53	54	146	39	132					
		26.07%	41.74%	42.85%	30.86%	21.34%	15.78%	17.32%	17.12%	29.88%	47.61%	20.93%	31.77%	32.87%	30.63%	26.98%	21.61%	40.44%	25.47%	21.73%	23.42%	43.54%	17.60%	23.58%	20.11%	29.77%	29.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	1	0	0	2	1	0	0	2	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0					
		0.17%	0.30%	0.0%	0.0%	0.58%	0.58%	0.0%	0.0%	1.14%	1.19%	0.0%	0.52%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.80%	0.0%	0.43%	0.0%	0.76%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	2	2	0	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.80%	0.0%	0.87%	0.27%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1521	53	18	55	64	54	134	16	27	2	48	24	76	54	3	48	5	246	17	100	5	77	47	258	15	75					
		19.92%	15.91%	12.85%	22.63%	18.71%	31.57%	30.94%	7.40%	15.51%	2.38%	12.40%	12.5%	20.82%	13.23%	4.76%	15.48%	5.61%	21.09%	24.63%	20.36%	4.03%	25.58%	20.52%	35.53%	11.45%	16.85%					
																																
41	Против всех	273	8	3	7	8	7	23	18	9	1	11	4	4	10	3	11	3	49	5	19	5	15	5	30	2	13					
		3.57%	2.40%	2.14%	2.88%	2.33%	4.09%	5.31%	8.33%	5.17%	1.19%	2.84%	2.08%	1.09%	2.45%	4.76%	3.54%	3.37%	4.20%	7.24%	3.86%	4.03%	4.98%	2.18%	4.13%	1.52%	2.92%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
