Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Ивдельская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	142	15	4	24	13	1	5	16	11	10	16	2	0	0	2	5	1	2	2	7	6					
		1.43%	1.87%	1.06%	1.90%	1.48%	0.46%	2.30%	1.18%	1.24%	1.37%	1.51%	1.82%	0.00%	0.00%	1.35%	1.56%	2.04%	1.18%	0.73%	2.49%	0.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	107	10	4	23	16	0	0	14	5	9	11	4	1	0	3	0	1	1	0	0	5					
		1.07%	1.25%	1.06%	1.82%	1.83%	0.00%	0.00%	1.03%	0.57%	1.23%	1.04%	3.64%	0.99%	0.00%	2.03%	0.00%	2.04%	0.59%	0.00%	0.00%	0.75%					
20	3.Политическая партия «Демократическая партия России»	12	2	1	2	1	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0					
		0.12%	0.25%	0.27%	0.16%	0.11%	0.46%	0.00%	0.00%	0.23%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	466	59	11	55	35	2	8	73	58	35	43	8	3	2	12	6	3	0	12	12	29					
		4.68%	7.36%	2.92%	4.35%	3.99%	0.92%	3.69%	5.40%	6.56%	4.79%	4.07%	7.27%	2.97%	3.39%	8.11%	1.87%	6.12%	0.00%	4.36%	4.27%	4.32%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	7	1	7	2	1	1	3	4	10	10	0	0	0	2	0	0	6	0	0	1					
		0.55%	0.87%	0.27%	0.55%	0.23%	0.46%	0.46%	0.22%	0.45%	1.37%	0.95%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	3.55%	0.00%	0.00%	0.15%					
23	6.Политическая партия «Партия социальной справедливости»	19	2	1	7	3	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1					
		0.19%	0.25%	0.27%	0.55%	0.34%	0.00%	0.00%	0.15%	0.23%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	1223	89	49	166	102	26	23	217	104	134	109	4	10	7	13	40	5	15	18	21	71					
		12.28%	11.10%	12.99%	13.13%	11.64%	11.98%	10.60%	16.04%	11.76%	18.36%	10.31%	3.64%	9.90%	11.86%	8.78%	12.46%	10.20%	8.88%	6.55%	7.47%	10.58%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	652	67	23	112	51	9	17	72	63	46	80	6	11	2	8	17	5	6	6	11	40					
		6.55%	8.35%	6.10%	8.86%	5.82%	4.15%	7.83%	5.32%	7.13%	6.30%	7.57%	5.45%	10.89%	3.39%	5.41%	5.30%	10.20%	3.55%	2.18%	3.91%	5.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	58	3	4	2	7	0	2	5	8	6	5	0	0	0	3	4	1	0	2	2	4					
		0.58%	0.37%	1.06%	0.16%	0.80%	0.00%	0.92%	0.37%	0.90%	0.82%	0.47%	0.00%	0.00%	0.00%	2.03%	1.25%	2.04%	0.00%	0.73%	0.71%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7065	538	275	847	618	177	160	928	609	459	777	85	73	47	101	244	31	137	233	226	500					
		70.93%	67.08%	72.94%	67.01%	70.55%	81.57%	73.73%	68.59%	68.89%	62.88%	73.51%	77.27%	72.28%	79.66%	68.24%	76.01%	63.27%	81.07%	84.73%	80.43%	74.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	64	6	0	7	8	0	0	13	7	10	2	0	2	1	2	3	0	0	2	1	0					
		0.64%	0.75%	0.00%	0.55%	0.91%	0.00%	0.00%	0.96%	0.79%	1.37%	0.19%	0.00%	1.98%	1.69%	1.35%	0.93%	0.00%	0.00%	0.73%	0.36%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
