Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Колпашевская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №782									
		49.11%	45.31%	48.41%	49.76%	49.52%	46.49%	49.87%	44.80%	47.54%	45.65%	40.34%	45.90%	50.98%	47.33%	47.46%	50.00%	52.40%	40.42%	47.50%	50.93%	47.69%	39.92%	42.42%	45.95%	48.29%	53.45%	58.54%	49.32%	50.93%	65.45%	58.06%	46.80%	40.70%	52.11%	46.90%	58.49%	57.14%	61.70%	66.67%	46.99%	82.81%	62.00%	31.75%	58.59%	50.38%	59.38%	52.94%	57.66%	52.78%	55.27%	43.75%	63.03%	41.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	78	1	5	0	6	6	3	1	5	0	1	3	0	0	2	1	2	4	2	4	0	2	3	3	3	0	1	2	2	0	1	2	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0	1	2	0	1	2	0									
		0.66%	0.41%	1.14%	0.00%	1.45%	1.36%	0.79%	0.29%	0.98%	0.00%	0.34%	0.98%	0.00%	0.00%	0.48%	0.49%	0.64%	1.67%	1.00%	1.85%	0.00%	0.82%	1.14%	0.74%	0.73%	0.00%	2.44%	0.45%	0.93%	0.00%	1.61%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	1.17%	0.00%	1.56%	0.00%	0.90%	2.78%	0.00%	6.25%	1.68%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	2	0	4	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
		0.14%	0.00%	0.45%	0.00%	0.97%	0.00%	0.26%	0.29%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2215	55	76	41	75	71	74	45	71	78	64	58	28	44	89	42	59	57	41	41	69	42	57	81	65	25	11	92	56	13	15	77	46	38	19	33	6	7	31	55	6	16	12	39	22	13	17	25	15	50	1	12	40									
		18.87%	22.45%	17.27%	19.62%	18.12%	16.10%	19.42%	13.01%	13.95%	20.58%	21.69%	19.02%	18.30%	16.79%	21.55%	20.59%	18.85%	23.75%	20.50%	18.98%	21.23%	17.28%	21.59%	19.90%	15.85%	21.55%	26.83%	20.72%	26.17%	23.64%	24.19%	18.97%	23.12%	17.84%	16.81%	20.75%	17.14%	14.89%	12.92%	19.43%	9.38%	16.00%	19.05%	15.23%	16.54%	20.31%	16.67%	22.52%	20.83%	15.97%	6.25%	10.08%	46.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	0	0	1	0	5	3	1	0	2	0	1	1	2	3	0	0	0	1	2	2	0	1	1	0	1	0	1	0	0	0	0	2	1	1	0	0	0	0	1	0	0	1	0	1	0	0	3	0	1	0	1	0									
		0.34%	0.00%	0.00%	0.48%	0.00%	1.13%	0.79%	0.29%	0.00%	0.53%	0.00%	0.33%	0.65%	0.76%	0.73%	0.00%	0.00%	0.00%	0.50%	0.93%	0.62%	0.00%	0.38%	0.25%	0.00%	0.86%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	1.01%	0.47%	0.88%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	1.59%	0.00%	0.75%	0.00%	0.00%	2.70%	0.00%	0.32%	0.00%	0.84%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	101	3	1	3	1	8	3	7	6	3	4	4	2	3	4	0	5	3	3	1	3	1	1	4	4	1	0	4	1	1	0	3	1	0	0	0	0	0	1	6	0	0	1	1	1	0	0	0	0	3	0	0	0									
		0.86%	1.22%	0.23%	1.44%	0.24%	1.81%	0.79%	2.02%	1.18%	0.79%	1.36%	1.31%	1.31%	1.15%	0.97%	0.00%	1.60%	1.25%	1.50%	0.46%	0.92%	0.41%	0.38%	0.98%	0.98%	0.86%	0.00%	0.90%	0.47%	1.82%	0.00%	0.74%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	2.12%	0.00%	0.00%	1.59%	0.39%	0.75%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	1	0	1	2	0	0	2	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	3	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0									
		0.20%	0.00%	0.23%	0.00%	0.24%	0.45%	0.00%	0.00%	0.39%	0.26%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.50%	0.00%	0.00%	0.41%	0.38%	0.25%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	1.01%	0.94%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	0	4	0	4	3	9	7	15	5	3	4	3	0	6	2	5	3	2	0	7	1	0	4	7	0	0	6	0	0	0	6	6	0	4	0	1	1	2	2	0	0	1	0	0	0	0	3	0	2	0	0	0									
		1.09%	0.00%	0.91%	0.00%	0.97%	0.68%	2.36%	2.02%	2.95%	1.32%	1.02%	1.31%	1.96%	0.00%	1.45%	0.98%	1.60%	1.25%	1.00%	0.00%	2.15%	0.41%	0.00%	0.98%	1.71%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	1.48%	3.02%	0.00%	3.54%	0.00%	2.86%	2.13%	0.83%	0.71%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.64%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1754	44	76	33	66	67	59	61	104	58	59	42	24	50	60	24	39	39	26	23	48	60	37	68	75	9	1	52	13	1	4	59	33	38	25	16	6	7	21	43	4	7	18	35	18	7	18	7	6	43	1	19	1									
		14.94%	17.96%	17.27%	15.79%	15.94%	15.19%	15.49%	17.63%	20.43%	15.30%	20.00%	13.77%	15.69%	19.08%	14.53%	11.76%	12.46%	16.25%	13.00%	10.65%	14.77%	24.69%	14.02%	16.71%	18.29%	7.76%	2.44%	11.71%	6.07%	1.82%	6.45%	14.53%	16.58%	17.84%	22.12%	10.06%	17.14%	14.89%	8.75%	15.19%	6.25%	7.00%	28.57%	13.67%	13.53%	10.94%	17.65%	6.31%	8.33%	13.74%	6.25%	15.97%	1.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	1	1	1	4	3	2	3	2	3	1	2	0	2	3	0	1	1	1	3	3	0	3	3	0	0	0	2	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0									
		0.48%	0.41%	0.23%	0.48%	0.97%	0.68%	0.52%	0.87%	0.39%	0.79%	0.34%	0.66%	0.00%	0.76%	0.73%	0.00%	0.32%	0.42%	0.50%	1.39%	0.92%	0.00%	1.14%	0.74%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.25%	0.50%	0.47%	0.00%	0.63%	2.86%	0.00%	0.42%	0.35%	0.00%	0.00%	0.00%	0.39%	0.75%	0.00%	0.00%	0.00%	1.39%	0.32%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	377	6	15	8	12	21	9	18	20	16	10	9	6	11	16	7	10	5	1	10	12	8	12	10	12	2	3	18	4	1	3	15	9	7	5	1	0	2	5	6	0	0	6	4	6	0	1	1	1	11	0	1	1									
		3.21%	2.45%	3.41%	3.83%	2.90%	4.76%	2.36%	5.20%	3.93%	4.22%	3.39%	2.95%	3.92%	4.20%	3.87%	3.43%	3.19%	2.08%	0.50%	4.63%	3.69%	3.29%	4.55%	2.46%	2.93%	1.72%	7.32%	4.05%	1.87%	1.82%	4.84%	3.69%	4.52%	3.29%	4.42%	0.63%	0.00%	4.26%	2.08%	2.12%	0.00%	0.00%	9.52%	1.56%	4.51%	0.00%	0.98%	0.90%	1.39%	3.51%	0.00%	0.84%	1.16%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
