Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Боградская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	2	0	2	0	0	1	3	0	0	1	0	2	0	0	2	0	1	5	2	0	0	0	0	0	0	2									
		0.43%	0.76%	0.00%	0.48%	0.00%	0.00%	2.38%	0.52%	0.00%	0.00%	0.44%	0.00%	0.45%	0.00%	0.00%	3.17%	0.00%	1.52%	0.57%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.03%	1.59%	0.35%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1151	45	9	71	19	4	8	187	17	8	37	3	104	12	34	9	52	19	172	102	43	11	52	14	4	52	63									
		21.59%	17.11%	20.93%	16.90%	17.92%	14.81%	19.05%	32.64%	17.71%	23.53%	16.30%	6.52%	23.58%	26.09%	35.05%	14.29%	17.99%	28.79%	19.61%	22.22%	18.70%	23.91%	23.74%	17.07%	8.51%	23.74%	22.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	1	0	1	0	1	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.35%	0.00%	0.46%	0.22%	0.00%	2.17%	0.00%	1.22%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	3	0	1	0	1	0	1									
		0.24%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.52%	0.11%	0.22%	1.30%	0.00%	0.46%	0.00%	2.13%	0.00%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0									
		0.13%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	2.94%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.22%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	3	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	8	0	0	1	1	1	0	1	2									
		0.43%	1.14%	0.00%	0.00%	0.94%	0.00%	0.00%	0.35%	1.04%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.35%	0.00%	0.91%	0.00%	0.00%	2.17%	0.46%	1.22%	0.00%	0.46%	0.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1364	44	9	125	33	5	12	106	25	7	49	20	136	7	9	6	84	26	264	136	68	12	68	19	7	42	45									
		25.58%	16.73%	20.93%	29.76%	31.13%	18.52%	28.57%	18.50%	26.04%	20.59%	21.59%	43.48%	30.84%	15.22%	9.28%	9.52%	29.07%	39.39%	30.10%	29.63%	29.57%	26.09%	31.05%	23.17%	14.89%	19.18%	16.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	3	0	4	0	0	0	5	0	0	2	0	2	0	0	0	3	1	5	1	5	0	1	0	0	0	1									
		0.62%	1.14%	0.00%	0.95%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.88%	0.00%	0.45%	0.00%	0.00%	0.00%	1.04%	1.52%	0.57%	0.22%	2.17%	0.00%	0.46%	0.00%	0.00%	0.00%	0.36%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	178	3	1	14	2	0	1	17	1	0	3	0	14	0	3	1	24	1	42	22	7	1	10	0	1	6	4									
		3.34%	1.14%	2.33%	3.33%	1.89%	0.00%	2.38%	2.97%	1.04%	0.00%	1.32%	0.00%	3.17%	0.00%	3.09%	1.59%	8.30%	1.52%	4.79%	4.79%	3.04%	2.17%	4.57%	0.00%	2.13%	2.74%	1.46%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
