Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Серовская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №805	УИК №806	УИК №807	УИК №811	УИК №2515	УИК №2516									
		2.19%	1.91%	1.88%	1.90%	3.55%	1.39%	0.58%	4.02%	1.78%	1.84%	2.81%	1.47%	0.00%	3.70%	2.08%	3.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	113	10	6	7	10	12	5	11	11	12	9	9	2	2	5	2									
		2.88%	2.39%	1.88%	1.90%	2.54%	3.33%	2.91%	4.42%	2.44%	3.16%	3.61%	4.41%	3.85%	2.47%	5.21%	1.47%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1758	184	141	171	180	133	78	103	189	154	121	110	35	55	37	67									
		44.74%	43.91%	44.20%	46.47%	45.69%	36.94%	45.35%	41.37%	42.00%	40.53%	48.59%	53.92%	67.31%	67.90%	38.54%	49.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	3	1	4	0	3	0	2	1	2	3	2	0	1	0	0									
		0.56%	0.72%	0.31%	1.09%	0.00%	0.83%	0.00%	0.80%	0.22%	0.53%	1.20%	0.98%	0.00%	1.23%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0									
		0.08%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	1.92%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1212	132	109	109	122	136	55	70	149	110	72	60	8	13	27	40									
		30.85%	31.50%	34.17%	29.62%	30.96%	37.78%	31.98%	28.11%	33.11%	28.95%	28.92%	29.41%	15.38%	16.05%	28.13%	29.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	0	0	0	0	0	1	3	2	1	0	0	1	0	1									
		0.25%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.67%	0.53%	0.40%	0.00%	0.00%	1.23%	0.00%	0.74%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	2	1	4	3	4	1	3	1	1	2	1	2	3	0	0									
		0.71%	0.48%	0.31%	1.09%	0.76%	1.11%	0.58%	1.20%	0.22%	0.26%	0.80%	0.49%	3.85%	3.70%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.40%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	4	2	5	1	3	0	3	2	5	2	0	0	0	1	1									
		0.74%	0.95%	0.63%	1.36%	0.25%	0.83%	0.00%	1.20%	0.44%	1.32%	0.80%	0.00%	0.00%	0.00%	1.04%	0.74%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	349	34	29	36	43	24	20	32	42	37	19	5	2	2	16	8									
		8.88%	8.11%	9.09%	9.78%	10.91%	6.67%	11.63%	12.85%	9.33%	9.74%	7.63%	2.45%	3.85%	2.47%	16.67%	5.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0									
		0.20%	0.24%	0.31%	0.27%	0.25%	0.00%	0.58%	0.00%	0.00%	0.26%	0.40%	0.49%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	157	20	9	9	7	20	4	8	24	25	6	10	2	1	6	6									
		3.99%	4.77%	2.82%	2.45%	1.78%	5.56%	2.33%	3.21%	5.33%	6.58%	2.41%	4.90%	3.85%	1.23%	6.25%	4.41%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
