Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Мамонтовская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2905	139	108	54	51	201	147	136	128	226	184	159	190	165	116	106	176	125	156	123	53	61	101									
		37.04%	39.38%	36.73%	51.92%	22.97%	44.18%	41.53%	40.96%	36.16%	32.42%	36.95%	31.93%	32.93%	31.31%	36.94%	40.46%	40.18%	36.66%	54.93%	39.68%	32.12%	35.26%	34.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	1	1	0	1	1	1	0	3	4	4	1	6	3	3	0	1	2	2	2	1	0	0									
		0.47%	0.28%	0.34%	0.00%	0.45%	0.22%	0.28%	0.00%	0.85%	0.57%	0.80%	0.20%	1.04%	0.57%	0.96%	0.00%	0.23%	0.59%	0.70%	0.65%	0.61%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	2	0	0	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.28%	0.14%	0.20%	0.20%	0.35%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1157	51	37	15	43	62	53	47	63	93	60	78	90	85	58	42	73	41	50	51	25	11	29									
		14.75%	14.45%	12.59%	14.42%	19.37%	13.63%	14.97%	14.16%	17.80%	13.34%	12.05%	15.66%	15.60%	16.13%	18.47%	16.03%	16.67%	12.02%	17.61%	16.45%	15.15%	6.36%	10.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	1	0	0	1	2	0	1	3	2	2	5	0	0	0	1	1	1	4	0	1	0									
		0.33%	0.28%	0.34%	0.00%	0.00%	0.22%	0.56%	0.00%	0.28%	0.43%	0.40%	0.40%	0.87%	0.00%	0.00%	0.00%	0.23%	0.29%	0.35%	1.29%	0.00%	0.58%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	1	0	0	0	1	1	0	7	2	5	5	0	1	0	1	1	0	1	1	1	0									
		0.36%	0.00%	0.34%	0.00%	0.00%	0.00%	0.28%	0.30%	0.00%	1.00%	0.40%	1.00%	0.87%	0.00%	0.32%	0.00%	0.23%	0.29%	0.00%	0.32%	0.61%	0.58%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	0	0	1	0	0	1	0	1	0	6	0	0	0	2	0	1	0	0	1	0									
		0.18%	0.28%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.28%	0.00%	0.20%	0.00%	1.04%	0.00%	0.00%	0.00%	0.46%	0.00%	0.35%	0.00%	0.00%	0.58%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	91	3	8	3	2	3	7	1	2	18	11	10	6	2	3	1	6	1	2	1	1	0	0									
		1.16%	0.85%	2.72%	2.88%	0.90%	0.66%	1.98%	0.30%	0.56%	2.58%	2.21%	2.01%	1.04%	0.38%	0.96%	0.38%	1.37%	0.29%	0.70%	0.32%	0.61%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1511	48	47	10	37	83	50	71	78	155	109	119	77	136	53	51	63	108	32	51	35	38	60									
		19.27%	13.60%	15.99%	9.62%	16.67%	18.24%	14.12%	21.39%	22.03%	22.24%	21.89%	23.90%	13.34%	25.81%	16.88%	19.47%	14.38%	31.67%	11.27%	16.45%	21.21%	21.97%	20.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	0	2	2	1	2	0	0	2	2	6	1	0	0	0	0	1	2	0	2	1									
		0.31%	0.00%	0.00%	0.00%	0.90%	0.44%	0.28%	0.60%	0.00%	0.00%	0.40%	0.40%	1.04%	0.19%	0.00%	0.00%	0.00%	0.00%	0.35%	0.65%	0.00%	1.16%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1296	85	73	11	67	45	63	44	45	131	81	69	98	90	52	30	72	31	24	46	34	39	66									
		16.53%	24.08%	24.83%	10.58%	30.18%	9.89%	17.80%	13.25%	12.71%	18.79%	16.27%	13.86%	16.98%	17.08%	16.56%	11.45%	16.44%	9.09%	8.45%	14.84%	20.61%	22.54%	22.76%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
