Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																												
Дата голосования: 07.12.2003 0:00:00																																																																												
																																																																												
"Наименование Избирательной комиссии:    Уфа, Орджоникидзевская"																																																																												
																																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																												
																																																																												
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337					
23	"6. ""Объединенная Российская партия ""Русь"""	345	11	11	9	1	1	11	6	9	9	9	5	6	7	8	4	2	5	1	5	8	1	7	4	5	2	7	5	11	1	5	4	7	7	5	5	5	5	11	2	8	3	4	3	4	7	4	1	6	3	4	9	5	11	3	1	7	7	8	4	0	6	6	2	0	0	0	2	0	0					
		0.33%	0.40%	0.46%	0.46%	0.06%	0.07%	0.60%	0.34%	0.56%	0.56%	0.40%	0.22%	0.42%	0.44%	0.44%	0.22%	0.10%	0.30%	0.05%	0.31%	0.37%	0.07%	0.35%	0.22%	0.20%	0.14%	0.34%	0.18%	0.64%	0.15%	0.77%	0.54%	0.48%	0.29%	0.36%	0.23%	0.33%	0.38%	0.72%	0.14%	0.47%	0.19%	0.25%	0.18%	0.29%	0.38%	0.30%	0.07%	0.41%	0.19%	0.29%	0.69%	0.28%	0.87%	0.21%	0.06%	0.44%	0.37%	0.64%	0.24%	0.0%	0.36%	0.41%	0.62%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	1762	45	45	37	22	18	34	18	24	21	36	50	31	16	38	37	33	27	41	29	46	22	33	22	42	26	40	70	25	15	7	10	24	52	33	33	17	18	29	23	30	27	32	30	16	41	21	22	23	23	28	19	27	19	22	27	24	35	24	31	0	30	18	2	1	0	0	1	0	0					
		1.71%	1.67%	1.89%	1.92%	1.32%	1.27%	1.87%	1.03%	1.50%	1.32%	1.60%	2.21%	2.21%	1.01%	2.10%	2.09%	1.73%	1.67%	2.32%	1.84%	2.16%	1.67%	1.69%	1.24%	1.74%	1.85%	1.97%	2.64%	1.46%	2.39%	1.08%	1.35%	1.67%	2.21%	2.43%	1.52%	1.14%	1.37%	1.92%	1.65%	1.78%	1.71%	2.07%	1.89%	1.16%	2.26%	1.62%	1.66%	1.57%	1.52%	2.09%	1.47%	1.53%	1.51%	1.56%	1.74%	1.52%	1.85%	1.92%	1.89%	0.0%	1.81%	1.25%	0.62%	1.20%	0.0%	0.0%	0.44%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	228	6	4	2	2	5	4	5	5	4	3	1	7	3	7	3	0	6	4	1	5	6	1	7	3	3	8	3	2	2	3	2	6	8	4	4	0	4	4	5	1	2	1	6	3	5	3	0	3	2	5	1	6	3	3	7	6	1	3	3	0	3	5	2	0	0	1	1	0	0					
		0.22%	0.22%	0.16%	0.10%	0.12%	0.35%	0.22%	0.28%	0.31%	0.25%	0.13%	0.04%	0.49%	0.18%	0.38%	0.17%	0.0%	0.37%	0.22%	0.06%	0.23%	0.45%	0.05%	0.39%	0.12%	0.21%	0.39%	0.11%	0.11%	0.31%	0.46%	0.27%	0.41%	0.34%	0.29%	0.18%	0.0%	0.30%	0.26%	0.35%	0.05%	0.12%	0.06%	0.37%	0.21%	0.27%	0.23%	0.0%	0.20%	0.13%	0.37%	0.07%	0.34%	0.23%	0.21%	0.45%	0.38%	0.05%	0.24%	0.18%	0.0%	0.18%	0.34%	0.62%	0.0%	0.0%	0.45%	0.44%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	804	8	17	14	11	10	22	6	8	9	21	16	9	11	13	20	20	18	18	18	15	7	16	5	38	12	21	19	19	5	1	1	8	23	12	9	11	10	10	13	15	16	9	16	13	14	4	10	5	5	12	19	17	8	11	12	19	27	11	6	0	15	13	0	0	0	1	2	0	0					
		0.78%	0.29%	0.71%	0.72%	0.66%	0.70%	1.21%	0.34%	0.50%	0.56%	0.93%	0.70%	0.64%	0.69%	0.71%	1.13%	1.05%	1.11%	1.02%	1.14%	0.70%	0.53%	0.82%	0.28%	1.57%	0.85%	1.03%	0.71%	1.11%	0.79%	0.15%	0.13%	0.55%	0.97%	0.88%	0.41%	0.74%	0.76%	0.66%	0.93%	0.89%	1.01%	0.58%	1.00%	0.94%	0.77%	0.30%	0.75%	0.34%	0.33%	0.89%	1.47%	0.96%	0.63%	0.78%	0.77%	1.20%	1.43%	0.88%	0.36%	0.0%	0.90%	0.90%	0.0%	0.0%	0.0%	0.45%	0.89%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2135	60	55	39	33	20	31	20	37	27	56	55	25	35	27	50	45	43	55	40	46	19	39	43	56	40	35	71	31	6	8	26	34	38	24	51	26	32	22	27	34	19	26	39	23	42	39	31	33	32	46	27	32	32	25	20	30	50	15	32	0	30	34	4	0	2	4	6	1	0					
		2.07%	2.23%	2.31%	2.02%	1.98%	1.41%	1.71%	1.15%	2.32%	1.69%	2.49%	2.43%	1.78%	2.20%	1.49%	2.83%	2.37%	2.66%	3.11%	2.54%	2.16%	1.44%	2.00%	2.42%	2.32%	2.85%	1.72%	2.68%	1.81%	0.95%	1.23%	3.51%	2.37%	1.61%	1.76%	2.36%	1.75%	2.43%	1.45%	1.94%	2.01%	1.20%	1.68%	2.45%	1.66%	2.32%	3.01%	2.35%	2.25%	2.11%	3.44%	2.09%	1.81%	2.54%	1.77%	1.29%	1.90%	2.65%	1.20%	1.95%	0.0%	1.81%	2.36%	1.25%	0.0%	2.32%	1.81%	2.67%	3.44%	0.0%					
28	"11. ""Истинные патриоты России"""	230	2	2	7	3	3	4	7	6	11	1	10	3	3	4	7	4	5	9	5	4	2	5	2	11	2	2	3	1	1	2	2	4	4	2	1	4	3	0	0	2	3	2	4	4	2	5	0	7	4	3	6	3	4	1	4	4	4	1	7	0	2	7	0	0	0	0	0	0	0					
		0.22%	0.07%	0.08%	0.36%	0.18%	0.21%	0.22%	0.40%	0.37%	0.69%	0.04%	0.44%	0.21%	0.18%	0.22%	0.39%	0.21%	0.30%	0.51%	0.31%	0.18%	0.15%	0.25%	0.11%	0.45%	0.14%	0.09%	0.11%	0.05%	0.15%	0.30%	0.27%	0.27%	0.17%	0.14%	0.04%	0.27%	0.22%	0.0%	0.0%	0.11%	0.19%	0.12%	0.25%	0.29%	0.11%	0.38%	0.0%	0.47%	0.26%	0.22%	0.46%	0.17%	0.31%	0.07%	0.25%	0.25%	0.21%	0.08%	0.42%	0.0%	0.12%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	999	24	10	17	14	20	25	13	13	16	16	24	7	21	9	33	17	19	15	15	16	16	20	12	12	16	12	30	31	8	9	6	19	15	14	26	18	10	15	5	15	27	8	19	11	15	25	14	12	18	13	5	23	12	7	12	23	15	6	17	17	23	10	7	1	2	1	2	1	0					
		0.97%	0.89%	0.42%	0.88%	0.84%	1.41%	1.37%	0.74%	0.81%	1.00%	0.71%	1.06%	0.49%	1.32%	0.49%	1.87%	0.89%	1.17%	0.85%	0.95%	0.75%	1.22%	1.02%	0.67%	0.49%	1.14%	0.59%	1.13%	1.81%	1.27%	1.39%	0.81%	1.32%	0.63%	1.03%	1.20%	1.21%	0.76%	0.99%	0.35%	0.89%	1.71%	0.51%	1.19%	0.79%	0.83%	1.93%	1.06%	0.82%	1.18%	0.97%	0.38%	1.30%	0.95%	0.49%	0.77%	1.46%	0.79%	0.48%	1.03%	0.96%	1.38%	0.69%	2.20%	1.20%	2.32%	0.45%	0.89%	3.44%	0.0%					
30	"13. ""Демократическая партия России"""	347	6	9	7	1	7	8	5	2	4	8	7	9	4	3	4	8	6	5	8	6	8	2	6	3	9	6	12	5	3	0	1	8	11	1	7	7	9	2	3	5	5	6	5	4	6	9	1	13	6	7	5	4	4	4	1	8	7	1	5	6	6	4	1	0	1	1	2	0	0					
		0.33%	0.22%	0.37%	0.36%	0.06%	0.49%	0.44%	0.28%	0.12%	0.25%	0.35%	0.30%	0.64%	0.25%	0.16%	0.22%	0.42%	0.37%	0.28%	0.50%	0.28%	0.61%	0.10%	0.33%	0.12%	0.64%	0.29%	0.45%	0.29%	0.47%	0.0%	0.13%	0.55%	0.46%	0.07%	0.32%	0.47%	0.68%	0.13%	0.21%	0.29%	0.31%	0.38%	0.31%	0.29%	0.33%	0.69%	0.07%	0.88%	0.39%	0.52%	0.38%	0.22%	0.31%	0.28%	0.06%	0.50%	0.37%	0.08%	0.30%	0.34%	0.36%	0.27%	0.31%	0.0%	1.16%	0.45%	0.89%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	363	11	7	4	6	2	6	5	7	4	3	13	9	8	10	2	4	4	6	3	7	4	5	6	7	6	7	17	7	1	2	4	4	6	5	7	5	6	9	10	4	7	7	5	4	13	3	12	4	7	2	3	9	0	3	1	7	3	0	6	6	5	8	2	1	0	1	0	0	1					
		0.35%	0.40%	0.29%	0.20%	0.36%	0.14%	0.33%	0.28%	0.43%	0.25%	0.13%	0.57%	0.64%	0.50%	0.55%	0.11%	0.21%	0.24%	0.34%	0.19%	0.32%	0.30%	0.25%	0.33%	0.29%	0.42%	0.34%	0.64%	0.40%	0.15%	0.30%	0.54%	0.27%	0.25%	0.36%	0.32%	0.33%	0.45%	0.59%	0.71%	0.23%	0.44%	0.45%	0.31%	0.29%	0.71%	0.23%	0.91%	0.27%	0.46%	0.14%	0.23%	0.51%	0.0%	0.21%	0.06%	0.44%	0.15%	0.0%	0.36%	0.34%	0.30%	0.55%	0.62%	1.20%	0.0%	0.45%	0.0%	0.0%	2.5%					
32	"15. ""Партия СЛОН"""	358	12	14	20	10	5	7	3	7	7	7	7	10	1	6	4	4	4	7	3	8	7	8	6	18	4	7	5	5	2	3	0	5	8	3	5	2	1	2	8	9	4	7	3	0	6	5	0	7	3	4	8	2	5	2	2	3	7	7	6	7	7	8	0	0	0	0	1	0	0					
		0.34%	0.44%	0.58%	1.03%	0.60%	0.35%	0.38%	0.17%	0.43%	0.44%	0.31%	0.30%	0.71%	0.06%	0.33%	0.22%	0.21%	0.24%	0.39%	0.19%	0.37%	0.53%	0.41%	0.33%	0.74%	0.28%	0.34%	0.18%	0.29%	0.31%	0.46%	0.0%	0.34%	0.34%	0.22%	0.23%	0.13%	0.07%	0.13%	0.57%	0.53%	0.25%	0.45%	0.18%	0.0%	0.33%	0.38%	0.0%	0.47%	0.19%	0.29%	0.62%	0.11%	0.39%	0.14%	0.12%	0.19%	0.37%	0.56%	0.36%	0.39%	0.42%	0.55%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	11315	364	316	238	235	215	267	223	194	193	284	312	173	184	268	193	270	180	184	146	174	158	244	217	210	185	314	263	173	47	31	41	184	292	145	228	147	135	145	153	192	168	227	163	128	136	109	98	117	123	106	127	177	124	169	133	134	171	102	165	189	144	131	19	1	3	13	19	2	0					
		10.98%	13.55%	13.30%	12.37%	14.13%	15.25%	14.73%	12.84%	12.17%	12.14%	12.63%	13.79%	12.33%	11.61%	14.81%	10.94%	14.22%	11.15%	10.43%	9.30%	8.18%	12.05%	12.53%	12.23%	8.72%	13.19%	15.50%	9.93%	10.12%	7.49%	4.79%	5.54%	12.86%	12.44%	10.67%	10.55%	9.93%	10.28%	9.62%	10.99%	11.39%	10.67%	14.70%	10.27%	9.28%	7.52%	8.43%	7.43%	8.00%	8.12%	7.93%	9.86%	10.05%	9.88%	11.98%	8.58%	8.51%	9.07%	8.16%	10.07%	10.76%	8.70%	9.12%	5.97%	1.20%	3.48%	5.90%	8.48%	6.89%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	384	9	10	1	2	4	7	5	7	8	5	2	3	7	9	3	4	4	7	7	9	3	7	3	6	4	1	12	6	1	6	7	9	6	3	7	5	2	6	1	5	8	0	6	3	6	3	4	12	5	6	7	7	2	49	8	11	8	3	3	7	6	5	1	1	0	0	0	0	0					
		0.37%	0.33%	0.42%	0.05%	0.12%	0.28%	0.38%	0.28%	0.43%	0.50%	0.22%	0.08%	0.21%	0.44%	0.49%	0.17%	0.21%	0.24%	0.39%	0.44%	0.42%	0.22%	0.35%	0.16%	0.24%	0.28%	0.04%	0.45%	0.35%	0.15%	0.92%	0.94%	0.62%	0.25%	0.22%	0.32%	0.33%	0.15%	0.39%	0.07%	0.29%	0.50%	0.0%	0.37%	0.21%	0.33%	0.23%	0.30%	0.82%	0.33%	0.44%	0.54%	0.39%	0.15%	3.47%	0.51%	0.69%	0.42%	0.24%	0.18%	0.39%	0.36%	0.34%	0.31%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	14372	342	292	217	155	175	159	230	223	229	247	288	201	201	207	231	222	217	252	199	277	185	316	242	277	151	235	345	211	135	124	69	164	305	188	307	224	221	225	208	261	257	237	261	202	328	194	225	272	241	185	210	254	204	217	253	241	310	202	274	303	270	230	11	2	4	6	19	1	2					
		13.95%	12.73%	12.29%	11.27%	9.32%	12.42%	8.77%	13.24%	13.99%	14.41%	10.98%	12.73%	14.33%	12.68%	11.44%	13.10%	11.69%	13.45%	14.28%	12.68%	13.03%	14.11%	16.23%	13.64%	11.51%	10.77%	11.60%	13.03%	12.35%	21.53%	19.19%	9.33%	11.46%	12.99%	13.84%	14.20%	15.13%	16.84%	14.93%	14.95%	15.48%	16.32%	15.34%	16.44%	14.64%	18.15%	15.00%	17.07%	18.60%	15.92%	13.84%	16.30%	14.42%	16.25%	15.39%	16.33%	15.32%	16.45%	16.17%	16.72%	17.25%	16.31%	16.02%	3.45%	2.40%	4.65%	2.72%	8.48%	3.44%	5.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2278	52	33	53	34	24	36	31	34	36	33	32	42	41	43	48	34	31	35	52	61	28	23	37	32	24	22	54	46	9	7	14	34	40	30	54	33	36	44	34	45	47	38	36	38	48	40	35	35	39	38	37	53	27	1	37	41	50	32	37	33	30	42	4	2	7	9	8	1	2					
