Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Грачевская 																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
		0.25%	0.13%	0.26%	0.24%	0.0%	0.0%	0.0%	0.73%	0.51%	0.13%	0.10%	1.53%	0.21%	0.0%	0.0%	0.35%	0.30%	0.33%	0.99%	0.12%					
39	"22. ""Развитие предпринимательства"""	27	5	4	1	0	0	1	0	4	3	1	0	2	0	1	2	0	0	0	3					
		0.21%	0.34%	0.26%	0.12%	0.0%	0.0%	0.09%	0.0%	0.34%	0.40%	0.10%	0.0%	0.14%	0.0%	0.37%	0.17%	0.0%	0.0%	0.0%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1965	138	214	112	1	33	114	15	239	96	186	103	216	57	29	236	59	31	11	75					
		15.36%	9.47%	14.26%	13.49%	3.70%	36.66%	10.51%	11.02%	20.44%	13.02%	20.12%	39.61%	15.72%	22.8%	10.78%	20.82%	17.93%	10.29%	10.89%	9.17%					
																										
41	Против всех	761	61	93	61	5	7	51	8	69	32	98	11	83	22	8	59	20	17	6	50					
		5.95%	4.18%	6.2%	7.34%	18.51%	7.77%	4.70%	5.88%	5.90%	4.34%	10.60%	4.23%	6.04%	8.8%	2.97%	5.20%	6.07%	5.64%	5.94%	6.11%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
