7	Число избирательных бюллетеней в переносных ящиках для голосования	2635	25	0	47	137	37	37	3	102	40	24	41	49	43	27	19	28	16	26	18	39	16	24	30	19	20	22	18	56	35	47	32	58	25	16	23	31	29	36	25	38	24	46	60	34	34	45	51	26	38	24	71	60	27	47	28	16	60	31	36	23	20	35	93	17	107	78	50	96	0					
8	Число бюллетеней в стационарных ящиках для голосования	70306	147	99	669	1034	1024	1208	383	1220	925	919	1084	1063	1090	1261	1341	1354	1426	1316	1366	1295	1296	1501	1237	1204	1444	1535	1538	1123	158	420	1227	1282	997	1011	1073	1206	1038	1225	860	703	1307	834	662	874	1326	1351	1310	1646	1145	1227	1073	1181	1256	1276	1401	1228	1174	1284	1021	1181	1094	1208	399	756	152	85	44	70	439					
9	Число недействительных избирательных бюллетеней	919	1	0	3	6	15	23	7	15	12	6	14	12	8	20	10	9	19	15	25	1	18	34	21	32	16	16	21	14	1	6	16	11	10	9	20	17	16	20	37	16	8	7	14	19	10	17	14	22	12	15	6	13	15	10	18	12	18	20	17	19	16	24	3	7	2	1	0	2	6					
10	Число действительных избирательных бюллетеней	72022	171	99	713	1165	1046	1222	379	1307	953	937	1111	1100	1125	1268	1350	1373	1423	1327	1359	1333	1294	1491	1246	1191	1448	1541	1535	1165	192	461	1243	1329	1012	1018	1076	1220	1051	1241	848	725	1323	873	708	889	1350	1379	1347	1650	1171	1236	1138	1228	1268	1313	1411	1232	1216	1295	1040	1185	1098	1219	489	766	257	162	94	164	433					
11	Число полученных открепительных  удостоверений	1490	20	20	20	20	20	40	20	20	20	20	20	20	20	50	25	30	30	20	35	20	30	40	35	25	30	20	20	20	20	20	25	25	25	20	20	20	20	20	20	20	20	20	20	20	30	25	30	30	20	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1127	7	0	12	20	20	25	12	17	20	17	16	19	15	30	22	30	28	20	27	9	27	37	22	22	24	18	11	14	4	7	24	25	20	20	20	17	15	18	12	10	20	7	6	18	18	23	30	30	12	17	20	19	17	20	13	13	20	23	7	13	20	10	1	17	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1035	16	8	18	5	11	13	4	9	19	9	11	11	7	11	12	12	7	15	8	5	6	19	12	12	13	14	12	0	7	11	13	12	18	12	12	9	9	9	7	6	8	7	20	11	4	8	9	25	9	13	17	20	11	20	5	12	14	14	3	6	9	27	7	11	152	10	1	133	25					
14	Число неиспользованных открепительных удостоверений	363	13	20	8	0	0	15	8	3	0	3	4	1	5	20	3	0	2	0	8	11	3	3	13	3	6	2	9	6	16	13	1	0	5	0	0	3	5	2	8	10	0	13	14	2	12	2	0	0	8	3	0	1	3	0	7	7	0	7	13	7	0	10	19	3	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																												
18	Богданов Андрей Владимирович	864	2	1	5	9	14	15	6	16	17	9	11	4	13	17	12	14	16	13	16	15	12	17	17	20	23	33	16	16	6	3	16	17	11	11	21	22	14	18	14	9	13	13	10	8	13	17	12	20	12	16	13	12	15	18	18	14	10	18	9	15	12	11	6	8	1	4	1	0	4					
		1.18%	1.16%	1.01%	0.70%	0.77%	1.32%	1.20%	1.55%	1.21%	1.76%	0.95%	0.98%	0.36%	1.15%	1.32%	0.88%	1.01%	1.11%	0.97%	1.16%	1.12%	0.91%	1.11%	1.34%	1.64%	1.57%	2.12%	1.03%	1.36%	3.11%	0.64%	1.27%	1.27%	1.08%	1.07%	1.92%	1.78%	1.31%	1.43%	1.58%	1.21%	0.98%	1.48%	1.39%	0.88%	0.96%	1.22%	0.88%	1.20%	1.01%	1.28%	1.14%	0.97%	1.17%	1.36%	1.26%	1.13%	0.81%	1.37%	0.85%	1.25%	1.08%	0.88%	1.22%	1.03%	0.39%	2.45%	1.06%	0.00%	0.91%					
19	Жириновский Владимир Вольфович	9223	15	5	97	139	118	150	48	162	124	146	144	129	141	155	173	162	209	152	155	132	175	173	152	142	172	229	215	146	24	65	152	148	109	154	156	147	122	144	106	76	165	132	111	121	159	207	155	214	120	158	146	176	197	169	202	171	139	169	154	173	137	163	66	101	24	21	20	26	64					
		12.64%	8.72%	5.05%	13.55%	11.87%	11.12%	12.05%	12.44%	12.25%	12.85%	15.48%	12.80%	11.60%	12.44%	12.03%	12.72%	11.72%	14.49%	11.33%	11.20%	9.90%	13.34%	11.34%	11.99%	11.61%	11.75%	14.71%	13.82%	12.38%	12.44%	13.92%	12.07%	11.04%	10.67%	14.99%	14.23%	11.88%	11.43%	11.42%	11.98%	10.26%	12.40%	15.00%	15.37%	13.33%	11.69%	14.83%	11.39%	12.80%	10.14%	12.63%	12.76%	14.18%	15.35%	12.77%	14.14%	13.75%	11.26%	12.85%	14.57%	14.37%	12.30%	13.11%	13.41%	13.07%	9.27%	12.88%	21.28%	15.66%	14.58%					
20	Зюганов Геннадий Андреевич	17510	53	13	160	308	319	314	82	369	249	230	331	336	313	322	325	355	361	377	355	372	333	432	371	340	325	328	340	296	36	94	316	340	240	235	264	289	270	309	216	187	399	191	164	204	283	300	287	333	278	243	279	261	278	316	288	266	280	307	239	250	273	278	104	123	53	47	26	41	14					
		24.01%	30.81%	13.13%	22.35%	26.30%	30.07%	25.22%	21.24%	27.91%	25.80%	24.39%	29.42%	30.22%	27.63%	25.00%	23.90%	25.69%	25.03%	28.09%	25.65%	27.89%	25.38%	28.33%	29.28%	27.80%	22.20%	21.07%	21.85%	25.11%	18.65%	20.13%	25.10%	25.37%	23.48%	22.88%	24.09%	23.36%	25.30%	24.50%	24.41%	25.24%	29.98%	21.70%	22.71%	22.47%	20.81%	21.49%	21.09%	19.92%	23.50%	19.42%	24.39%	21.03%	21.67%	23.89%	20.15%	21.38%	22.69%	23.35%	22.61%	20.76%	24.51%	22.37%	21.14%	15.91%	20.46%	28.83%	27.66%	24.70%	3.19%					
21	Медведев Дмитрий Анатольевич	44425	101	80	451	709	595	743	243	760	563	552	625	631	658	774	840	842	837	785	833	814	774	869	706	689	928	951	964	707	126	299	759	824	652	618	635	762	645	770	512	453	746	537	423	556	895	855	893	1083	761	819	700	779	778	810	903	781	787	801	638	747	676	767	313	534	179	90	47	97	351					
		60.91%	58.72%	80.81%	62.99%	60.55%	56.08%	59.68%	62.95%	57.49%	58.34%	58.54%	55.56%	56.74%	58.08%	60.09%	61.76%	60.93%	58.04%	58.49%	60.19%	61.02%	58.99%	56.98%	55.72%	56.34%	63.39%	61.08%	61.95%	59.97%	65.28%	64.03%	60.29%	61.49%	63.80%	60.18%	57.94%	61.60%	60.45%	61.06%	57.85%	61.13%	56.05%	61.02%	58.59%	61.23%	65.81%	61.25%	65.61%	64.77%	64.33%	65.47%	61.19%	62.77%	60.64%	61.22%	63.19%	62.78%	63.78%	60.91%	60.36%	62.04%	60.68%	61.71%	63.62%	69.08%	69.11%	55.21%	50.00%	58.43%	79.95%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
