Выборы Президента Российской Федерации																																																																												
																																																																												
"Наименование Избирательной комиссии:    Волгоград, Красноармейская"																																																																												
																																																																												
Итоги голосования 																																																																												
																																																																												
		Сумма	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
11	Число полученных открепительных  удостоверений	1932	20	20	20	40	40	40	20	20	20	20	30	20	40	40	40	20	40	40	40	40	40	40	40	40	20	40	40	20	20	20	40	20	40	35	30	40	37	35	20	20	40	20	20	20	40	40	40	40	40	40	20	40	20	35	40	20	20	30	20	20	20	20	20	20	0	0	0	0	0					
12	Число выданных открепительных удостоверений	1242	14	0	11	22	20	23	9	18	16	15	20	17	19	26	29	15	25	29	24	27	22	32	24	36	14	23	29	19	0	3	21	9	24	20	25	23	26	22	17	16	30	12	9	10	24	23	24	27	22	28	19	34	17	21	22	13	14	29	15	16	20	17	2	10	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1081	7	5	5	4	7	8	10	8	11	6	3	11	5	14	17	9	5	16	6	3	10	9	8	6	9	8	0	6	6	11	5	7	11	7	13	9	9	5	8	7	9	5	7	4	7	10	18	6	12	8	19	12	8	11	5	12	12	8	3	10	8	10	9	9	214	52	76	110	93					
14	Число неиспользованных открепительных удостоверений	690	6	20	9	18	20	17	11	2	4	5	10	3	21	14	11	5	15	11	16	13	18	8	16	4	6	17	11	1	20	17	19	11	16	15	5	17	11	13	3	4	10	8	11	10	16	17	16	13	18	12	1	6	3	14	18	7	6	1	5	4	0	3	18	10	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																												
18	. Глазьев Сергей Юрьевич	3918	10	5	20	54	35	47	22	49	32	41	45	47	54	90	48	91	88	83	103	100	126	117	105	104	88	86	108	70	6	5	92	62	94	61	58	73	69	48	48	31	83	35	31	32	75	83	60	110	65	71	72	49	55	52	60	68	45	66	45	52	55	65	15	23	11	7	2	10	6					
		5.34%	4.90%	4.24%	3.02%	5.08%	3.66%	3.89%	6.18%	4.30%	3.62%	4.23%	4.04%	4.11%	4.21%	5.91%	3.33%	6.19%	5.52%	5.80%	6.83%	6.96%	8.29%	7.20%	8.41%	8.40%	6.24%	5.65%	6.51%	6.62%	3.16%	1.18%	7.00%	5.89%	6.56%	5.32%	5.20%	5.88%	5.97%	3.66%	4.29%	4.68%	5.85%	4.16%	4.52%	3.84%	5.10%	5.92%	4.31%	7.50%	4.71%	5.05%	5.97%	3.73%	4.98%	3.70%	4.95%	5.46%	3.93%	5.59%	4.77%	4.63%	5.07%	6.02%	3.55%	3.16%	4.87%	3.10%	2.63%	9.09%	2.04%					
19	. Малышкин Олег Александрович	1545	5	0	19	24	24	19	8	22	21	24	15	23	22	25	31	25	26	22	33	16	31	36	27	21	31	25	46	18	7	8	20	23	24	37	28	23	22	22	21	13	27	20	16	15	42	41	26	43	25	30	19	23	29	35	34	31	33	30	21	25	22	24	13	19	6	3	0	1	5					
		2.11%	2.45%	0.00%	2.87%	2.26%	2.51%	1.57%	2.25%	1.93%	2.38%	2.47%	1.35%	2.01%	1.71%	1.64%	2.15%	1.70%	1.63%	1.54%	2.19%	1.11%	2.04%	2.22%	2.16%	1.70%	2.20%	1.64%	2.77%	1.70%	3.68%	1.88%	1.52%	2.18%	1.67%	3.23%	2.51%	1.85%	1.90%	1.68%	1.87%	1.96%	1.90%	2.38%	2.33%	1.80%	2.86%	2.92%	1.87%	2.93%	1.81%	2.13%	1.58%	1.75%	2.62%	2.49%	2.81%	2.49%	2.88%	2.54%	2.22%	2.23%	2.03%	2.22%	3.08%	2.61%	2.65%	1.33%	0.00%	0.91%	1.70%					
20	. Миронов Сергей Михайлович	507	5	0	4	8	4	8	2	6	10	4	10	8	6	3	12	13	11	12	6	9	19	15	10	11	9	10	10	5	2	6	7	10	7	4	8	17	5	7	5	7	8	6	2	8	11	6	9	7	5	8	8	9	9	11	7	12	10	4	6	9	11	14	4	5	2	0	0	0	1					
		0.69%	2.45%	0.00%	0.60%	0.75%	0.42%	0.66%	0.56%	0.53%	1.13%	0.41%	0.90%	0.70%	0.47%	0.20%	0.83%	0.88%	0.69%	0.84%	0.40%	0.63%	1.25%	0.92%	0.80%	0.89%	0.64%	0.66%	0.60%	0.47%	1.05%	1.41%	0.53%	0.95%	0.49%	0.35%	0.72%	1.37%	0.43%	0.53%	0.45%	1.06%	0.56%	0.71%	0.29%	0.96%	0.75%	0.43%	0.65%	0.48%	0.36%	0.57%	0.66%	0.68%	0.81%	0.78%	0.58%	0.96%	0.87%	0.34%	0.64%	0.80%	1.01%	1.30%	0.95%	0.69%	0.88%	0.00%	0.00%	0.00%	0.34%					
21	. Путин Владимир Владимирович	47075	140	92	409	657	566	808	203	692	610	644	689	776	782	1000	996	944	1069	873	929	907	939	971	720	759	941	995	1130	636	115	298	812	663	925	749	726	787	741	849	699	420	828	526	412	531	981	881	929	917	951	947	794	889	743	908	805	838	726	718	594	709	696	635	287	475	138	163	64	70	259					
		64.15%	68.63%	77.97%	61.78%	61.86%	59.14%	66.94%	57.02%	60.70%	69.08%	66.39%	61.85%	67.83%	60.95%	65.62%	69.17%	64.17%	67.02%	61.01%	61.65%	63.16%	61.78%	59.79%	57.65%	61.31%	66.74%	65.42%	68.11%	60.17%	60.53%	70.12%	61.80%	62.96%	64.55%	65.36%	65.11%	63.37%	64.16%	64.71%	62.41%	63.44%	58.31%	62.47%	60.06%	63.67%	66.73%	62.79%	66.74%	62.51%	68.91%	67.35%	65.84%	67.60%	67.24%	64.53%	66.42%	67.31%	63.46%	60.80%	62.92%	63.13%	64.15%	58.80%	68.01%	65.16%	61.06%	72.12%	84.21%	63.64%	88.10%					
22	. Хакамада Ирина Муцуовна	3164	4	2	22	38	31	50	12	47	22	35	47	25	59	90	72	71	78	69	68	68	90	64	61	52	55	75	84	58	7	18	57	40	62	39	29	60	36	45	40	36	78	34	33	26	74	66	52	76	47	63	55	64	54	57	46	71	34	70	41	44	37	50	15	34	9	5	0	2	9					
		4.31%	1.96%	1.69%	3.32%	3.58%	3.24%	4.14%	3.37%	4.12%	2.49%	3.61%	4.22%	2.19%	4.60%	5.91%	5.00%	4.83%	4.89%	4.82%	4.51%	4.74%	5.92%	3.94%	4.88%	4.20%	3.90%	4.93%	5.06%	5.49%	3.68%	4.24%	4.34%	3.80%	4.33%	3.40%	2.60%	4.83%	3.12%	3.43%	3.57%	5.44%	5.49%	4.04%	4.81%	3.12%	5.03%	4.70%	3.74%	5.18%	3.41%	4.48%	4.56%	4.87%	4.89%	4.05%	3.80%	5.70%	2.97%	5.93%	4.34%	3.92%	3.41%	4.63%	3.55%	4.66%	3.98%	2.21%	0.00%	1.82%	3.06%					
23	. Харитонов Николай Михайлович	13048	38	19	148	242	255	211	66	268	158	163	254	222	280	227	200	243	226	276	272	254	208	322	259	218	206	220	184	232	47	71	253	201	253	191	211	225	202	276	233	124	334	179	155	176	212	253	231	230	227	195	185	215	158	274	180	148	234	214	169	216	207	223	67	110	46	24	9	19	0					
		17.78%	18.63%	16.10%	22.36%	22.79%	26.65%	17.48%	18.54%	23.51%	17.89%	16.80%	22.80%	19.41%	21.82%	14.90%	13.89%	16.52%	14.17%	19.29%	18.05%	17.69%	13.68%	19.83%	20.74%	17.61%	14.61%	14.46%	11.09%	21.95%	24.74%	16.71%	19.25%	19.09%	17.66%	16.67%	18.92%	18.12%	17.49%	21.04%	20.80%	18.73%	23.52%	21.26%	22.59%	21.10%	14.42%	18.03%	16.59%	15.68%	16.45%	13.87%	15.34%	16.35%	14.30%	19.47%	14.85%	11.89%	20.45%	18.12%	17.90%	19.23%	19.08%	20.65%	15.88%	15.09%	20.35%	10.62%	11.84%	17.27%	0.00%					
																																																																												
24	Против всех	3578	0	0	31	34	29	48	42	47	25	48	49	32	68	81	72	76	93	83	92	68	99	87	57	66	75	108	91	32	4	15	67	44	61	62	45	49	72	55	53	28	56	36	32	36	69	64	70	74	52	84	63	59	48	58	69	69	51	67	56	58	46	56	12	55	10	20	1	7	12					
		4.88%	0.00%	0.00%	4.68%	3.20%	3.03%	3.98%	11.80%	4.12%	2.83%	4.95%	4.40%	2.80%	5.30%	5.31%	5.00%	5.17%	5.83%	5.80%	6.10%	4.74%	6.51%	5.36%	4.56%	5.33%	5.32%	7.10%	5.49%	3.03%	2.11%	3.53%	5.10%	4.18%	4.26%	5.41%	4.04%	3.95%	6.23%	4.19%	4.73%	4.23%	3.94%	4.28%	4.66%	4.32%	4.69%	4.56%	5.03%	5.04%	3.77%	5.97%	5.22%	4.49%	4.34%	4.12%	5.69%	5.54%	4.46%	5.67%	5.93%	5.16%	4.24%	5.19%	2.84%	7.54%	4.42%	8.85%	1.32%	6.36%	4.08%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
