Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Нижнедевицкая																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134					
		0.10%	0.28%	0.29%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.53%	0.23%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	805	122	93	14	19	20	21	5	12	43	15	13	15	23	14	9	25	6	18	20	4	16	16	27	13	32	31	21	5	2	15	50	32	15	19					
		5.88%	8.64%	6.65%	7.91%	4.99%	5.63%	6.50%	2.34%	3.22%	8.25%	5.12%	4.38%	4.10%	6.10%	4.96%	3.25%	5.57%	3.35%	4.62%	6.56%	2.70%	4.97%	3.69%	7.32%	6.95%	7.42%	4.82%	9.13%	1.54%	0.82%	5.24%	7.78%	6.72%	6.76%	5.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1018	204	174	13	32	20	20	7	14	34	16	21	23	12	19	5	17	11	23	37	11	19	11	22	5	17	30	11	19	17	18	93	14	8	21					
		7.43%	14.45%	12.44%	7.34%	8.40%	5.63%	6.19%	3.27%	3.75%	6.53%	5.46%	7.07%	6.28%	3.18%	6.74%	1.81%	3.79%	6.15%	5.90%	12.13%	7.43%	5.90%	2.53%	5.96%	2.67%	3.94%	4.67%	4.78%	5.86%	6.94%	6.29%	14.46%	2.94%	3.60%	5.75%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	66	5	4	2	2	2	2	1	0	1	0	1	2	0	0	2	2	1	2	1	0	3	1	3	1	3	11	4	2	0	0	4	2	0	2					
		0.48%	0.35%	0.29%	1.13%	0.52%	0.56%	0.62%	0.47%	0.00%	0.19%	0.00%	0.34%	0.55%	0.00%	0.00%	0.72%	0.45%	0.56%	0.51%	0.33%	0.00%	0.93%	0.23%	0.81%	0.53%	0.70%	1.71%	1.74%	0.62%	0.00%	0.00%	0.62%	0.42%	0.00%	0.55%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10156	822	926	126	264	276	239	193	307	391	248	239	287	314	222	252	349	146	307	226	109	234	377	264	149	318	513	172	276	211	217	372	363	174	273					
		74.16%	58.22%	66.19%	71.19%	69.29%	77.75%	73.99%	90.19%	82.31%	75.05%	84.64%	80.47%	78.42%	83.29%	78.72%	90.97%	77.73%	81.56%	78.72%	74.10%	73.65%	72.67%	86.87%	71.54%	79.68%	73.78%	79.78%	74.78%	85.19%	86.12%	75.87%	57.85%	76.26%	78.38%	74.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	39	5	2	2	6	0	1	0	0	3	0	1	1	0	1	0	5	0	1	1	0	1	0	0	0	2	1	0	2	0	1	3	0	0	0					
		0.28%	0.35%	0.14%	1.13%	1.57%	0.00%	0.31%	0.00%	0.00%	0.58%	0.00%	0.34%	0.27%	0.00%	0.35%	0.00%	1.11%	0.00%	0.26%	0.33%	0.00%	0.31%	0.00%	0.00%	0.00%	0.46%	0.16%	0.00%	0.62%	0.00%	0.35%	0.47%	0.00%	0.00%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
