Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Заинская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  1446	УИК  1447	УИК  1448	УИК  1449	УИК  1450	УИК  1451	УИК  1452	УИК  1453	УИК  1454	УИК  1455	УИК  1456	УИК  1457	УИК  1458	УИК  1459	УИК  1460	УИК  1461	УИК  1462	УИК  1463	УИК  1464	УИК  1465	УИК  1466	УИК  1467	УИК  1468	УИК  1469	УИК  1470					
15	Число открепительных удостоверений выданных ТИК	5	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	155	7	11	8	5	2	0	7	5	10	14	3	5	6	7	0	14	5	2	2	4	6	14	0	9	9					
		0.69%	0.75%	1.53%	0.98%	0.40%	0.27%	0.0%	0.87%	0.83%	1.65%	1.78%	0.46%	0.72%	0.52%	0.64%	0.0%	1.19%	0.54%	0.25%	0.24%	0.54%	0.57%	0.92%	0.0%	1.04%	0.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	85	6	5	0	5	0	5	4	2	3	1	5	2	9	6	0	8	4	1	2	6	2	6	0	0	3					
		0.38%	0.64%	0.69%	0.0%	0.40%	0.0%	0.63%	0.49%	0.33%	0.49%	0.12%	0.77%	0.28%	0.79%	0.55%	0.0%	0.68%	0.43%	0.12%	0.24%	0.81%	0.19%	0.39%	0.0%	0.0%	0.23%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	177	8	11	8	12	7	2	0	0	9	2	4	9	10	6	2	35	15	0	3	6	8	6	0	13	1					
		0.79%	0.86%	1.53%	0.98%	0.97%	0.95%	0.25%	0.0%	0.0%	1.48%	0.25%	0.61%	1.30%	0.88%	0.55%	0.24%	2.98%	1.63%	0.0%	0.36%	0.81%	0.77%	0.39%	0.0%	1.50%	0.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	223	12	7	11	6	15	4	0	8	19	14	16	9	11	9	16	2	14	3	4	6	17	9	2	6	3					
		1.00%	1.29%	0.97%	1.35%	0.48%	2.04%	0.51%	0.0%	1.32%	3.13%	1.78%	2.47%	1.30%	0.96%	0.82%	1.93%	0.17%	1.52%	0.38%	0.48%	0.81%	1.64%	0.59%	0.26%	0.69%	0.23%					
22	"5. ""За Русь Святую"""	45	0	4	0	1	0	1	4	1	1	1	0	4	2	7	0	3	0	0	1	3	0	3	3	3	3					
		0.20%	0.0%	0.55%	0.0%	0.08%	0.0%	0.12%	0.49%	0.16%	0.16%	0.12%	0.0%	0.57%	0.17%	0.64%	0.0%	0.25%	0.0%	0.0%	0.12%	0.40%	0.0%	0.19%	0.40%	0.34%	0.23%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	0	2	0	4	0	0	6	0	0	1	2	4	0	2	0	3	0	2	0	0	0	1	2	0	0					
		0.13%	0.0%	0.27%	0.0%	0.32%	0.0%	0.0%	0.74%	0.0%	0.0%	0.12%	0.30%	0.57%	0.0%	0.18%	0.0%	0.25%	0.0%	0.25%	0.0%	0.0%	0.0%	0.06%	0.26%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	59	1	3	1	5	0	5	0	1	3	5	0	8	2	4	3	4	2	1	0	2	0	2	0	1	6					
		0.26%	0.10%	0.41%	0.12%	0.40%	0.0%	0.63%	0.0%	0.16%	0.49%	0.63%	0.0%	1.15%	0.17%	0.36%	0.36%	0.34%	0.21%	0.12%	0.0%	0.27%	0.0%	0.13%	0.0%	0.11%	0.46%					
25	"8. ""Народно-республиканская партия России"""	10	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0					
		0.04%	0.0%	0.0%	0.12%	0.0%	0.27%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.17%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	3	1	0	1	0	0	9	1	1	5	1	2	0	4	0	3	3	0	0	1	0	2	2	0	1					
		0.17%	0.32%	0.13%	0.0%	0.08%	0.0%	0.0%	1.11%	0.16%	0.16%	0.63%	0.15%	0.28%	0.0%	0.36%	0.0%	0.25%	0.32%	0.0%	0.0%	0.13%	0.0%	0.13%	0.26%	0.0%	0.07%					
27	"10. ""Аграрная партия России"""	127	6	7	2	16	8	11	0	5	3	3	8	3	16	7	0	3	4	0	1	7	0	2	0	11	4					
		0.56%	0.64%	0.97%	0.24%	1.29%	1.08%	1.40%	0.0%	0.83%	0.49%	0.38%	1.23%	0.43%	1.40%	0.64%	0.0%	0.25%	0.43%	0.0%	0.12%	0.94%	0.0%	0.13%	0.0%	1.27%	0.30%					
28	"11. ""Истинные патриоты России"""	22	0	1	0	3	0	0	0	2	1	0	0	2	0	0	0	0	0	2	0	2	0	0	3	5	1					
		0.09%	0.0%	0.13%	0.0%	0.24%	0.0%	0.0%	0.0%	0.33%	0.16%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.27%	0.0%	0.0%	0.40%	0.57%	0.07%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	121	3	4	2	9	3	8	0	3	9	3	8	9	7	2	0	11	9	4	2	3	4	5	6	4	3					
		0.54%	0.32%	0.55%	0.24%	0.72%	0.40%	1.02%	0.0%	0.49%	1.48%	0.38%	1.23%	1.30%	0.61%	0.18%	0.0%	0.93%	0.97%	0.51%	0.24%	0.40%	0.38%	0.32%	0.80%	0.46%	0.23%					
30	"13. ""Демократическая партия России"""	19	0	0	0	2	0	0	0	0	1	1	1	2	0	1	2	1	3	0	0	2	0	0	0	2	1					
		0.08%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.16%	0.12%	0.15%	0.28%	0.0%	0.09%	0.24%	0.08%	0.32%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.23%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	14	1	0	2	0	0	0	0	1	0	2	2	0	2	0	0	0	1	0	0	0	0	0	1	1					
		0.12%	1.50%	0.13%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.30%	0.28%	0.0%	0.18%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.07%					
32	"15. ""Партия СЛОН"""	15	0	0	2	1	1	0	0	2	1	3	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0					
		0.06%	0.0%	0.0%	0.24%	0.08%	0.13%	0.0%	0.0%	0.33%	0.16%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.12%	0.0%	0.27%	0.0%	0.0%	0.0%	0.11%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	450	39	22	2	34	25	8	13	15	42	16	29	12	32	10	4	14	30	7	13	2	19	37	5	20	0					
		2.01%	4.19%	3.07%	0.24%	2.75%	3.40%	1.02%	1.61%	2.49%	6.93%	2.03%	4.48%	1.73%	2.81%	0.92%	0.48%	1.19%	3.26%	0.89%	1.58%	0.27%	1.83%	2.43%	0.67%	2.31%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	0	3	1	0	1	0	1	0	1	2	1	1	0	2	0	1	1	0	0	0	1	0	0	2	0					
		0.08%	0.0%	0.41%	0.12%	0.0%	0.13%	0.0%	0.12%	0.0%	0.16%	0.25%	0.15%	0.14%	0.0%	0.18%	0.0%	0.08%	0.10%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.23%	0.0%					
35	"18. ""ЛДПР"""	1158	54	65	53	93	22	22	27	46	50	33	54	30	51	47	65	43	17	15	29	34	46	79	26	78	79					
		5.19%	5.80%	9.09%	6.51%	7.53%	2.99%	2.80%	3.35%	7.64%	8.25%	4.20%	8.34%	4.34%	4.49%	4.33%	7.86%	3.67%	1.84%	1.92%	3.53%	4.60%	4.44%	5.20%	3.48%	9.02%	6.05%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1140	46	43	90	53	27	21	72	21	51	49	24	32	44	35	11	41	26	93	86	63	50	49	73	40	0					
		5.11%	4.94%	6.01%	11.07%	4.29%	3.67%	2.68%	8.95%	3.48%	8.41%	6.24%	3.70%	4.63%	3.87%	3.22%	1.33%	3.50%	2.82%	11.93%	10.47%	8.53%	4.83%	3.22%	9.78%	4.62%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	15413	600	432	531	817	561	641	529	417	350	579	355	477	820	793	639	800	623	512	537	495	704	1129	502	498	1072					
		69.15%	64.51%	60.41%	65.31%	66.20%	76.32%	81.86%	65.79%	69.26%	57.75%	73.75%	54.86%	69.03%	72.24%	73.08%	77.36%	68.31%	67.71%	65.72%	65.40%	67.07%	68.01%	74.32%	67.29%	57.63%	82.20%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	1	0	0	2	0	0	1	2	2	2	2	0	3	0	0	2	4	1	0	1	0	1	0	2	0					
		0.11%	0.10%	0.0%	0.0%	0.16%	0.0%	0.0%	0.12%	0.33%	0.33%	0.25%	0.30%	0.0%	0.26%	0.0%	0.0%	0.17%	0.43%	0.12%	0.0%	0.13%	0.0%	0.06%	0.0%	0.23%	0.0%					
39	"22. ""Развитие предпринимательства"""	29	0	1	0	2	0	0	1	0	0	0	0	0	2	1	2	3	7	1	0	1	2	2	1	1	2					
		0.13%	0.0%	0.13%	0.0%	0.16%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.09%	0.24%	0.25%	0.76%	0.12%	0.0%	0.13%	0.19%	0.13%	0.13%	0.11%	0.15%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2170	103	48	97	69	54	37	107	46	46	28	94	43	105	116	72	157	127	112	87	68	134	128	109	137	46					
		9.73%	11.07%	6.71%	11.93%	5.59%	7.34%	4.72%	13.30%	7.64%	7.59%	3.56%	14.52%	6.22%	9.25%	10.69%	8.71%	13.40%	13.80%	14.37%	10.59%	9.21%	12.94%	8.42%	14.61%	15.85%	3.52%					
																																
41	Против всех	455	22	23	4	24	7	10	19	24	2	22	21	22	14	19	10	9	12	15	43	19	33	32	9	18	22					
		2.04%	2.36%	3.21%	0.49%	1.94%	0.95%	1.27%	2.36%	3.98%	0.33%	2.80%	3.24%	3.18%	1.23%	1.75%	1.21%	0.76%	1.30%	1.92%	5.23%	2.57%	3.18%	2.10%	1.20%	2.08%	1.68%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
