7	Число избирательных бюллетеней в переносных ящиках для голосования	3688	74	155	75	53	68	52	106	65	78	45	50	67	53	64	70	52	73	76	56	98	66	72	42	62	44	29	33	41	73	82	86	95	68	61	81	66	39	57	56	17	10	41	26	32	27	26	24	25	26	12	51	70	80	58	82	55	28	52	36	33	25	27	10	15	29	41	50	48	40	0	0	9					
8	Число бюллетеней в стационарных ящиках для голосования	71852	1205	931	1017	1049	1162	1093	975	1138	987	1145	1246	785	989	874	963	988	1019	1058	949	941	1131	1217	1114	1228	1189	1057	1078	1060	1126	1171	1148	1066	1083	1060	1098	1057	936	1050	744	1214	760	1094	1116	1134	1179	1114	1066	1108	1114	1054	919	1030	1017	981	1115	1049	1020	908	988	945	1093	1019	772	1073	1158	1069	1080	1094	66	187	47	142					
9	Число недействительных избирательных бюллетеней	1350	22	29	17	21	22	24	18	20	11	21	25	9	23	15	22	18	18	19	27	16	27	20	25	22	22	29	27	21	22	14	19	19	10	38	23	26	12	16	19	23	18	19	20	26	22	12	17	20	24	14	16	14	19	14	19	21	21	14	17	9	27	21	15	21	18	17	10	25	2	3	2	2					
10	Число действительных избирательных бюллетеней	74190	1257	1057	1075	1081	1208	1121	1063	1183	1054	1169	1271	843	1019	923	1011	1022	1074	1115	978	1023	1170	1269	1131	1268	1211	1057	1084	1080	1177	1239	1215	1142	1141	1083	1156	1097	963	1091	781	1208	752	1116	1122	1140	1184	1128	1073	1113	1116	1052	954	1086	1078	1025	1178	1083	1027	946	1007	969	1091	1025	767	1067	1169	1093	1120	1117	104	184	45	149					
11	Число полученных открепительных  удостоверений	2260	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	150	30	130	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1287	11	9	8	14	19	11	8	15	14	25	17	22	23	9	8	14	24	8	16	11	15	18	26	18	20	13	20	17	17	11	13	21	18	14	23	26	147	14	92	15	17	9	28	12	17	12	15	15	18	7	17	15	25	23	16	19	16	23	11	17	22	14	11	16	12	8	9	19	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	867	16	6	7	12	52	22	9	7	12	11	10	14	36	9	17	15	8	11	15	10	20	7	12	11	10	13	6	7	17	18	14	9	3	11	8	11	20	1	23	10	7	16	12	15	18	5	6	8	4	9	8	10	9	13	11	9	8	6	16	8	7	15	13	15	10	13	11	17	0	10	14	14					
14	Число неиспользованных открепительных удостоверений	973	19	21	22	16	11	19	22	15	16	5	13	8	7	21	22	16	6	22	14	19	15	12	4	12	10	17	10	13	13	19	17	9	12	16	7	4	3	16	38	15	13	21	2	18	13	18	15	15	12	23	13	15	5	7	14	11	14	7	19	13	8	16	19	14	18	22	21	11	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	110	0	1	0	0	2	1	2	0	0	1	1	0	2	1	2	1	2	4	2	7	1	1	5	3	0	1	0	1	6	2	2	2	0	3	4	2	1	1	2	2	0	0	3	0	2	0	2	4	4	2	0	0	2	1	1	3	2	2	1	1	1	1	1	3	2	2	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																															
18	Богданов Андрей Владимирович	1288	21	8	18	14	17	24	8	12	21	18	25	10	21	11	25	22	21	19	16	18	24	30	28	27	20	9	22	7	27	14	20	18	15	14	27	15	10	7	15	34	26	17	20	20	30	36	19	32	34	20	15	9	20	14	13	18	27	21	19	14	17	19	18	15	12	13	21	11	2	2	0	2					
		1.71%	1.64%	0.74%	1.65%	1.27%	1.38%	2.10%	0.74%	0.99%	1.97%	1.51%	1.93%	1.17%	2.02%	1.17%	2.42%	2.12%	1.92%	1.68%	1.59%	1.73%	2.01%	2.33%	2.42%	2.09%	1.62%	0.83%	1.98%	0.64%	2.25%	1.12%	1.62%	1.55%	1.30%	1.25%	2.29%	1.34%	1.03%	0.63%	1.88%	2.76%	3.38%	1.50%	1.75%	1.72%	2.49%	3.16%	1.74%	2.82%	2.98%	1.88%	1.55%	0.82%	1.82%	1.35%	1.09%	1.63%	2.58%	2.19%	1.86%	1.43%	1.52%	1.82%	2.30%	1.38%	1.01%	1.17%	1.86%	0.96%	1.89%	1.07%	0.00%	1.32%					
19	Жириновский Владимир Вольфович	9266	169	141	140	141	149	167	124	153	134	131	88	131	122	141	140	139	126	151	110	131	138	151	161	164	133	126	129	107	116	123	133	172	130	121	132	135	123	150	78	177	100	177	159	168	160	166	137	148	147	173	104	113	132	143	134	116	118	106	98	137	115	145	86	130	155	124	138	152	12	24	10	12					
		12.27%	13.21%	12.98%	12.82%	12.79%	12.11%	14.59%	11.47%	12.72%	12.58%	11.01%	6.79%	15.38%	11.71%	15.03%	13.55%	13.37%	11.54%	13.32%	10.95%	12.61%	11.53%	11.71%	13.93%	12.71%	10.79%	11.60%	11.61%	9.72%	9.67%	9.82%	10.78%	14.81%	11.29%	10.79%	11.20%	12.02%	12.62%	13.55%	9.75%	14.38%	12.99%	15.59%	13.92%	14.41%	13.27%	14.56%	12.57%	13.06%	12.89%	16.23%	10.72%	10.27%	12.03%	13.76%	11.19%	10.51%	11.26%	11.04%	9.57%	14.01%	10.29%	13.86%	10.99%	11.95%	13.06%	11.17%	12.21%	13.31%	11.32%	12.83%	21.28%	7.95%					
20	Зюганов Геннадий Андреевич	16206	190	202	182	160	210	253	255	260	254	284	327	118	242	165	225	217	243	212	208	244	285	326	235	295	312	275	264	252	329	281	267	232	236	268	239	232	199	252	177	216	127	209	222	232	231	243	222	211	260	199	243	252	253	190	275	237	215	193	224	209	294	241	186	274	286	268	244	264	6	31	7	35					
		21.45%	14.86%	18.60%	16.67%	14.52%	17.07%	22.10%	23.59%	21.61%	23.85%	23.87%	25.23%	13.85%	23.22%	17.59%	21.78%	20.87%	22.25%	18.69%	20.70%	23.48%	23.81%	25.29%	20.33%	22.87%	25.30%	25.32%	23.76%	22.89%	27.44%	22.43%	21.64%	19.98%	20.50%	23.91%	20.27%	20.66%	20.41%	22.76%	22.13%	17.55%	16.49%	18.41%	19.44%	19.90%	19.15%	21.32%	20.37%	18.62%	22.81%	18.67%	25.05%	22.91%	23.06%	18.29%	22.97%	21.47%	20.52%	20.10%	21.88%	21.37%	26.30%	23.04%	23.79%	25.18%	24.09%	24.14%	21.59%	23.12%	5.66%	16.58%	14.89%	23.18%					
21	Медведев Дмитрий Анатольевич	47430	877	706	735	766	832	677	676	758	645	736	831	584	634	606	621	644	684	733	644	630	723	762	707	782	746	647	669	714	705	821	795	720	760	680	758	715	631	682	511	781	499	713	721	720	763	683	695	722	675	660	592	712	673	678	756	712	667	626	666	609	665	620	477	648	716	688	717	690	84	127	28	100					
		62.79%	68.57%	65.01%	67.31%	69.51%	67.64%	59.13%	62.53%	63.01%	60.56%	61.85%	64.12%	68.54%	60.84%	64.61%	60.12%	61.92%	62.64%	64.64%	64.08%	60.64%	60.40%	59.12%	61.16%	60.62%	60.50%	59.58%	60.22%	64.85%	58.80%	65.52%	64.42%	62.02%	66.03%	60.66%	64.29%	63.67%	64.72%	61.61%	63.88%	63.44%	64.81%	62.82%	63.13%	61.75%	63.27%	59.91%	63.76%	63.72%	59.21%	61.91%	61.03%	64.73%	61.35%	65.26%	63.16%	64.49%	63.65%	65.21%	65.04%	62.27%	59.48%	59.27%	60.99%	59.56%	60.32%	61.98%	63.45%	60.42%	79.25%	67.91%	59.57%	66.23%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
