Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    район Раменки																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №3763									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	775	25	15	25	15	15	15	15	15	25	30	25	15	15	15	15	25	25	25	25	25	15	25	15	15	25	25	25	25	25	15	25	25	25	25	15	15	15	15	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	527	15	9	15	10	11	13	14	4	20	26	16	7	7	4	14	18	22	16	21	21	13	17	9	12	22	15	15	14	18	10	18	17	19	16	9	11	5	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	979	19	14	10	7	11	10	35	29	68	5	10	25	18	204	24	13	24	19	43	34	14	12	5	15	16	30	11	17	11	2	9	27	61	30	32	8	33	22	2									
14	Число погашенных неиспользованных открепительных удостоверений	248	10	6	10	5	4	2	1	11	5	4	9	8	8	11	1	7	3	9	4	4	2	8	6	3	3	10	10	11	7	5	7	8	6	9	6	4	10	11	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	1	1	1	0	2	1	2	1	4	4	3	4	0	0	3	5	0	4	0	2	1	0	2	0	3	4	5	2	0	2	1	0	1	1	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1197	18	24	44	14	44	38	31	14	33	38	17	40	8	46	22	28	37	28	46	45	53	29	38	29	59	36	51	51	25	10	27	33	28	36	23	26	6	21	1									
		4.50%	3.03%	5.04%	5.10%	3.00%	5.33%	5.21%	3.32%	3.92%	4.21%	4.61%	2.10%	5.08%	2.37%	5.24%	2.78%	4.02%	5.14%	3.39%	5.46%	5.14%	7.19%	3.68%	6.35%	5.03%	6.34%	4.77%	5.07%	5.46%	3.57%	1.85%	3.57%	4.98%	3.44%	5.45%	5.13%	4.59%	2.99%	4.98%	1.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	435	10	7	16	7	14	14	9	8	13	8	16	14	3	8	5	14	7	7	12	14	14	25	7	16	17	9	16	19	12	9	13	5	24	15	6	9	5	7	1									
		1.64%	1.68%	1.47%	1.85%	1.50%	1.70%	1.92%	0.96%	2.24%	1.66%	0.97%	1.98%	1.78%	0.89%	0.91%	0.63%	2.01%	0.97%	0.85%	1.42%	1.60%	1.90%	3.17%	1.17%	2.77%	1.83%	1.19%	1.59%	2.03%	1.71%	1.66%	1.72%	0.76%	2.95%	2.27%	1.34%	1.59%	2.49%	1.66%	1.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	783	28	16	18	18	33	26	37	7	31	27	33	19	3	16	15	24	26	17	25	23	28	17	19	17	28	26	34	28	21	13	20	11	24	25	2	11	2	13	2									
		2.95%	4.71%	3.36%	2.09%	3.86%	4.00%	3.56%	3.96%	1.96%	3.96%	3.27%	4.07%	2.41%	0.89%	1.82%	1.90%	3.44%	3.61%	2.06%	2.97%	2.63%	3.80%	2.16%	3.18%	2.95%	3.01%	3.44%	3.38%	2.99%	3.00%	2.40%	2.64%	1.66%	2.95%	3.78%	0.45%	1.94%	0.99%	3.08%	2.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8355	193	154	289	171	235	260	247	119	181	228	252	238	53	283	231	187	275	283	254	272	214	243	209	168	290	199	303	308	231	188	231	215	312	243	180	202	56	126	32									
		31.43%	32.44%	32.35%	33.49%	36.70%	28.48%	35.62%	26.45%	33.33%	23.12%	27.64%	31.11%	30.24%	15.73%	32.23%	29.20%	26.83%	38.19%	34.30%	30.13%	31.05%	29.04%	30.84%	34.95%	29.12%	31.18%	26.36%	30.12%	32.98%	33.00%	34.69%	30.52%	32.48%	38.38%	36.76%	40.18%	35.63%	27.86%	29.86%	46.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	463	13	5	8	1	16	14	26	6	15	13	14	14	10	22	13	9	17	15	14	13	15	14	13	12	15	8	9	18	9	10	26	9	11	6	6	11	6	4	3									
		1.74%	2.18%	1.05%	0.93%	0.21%	1.94%	1.92%	2.78%	1.68%	1.92%	1.58%	1.73%	1.78%	2.97%	2.51%	1.64%	1.29%	2.36%	1.82%	1.66%	1.48%	2.04%	1.78%	2.17%	2.08%	1.61%	1.06%	0.89%	1.93%	1.29%	1.85%	3.43%	1.36%	1.35%	0.91%	1.34%	1.94%	2.99%	0.95%	4.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	69	1	1	0	1	0	1	3	1	3	5	1	0	1	2	0	1	5	2	6	4	2	2	0	0	0	2	6	2	3	0	3	0	4	0	4	3	0	0	0									
		0.26%	0.17%	0.21%	0.00%	0.21%	0.00%	0.14%	0.32%	0.28%	0.38%	0.61%	0.12%	0.00%	0.30%	0.23%	0.00%	0.14%	0.69%	0.24%	0.71%	0.46%	0.27%	0.25%	0.00%	0.00%	0.00%	0.26%	0.60%	0.21%	0.43%	0.00%	0.40%	0.00%	0.49%	0.00%	0.89%	0.53%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2738	83	46	87	47	91	83	112	42	92	82	61	89	10	85	55	43	82	66	100	67	61	78	73	57	102	77	115	94	87	80	82	77	82	84	35	55	26	43	7									
		10.30%	13.95%	9.66%	10.08%	10.09%	11.03%	11.37%	11.99%	11.76%	11.75%	9.94%	7.53%	11.31%	2.97%	9.68%	6.95%	6.17%	11.39%	8.00%	11.86%	7.65%	8.28%	9.90%	12.21%	9.88%	10.97%	10.20%	11.43%	10.06%	12.43%	14.76%	10.83%	11.63%	10.09%	12.71%	7.81%	9.70%	12.94%	10.19%	10.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	932	16	7	24	19	21	20	30	11	17	26	36	33	37	47	37	38	20	40	27	34	21	11	11	23	25	29	46	24	24	13	20	32	32	20	11	17	14	17	2									
		3.51%	2.69%	1.47%	2.78%	4.08%	2.55%	2.74%	3.21%	3.08%	2.17%	3.15%	4.44%	4.19%	10.98%	5.35%	4.68%	5.45%	2.78%	4.85%	3.20%	3.88%	2.85%	1.40%	1.84%	3.99%	2.69%	3.84%	4.57%	2.57%	3.43%	2.40%	2.64%	4.83%	3.94%	3.03%	2.46%	2.99%	6.97%	4.03%	2.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1521	28	29	49	41	44	45	41	17	55	52	51	33	10	41	101	54	50	61	60	67	62	28	32	23	37	36	40	53	38	26	31	28	32	22	33	25	11	31	4									
		5.72%	4.71%	6.09%	5.68%	8.80%	5.33%	6.16%	4.39%	4.76%	7.02%	6.30%	6.30%	4.19%	2.97%	4.67%	12.77%	7.75%	6.94%	7.39%	7.12%	7.65%	8.41%	3.55%	5.35%	3.99%	3.98%	4.77%	3.98%	5.67%	5.43%	4.80%	4.10%	4.23%	3.94%	3.33%	7.37%	4.41%	5.47%	7.35%	5.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	70	5	1	3	0	6	0	0	0	3	1	2	4	1	1	0	2	3	1	5	2	3	0	0	1	2	1	6	2	0	1	0	7	3	1	1	1	0	1	0									
		0.26%	0.84%	0.21%	0.35%	0.00%	0.73%	0.00%	0.00%	0.00%	0.38%	0.12%	0.25%	0.51%	0.30%	0.11%	0.00%	0.29%	0.42%	0.12%	0.59%	0.23%	0.41%	0.00%	0.00%	0.17%	0.22%	0.13%	0.60%	0.21%	0.00%	0.18%	0.00%	1.06%	0.37%	0.15%	0.22%	0.18%	0.00%	0.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3851	77	73	159	81	142	98	131	48	131	142	149	111	113	175	194	142	63	124	103	120	79	71	57	73	116	127	125	92	73	45	112	88	101	61	75	90	27	55	8									
		14.49%	12.94%	15.34%	18.42%	17.38%	17.21%	13.42%	14.03%	13.45%	16.73%	17.21%	18.40%	14.10%	33.53%	19.93%	24.53%	20.37%	8.75%	15.03%	12.22%	13.70%	10.72%	9.01%	9.53%	12.65%	12.47%	16.82%	12.43%	9.85%	10.43%	8.30%	14.80%	13.29%	12.42%	9.23%	16.74%	15.87%	13.43%	13.03%	11.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4193	75	73	113	45	117	90	154	60	161	130	119	128	70	114	72	92	79	119	147	171	121	206	79	114	152	136	185	179	117	84	131	97	116	94	57	88	33	68	7									
		15.77%	12.61%	15.34%	13.09%	9.66%	14.18%	12.33%	16.49%	16.81%	20.56%	15.76%	14.69%	16.26%	20.77%	12.98%	9.10%	13.20%	10.97%	14.42%	17.44%	19.52%	16.42%	26.14%	13.21%	19.76%	16.34%	18.01%	18.39%	19.16%	16.71%	15.50%	17.31%	14.65%	14.27%	14.22%	12.72%	15.52%	16.42%	16.11%	10.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	141	3	2	1	5	3	3	9	1	2	3	9	7	1	5	5	3	4	9	0	3	6	4	4	2	2	5	3	6	2	4	3	6	4	4	3	1	1	2	1									
		0.53%	0.50%	0.42%	0.12%	1.07%	0.36%	0.41%	0.96%	0.28%	0.26%	0.36%	1.11%	0.89%	0.30%	0.57%	0.63%	0.43%	0.56%	1.09%	0.00%	0.34%	0.81%	0.51%	0.67%	0.35%	0.22%	0.66%	0.30%	0.64%	0.29%	0.74%	0.40%	0.91%	0.49%	0.61%	0.67%	0.18%	0.50%	0.47%	1.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1454	30	31	38	11	37	31	80	17	39	55	39	47	15	24	30	54	37	37	33	31	45	51	44	34	69	51	52	47	51	52	47	43	34	43	11	19	11	33	1									
		5.47%	5.04%	6.51%	4.40%	2.36%	4.48%	4.25%	8.57%	4.76%	4.98%	6.67%	4.81%	5.97%	4.45%	2.73%	3.79%	7.75%	5.14%	4.48%	3.91%	3.54%	6.11%	6.47%	7.36%	5.89%	7.42%	6.75%	5.17%	5.03%	7.29%	9.59%	6.21%	6.50%	4.18%	6.51%	2.46%	3.35%	5.47%	7.82%	1.45%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
