Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Альшеевская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	497	24	27	26	10	15	15	25	18	16	35	41	12	8	4	15	15	6	0	8	10	2	0	6	3	2	4	2	3	1	0	6	6	6	14	2	0	1	3	1	6	6	6	8	2	6	10	7	16	6	3	3	1	19	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	383	11	26	25	10	11	5	24	18	16	35	41	10	6	1	11	6	0	0	2	6	2	0	6	3	1	4	2	3	1	0	0	3	0	11	2	0	1	3	1	6	0	0	8	2	4	3	7	8	6	3	3	1	19	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	317	18	11	14	4	6	4	10	10	4	43	12	7	4	2	6	7	1	1	3	2	6	4	3	2	3	6	4	5	1	4	2	4	5	6	3	1	0	6	5	7	3	1	2	3	4	4	3	4	2	3	0	0	11	31					
14	Число погашенных открепительных удостоверений	114	13	1	1	0	4	10	1	0	0	0	0	2	2	3	4	9	6	0	6	4	0	0	0	0	1	0	0	0	0	0	6	3	6	3	0	0	0	0	0	0	6	6	0	0	2	7	0	8	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	774	21	26	11	16	10	12	21	20	24	20	32	19	14	8	14	6	2	8	8	28	13	4	25	4	3	6	12	30	9	13	6	19	2	17	12	14	0	6	0	28	13	20	34	6	5	51	13	16	6	10	15	5	23	14					
		2.88%	2.31%	3.00%	1.02%	2.22%	1.72%	3.36%	2.78%	3.41%	2.63%	1.43%	1.93%	3.03%	3.81%	4.84%	2.03%	1.38%	1.41%	6.95%	1.32%	3.79%	5.17%	2.58%	4.50%	0.89%	1.38%	2.47%	5.12%	7.48%	5.0%	4.79%	3.63%	3.61%	1.38%	4.10%	2.85%	8.91%	0.0%	4.10%	0.0%	5.01%	4.30%	5.08%	4.42%	3.10%	1.35%	7.99%	2.39%	1.86%	0.94%	2.94%	4.95%	2.71%	2.14%	3.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	301	12	11	15	9	4	9	14	14	13	34	31	14	6	3	2	0	0	1	5	7	0	0	4	1	0	1	3	2	1	0	5	1	2	2	5	0	1	0	0	0	6	4	1	3	3	5	8	1	0	5	0	3	27	3					
		1.12%	1.32%	1.27%	1.39%	1.25%	0.68%	2.52%	1.85%	2.39%	1.42%	2.44%	1.87%	2.23%	1.63%	1.81%	0.29%	0.0%	0.0%	0.86%	0.82%	0.94%	0.0%	0.0%	0.72%	0.22%	0.0%	0.41%	1.28%	0.49%	0.55%	0.0%	3.03%	0.19%	1.38%	0.48%	1.18%	0.0%	0.62%	0.0%	0.0%	0.0%	1.98%	1.01%	0.13%	1.55%	0.81%	0.78%	1.47%	0.11%	0.0%	1.47%	0.0%	1.63%	2.52%	0.84%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	664	36	44	46	30	17	6	41	15	19	45	38	13	4	11	15	2	3	0	9	6	6	2	10	3	1	5	6	7	5	2	5	5	2	14	11	13	6	3	0	21	9	10	8	1	11	17	4	23	2	6	0	1	35	10					
		2.47%	3.96%	5.08%	4.27%	4.17%	2.92%	1.68%	5.43%	2.56%	2.08%	3.23%	2.30%	2.07%	1.08%	6.66%	2.17%	0.46%	2.12%	0.0%	1.49%	0.81%	2.39%	1.29%	1.80%	0.66%	0.46%	2.06%	2.56%	1.74%	2.77%	0.73%	3.03%	0.95%	1.38%	3.38%	2.61%	8.28%	3.72%	2.05%	0.0%	3.76%	2.98%	2.54%	1.04%	0.51%	2.98%	2.66%	0.73%	2.68%	0.31%	1.76%	0.0%	0.54%	3.26%	2.80%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	345	19	10	16	9	2	4	15	12	10	24	30	9	4	2	9	3	2	0	5	9	2	0	1	13	3	6	1	6	6	2	0	5	1	9	8	1	3	4	3	12	4	2	4	5	8	6	0	8	3	1	4	2	12	6					
		1.28%	2.09%	1.15%	1.48%	1.25%	0.34%	1.12%	1.98%	2.05%	1.09%	1.72%	1.81%	1.43%	1.08%	1.21%	1.30%	0.69%	1.41%	0.0%	0.82%	1.22%	0.79%	0.0%	0.18%	2.89%	1.38%	2.47%	0.42%	1.49%	3.33%	0.73%	0.0%	0.95%	0.69%	2.17%	1.90%	0.63%	1.86%	2.73%	0.56%	2.15%	1.32%	0.50%	0.52%	2.59%	2.16%	0.94%	0.0%	0.93%	0.47%	0.29%	1.32%	1.08%	1.12%	1.68%					
22	"5. ""За Русь Святую"""	79	4	5	1	2	1	1	0	5	3	6	2	1	2	0	1	0	0	2	0	0	1	0	1	1	0	2	1	1	0	1	0	0	0	2	3	2	0	0	0	1	0	1	2	1	3	5	0	4	0	0	0	2	5	4					
		0.29%	0.44%	0.57%	0.09%	0.27%	0.17%	0.28%	0.0%	0.85%	0.32%	0.43%	0.12%	0.15%	0.54%	0.0%	0.14%	0.0%	0.0%	1.73%	0.0%	0.0%	0.39%	0.0%	0.18%	0.22%	0.0%	0.82%	0.42%	0.24%	0.0%	0.36%	0.0%	0.0%	0.0%	0.48%	0.71%	1.27%	0.0%	0.0%	0.0%	0.17%	0.0%	0.25%	0.26%	0.51%	0.81%	0.78%	0.0%	0.46%	0.0%	0.0%	0.0%	1.08%	0.46%	1.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	98	2	4	6	2	2	1	5	3	5	4	3	3	3	1	1	0	1	1	1	3	2	0	0	3	1	0	0	0	2	0	0	1	0	0	1	1	0	0	2	1	0	3	3	1	2	3	4	5	2	3	3	1	3	0					
		0.36%	0.22%	0.46%	0.55%	0.27%	0.34%	0.28%	0.66%	0.51%	0.54%	0.28%	0.18%	0.47%	0.81%	0.60%	0.14%	0.0%	0.70%	0.86%	0.16%	0.40%	0.79%	0.0%	0.0%	0.66%	0.46%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.19%	0.0%	0.0%	0.23%	0.63%	0.0%	0.0%	0.37%	0.17%	0.0%	0.76%	0.39%	0.51%	0.54%	0.47%	0.73%	0.58%	0.31%	0.88%	0.99%	0.54%	0.28%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	155	7	6	9	7	4	4	3	7	14	22	9	5	1	0	6	1	0	2	2	0	2	1	1	1	2	1	0	0	0	3	2	1	0	0	3	3	0	0	4	1	0	1	0	3	1	2	0	1	0	5	0	0	7	1					
		0.57%	0.77%	0.69%	0.83%	0.97%	0.68%	1.12%	0.39%	1.19%	1.53%	1.58%	0.54%	0.79%	0.27%	0.0%	0.87%	0.23%	0.0%	1.73%	0.33%	0.0%	0.79%	0.64%	0.18%	0.22%	0.92%	0.41%	0.0%	0.0%	0.0%	1.10%	1.21%	0.19%	0.0%	0.0%	0.71%	1.91%	0.0%	0.0%	0.75%	0.17%	0.0%	0.25%	0.0%	1.55%	0.27%	0.31%	0.0%	0.11%	0.0%	1.47%	0.0%	0.0%	0.65%	0.28%					
25	"8. ""Народно-республиканская партия России"""	74	4	1	1	2	0	1	0	1	4	2	0	0	1	1	2	1	0	0	4	1	1	1	0	0	2	2	0	0	0	1	1	3	0	1	1	0	0	0	1	4	0	1	7	0	4	5	4	1	0	1	0	2	5	0					
		0.27%	0.44%	0.11%	0.09%	0.27%	0.0%	0.28%	0.0%	0.17%	0.43%	0.14%	0.0%	0.0%	0.27%	0.60%	0.29%	0.23%	0.0%	0.0%	0.66%	0.13%	0.39%	0.64%	0.0%	0.0%	0.92%	0.82%	0.0%	0.0%	0.0%	0.36%	0.60%	0.57%	0.0%	0.24%	0.23%	0.0%	0.0%	0.0%	0.18%	0.71%	0.0%	0.25%	0.91%	0.0%	1.08%	0.78%	0.73%	0.11%	0.0%	0.29%	0.0%	1.08%	0.46%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	80	4	1	2	0	2	1	2	2	2	5	5	3	1	1	2	2	1	0	8	1	1	0	1	1	0	1	0	0	0	0	1	1	1	2	0	1	0	1	1	2	0	1	2	0	0	6	0	4	2	2	0	0	3	1					
		0.29%	0.44%	0.11%	0.18%	0.0%	0.34%	0.28%	0.26%	0.34%	0.21%	0.35%	0.30%	0.47%	0.27%	0.60%	0.29%	0.46%	0.70%	0.0%	1.32%	0.13%	0.39%	0.0%	0.18%	0.22%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.60%	0.19%	0.69%	0.48%	0.0%	0.63%	0.0%	0.68%	0.18%	0.35%	0.0%	0.25%	0.26%	0.0%	0.0%	0.94%	0.0%	0.46%	0.31%	0.58%	0.0%	0.0%	0.28%	0.28%					
27	"10. ""Аграрная партия России"""	1659	41	27	34	21	17	38	37	26	33	36	82	39	32	10	21	10	9	17	58	63	19	8	26	8	10	6	8	28	6	12	19	39	7	38	39	10	13	19	62	45	78	60	68	14	37	44	55	109	8	15	21	22	43	12					
		6.18%	4.51%	3.11%	3.16%	2.92%	2.92%	10.64%	4.90%	4.44%	3.61%	2.58%	4.96%	6.22%	8.71%	6.06%	3.04%	2.31%	6.38%	14.78%	9.60%	8.54%	7.56%	5.16%	4.68%	1.78%	4.62%	2.47%	3.41%	6.98%	3.33%	4.42%	11.51%	7.42%	4.86%	9.17%	9.26%	6.36%	8.07%	13.01%	11.65%	8.06%	25.82%	15.26%	8.84%	7.25%	10.02%	6.89%	10.12%	12.70%	1.25%	4.41%	6.93%	11.95%	4.01%	3.36%					
28	"11. ""Истинные патриоты России"""	61	0	4	5	1	6	3	0	0	1	2	0	3	0	1	1	1	1	0	1	1	0	0	0	0	1	0	3	1	0	1	0	1	0	1	2	1	0	1	3	0	3	0	3	0	1	1	1	2	0	2	0	0	2	0					
		0.22%	0.0%	0.46%	0.46%	0.13%	1.03%	0.84%	0.0%	0.0%	0.10%	0.14%	0.0%	0.47%	0.0%	0.60%	0.14%	0.23%	0.70%	0.0%	0.16%	0.13%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	1.28%	0.24%	0.0%	0.36%	0.0%	0.19%	0.0%	0.24%	0.47%	0.63%	0.0%	0.68%	0.56%	0.0%	0.99%	0.0%	0.39%	0.0%	0.27%	0.15%	0.18%	0.23%	0.0%	0.58%	0.0%	0.0%	0.18%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	229	11	9	6	6	7	8	8	4	5	13	5	3	6	1	5	3	0	0	4	1	4	2	6	1	1	0	3	2	4	2	4	2	1	2	5	3	4	0	0	12	7	6	5	2	2	14	0	8	3	2	0	3	11	3					
		0.85%	1.21%	1.03%	0.55%	0.83%	1.20%	2.24%	1.05%	0.68%	0.54%	0.93%	0.30%	0.47%	1.63%	0.60%	0.72%	0.69%	0.0%	0.0%	0.66%	0.13%	1.59%	1.29%	1.08%	0.22%	0.46%	0.0%	1.28%	0.49%	2.22%	0.73%	2.42%	0.38%	0.69%	0.48%	1.18%	1.91%	2.48%	0.0%	0.0%	2.15%	2.31%	1.52%	0.65%	1.03%	0.54%	2.19%	0.0%	0.93%	0.47%	0.58%	0.0%	1.63%	1.02%	0.84%					
30	"13. ""Демократическая партия России"""	111	3	20	6	2	1	2	2	0	3	5	7	1	2	0	0	1	0	0	1	1	1	0	2	5	1	0	1	1	2	0	0	2	0	2	4	0	0	1	1	1	0	2	2	0	0	7	2	4	2	3	1	1	3	3					
		0.41%	0.33%	2.30%	0.55%	0.27%	0.17%	0.56%	0.26%	0.0%	0.32%	0.35%	0.42%	0.15%	0.54%	0.0%	0.0%	0.23%	0.0%	0.0%	0.16%	0.13%	0.39%	0.0%	0.36%	1.11%	0.46%	0.0%	0.42%	0.24%	1.11%	0.0%	0.0%	0.38%	0.0%	0.48%	0.95%	0.0%	0.0%	0.68%	0.18%	0.17%	0.0%	0.50%	0.26%	0.0%	0.0%	1.09%	0.36%	0.46%	0.31%	0.88%	0.33%	0.54%	0.28%	0.84%					
31	"14. ""Великая Россия - Евразийский Союз"""	91	3	3	2	2	1	1	1	2	1	5	8	1	0	2	0	2	0	0	2	2	2	0	2	3	0	1	0	5	0	1	0	0	0	1	2	0	0	1	1	2	1	4	2	0	0	8	3	3	1	1	0	1	6	2					
		0.33%	0.33%	0.34%	0.18%	0.27%	0.17%	0.28%	0.13%	0.34%	0.10%	0.35%	0.48%	0.15%	0.0%	1.21%	0.0%	0.46%	0.0%	0.0%	0.33%	0.27%	0.79%	0.0%	0.36%	0.66%	0.0%	0.41%	0.0%	1.24%	0.0%	0.36%	0.0%	0.0%	0.0%	0.24%	0.47%	0.0%	0.0%	0.68%	0.18%	0.35%	0.33%	1.01%	0.26%	0.0%	0.0%	1.25%	0.55%	0.34%	0.15%	0.29%	0.0%	0.54%	0.56%	0.56%					
32	"15. ""Партия СЛОН"""	52	5	0	1	1	0	0	2	3	0	2	3	0	0	1	0	0	0	0	2	2	1	0	1	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	5	0	4	0	1	0	1	6	1					
		0.19%	0.55%	0.0%	0.09%	0.13%	0.0%	0.0%	0.26%	0.51%	0.0%	0.14%	0.18%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.33%	0.27%	0.39%	0.0%	0.18%	0.22%	0.46%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.25%	0.0%	0.0%	0.54%	0.78%	0.0%	0.46%	0.0%	0.29%	0.0%	0.54%	0.56%	0.28%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1077	53	75	66	47	36	19	36	36	45	87	110	33	8	7	23	14	4	1	20	13	9	2	7	10	2	3	3	12	13	4	6	5	7	21	10	3	7	1	3	14	8	9	16	0	7	23	14	21	5	8	2	8	53	28					
		4.01%	5.83%	8.66%	6.13%	6.53%	6.19%	5.32%	4.76%	6.15%	4.93%	6.25%	6.66%	5.26%	2.17%	4.24%	3.33%	3.24%	2.83%	0.86%	3.31%	1.76%	3.58%	1.29%	1.26%	2.22%	0.92%	1.23%	1.28%	2.99%	7.22%	1.47%	3.63%	0.95%	4.86%	5.07%	2.37%	1.91%	4.34%	0.68%	0.56%	2.50%	2.64%	2.29%	2.08%	0.0%	1.89%	3.60%	2.57%	2.44%	0.78%	2.35%	0.66%	4.34%	4.94%	7.84%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	183	6	1	6	7	1	2	1	4	2	0	6	4	3	2	2	2	1	1	9	0	1	1	5	1	2	3	1	5	1	0	3	1	0	2	1	2	0	1	4	7	0	11	19	0	5	12	3	9	4	4	1	4	8	2					
		0.68%	0.66%	0.11%	0.55%	0.97%	0.17%	0.56%	0.13%	0.68%	0.21%	0.0%	0.36%	0.63%	0.81%	1.21%	0.29%	0.46%	0.70%	0.86%	1.49%	0.0%	0.39%	0.64%	0.90%	0.22%	0.92%	1.23%	0.42%	1.24%	0.55%	0.0%	1.81%	0.19%	0.0%	0.48%	0.23%	1.27%	0.0%	0.68%	0.75%	1.25%	0.0%	2.79%	2.47%	0.0%	1.35%	1.88%	0.55%	1.04%	0.62%	1.17%	0.33%	2.17%	0.74%	0.56%					
35	"18. ""ЛДПР"""	2391	114	110	158	110	102	30	97	93	154	218	267	69	23	13	64	10	15	8	39	22	8	6	27	27	8	4	13	21	22	10	5	11	17	19	38	10	11	18	16	17	22	14	42	4	32	27	14	29	19	23	5	11	88	37					
		8.91%	12.54%	12.70%	14.69%	15.29%	17.55%	8.40%	12.84%	15.89%	16.88%	15.67%	16.18%	11.00%	6.26%	7.87%	9.28%	2.31%	10.63%	6.95%	6.45%	2.98%	3.18%	3.87%	4.86%	6.01%	3.70%	1.65%	5.55%	5.23%	12.22%	3.69%	3.03%	2.09%	11.80%	4.58%	9.02%	6.36%	6.83%	12.32%	3.00%	3.04%	7.28%	3.56%	5.46%	2.07%	8.67%	4.23%	2.57%	3.37%	2.98%	6.76%	1.65%	5.97%	8.21%	10.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	434	15	17	20	27	7	7	22	6	14	18	33	21	10	5	9	4	0	4	10	7	3	1	0	2	5	3	5	7	5	2	1	3	3	5	10	2	1	2	10	5	4	7	0	1	4	9	1	19	5	2	3	5	33	10					
		1.61%	1.65%	1.96%	1.86%	3.75%	1.20%	1.96%	2.91%	1.02%	1.53%	1.29%	2.0%	3.34%	2.72%	3.03%	1.30%	0.92%	0.0%	3.47%	1.65%	0.94%	1.19%	0.64%	0.0%	0.44%	2.31%	1.23%	2.13%	1.74%	2.77%	0.73%	0.60%	0.57%	2.08%	1.20%	2.37%	1.27%	0.62%	1.36%	1.87%	0.89%	1.32%	1.78%	0.0%	0.51%	1.08%	1.41%	0.18%	2.21%	0.78%	0.58%	0.99%	2.71%	3.08%	2.80%					
37	"20. ""Политическая партия ""Единая Россия"""	13393	346	291	450	309	253	128	306	220	422	597	714	271	202	68	419	342	83	39	328	472	136	111	358	257	155	177	125	208	77	201	62	362	63	186	157	57	87	64	362	276	91	158	417	122	176	270	350	515	522	145	195	82	469	140					
		49.95%	38.06%	33.60%	41.86%	42.97%	43.54%	35.85%	40.52%	37.60%	46.27%	42.91%	43.27%	43.22%	55.04%	41.21%	60.81%	79.16%	58.86%	33.91%	54.30%	64.04%	54.18%	71.61%	64.50%	57.23%	71.75%	73.14%	53.41%	51.87%	42.77%	74.16%	37.57%	68.95%	43.75%	44.92%	37.29%	36.30%	54.03%	43.83%	68.04%	49.46%	30.13%	40.20%	54.22%	63.21%	47.69%	42.31%	64.45%	60.02%	82.07%	42.64%	64.35%	44.56%	43.79%	39.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	75	5	0	0	1	0	0	0	0	2	5	3	3	1	2	2	1	0	0	2	1	1	1	1	0	0	0	1	1	0	1	0	2	0	2	1	0	0	0	0	2	0	0	2	2	6	6	6	2	2	5	0	0	2	1					
		0.27%	0.55%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.21%	0.35%	0.18%	0.47%	0.27%	1.21%	0.29%	0.23%	0.0%	0.0%	0.33%	0.13%	0.39%	0.64%	0.18%	0.0%	0.0%	0.0%	0.42%	0.24%	0.0%	0.36%	0.0%	0.38%	0.0%	0.48%	0.23%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.26%	1.03%	1.62%	0.94%	1.10%	0.23%	0.31%	1.47%	0.0%	0.0%	0.18%	0.28%					
39	"22. ""Развитие предпринимательства"""	80	2	4	2	2	1	4	5	1	1	7	1	2	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	1	1	0	1	2	1	0	1	1	1	1	0	1	2	1	3	0	2	4	1	1	3	0	4	1	7	1					
		0.29%	0.22%	0.46%	0.18%	0.27%	0.17%	1.12%	0.66%	0.17%	0.10%	0.50%	0.06%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.42%	0.24%	0.55%	0.0%	0.60%	0.38%	0.69%	0.0%	0.23%	0.63%	0.62%	0.68%	0.0%	0.17%	0.66%	0.25%	0.39%	0.0%	0.54%	0.62%	0.18%	0.11%	0.47%	0.0%	1.32%	0.54%	0.65%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3217	129	145	147	89	77	53	103	89	105	192	189	83	36	18	71	23	11	17	67	87	24	10	53	51	11	15	35	36	20	13	29	21	23	70	82	14	23	15	53	87	31	40	110	8	17	88	49	36	35	62	44	24	193	64					
		11.99%	14.19%	16.74%	13.67%	12.37%	13.25%	14.84%	13.64%	15.21%	11.51%	13.80%	11.45%	13.23%	9.80%	10.90%	10.30%	5.32%	7.80%	14.78%	11.09%	11.80%	9.56%	6.45%	9.54%	11.35%	5.09%	6.19%	14.95%	8.97%	11.11%	4.79%	17.57%	4.0%	15.97%	16.90%	19.47%	8.91%	14.28%	10.27%	9.96%	15.59%	10.26%	10.17%	14.30%	4.14%	4.60%	13.79%	9.02%	4.19%	5.50%	18.23%	14.52%	13.04%	18.02%	17.92%					
																																																													
41	Против всех	574	25	34	30	8	6	14	20	10	26	26	46	9	3	3	13	4	4	4	11	6	11	2	8	28	3	0	2	10	5	0	7	13	7	4	11	2	1	3	4	3	10	11	19	12	12	8	9	9	6	12	5	5	22	8					
		2.14%	2.75%	3.92%	2.79%	1.11%	1.03%	3.92%	2.64%	1.70%	2.85%	1.86%	2.78%	1.43%	0.81%	1.81%	1.88%	0.92%	2.83%	3.47%	1.82%	0.81%	4.38%	1.29%	1.44%	6.23%	1.38%	0.0%	0.85%	2.49%	2.77%	0.0%	4.24%	2.47%	4.86%	0.96%	2.61%	1.27%	0.62%	2.05%	0.75%	0.53%	3.31%	2.79%	2.47%	6.21%	3.25%	1.25%	1.65%	1.04%	0.94%	3.52%	1.65%	2.71%	2.05%	2.24%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
