Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Кондинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3957	29	36	211	38	149	153	36	57	257	308	312	245	210	115	237	288	131	176	156	105	91	27	172	118	109	51	68	72									
		29.39%	20.42%	25.53%	31.78%	12.62%	21.98%	23.01%	16.29%	27.40%	34.50%	32.59%	36.75%	33.75%	31.48%	34.12%	29.37%	33.53%	27.29%	31.04%	34.90%	36.21%	30.64%	42.86%	31.56%	19.25%	23.34%	31.29%	23.94%	24.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	2	3	0	9	1	0	0	4	4	2	4	1	0	3	1	1	0	1	3	0	0	0	1	2	0	1	0									
		0.32%	0.00%	1.42%	0.45%	0.00%	1.33%	0.15%	0.00%	0.00%	0.54%	0.42%	0.24%	0.55%	0.15%	0.00%	0.37%	0.12%	0.21%	0.00%	0.22%	1.03%	0.00%	0.00%	0.00%	0.16%	0.43%	0.00%	0.35%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	99	1	5	6	2	4	4	2	0	8	10	6	3	15	2	2	5	4	4	1	1	0	0	1	6	5	0	2	0									
		0.74%	0.70%	3.55%	0.90%	0.66%	0.59%	0.60%	0.90%	0.00%	1.07%	1.06%	0.71%	0.41%	2.25%	0.59%	0.25%	0.58%	0.83%	0.71%	0.22%	0.34%	0.00%	0.00%	0.18%	0.98%	1.07%	0.00%	0.70%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	3	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.30%	0.00%	0.12%	0.12%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.21%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	93	0	0	2	1	7	3	2	0	5	11	5	10	5	3	7	3	1	4	4	2	5	0	4	2	4	1	2	0									
		0.69%	0.00%	0.00%	0.30%	0.33%	1.03%	0.45%	0.90%	0.00%	0.67%	1.16%	0.59%	1.38%	0.75%	0.89%	0.87%	0.35%	0.21%	0.71%	0.89%	0.69%	1.68%	0.00%	0.73%	0.33%	0.86%	0.61%	0.70%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1340	8	12	88	27	104	68	27	44	67	79	81	96	61	20	74	94	50	39	43	27	27	8	35	63	40	5	32	21									
		9.95%	5.63%	8.51%	13.25%	8.97%	15.34%	10.23%	12.22%	21.15%	8.99%	8.36%	9.54%	13.22%	9.15%	5.93%	9.17%	10.94%	10.42%	6.88%	9.62%	9.31%	9.09%	12.70%	6.42%	10.28%	8.57%	3.07%	11.27%	7.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	1	5	1	1	3	1	1	3	4	3	2	5	2	0	1	3	2	0	0	1	0	4	3	0	0	0	0									
		0.34%	0.00%	0.71%	0.75%	0.33%	0.15%	0.45%	0.45%	0.48%	0.40%	0.42%	0.35%	0.28%	0.75%	0.59%	0.00%	0.12%	0.63%	0.35%	0.00%	0.00%	0.34%	0.00%	0.73%	0.49%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	347	2	2	23	9	22	18	8	3	18	21	19	28	16	8	18	26	22	17	5	6	3	3	7	25	7	2	2	7									
		2.58%	1.41%	1.42%	3.46%	2.99%	3.24%	2.71%	3.62%	1.44%	2.42%	2.22%	2.24%	3.86%	2.40%	2.37%	2.23%	3.03%	4.58%	2.99%	1.12%	2.07%	1.01%	4.76%	1.28%	4.08%	1.50%	1.23%	0.70%	2.41%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
