Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Мучкапская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	176	37	48	33	1	9	0	5	0	7	0	9	5	3	1	1	2	1	5	5	1	3									
		3.20%	4.88%	6.17%	3.96%	1.00%	3.01%	0.00%	2.01%	0.00%	2.60%	0.00%	6.34%	2.92%	1.11%	1.61%	0.60%	4.76%	0.68%	1.59%	3.36%	0.35%	1.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	125	21	12	21	4	4	2	5	4	7	0	6	0	5	0	4	0	3	17	0	0	10									
		2.27%	2.77%	1.54%	2.52%	4.00%	1.34%	2.99%	2.01%	3.17%	2.60%	0.00%	4.23%	0.00%	1.85%	0.00%	2.40%	0.00%	2.04%	5.41%	0.00%	0.00%	4.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	70	13	6	18	1	1	0	3	1	4	1	2	0	4	0	1	1	0	7	0	0	7									
		1.27%	1.72%	0.77%	2.16%	1.00%	0.33%	0.00%	1.20%	0.79%	1.49%	1.89%	1.41%	0.00%	1.48%	0.00%	0.60%	2.38%	0.00%	2.23%	0.00%	0.00%	3.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3431	389	549	446	67	233	54	137	87	159	46	79	134	189	41	103	26	103	154	109	199	127									
		62.38%	51.32%	70.57%	53.48%	67.00%	77.93%	80.60%	55.02%	69.05%	59.11%	86.79%	55.63%	78.36%	70.00%	66.13%	61.68%	61.90%	70.07%	49.04%	73.15%	70.07%	57.99%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	2	2	2	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0									
		0.20%	0.26%	0.26%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	2.38%	0.00%	0.32%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	3	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.80%	1.59%	0.00%	1.89%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	545	98	45	101	9	2	3	36	6	36	2	16	13	29	2	29	2	19	39	14	20	24									
		9.91%	12.93%	5.78%	12.11%	9.00%	0.67%	4.48%	14.46%	4.76%	13.38%	3.77%	11.27%	7.60%	10.74%	3.23%	17.37%	4.76%	12.93%	12.42%	9.40%	7.04%	10.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	1	8	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
		0.29%	0.13%	0.13%	0.96%	0.00%	0.00%	2.99%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	4	0	5	0	2	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0									
		0.29%	0.53%	0.00%	0.60%	0.00%	0.67%	0.00%	0.00%	0.79%	0.00%	0.00%	0.70%	0.00%	0.37%	0.00%	0.60%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.11%	0.40%	0.13%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	2	1	5	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0									
		0.27%	0.26%	0.13%	0.60%	0.00%	0.33%	0.00%	0.00%	0.00%	0.37%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	1.34%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	667	129	58	111	12	27	6	35	10	38	2	14	6	25	3	9	4	15	66	7	51	39									
		12.13%	17.02%	7.46%	13.31%	12.00%	9.03%	8.96%	14.06%	7.94%	14.13%	3.77%	9.86%	3.51%	9.26%	4.84%	5.39%	9.52%	10.20%	21.02%	4.70%	17.96%	17.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	2	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0									
		0.24%	0.26%	0.13%	0.72%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.64%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	309	36	46	53	5	16	0	17	13	7	0	10	13	10	15	16	5	3	15	11	13	5									
		5.62%	4.75%	5.91%	6.35%	5.00%	5.35%	0.00%	6.83%	10.32%	2.60%	0.00%	7.04%	7.60%	3.70%	24.19%	9.58%	11.90%	2.04%	4.78%	7.38%	4.58%	2.28%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
