Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Володарская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	575	30	38	23	27	20	15	7	20	10	3	8	20	5	20	4	4	25	3	5	3	10	13	10	30	20	5	3	3	20	8	25	7	7	20	25	7	10	7	10	10	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	403	30	38	23	24	20	11	6	13	8	2	2	5	0	9	4	4	25	2	3	3	9	11	6	24	12	0	0	0	17	3	17	5	2	14	13	2	2	3	3	2	12	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	331	39	38	3	5	3	24	5	9	2	5	2	8	4	14	9	2	39	4	5	8	0	0	4	6	5	6	0	3	2	4	17	5	4	21	5	0	2	3	2	8	1	5									
14	Число погашенных неиспользованных открепительных удостоверений	172	0	0	0	3	0	4	1	7	2	1	6	15	5	11	0	0	0	1	2	0	1	2	4	6	8	5	3	3	3	5	8	2	5	6	12	5	8	4	7	8	3	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	1	1	0	2	0	0	3	1	0	0	1	0	0	0	1	2	0	1	0	1	0	0	0	3	0	0	0	3	1	0	2	0	0	1	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	133	3	5	7	3	5	1	0	4	1	0	0	4	4	5	8	2	6	2	3	0	2	7	2	2	5	3	0	2	8	2	3	7	6	1	1	5	1	1	1	4	4	3									
		0.85%	0.33%	0.76%	1.22%	0.48%	0.87%	0.28%	0.00%	0.75%	0.53%	0.00%	0.00%	0.89%	2.42%	0.74%	1.99%	1.29%	0.58%	1.68%	1.35%	0.00%	1.82%	2.48%	0.72%	0.42%	1.11%	0.45%	0.00%	1.74%	1.80%	1.19%	0.84%	1.34%	1.57%	0.37%	0.25%	4.20%	0.60%	0.65%	0.40%	0.65%	0.94%	0.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	505	18	17	10	23	22	15	8	16	3	1	3	11	4	12	21	7	35	5	19	4	4	11	14	15	16	17	0	5	17	6	9	17	11	14	10	6	3	6	12	9	25	24									
		3.24%	1.96%	2.58%	1.74%	3.65%	3.84%	4.19%	3.13%	2.99%	1.59%	1.56%	6.00%	2.46%	2.42%	1.77%	5.24%	4.52%	3.37%	4.20%	8.52%	2.88%	3.64%	3.90%	5.04%	3.14%	3.55%	2.53%	0.00%	4.35%	3.83%	3.57%	2.53%	3.25%	2.87%	5.17%	2.48%	5.04%	1.80%	3.90%	4.86%	1.46%	5.88%	3.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	195	10	10	5	13	6	2	4	4	0	0	0	5	3	19	5	1	4	0	2	0	1	2	9	7	6	9	1	2	2	2	4	9	3	4	7	1	3	1	1	7	3	18									
		1.25%	1.09%	1.52%	0.87%	2.06%	1.05%	0.56%	1.56%	0.75%	0.00%	0.00%	0.00%	1.12%	1.82%	2.80%	1.25%	0.65%	0.38%	0.00%	0.90%	0.00%	0.91%	0.71%	3.24%	1.47%	1.33%	1.34%	1.06%	1.74%	0.45%	1.19%	1.12%	1.72%	0.78%	1.48%	1.73%	0.84%	1.80%	0.65%	0.40%	1.14%	0.71%	2.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8068	367	269	246	286	210	179	141	275	97	55	35	283	77	318	206	77	530	69	136	87	61	140	113	207	159	445	60	60	240	60	188	278	282	133	232	84	122	118	168	311	280	384									
		51.74%	39.93%	40.88%	42.71%	45.40%	36.65%	50.00%	55.08%	51.31%	51.32%	85.94%	70.00%	63.31%	46.67%	46.83%	51.37%	49.68%	50.96%	57.98%	60.99%	62.59%	55.45%	49.65%	40.65%	43.40%	35.25%	66.32%	63.83%	52.17%	54.05%	35.71%	52.81%	53.15%	73.63%	49.08%	57.43%	70.59%	73.05%	76.62%	68.02%	50.57%	65.88%	57.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	2	1	2	0	0	1	1	3	2	0	0	1	0	2	4	0	4	0	0	1	0	0	2	0	2	4	0	3	0	0	0	0	1	0	1	0	0	0	0	1	1	2									
		0.26%	0.22%	0.15%	0.35%	0.00%	0.00%	0.28%	0.39%	0.56%	1.06%	0.00%	0.00%	0.22%	0.00%	0.29%	0.99%	0.00%	0.38%	0.00%	0.00%	0.72%	0.00%	0.00%	0.72%	0.00%	0.44%	0.60%	0.00%	2.61%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.16%	0.24%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	1	0	0	1	0	1	1	3	0	0	1	2	0	0	1	0	2	0	1	2	0	0	0	0	0	2	1	0	2	0	1	0	1	0	2	2	0	0	0	0	2	0									
		0.19%	0.11%	0.00%	0.00%	0.16%	0.00%	0.28%	0.39%	0.56%	0.00%	0.00%	2.00%	0.45%	0.00%	0.00%	0.25%	0.00%	0.19%	0.00%	0.45%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	1.06%	0.00%	0.45%	0.00%	0.28%	0.00%	0.26%	0.00%	0.50%	1.68%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1098	95	60	53	45	34	25	6	19	9	2	2	22	5	72	13	7	38	8	15	7	4	6	31	109	57	15	1	9	15	27	17	71	10	28	26	2	9	5	10	43	17	49									
		7.04%	10.34%	9.12%	9.20%	7.14%	5.93%	6.98%	2.34%	3.54%	4.76%	3.13%	4.00%	4.92%	3.03%	10.60%	3.24%	4.52%	3.65%	6.72%	6.73%	5.04%	3.64%	2.13%	11.15%	22.85%	12.64%	2.24%	1.06%	7.83%	3.38%	16.07%	4.78%	13.58%	2.61%	10.33%	6.44%	1.68%	5.39%	3.25%	4.05%	6.99%	4.00%	7.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	4	1	1	2	0	0	0	2	0	1	0	2	0	1	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0									
		0.15%	0.44%	0.15%	0.17%	0.32%	0.00%	0.00%	0.00%	0.37%	0.00%	1.56%	0.00%	0.45%	0.00%	0.15%	0.25%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.25%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	2	1	0	3	2	1	0	0	0	0	1	0	0	2	3	2	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	3	3	1	1	0	0	0	0	4	2	2									
		0.26%	0.22%	0.15%	0.00%	0.48%	0.35%	0.28%	0.00%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.29%	0.75%	1.29%	0.10%	0.00%	0.45%	0.72%	0.00%	0.35%	0.00%	0.21%	0.22%	0.15%	0.00%	0.00%	0.00%	0.00%	0.28%	0.57%	0.78%	0.37%	0.25%	0.00%	0.00%	0.00%	0.00%	0.65%	0.47%	0.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	2	0	1	1	2	4	1	2	2	0	0	1	0	3	3	0	3	0	1	1	1	1	2	2	1	0	3	1	0	2	3	1	1	0	1	0	1	0	2	1	1	2									
		0.34%	0.22%	0.00%	0.17%	0.16%	0.35%	1.12%	0.39%	0.37%	1.06%	0.00%	0.00%	0.22%	0.00%	0.44%	0.75%	0.00%	0.29%	0.00%	0.45%	0.72%	0.91%	0.35%	0.72%	0.42%	0.22%	0.00%	3.19%	0.87%	0.00%	1.19%	0.84%	0.19%	0.26%	0.00%	0.25%	0.00%	0.60%	0.00%	0.81%	0.16%	0.24%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	5	7	1	5	4	0	1	5	1	1	0	2	0	2	0	0	7	0	0	0	0	1	0	0	1	4	2	0	1	1	0	3	0	1	1	2	0	0	3	3	0	1									
		0.42%	0.54%	1.06%	0.17%	0.79%	0.70%	0.00%	0.39%	0.93%	0.53%	1.56%	0.00%	0.45%	0.00%	0.29%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.22%	0.60%	2.13%	0.00%	0.23%	0.60%	0.00%	0.57%	0.00%	0.37%	0.25%	1.68%	0.00%	0.00%	1.21%	0.49%	0.00%	0.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1987	134	109	55	89	102	49	34	58	21	2	4	63	35	87	70	21	168	8	26	11	8	35	31	52	84	55	10	18	50	20	39	68	18	55	55	15	15	15	23	65	48	62									
		12.74%	14.58%	16.57%	9.55%	14.13%	17.80%	13.69%	13.28%	10.82%	11.11%	3.13%	8.00%	14.09%	21.21%	12.81%	17.46%	13.55%	16.15%	6.72%	11.66%	7.91%	7.27%	12.41%	11.15%	10.90%	18.63%	8.20%	10.64%	15.65%	11.26%	11.90%	10.96%	13.00%	4.70%	20.30%	13.61%	12.61%	8.98%	9.74%	9.31%	10.57%	11.29%	9.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	3	4	0	3	0	2	2	2	0	0	0	2	0	0	2	1	5	0	0	1	0	0	0	1	4	4	0	0	1	2	2	1	0	1	0	0	1	0	0	5	1	4									
		0.35%	0.33%	0.61%	0.00%	0.48%	0.00%	0.56%	0.78%	0.37%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.50%	0.65%	0.48%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.21%	0.89%	0.60%	0.00%	0.00%	0.23%	1.19%	0.56%	0.19%	0.00%	0.37%	0.00%	0.00%	0.60%	0.00%	0.00%	0.81%	0.24%	0.60%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2620	225	149	164	121	159	64	41	121	40	2	1	33	25	135	39	26	166	15	15	12	21	64	69	72	96	97	13	9	76	41	79	34	40	26	45	2	11	7	17	140	37	71									
		16.80%	24.48%	22.64%	28.47%	19.21%	27.75%	17.88%	16.02%	22.57%	21.16%	3.13%	2.00%	7.38%	15.15%	19.88%	9.73%	16.77%	15.96%	12.61%	6.73%	8.63%	19.09%	22.70%	24.82%	15.09%	21.29%	14.46%	13.83%	7.83%	17.12%	24.40%	22.19%	6.50%	10.44%	9.59%	11.14%	1.68%	6.59%	4.55%	6.88%	22.76%	8.71%	10.71%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
