Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Уфимская-4																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №3048	УИК №3049	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3063	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3079	УИК №3080	УИК №3083	УИК №3084	УИК №3085	УИК №3086	УИК №3087									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	477	50	25	22	20	20	20	10	30	20	20	20	30	20	40	20	20	10	10	30	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	457	50	25	20	20	20	20	4	30	20	20	20	30	20	40	20	8	10	10	30	10	10	10	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	4	10	3	3	10	7	2	1	7	9	9	10	7	5	3	0	3	2	0	3	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	20	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	3	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	389	34	9	21	16	9	7	10	3	12	9	114	14	31	5	51	3	9	0	14	5	1	0	12									
		1.78%	1.93%	2.09%	1.63%	1.11%	1.44%	0.78%	2.57%	0.50%	0.84%	1.79%	17.07%	0.63%	1.37%	0.23%	2.81%	0.25%	2.39%	0.00%	1.66%	5.75%	0.83%	0.00%	4.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	393	76	18	39	56	26	1	20	3	3	28	23	24	33	5	0	3	0	0	25	6	1	3	0									
		1.80%	4.31%	4.18%	3.03%	3.88%	4.15%	0.11%	5.14%	0.50%	0.21%	5.56%	3.44%	1.09%	1.46%	0.23%	0.00%	0.25%	0.00%	0.00%	2.96%	6.90%	0.83%	1.88%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	265	46	13	20	30	10	6	2	0	2	9	17	16	20	5	46	2	0	0	16	1	0	2	2									
		1.21%	2.61%	3.02%	1.56%	2.08%	1.59%	0.67%	0.51%	0.00%	0.14%	1.79%	2.54%	0.72%	0.88%	0.23%	2.53%	0.17%	0.00%	0.00%	1.90%	1.15%	0.00%	1.25%	0.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10985	716	234	685	968	431	484	272	320	680	326	273	570	1162	1179	909	643	201	118	423	44	71	94	182									
		50.36%	40.57%	54.29%	53.27%	67.08%	68.74%	54.14%	69.92%	53.33%	47.39%	64.68%	40.87%	25.78%	51.23%	53.96%	50.00%	53.99%	53.46%	55.14%	50.12%	50.57%	58.68%	58.75%	61.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	162	15	8	18	29	5	0	1	0	8	4	9	14	21	4	18	0	0	0	8	0	0	0	0									
		0.74%	0.85%	1.86%	1.40%	2.01%	0.80%	0.00%	0.26%	0.00%	0.56%	0.79%	1.35%	0.63%	0.93%	0.18%	0.99%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	9	0	3	4	0	0	0	0	6	4	1	4	0	2	2	0	0	0	3	0	0	0	0									
		0.17%	0.51%	0.00%	0.23%	0.28%	0.00%	0.00%	0.00%	0.00%	0.42%	0.79%	0.15%	0.18%	0.00%	0.09%	0.11%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4722	450	58	179	143	49	206	37	140	379	35	147	827	471	502	387	274	86	50	178	16	25	32	51									
		21.65%	25.50%	13.46%	13.92%	9.91%	7.81%	23.04%	9.51%	23.33%	26.41%	6.94%	22.01%	37.40%	20.77%	22.97%	21.29%	23.01%	22.87%	23.36%	21.09%	18.39%	20.66%	20.00%	17.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	8	3	7	1	1	0	1	0	2	0	1	5	0	3	2	0	0	0	1	0	0	0	0									
		0.16%	0.45%	0.70%	0.54%	0.07%	0.16%	0.00%	0.26%	0.00%	0.14%	0.00%	0.15%	0.23%	0.00%	0.14%	0.11%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	77	14	8	6	5	8	0	0	0	4	1	2	5	11	2	9	0	0	0	2	0	0	0	0									
		0.35%	0.79%	1.86%	0.47%	0.35%	1.28%	0.00%	0.00%	0.00%	0.28%	0.20%	0.30%	0.23%	0.49%	0.09%	0.50%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	3	0	1	1	0	0	1	0	1	2	0	2	4	4	2	3	0	0	0	0	0	0	0									
		0.11%	0.17%	0.00%	0.08%	0.07%	0.00%	0.00%	0.26%	0.00%	0.07%	0.40%	0.00%	0.09%	0.18%	0.18%	0.11%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	8	6	11	7	7	0	1	0	3	1	7	11	16	5	13	2	0	0	4	0	0	0	0									
		0.47%	0.45%	1.39%	0.86%	0.49%	1.12%	0.00%	0.26%	0.00%	0.21%	0.20%	1.05%	0.50%	0.71%	0.23%	0.72%	0.17%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3201	280	51	166	118	57	134	29	92	260	53	52	492	371	327	252	179	56	33	117	12	16	21	33									
		14.68%	15.86%	11.83%	12.91%	8.18%	9.09%	14.99%	7.46%	15.33%	18.12%	10.52%	7.78%	22.25%	16.36%	14.97%	13.86%	15.03%	14.89%	15.42%	13.86%	13.79%	13.22%	13.13%	11.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	4	0	7	6	1	2	5	0	1	1	1	5	3	2	8	5	0	0	2	0	0	0	2									
		0.25%	0.23%	0.00%	0.54%	0.42%	0.16%	0.22%	1.29%	0.00%	0.07%	0.20%	0.15%	0.23%	0.13%	0.09%	0.44%	0.42%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1150	92	18	43	29	16	54	7	36	74	15	11	217	125	131	101	72	19	13	46	3	7	8	13									
		5.27%	5.21%	4.18%	3.34%	2.01%	2.55%	6.04%	1.80%	6.00%	5.16%	2.98%	1.65%	9.81%	5.51%	5.99%	5.56%	6.05%	5.05%	6.07%	5.45%	3.45%	5.79%	5.00%	4.41%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
