Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Шекснинская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986									
		0.55%	1.92%	0.29%	1.43%	0.35%	1.02%	0.69%	0.52%	0.17%	0.27%	0.31%	1.05%	1.67%	0.00%	0.00%	0.00%	0.00%	1.02%	1.47%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.59%	0.00%	0.80%	0.00%	0.00%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	96	2	13	17	6	10	6	8	4	4	8	0	1	0	1	0	0	1	0	0	4	0	2	0	2	0	1	0	0	2	0	1	1	0	2									
		0.76%	0.77%	1.26%	1.52%	1.04%	0.85%	0.59%	1.04%	0.66%	1.06%	0.84%	0.00%	1.67%	0.00%	0.56%	0.00%	0.00%	1.02%	0.00%	0.00%	2.30%	0.00%	0.75%	0.00%	0.53%	0.00%	0.52%	0.00%	0.00%	1.18%	0.00%	0.80%	0.55%	0.00%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	2	1	4	0	1	3	1	0	0	6	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	1	0	2	0	0	1	0	0									
		0.21%	0.77%	0.10%	0.36%	0.00%	0.08%	0.29%	0.13%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	3.70%	0.00%	0.00%	0.27%	0.00%	0.52%	0.53%	0.00%	1.18%	0.00%	0.00%	0.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	136	6	25	4	8	23	11	11	5	2	7	5	0	0	3	2	1	0	0	0	0	0	4	1	3	1	4	3	1	1	0	0	0	0	5									
		1.07%	2.30%	2.43%	0.36%	1.38%	1.95%	1.08%	1.43%	0.83%	0.53%	0.73%	1.75%	0.00%	0.00%	1.69%	2.50%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	1.79%	0.80%	0.32%	2.07%	1.60%	0.65%	0.59%	0.00%	0.00%	0.00%	0.00%	0.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1708	35	181	167	94	165	155	129	86	54	190	32	4	7	28	9	6	7	33	5	13	9	44	3	36	25	27	15	23	27	1	8	18	37	35									
		13.45%	13.41%	17.59%	14.92%	16.23%	14.01%	15.23%	16.75%	14.26%	14.36%	19.85%	11.19%	6.67%	11.48%	15.73%	11.25%	6.19%	7.14%	16.18%	8.33%	7.47%	16.67%	16.42%	5.36%	9.55%	8.09%	13.99%	7.98%	14.94%	15.88%	1.96%	6.40%	9.84%	20.33%	2.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	6	0	2	4	4	2	4	3	1	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.26%	0.38%	0.58%	0.00%	0.35%	0.34%	0.39%	0.26%	0.66%	0.80%	0.10%	0.00%	1.67%	0.00%	1.12%	0.00%	0.00%	0.00%	0.49%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1623	16	162	207	106	204	151	136	46	35	170	24	1	3	23	10	3	7	27	2	19	5	31	7	48	46	19	14	19	10	5	5	19	11	32									
		12.78%	6.13%	15.74%	18.50%	18.31%	17.32%	14.83%	17.66%	7.63%	9.31%	17.76%	8.39%	1.67%	4.92%	12.92%	12.50%	3.09%	7.14%	13.24%	3.33%	10.92%	9.26%	11.57%	12.50%	12.73%	14.89%	9.84%	7.45%	12.34%	5.88%	9.80%	4.00%	10.38%	6.04%	2.67%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
