Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Арзамасская																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100					
11	Число полученных открепительных  удостоверений	490	15	5	5	5	10	10	5	5	15	20	5	15	5	15	5	5	5	5	15	15	15	15	5	5	5	5	5	5	15	5	15	5	5	10	10	10	10	10	10	5	5	5	5	5	5	5	10	5	5	5	5	5	10	10	10	5	5	20	5	5					
12	Число выданных открепительных удостоверений	86	6	0	0	4	0	2	0	0	5	3	0	3	0	3	0	0	0	0	4	4	6	3	0	2	5	0	0	0	2	0	4	2	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	4	2	1	1	11	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	160	5	0	1	1	9	9	3	2	5	2	1	1	4	1	1	1	6	0	0	3	5	4	2	3	2	2	2	4	3	1	5	7	1	3	2	6	3	4	1	7	0	1	1	0	0	1	2	3	1	1	4	0	5	2	1	4	5	3	4	0					
14	Число неиспользованных открепительных удостоверений	404	9	5	5	1	10	8	5	5	10	17	5	12	5	12	5	5	5	5	11	11	9	12	5	3	0	5	5	5	13	5	11	3	5	6	9	10	10	10	10	5	5	5	5	4	5	5	9	4	5	5	5	5	9	6	8	4	4	9	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	. Глазьев Сергей Юрьевич	591	12	1	2	4	16	23	0	3	35	58	3	15	3	9	0	1	4	1	17	18	39	14	1	7	24	2	3	2	38	4	26	6	0	9	11	0	6	5	7	1	1	5	3	0	3	2	10	11	4	1	9	1	8	32	7	17	20	27	0	0					
		2.88%	2.00%	1.33%	2.41%	2.02%	4.30%	4.55%	0.00%	1.72%	3.02%	6.88%	1.52%	2.18%	1.00%	1.43%	0.00%	2.22%	3.96%	3.23%	2.38%	2.49%	4.25%	2.11%	0.41%	2.70%	7.52%	2.90%	2.91%	1.57%	3.50%	1.16%	3.27%	3.30%	0.00%	1.74%	2.55%	0.00%	1.86%	1.54%	1.51%	2.70%	1.82%	3.68%	3.75%	0.00%	1.52%	1.03%	3.83%	3.09%	2.90%	1.23%	2.93%	1.04%	1.80%	4.66%	1.71%	3.09%	5.38%	3.35%	0.00%	0.00%					
19	. Малышкин Олег Александрович	578	19	1	0	4	15	18	1	5	52	30	6	9	3	13	1	1	2	0	26	25	33	22	6	9	15	2	5	1	36	6	26	2	5	11	6	0	5	7	14	0	2	3	0	2	2	2	7	13	7	0	8	1	15	18	10	11	3	29	0	3					
		2.82%	3.17%	1.33%	0.00%	2.02%	4.03%	3.56%	1.08%	2.87%	4.49%	3.56%	3.05%	1.31%	1.00%	2.07%	0.76%	2.22%	1.98%	0.00%	3.65%	3.46%	3.59%	3.32%	2.47%	3.47%	4.70%	2.90%	4.85%	0.79%	3.31%	1.74%	3.27%	1.10%	3.50%	2.13%	1.39%	0.00%	1.55%	2.15%	3.01%	0.00%	3.64%	2.21%	0.00%	3.70%	1.02%	1.03%	2.68%	3.65%	5.07%	0.00%	2.61%	1.04%	3.37%	2.62%	2.44%	2.00%	0.81%	3.60%	0.00%	3.09%					
20	. Миронов Сергей Михайлович	176	4	0	0	0	5	9	1	2	10	6	1	1	2	8	0	1	1	0	7	1	10	7	5	2	4	4	4	2	9	3	5	1	2	3	1	0	1	4	3	0	0	0	4	0	2	1	5	0	1	1	5	1	2	4	4	7	4	6	0	0					
		0.86%	0.67%	0.00%	0.00%	0.00%	1.34%	1.78%	1.08%	1.15%	0.86%	0.71%	0.51%	0.15%	0.67%	1.27%	0.00%	2.22%	0.99%	0.00%	0.98%	0.14%	1.09%	1.06%	2.06%	0.77%	1.25%	5.80%	3.88%	1.57%	0.83%	0.87%	0.63%	0.55%	1.40%	0.58%	0.23%	0.00%	0.31%	1.23%	0.65%	0.00%	0.00%	0.00%	5.00%	0.00%	1.02%	0.52%	1.92%	0.00%	0.72%	1.23%	1.63%	1.04%	0.45%	0.58%	0.98%	1.27%	1.08%	0.75%	0.00%	0.00%					
21	. Путин Владимир Владимирович	13820	438	57	48	144	276	353	64	111	779	471	127	510	227	417	108	42	71	20	440	442	565	437	161	195	217	50	72	81	753	257	448	138	90	328	276	83	228	225	372	24	43	108	62	46	138	141	172	205	80	54	208	76	336	441	263	385	243	513	91	70					
		67.31%	73.00%	76.00%	57.83%	72.73%	74.19%	69.76%	68.82%	63.79%	67.27%	55.87%	64.47%	74.24%	75.92%	66.30%	82.44%	93.33%	70.30%	64.52%	61.71%	61.13%	61.55%	65.91%	66.26%	75.29%	68.03%	72.46%	69.90%	63.78%	69.34%	74.71%	56.42%	75.82%	62.94%	63.57%	63.89%	79.81%	70.59%	69.23%	80.00%	64.86%	78.18%	79.41%	77.50%	85.19%	70.05%	72.68%	65.90%	57.58%	57.97%	66.67%	67.75%	79.17%	75.51%	64.29%	64.15%	69.87%	65.32%	63.73%	90.10%	72.16%					
22	. Хакамада Ирина Муцуовна	397	12	1	3	3	5	7	1	3	34	25	0	22	2	8	3	0	2	0	15	16	25	15	8	5	6	1	0	0	19	5	24	2	5	6	6	2	7	4	6	1	1	0	0	0	4	2	4	4	1	2	5	1	11	12	11	8	5	15	0	2					
		1.93%	2.00%	1.33%	3.61%	1.52%	1.34%	1.38%	1.08%	1.72%	2.94%	2.97%	0.00%	3.20%	0.67%	1.27%	2.29%	0.00%	1.98%	0.00%	2.10%	2.21%	2.72%	2.26%	3.29%	1.93%	1.88%	1.45%	0.00%	0.00%	1.75%	1.45%	3.02%	1.10%	3.50%	1.16%	1.39%	1.92%	2.17%	1.23%	1.29%	2.70%	1.82%	0.00%	0.00%	0.00%	2.03%	1.03%	1.53%	1.12%	0.72%	2.47%	1.63%	1.04%	2.47%	1.75%	2.68%	1.45%	1.34%	1.86%	0.00%	2.06%					
23	. Харитонов Николай Михайлович	4243	94	13	30	35	52	84	25	48	200	206	55	105	52	155	17	0	18	10	169	193	209	146	49	38	47	10	16	33	185	46	236	27	31	140	105	19	67	76	60	10	6	16	11	4	41	34	58	106	36	21	61	16	56	146	107	107	89	188	8	21					
		20.67%	15.67%	17.33%	36.14%	17.68%	13.98%	16.60%	26.88%	27.59%	17.27%	24.44%	27.92%	15.28%	17.39%	24.64%	12.98%	0.00%	17.82%	32.26%	23.70%	26.69%	22.77%	22.02%	20.16%	14.67%	14.73%	14.49%	15.53%	25.98%	17.03%	13.37%	29.72%	14.84%	21.68%	27.13%	24.31%	18.27%	20.74%	23.38%	12.90%	27.03%	10.91%	11.76%	13.75%	7.41%	20.81%	17.53%	22.22%	29.78%	26.09%	25.93%	19.87%	16.67%	12.58%	21.28%	26.10%	19.42%	23.92%	23.35%	7.92%	21.65%					
																																																																			
24	Против всех	393	11	2	0	6	3	8	0	0	29	38	1	10	3	8	0	0	2	0	30	13	27	19	2	1	5	0	3	2	21	13	17	1	7	13	10	0	4	0	3	1	0	3	0	2	3	4	4	2	2	2	2	0	10	14	7	10	1	13	0	1					
		1.91%	1.83%	2.67%	0.00%	3.03%	0.81%	1.58%	0.00%	0.00%	2.50%	4.51%	0.51%	1.46%	1.00%	1.27%	0.00%	0.00%	1.98%	0.00%	4.21%	1.80%	2.94%	2.87%	0.82%	0.39%	1.57%	0.00%	2.91%	1.57%	1.93%	3.78%	2.14%	0.55%	4.90%	2.52%	2.31%	0.00%	1.24%	0.00%	0.65%	2.70%	0.00%	2.21%	0.00%	3.70%	1.52%	2.06%	1.53%	0.56%	1.45%	2.47%	0.65%	0.00%	2.25%	2.04%	1.71%	1.81%	0.27%	1.61%	0.00%	1.03%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
