Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Мончегорская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №738									
		0.73%	0.57%	0.84%	0.92%	0.43%	0.43%	1.08%	1.30%	0.42%	0.72%	0.90%	1.35%	0.65%	0.63%	0.44%	0.91%	0.25%	0.27%	0.93%	0.86%	0.00%	1.01%	0.69%	0.64%	1.15%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	189	10	17	8	13	6	7	5	4	5	12	8	5	3	8	15	7	13	3	4	4	19	7	6	0	0									
		1.24%	1.13%	1.80%	0.92%	1.40%	1.28%	0.84%	0.81%	0.85%	0.90%	1.54%	0.99%	1.63%	0.63%	1.17%	1.94%	1.74%	1.73%	1.40%	1.72%	1.02%	2.13%	1.21%	0.48%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	2	0	0	1	1	0	0	1	2	2	0	0	1	0	2	1	0	0	1	1	1	1	0	0									
		0.12%	0.11%	0.21%	0.00%	0.00%	0.21%	0.12%	0.00%	0.00%	0.18%	0.26%	0.25%	0.00%	0.00%	0.15%	0.00%	0.50%	0.13%	0.00%	0.00%	0.25%	0.11%	0.17%	0.08%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	323	21	16	23	9	13	14	27	13	9	16	13	11	6	10	28	14	20	11	5	6	16	9	12	1	0									
		2.12%	2.38%	1.69%	2.64%	0.97%	2.77%	1.67%	4.38%	2.75%	1.63%	2.05%	1.60%	3.59%	1.26%	1.46%	3.62%	3.48%	2.66%	5.14%	2.16%	1.52%	1.79%	1.55%	0.97%	1.15%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1667	91	120	96	118	48	106	54	61	68	98	84	36	46	83	96	55	64	17	24	45	94	55	96	9	3									
		10.92%	10.31%	12.67%	11.03%	12.74%	10.21%	12.68%	8.75%	12.90%	12.30%	12.56%	10.34%	11.76%	9.62%	12.13%	12.42%	13.68%	8.50%	7.94%	10.34%	11.42%	10.51%	9.48%	7.72%	10.34%	4.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	3	6	0	2	0	3	2	1	0	1	2	1	3	2	3	3	0	1	0	0	4	1	7	0	0									
		0.29%	0.34%	0.63%	0.00%	0.22%	0.00%	0.36%	0.32%	0.21%	0.00%	0.13%	0.25%	0.33%	0.63%	0.29%	0.39%	0.75%	0.00%	0.47%	0.00%	0.00%	0.45%	0.17%	0.56%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1469	78	76	80	107	54	73	60	64	55	80	108	28	62	61	69	35	73	24	21	32	108	64	39	7	11									
		9.62%	8.83%	8.03%	9.20%	11.56%	11.49%	8.73%	9.72%	13.53%	9.95%	10.26%	13.30%	9.15%	12.97%	8.92%	8.93%	8.71%	9.69%	11.21%	9.05%	8.12%	12.08%	11.03%	3.14%	8.05%	18.03%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
