Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Тимашевская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №5001	УИК №5002	УИК №5003	УИК №5004	УИК №5005	УИК №5006	УИК №5007	УИК №5008	УИК №5009	УИК №5010	УИК №5011	УИК №5012	УИК №5013	УИК №5014	УИК №5015	УИК №5016	УИК №5017	УИК №5018	УИК №5019	УИК №5020	УИК №5021	УИК №5022	УИК №5023	УИК №5024	УИК №5025	УИК №5026	УИК №5027	УИК №5028	УИК №5029	УИК №5030	УИК №5031	УИК №5032	УИК №5033	УИК №5034	УИК №5035	УИК №5036	УИК №5037	УИК №5038	УИК №5039	УИК №5040	УИК №5041	УИК №5042	УИК №5043	УИК №5044	УИК №5045	УИК №5046	УИК №5047	УИК №5048	УИК №5049	УИК №5050	УИК №5051	УИК №5052	УИК №5053	УИК №5054	УИК №5055	УИК №5056					
		69.19%	79.91%	68.95%	69.19%	68.27%	68.77%	68.54%	62.94%	69.34%	69.63%	67.59%	68.19%	71.64%	68.26%	70.88%	68.35%	68.76%	65.27%	72.66%	70.66%	65.11%	69.77%	68.91%	65.51%	72.65%	69.01%	67.11%	65.69%	71.45%	67.72%	69.87%	70.68%	70.65%	70.25%	84.95%	69.97%	69.82%	72.04%	58.83%	85.28%	79.15%	80.73%	72.88%	66.91%	72.91%	65.56%	71.48%	62.78%	65.72%	67.02%	53.06%	58.15%	70.69%	69.78%	82.12%	80.86%	68.33%					
22	. Хакамада Ирина Муцуовна	1023	14	27	23	17	24	18	15	32	25	25	21	42	4	29	27	34	16	16	15	25	38	23	10	23	18	22	6	20	30	23	6	13	13	3	9	22	23	28	5	19	5	12	14	7	17	3	14	47	15	18	19	10	14	3	12	10					
		2.08%	1.62%	2.76%	2.73%	1.86%	2.71%	3.75%	1.87%	3.06%	2.71%	3.16%	3.20%	2.85%	1.37%	2.46%	2.67%	2.96%	1.76%	4.05%	2.12%	3.15%	3.25%	2.86%	1.65%	3.33%	1.76%	1.82%	1.76%	1.82%	1.93%	1.84%	0.80%	1.09%	1.11%	1.61%	3.07%	1.92%	1.96%	2.05%	1.89%	1.46%	0.65%	2.91%	1.14%	1.01%	1.52%	1.17%	1.56%	2.78%	1.31%	1.72%	4.76%	0.66%	2.38%	1.09%	1.39%	1.92%					
23	. Харитонов Николай Михайлович	8878	76	150	148	157	163	70	150	189	147	142	108	173	44	193	195	191	182	52	108	139	185	140	135	88	153	247	76	175	283	230	146	231	245	13	48	221	194	395	20	150	94	61	271	121	263	48	206	353	261	356	102	277	115	29	77	92					
		18.08%	8.78%	15.32%	17.54%	17.18%	18.38%	14.58%	18.66%	18.05%	15.94%	17.97%	16.44%	11.74%	15.02%	16.38%	19.29%	16.62%	20.07%	13.16%	15.23%	17.51%	15.80%	17.41%	22.28%	12.74%	14.96%	20.41%	22.29%	15.91%	18.20%	18.43%	19.54%	19.31%	20.89%	6.99%	16.38%	19.34%	16.54%	28.94%	7.55%	11.54%	12.24%	14.77%	22.03%	17.44%	23.52%	18.75%	22.89%	20.86%	22.83%	34.03%	25.56%	18.25%	19.52%	10.58%	8.93%	17.66%					
																																																															
24	Против всех	1344	26	32	18	23	24	14	43	30	30	32	17	58	16	36	26	52	27	11	28	35	50	26	13	27	34	16	4	24	48	33	19	28	26	0	9	31	31	25	1	13	5	2	17	14	11	6	24	41	43	40	4	31	11	5	32	22					
		2.74%	3.00%	3.27%	2.13%	2.52%	2.71%	2.92%	5.35%	2.87%	3.25%	4.05%	2.59%	3.93%	5.46%	3.06%	2.57%	4.53%	2.98%	2.78%	3.95%	4.41%	4.27%	3.23%	2.15%	3.91%	3.32%	1.32%	1.17%	2.18%	3.09%	2.64%	2.54%	2.34%	2.22%	0.00%	3.07%	2.71%	2.64%	1.83%	0.38%	1.00%	0.65%	0.48%	1.38%	2.02%	0.98%	2.34%	2.67%	2.42%	3.76%	3.82%	1.00%	2.04%	1.87%	1.82%	3.71%	4.22%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
