Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Чишминская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3376	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382	УИК №3383	УИК №3384	УИК №3385	УИК №3386	УИК №3387	УИК №3388	УИК №3389	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398	УИК №3399	УИК №3400	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	763	0	26	2	0	3	10	17	1	1	1	0	1	0	6	5	2	0	35	9	5	1	15	10	5	9	30	22	120	117	0	3	1	3	2	56	2	0	0	0	0	13	4	3	6	9	0	2	15	1	8	41	6	21	50	6	58					
		2.27%	0.00%	4.17%	1.10%	0.00%	0.84%	1.88%	3.70%	0.16%	0.43%	0.29%	0.00%	0.46%	0.00%	4.32%	2.35%	0.53%	0.00%	7.85%	2.20%	1.55%	0.35%	6.02%	2.79%	4.17%	3.69%	6.06%	5.06%	8.43%	8.58%	0.00%	1.32%	0.32%	0.39%	0.62%	4.72%	0.40%	0.00%	0.00%	0.00%	0.00%	4.10%	1.17%	1.13%	0.64%	0.86%	0.00%	0.24%	0.78%	0.11%	1.29%	2.08%	0.34%	1.35%	6.55%	0.40%	4.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1414	1	41	1	0	4	12	26	2	2	2	2	3	0	9	3	25	0	15	23	1	2	2	7	2	33	19	26	165	216	8	2	1	2	1	68	7	0	0	0	0	7	6	4	11	4	0	15	25	54	49	89	176	32	64	71	74					
		4.21%	0.38%	6.57%	0.55%	0.00%	1.12%	2.26%	5.65%	0.32%	0.85%	0.57%	0.80%	1.39%	0.00%	6.47%	1.41%	6.67%	0.00%	3.36%	5.61%	0.31%	0.69%	0.80%	1.95%	1.67%	13.52%	3.84%	5.98%	11.59%	15.85%	1.70%	0.88%	0.32%	0.26%	0.31%	5.73%	1.40%	0.00%	0.00%	0.00%	0.00%	2.21%	1.75%	1.51%	1.17%	0.38%	0.00%	1.83%	1.30%	5.81%	7.92%	4.52%	9.84%	2.06%	8.39%	4.70%	5.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	3	3	0	1	2	0	0	2	0	17	16	0	0	0	2	0	6	0	0	0	0	0	0	0	0	1	4	0	1	2	3	1	10	5	2	6	6	9					
		0.33%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.73%	0.93%	0.00%	0.40%	0.56%	0.00%	0.00%	0.40%	0.00%	1.19%	1.17%	0.00%	0.00%	0.00%	0.26%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.38%	0.00%	0.12%	0.10%	0.32%	0.16%	0.51%	0.28%	0.13%	0.79%	0.40%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4333	6	48	14	9	9	66	64	30	5	15	14	7	46	28	7	100	21	87	66	17	33	63	91	27	28	99	76	278	233	16	9	12	28	43	193	65	29	14	16	15	25	5	26	17	14	26	144	229	180	186	310	312	134	221	220	257					
		12.90%	2.26%	7.69%	7.69%	2.63%	2.52%	12.43%	13.91%	4.81%	2.14%	4.29%	5.58%	3.24%	11.59%	20.14%	3.29%	26.67%	9.68%	19.51%	16.10%	5.28%	11.46%	25.30%	25.35%	22.50%	11.48%	20.00%	17.47%	19.52%	17.09%	3.40%	3.96%	3.90%	3.68%	13.27%	16.26%	13.03%	6.42%	5.02%	5.00%	5.02%	7.89%	1.46%	9.81%	1.80%	1.33%	6.31%	17.60%	11.95%	19.35%	30.05%	15.74%	17.44%	8.63%	28.96%	14.55%	19.19%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	187	0	7	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	2	1	0	1	1	0	2	4	6	20	31	0	0	1	2	0	10	6	0	0	0	0	0	4	0	0	4	0	1	3	1	4	10	11	14	14	10	7					
		0.56%	0.00%	1.12%	0.00%	0.00%	0.28%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.49%	0.31%	0.00%	0.40%	0.28%	0.00%	0.82%	0.81%	1.38%	1.40%	2.27%	0.00%	0.00%	0.32%	0.26%	0.00%	0.84%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.38%	0.00%	0.12%	0.16%	0.11%	0.65%	0.51%	0.61%	0.90%	1.83%	0.66%	0.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26455	257	499	165	332	340	426	341	587	226	332	234	205	351	96	178	242	196	290	306	295	250	167	240	84	169	337	304	791	725	446	204	293	723	265	834	417	419	265	304	282	271	322	220	898	1017	386	655	1635	688	367	1496	1250	1349	390	1174	920					
		78.74%	96.98%	79.97%	90.66%	97.08%	95.24%	80.23%	74.13%	94.07%	96.58%	94.86%	93.23%	94.91%	88.41%	69.06%	83.57%	64.53%	90.32%	65.02%	74.63%	91.61%	86.81%	67.07%	66.85%	70.00%	69.26%	68.08%	69.89%	55.55%	53.19%	94.69%	89.87%	95.13%	95.01%	81.79%	70.26%	83.57%	92.70%	94.98%	95.00%	94.31%	85.49%	93.88%	83.02%	95.33%	96.67%	93.69%	80.07%	85.33%	73.98%	59.29%	75.94%	69.87%	86.86%	51.11%	77.65%	68.71%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	47	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	6	5	0	0	0	1	0	6	0	0	0	0	0	1	0	0	3	0	0	0	1	1	2	4	4	1	4	0	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.41%	0.00%	0.23%	0.42%	0.37%	0.00%	0.00%	0.00%	0.13%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.05%	0.11%	0.32%	0.20%	0.22%	0.06%	0.52%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
