Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Чишминская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №3383	УИК №3384	УИК №3385	УИК №3386	УИК №3387	УИК №3388	УИК №3389	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398	УИК №3399	УИК №3400	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436	УИК №3437	УИК №3438	УИК №3439	УИК №3440	УИК №3441					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	308	10	10	3	4	7	0	27	5	9	2	1	3	2	5	0	2	0	4	2	11	1	1	2	0	1	2	1	19	7	7	11	3	7	6	2	3	4	13	5	5	2	5	10	0	0	4	0	7	6	4	11	0	0	13	7	14	3	11	4					
14	Число погашенных неиспользованных открепительных удостоверений	30	0	0	0	4	0	0	0	0	0	0	0	1	1	0	4	0	0	2	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	95	0	3	2	0	2	0	2	2	0	0	2	2	1	0	0	0	0	2	1	3	6	1	4	1	0	1	0	2	0	1	0	1	2	0	2	2	3	1	0	5	0	12	0	0	0	4	1	4	0	0	4	0	0	1	5	4	0	1	5					
		0.27%	0.00%	0.51%	0.59%	0.00%	1.03%	0.00%	0.39%	0.43%	0.00%	0.00%	0.63%	0.93%	0.39%	0.00%	0.00%	0.00%	0.00%	0.52%	0.46%	0.67%	1.12%	0.34%	1.23%	0.43%	0.00%	0.65%	0.00%	0.43%	0.00%	0.06%	0.00%	0.49%	0.80%	0.00%	0.63%	0.73%	0.96%	0.13%	0.00%	1.12%	0.00%	0.99%	0.00%	0.00%	0.00%	1.37%	0.23%	0.20%	0.00%	0.00%	0.20%	0.00%	0.00%	0.05%	0.38%	0.22%	0.00%	0.05%	0.28%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	1	2	0	3	1					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.64%	0.13%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.05%	0.08%	0.11%	0.00%	0.14%	0.06%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	2	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.15%	0.00%	0.00%	0.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	327	1	3	10	3	4	2	2	5	3	3	5	2	2	3	2	2	0	4	1	3	1	2	5	3	7	2	3	7	1	8	7	4	4	1	5	3	3	2	2	8	10	7	2	5	1	1	2	12	4	3	45	9	6	19	11	10	16	11	15					
		0.93%	0.39%	0.51%	2.96%	1.72%	2.06%	1.34%	0.39%	1.07%	0.58%	1.26%	1.59%	0.93%	0.78%	0.65%	2.06%	2.17%	0.00%	1.04%	0.46%	0.67%	0.19%	0.68%	1.54%	1.29%	2.20%	1.31%	1.20%	1.50%	0.23%	0.46%	0.38%	1.96%	1.59%	0.47%	1.56%	1.10%	0.96%	0.26%	0.61%	1.80%	3.56%	0.58%	0.63%	3.65%	0.30%	0.34%	0.45%	0.61%	1.44%	0.39%	2.24%	1.05%	1.74%	0.92%	0.83%	0.56%	1.80%	0.52%	0.83%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	7	0	0	2	0	0	2	3	1	0	3	1					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.06%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.10%	0.00%	0.00%	0.10%	0.23%	0.06%	0.00%	0.14%	0.06%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	1	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.36%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.05%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	130	0	0	2	2	2	1	3	0	0	2	2	0	1	1	1	0	0	2	2	0	1	1	1	1	1	3	2	6	5	7	9	3	2	1	2	3	1	1	0	3	0	8	1	0	0	0	1	6	4	0	8	0	5	3	5	5	0	3	7					
		0.37%	0.00%	0.00%	0.59%	1.15%	1.03%	0.67%	0.58%	0.00%	0.00%	0.84%	0.63%	0.00%	0.39%	0.22%	1.03%	0.00%	0.00%	0.52%	0.91%	0.00%	0.19%	0.34%	0.31%	0.43%	0.31%	1.96%	0.80%	1.28%	1.13%	0.41%	0.49%	1.47%	0.80%	0.47%	0.63%	1.10%	0.32%	0.13%	0.00%	0.67%	0.00%	0.66%	0.31%	0.00%	0.00%	0.00%	0.23%	0.30%	1.44%	0.00%	0.40%	0.00%	1.45%	0.15%	0.38%	0.28%	0.00%	0.14%	0.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2324	10	35	21	12	1	3	29	25	12	13	16	15	16	30	0	0	6	13	13	17	15	1	17	12	22	0	2	22	14	162	179	0	2	0	20	11	13	47	22	21	20	21	19	0	13	19	26	84	16	80	119	114	23	246	121	144	62	212	116					
		6.64%	3.86%	5.97%	6.21%	6.90%	0.52%	2.01%	5.62%	5.34%	2.31%	5.44%	5.08%	7.01%	6.25%	6.51%	0.00%	0.00%	4.41%	3.37%	5.94%	3.81%	2.79%	0.34%	5.23%	5.15%	6.92%	0.00%	0.80%	4.70%	3.17%	9.40%	9.71%	0.00%	0.80%	0.00%	6.25%	4.03%	4.18%	6.06%	6.71%	4.72%	7.12%	1.74%	5.94%	0.00%	3.94%	6.53%	5.91%	4.24%	5.76%	10.51%	5.93%	13.35%	6.69%	11.90%	9.10%	7.99%	6.98%	10.10%	6.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	5	11	0	0	5	3	1	0	1	7					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.43%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.64%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.36%	0.66%	0.55%	0.00%	0.00%	0.24%	0.23%	0.06%	0.00%	0.05%	0.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31742	245	545	303	153	184	142	480	436	501	221	288	195	235	424	94	90	129	360	199	420	514	287	286	212	286	137	205	431	420	1543	1644	195	239	205	290	249	286	719	303	361	227	1156	297	132	316	267	410	1860	252	673	1805	731	310	1780	1173	1633	810	1851	1603					
		90.69%	94.59%	93.00%	89.64%	87.93%	94.85%	95.30%	93.02%	93.16%	96.53%	92.47%	91.43%	91.12%	91.80%	91.97%	96.91%	97.83%	94.85%	93.26%	90.87%	94.17%	95.54%	97.95%	88.00%	90.99%	89.94%	89.54%	82.33%	92.09%	95.24%	89.55%	89.20%	95.59%	95.22%	96.24%	90.63%	91.21%	91.96%	92.77%	92.38%	81.12%	80.78%	95.62%	92.81%	96.35%	95.76%	91.75%	93.18%	93.84%	90.65%	88.44%	89.94%	85.60%	90.12%	86.07%	88.20%	90.67%	91.22%	88.14%	88.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	1	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	2					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.19%	0.00%	0.00%	0.86%	0.00%	0.00%	0.40%	0.00%	0.00%	0.06%	0.05%	0.49%	0.40%	0.00%	0.00%	0.73%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.05%	0.15%	0.06%	0.00%	0.00%	0.11%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
