Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Перелюбская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315									
		9.48%	14.59%	14.75%	10.17%	12.61%	14.22%	5.13%	5.33%	3.69%	6.70%	5.04%	13.61%	6.93%	2.84%	11.98%	2.68%	8.63%	8.63%	6.45%	5.31%	10.42%	10.05%	3.82%	21.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1									
		0.11%	0.24%	0.29%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.72%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.25%	0.00%	0.00%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	80	7	3	12	2	7	2	6	3	2	0	5	3	0	2	0	9	5	2	0	5	0	1	4									
		1.12%	1.65%	0.88%	2.98%	0.60%	1.66%	0.49%	1.45%	1.11%	0.56%	0.00%	1.70%	0.69%	0.00%	0.83%	0.00%	1.89%	1.96%	0.81%	0.00%	1.24%	0.00%	0.64%	1.66%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
