Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Радищевская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	630	50	40	27	41	40	80	28	10	20	13	2	17	30	10	10	73	23	5	35	9	7	30	14	6	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	11	3	3	9	0	5	6	1	2	4	1	3	2	4	0	8	1	2	3	2	1	0	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	200	0	0	13	9	0	0	12	0	0	17	8	3	0	0	0	7	17	15	45	11	23	0	16	4	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	116	20	15	19	36	1	6	8	0	6	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	1	2	3	0	2	5	1	1	2	3	0	2	5	0	0	7	0	0	1	0	0	0	0	0	0									
		0.43%	0.13%	0.35%	0.41%	0.00%	0.49%	1.15%	0.33%	1.11%	0.84%	1.01%	0.00%	0.95%	2.56%	0.00%	0.00%	0.70%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	57	1	1	4	0	4	10	0	0	6	3	0	3	5	0	0	8	4	0	0	0	3	3	1	0	1									
		0.70%	0.13%	0.18%	0.54%	0.00%	0.98%	2.31%	0.00%	0.00%	2.51%	1.01%	0.00%	1.42%	2.56%	0.00%	0.00%	0.80%	0.77%	0.00%	0.00%	0.00%	1.38%	1.55%	0.57%	0.00%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	67	1	2	2	11	2	13	1	0	4	4	0	1	2	2	1	8	5	0	2	0	1	0	5	0	0									
		0.82%	0.13%	0.35%	0.27%	1.57%	0.49%	3.00%	0.33%	0.00%	1.67%	1.34%	0.00%	0.47%	1.03%	3.51%	1.16%	0.80%	0.96%	0.00%	0.43%	0.00%	0.46%	0.00%	2.84%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5319	473	301	464	454	304	322	210	62	148	210	44	139	133	34	50	617	351	112	322	61	164	140	113	36	55									
		65.22%	59.57%	53.27%	63.13%	64.67%	74.69%	74.36%	69.08%	68.89%	61.92%	70.47%	78.57%	65.88%	68.21%	59.65%	58.14%	61.70%	67.37%	61.88%	69.55%	61.62%	75.58%	72.16%	64.20%	66.67%	69.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	3	0	4	0	2	3	0	0	0	0	0	0	0	0	0	1	5	0	0	0	1	1	0	0	0									
		0.25%	0.38%	0.00%	0.54%	0.00%	0.49%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.96%	0.00%	0.00%	0.00%	0.46%	0.52%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1394	166	126	125	146	48	41	49	14	47	42	2	33	24	14	20	215	71	30	60	22	24	28	30	8	9									
		17.09%	20.91%	22.30%	17.01%	20.80%	11.79%	9.47%	16.12%	15.56%	19.67%	14.09%	3.57%	15.64%	12.31%	24.56%	23.26%	21.50%	13.63%	16.57%	12.96%	22.22%	11.06%	14.43%	17.05%	14.81%	11.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	0	3	3	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.18%	0.13%	0.00%	0.41%	0.43%	0.00%	0.00%	0.00%	0.00%	0.84%	1.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.12%	0.25%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	3	2	4	0	3	1	0	0	2	3	1	0	0	0	0	7	3	0	1	0	0	2	0	0	0									
		0.39%	0.38%	0.35%	0.54%	0.00%	0.74%	0.23%	0.00%	0.00%	0.84%	1.01%	1.79%	0.00%	0.00%	0.00%	0.00%	0.70%	0.58%	0.00%	0.22%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1049	136	115	98	88	36	23	42	12	24	21	9	24	22	4	13	101	73	39	74	14	20	16	24	9	12									
		12.86%	17.13%	20.35%	13.33%	12.54%	8.85%	5.31%	13.82%	13.33%	10.04%	7.05%	16.07%	11.37%	11.28%	7.02%	15.12%	10.10%	14.01%	21.55%	15.98%	14.14%	9.22%	8.25%	13.64%	16.67%	15.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1									
		0.13%	0.00%	0.00%	0.82%	0.00%	0.25%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.57%	0.00%	1.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	90	4	12	4	0	3	11	1	0	1	3	0	6	1	2	1	21	7	0	2	2	3	3	1	1	1									
		1.10%	0.50%	2.12%	0.54%	0.00%	0.74%	2.54%	0.33%	0.00%	0.42%	1.01%	0.00%	2.84%	0.51%	3.51%	1.16%	2.10%	1.34%	0.00%	0.43%	2.02%	1.38%	1.55%	0.57%	1.85%	1.27%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
