Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Седельниковская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1555	УИК №1556	УИК №1557	УИК №1559	УИК №1561	УИК №1562	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1092	24	5	48	93	32	24	30	17	12	35	38	62	11	13	17	30	20	10	37	86	108	78	96	81	77	8									
		20.64%	15.79%	6.17%	15.89%	19.06%	24.43%	16.78%	23.62%	23.29%	13.19%	20.71%	31.15%	22.22%	18.97%	20.63%	24.64%	18.40%	24.39%	21.74%	19.79%	23.12%	26.87%	18.53%	27.35%	22.19%	17.74%	6.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	2	2	1	1	3	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	4	2	0									
		0.36%	0.00%	0.00%	0.66%	0.41%	0.76%	0.70%	2.36%	0.00%	1.10%	0.59%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.10%	0.46%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	50	1	0	1	3	0	1	2	2	0	2	0	7	0	0	0	0	1	0	3	8	1	3	6	4	5	0									
		0.95%	0.66%	0.00%	0.33%	0.61%	0.00%	0.70%	1.57%	2.74%	0.00%	1.18%	0.00%	2.51%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	1.60%	2.15%	0.25%	0.71%	1.71%	1.10%	1.15%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	0	0									
		0.15%	0.00%	0.00%	0.33%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.57%	0.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	1	0	1	1	0	1	0	0	1	2	1	1	0	0	0	0	1	0	0	5	3	0	2	3	4	0									
		0.51%	0.66%	0.00%	0.33%	0.20%	0.00%	0.70%	0.00%	0.00%	1.10%	1.18%	0.82%	0.36%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	1.34%	0.75%	0.00%	0.57%	0.82%	0.92%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1109	21	22	18	95	18	28	24	14	3	15	11	53	3	8	15	20	12	2	50	97	105	116	66	94	142	57									
		20.96%	13.82%	27.16%	5.96%	19.47%	13.74%	19.58%	18.90%	19.18%	3.30%	8.88%	9.02%	18.99%	5.17%	12.70%	21.74%	12.27%	14.63%	4.35%	26.74%	26.08%	26.12%	27.55%	18.80%	25.75%	32.72%	47.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	2	0	1	0	0	0									
		0.17%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.27%	0.50%	0.00%	0.28%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	147	2	0	11	6	12	4	2	1	0	6	1	13	1	0	0	3	2	0	9	14	10	7	8	7	20	8									
		2.78%	1.32%	0.00%	3.64%	1.23%	9.16%	2.80%	1.57%	1.37%	0.00%	3.55%	0.82%	4.66%	1.72%	0.00%	0.00%	1.84%	2.44%	0.00%	4.81%	3.76%	2.49%	1.66%	2.28%	1.92%	4.61%	6.67%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
