Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Рамешковская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	2	1	0	0	0	1	1	1	0	0	1					
		0.11%	0.00%	0.00%	0.00%	0.50%	0.33%	0.00%	0.00%	0.00%	0.16%	0.15%	0.20%	0.00%	0.00%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	662	35	26	19	20	37	32	56	22	53	70	44	23	121	104					
		10.27%	7.00%	9.32%	12.34%	5.03%	12.21%	21.33%	12.33%	8.98%	8.69%	10.26%	8.61%	8.49%	13.97%	10.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	1	1	0	2	1	0	2	0	0	2	1	0	4	4					
		0.28%	0.20%	0.36%	0.00%	0.50%	0.33%	0.00%	0.44%	0.00%	0.00%	0.29%	0.20%	0.00%	0.46%	0.39%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	0	1	0	3	0	0	1	1	0	0	0	3					
		0.14%	0.00%	0.00%	0.00%	0.25%	0.00%	2.00%	0.00%	0.00%	0.16%	0.15%	0.00%	0.00%	0.00%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	586	38	21	19	35	21	11	24	24	27	54	45	22	114	131					
		9.09%	7.60%	7.53%	12.34%	8.79%	6.93%	7.33%	5.29%	9.80%	4.43%	7.92%	8.81%	8.12%	13.16%	12.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	435	22	17	11	27	22	3	25	13	32	37	39	17	75	95					
		6.75%	4.40%	6.09%	7.14%	6.78%	7.26%	2.00%	5.51%	5.31%	5.25%	5.43%	7.63%	6.27%	8.66%	9.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	47	2	0	0	2	1	2	3	2	1	5	3	0	9	17					
		0.73%	0.40%	0.00%	0.00%	0.50%	0.33%	1.33%	0.66%	0.82%	0.16%	0.73%	0.59%	0.00%	1.04%	1.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4283	374	197	95	259	203	88	324	164	468	477	342	198	495	599					
		66.43%	74.80%	70.61%	61.69%	65.08%	66.99%	58.67%	71.37%	66.94%	76.72%	69.94%	66.93%	73.06%	57.16%	58.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	38	4	1	0	1	0	0	1	1	1	8	3	0	7	11					
		0.59%	0.80%	0.36%	0.00%	0.25%	0.00%	0.00%	0.22%	0.41%	0.16%	1.17%	0.59%	0.00%	0.81%	1.07%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
