Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
"Наименование Избирательной комиссии:    Волгоград, Советская"																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	803	22	14	11	15	17	24	26	3	24	21	17	6	20	34	23	17	3	27	31	28	26	19	30	30	20	19	19	25	28	55	27	34	8	13	9	8	4	6	28	5	7									
		2.48%	2.13%	1.68%	1.31%	1.69%	1.66%	2.14%	2.21%	0.25%	3.97%	2.79%	2.64%	1.50%	2.21%	3.25%	2.44%	2.22%	1.58%	2.85%	3.21%	3.24%	2.35%	3.26%	3.61%	2.66%	2.34%	2.19%	1.69%	2.93%	3.43%	6.14%	1.92%	2.80%	2.42%	2.06%	6.16%	2.43%	2.63%	1.98%	2.94%	1.50%	1.73%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	613	22	12	12	30	16	5	27	0	19	21	13	6	18	24	23	25	0	22	6	12	25	13	17	22	24	12	8	22	22	23	13	25	7	19	2	6	2	11	18	3	6									
		1.89%	2.13%	1.44%	1.43%	3.37%	1.56%	0.45%	2.29%	0.00%	3.14%	2.79%	2.02%	1.50%	1.99%	2.30%	2.44%	3.26%	0.00%	2.32%	0.62%	1.39%	2.26%	2.23%	2.05%	1.95%	2.81%	1.39%	0.71%	2.58%	2.69%	2.57%	0.92%	2.06%	2.11%	3.01%	1.37%	1.82%	1.32%	3.63%	1.89%	0.90%	1.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14875	421	365	514	299	398	644	495	788	275	319	298	314	425	442	337	322	102	372	488	335	457	241	363	477	303	349	541	362	336	384	824	492	199	329	78	175	91	168	351	185	217									
		45.90%	40.68%	43.71%	61.19%	33.60%	38.83%	57.40%	42.02%	66.05%	45.45%	42.42%	46.27%	78.30%	46.91%	42.30%	35.70%	42.04%	53.68%	39.24%	50.52%	38.82%	41.25%	41.34%	43.73%	42.32%	35.48%	40.30%	48.22%	42.39%	41.13%	42.86%	58.52%	40.53%	60.12%	52.14%	53.42%	53.19%	59.87%	55.45%	36.83%	55.56%	53.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	319	9	0	8	11	22	0	10	3	4	13	10	1	14	12	15	2	1	4	9	5	17	9	6	24	16	15	8	4	1	11	14	14	2	5	0	1	0	3	12	2	2									
		0.98%	0.87%	0.00%	0.95%	1.24%	2.15%	0.00%	0.85%	0.25%	0.66%	1.73%	1.55%	0.25%	1.55%	1.15%	1.59%	0.26%	0.53%	0.42%	0.93%	0.58%	1.53%	1.54%	0.72%	2.13%	1.87%	1.73%	0.71%	0.47%	0.12%	1.23%	0.99%	1.15%	0.60%	0.79%	0.00%	0.30%	0.00%	0.99%	1.26%	0.60%	0.49%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	4	2	0	1	2	1	3	0	0	1	0	4	1	1	3	2	0	2	2	0	1	2	3	0	1	0	0	3	0	3	3	2	1	0	0	0	2	0	4	0	0									
		0.17%	0.39%	0.24%	0.00%	0.11%	0.20%	0.09%	0.25%	0.00%	0.00%	0.13%	0.00%	0.99%	0.11%	0.10%	0.32%	0.26%	0.00%	0.21%	0.21%	0.00%	0.09%	0.34%	0.36%	0.00%	0.12%	0.00%	0.00%	0.35%	0.00%	0.33%	0.21%	0.16%	0.30%	0.00%	0.00%	0.00%	1.32%	0.00%	0.42%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5148	124	124	84	154	159	166	204	99	113	141	113	20	139	181	153	124	30	137	146	146	180	121	137	216	131	154	150	168	163	126	315	241	50	71	16	45	20	48	120	42	77									
		15.88%	11.98%	14.85%	10.00%	17.30%	15.51%	14.80%	17.32%	8.30%	18.68%	18.75%	17.55%	4.99%	15.34%	17.32%	16.21%	16.19%	15.79%	14.45%	15.11%	16.92%	16.25%	20.75%	16.51%	19.17%	15.34%	17.78%	13.37%	19.67%	19.95%	14.06%	22.37%	19.85%	15.11%	11.25%	10.96%	13.68%	13.16%	15.84%	12.59%	12.61%	19.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	342	12	8	9	11	21	8	17	13	6	12	6	1	10	11	9	5	1	15	8	14	11	3	9	28	12	16	1	4	10	7	7	9	1	7	0	1	0	0	8	5	6									
		1.06%	1.16%	0.96%	1.07%	1.24%	2.05%	0.71%	1.44%	1.09%	0.99%	1.60%	0.93%	0.25%	1.10%	1.05%	0.95%	0.65%	0.53%	1.58%	0.83%	1.62%	0.99%	0.51%	1.08%	2.48%	1.41%	1.85%	0.09%	0.47%	1.22%	0.78%	0.50%	0.74%	0.30%	1.11%	0.00%	0.30%	0.00%	0.00%	0.84%	1.50%	1.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	420	23	15	6	22	30	16	18	7	5	7	3	1	14	10	9	15	0	15	7	6	15	11	6	18	18	13	12	15	13	7	5	20	0	8	2	3	0	1	20	3	1									
		1.30%	2.22%	1.80%	0.71%	2.47%	2.93%	1.43%	1.53%	0.59%	0.83%	0.93%	0.47%	0.25%	1.55%	0.96%	0.95%	1.96%	0.00%	1.58%	0.72%	0.70%	1.35%	1.89%	0.72%	1.60%	2.11%	1.50%	1.07%	1.76%	1.59%	0.78%	0.36%	1.65%	0.00%	1.27%	1.37%	0.91%	0.00%	0.33%	2.10%	0.90%	0.25%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	0	0	1	3	1	1	1	1	3	1	0	0	0	0	1	2	0	1	3	0	2	0	0	1	1	2	1	0	2	0	2	1	1	1	0	0	0	0	2	0	7									
		0.13%	0.00%	0.00%	0.12%	0.34%	0.10%	0.09%	0.08%	0.08%	0.50%	0.13%	0.00%	0.00%	0.00%	0.00%	0.11%	0.26%	0.00%	0.11%	0.31%	0.00%	0.18%	0.00%	0.00%	0.09%	0.12%	0.23%	0.09%	0.00%	0.24%	0.00%	0.14%	0.08%	0.30%	0.16%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	1.73%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	922	64	31	18	44	54	30	28	36	19	24	14	3	20	26	27	23	0	30	15	27	23	13	26	40	47	32	23	24	13	20	20	26	4	17	1	3	2	2	37	10	6									
		2.84%	6.18%	3.71%	2.14%	4.94%	5.27%	2.67%	2.38%	3.02%	3.14%	3.19%	2.17%	0.75%	2.21%	2.49%	2.86%	3.00%	0.00%	3.16%	1.55%	3.13%	2.08%	2.23%	3.13%	3.55%	5.50%	3.70%	2.05%	2.81%	1.59%	2.23%	1.42%	2.14%	1.21%	2.69%	0.68%	0.91%	1.32%	0.66%	3.88%	3.00%	1.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4974	199	148	74	180	152	122	166	148	115	92	103	14	120	164	161	124	34	191	167	162	193	96	136	151	124	117	217	146	136	161	73	222	28	94	18	61	19	39	214	45	48									
		15.35%	19.23%	17.72%	8.81%	20.22%	14.83%	10.87%	14.09%	12.41%	19.01%	12.23%	15.99%	3.49%	13.25%	15.69%	17.06%	16.19%	17.89%	20.15%	17.29%	18.77%	17.42%	16.47%	16.39%	13.40%	14.52%	13.51%	19.34%	17.10%	16.65%	17.97%	5.18%	18.29%	8.46%	14.90%	12.33%	18.54%	12.50%	12.87%	22.46%	13.51%	11.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	296	14	6	7	10	14	6	18	11	3	5	8	2	13	14	6	11	4	6	5	5	11	8	4	11	13	6	8	6	5	5	6	10	2	2	3	2	1	1	14	8	2									
		0.91%	1.35%	0.72%	0.83%	1.12%	1.37%	0.53%	1.53%	0.92%	0.50%	0.66%	1.24%	0.50%	1.43%	1.34%	0.64%	1.44%	2.11%	0.63%	0.52%	0.58%	0.99%	1.37%	0.48%	0.98%	1.52%	0.69%	0.71%	0.70%	0.61%	0.56%	0.43%	0.82%	0.60%	0.32%	2.05%	0.61%	0.66%	0.33%	1.47%	2.40%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2377	87	85	70	72	85	62	107	66	9	63	32	5	80	84	116	76	6	80	60	87	115	23	66	49	115	100	109	48	61	65	30	72	16	23	7	8	8	11	88	17	14									
		7.33%	8.41%	10.18%	8.33%	8.09%	8.29%	5.53%	9.08%	5.53%	1.49%	8.38%	4.97%	1.25%	8.83%	8.04%	12.29%	9.92%	3.16%	8.44%	6.21%	10.08%	10.38%	3.95%	7.95%	4.35%	13.47%	11.55%	9.71%	5.62%	7.47%	7.25%	2.13%	5.93%	4.83%	3.65%	4.79%	2.43%	5.26%	3.63%	9.23%	5.11%	3.46%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
