Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Кинешемская городская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК  213	УИК  214	УИК  215	УИК  216	УИК  217	УИК  218	УИК  219	УИК  220	УИК  221	УИК  222	УИК  223	УИК  224	УИК  225	УИК  226	УИК  227	УИК  228	УИК  229	УИК  230	УИК  231	УИК  232	УИК  233	УИК  234	УИК  235	УИК  236	УИК  237	УИК  238	УИК  239	УИК  240	УИК  241	УИК  242	УИК  243	УИК  244	УИК  245	УИК  246	УИК  247	УИК  248	УИК  249	УИК  250	УИК  251					
		1.31%	2.38%	0.86%	1.6%	0.87%	1.28%	0.85%	1.44%	1.25%	1.40%	1.62%	0.45%	1.08%	1.65%	1.20%	1.54%	1.77%	0.62%	0.63%	1.48%	1.82%	1.89%	1.87%	0.49%	0.71%	1.14%	0.98%	1.59%	1.98%	1.08%	1.93%	1.36%	0.49%	2.06%	0.93%	1.59%	1.35%	0.30%	1.93%	0.0%					
30	"13. ""Демократическая партия России"""	65	0	0	2	3	0	5	1	2	2	1	2	2	2	6	2	0	0	0	1	3	2	1	1	1	3	3	3	1	1	1	0	6	2	2	0	0	1	3	0					
		0.18%	0.0%	0.0%	0.22%	0.52%	0.0%	0.53%	0.08%	0.16%	0.17%	0.10%	0.18%	0.15%	0.17%	0.60%	0.17%	0.0%	0.0%	0.0%	0.08%	0.22%	0.17%	0.08%	0.16%	0.10%	0.49%	0.36%	0.26%	0.18%	0.13%	0.19%	0.0%	0.98%	0.31%	0.20%	0.0%	0.0%	0.15%	0.38%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	50	1	0	3	0	0	0	0	2	3	3	0	3	1	1	5	2	1	0	5	1	0	1	0	1	2	1	1	0	2	1	0	1	1	1	1	3	1	0	2					
		0.14%	0.23%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.16%	0.26%	0.30%	0.0%	0.23%	0.08%	0.10%	0.42%	0.15%	0.20%	0.0%	0.41%	0.07%	0.0%	0.08%	0.0%	0.10%	0.32%	0.12%	0.08%	0.0%	0.27%	0.19%	0.0%	0.16%	0.15%	0.10%	0.08%	0.36%	0.15%	0.0%	1.44%					
32	"15. ""Партия СЛОН"""	57	0	0	3	0	1	0	3	2	2	3	2	3	7	0	0	3	1	0	2	2	3	0	0	0	0	0	3	1	0	0	3	0	1	5	4	0	1	1	1					
		0.16%	0.0%	0.0%	0.34%	0.0%	0.10%	0.0%	0.25%	0.16%	0.17%	0.30%	0.18%	0.23%	0.61%	0.0%	0.0%	0.23%	0.20%	0.0%	0.16%	0.15%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.18%	0.0%	0.0%	0.34%	0.0%	0.15%	0.51%	0.35%	0.0%	0.15%	0.12%	0.72%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3666	28	56	76	43	100	88	133	115	137	82	130	175	113	126	115	150	63	144	151	148	123	128	75	137	48	62	101	71	87	37	93	65	53	80	142	75	64	50	2					
		10.47%	6.68%	8.05%	8.68%	7.50%	10.72%	9.36%	11.28%	9.61%	12.05%	8.32%	11.79%	13.51%	9.86%	12.62%	9.84%	11.55%	13.15%	11.51%	12.47%	11.22%	10.61%	11.43%	12.27%	13.97%	7.86%	7.63%	8.96%	12.83%	11.75%	7.17%	10.58%	10.69%	8.41%	8.30%	12.61%	9.24%	9.72%	6.43%	1.44%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	66	0	4	2	1	1	4	4	2	2	0	9	3	3	3	2	3	2	4	2	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	2	1	2	2	2					
		0.18%	0.0%	0.57%	0.22%	0.17%	0.10%	0.42%	0.33%	0.16%	0.17%	0.0%	0.81%	0.23%	0.26%	0.30%	0.17%	0.23%	0.41%	0.31%	0.16%	0.0%	0.0%	0.0%	0.49%	0.10%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.17%	0.12%	0.30%	0.25%	1.44%					
35	"18. ""ЛДПР"""	4719	58	96	112	87	127	134	168	163	119	136	163	188	166	158	136	150	61	166	163	135	146	157	79	125	93	125	156	66	70	74	111	84	77	141	154	110	101	109	55					
		13.47%	13.84%	13.81%	12.8%	15.18%	13.62%	14.25%	14.24%	13.62%	10.47%	13.80%	14.79%	14.51%	14.49%	15.83%	11.64%	11.55%	12.73%	13.26%	13.47%	10.24%	12.59%	14.03%	12.92%	12.75%	15.24%	15.39%	13.84%	11.93%	9.45%	14.34%	12.62%	13.81%	12.22%	14.64%	13.67%	13.56%	15.34%	14.02%	39.85%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	977	9	16	30	17	23	38	40	30	35	28	30	37	41	31	39	26	8	60	43	26	34	31	16	27	16	18	32	10	10	12	25	20	19	24	27	19	14	14	2					
		2.79%	2.14%	2.30%	3.42%	2.96%	2.46%	4.04%	3.39%	2.50%	3.08%	2.84%	2.72%	2.85%	3.58%	3.10%	3.33%	2.00%	1.67%	4.79%	3.55%	1.97%	2.93%	2.77%	2.61%	2.75%	2.62%	2.21%	2.83%	1.80%	1.35%	2.32%	2.84%	3.28%	3.01%	2.49%	2.39%	2.34%	2.12%	1.80%	1.44%					
37	"20. ""Политическая партия ""Единая Россия"""	12558	172	253	286	210	328	336	442	517	437	364	394	437	350	371	430	430	189	390	382	484	444	365	179	319	273	328	392	175	248	188	310	185	234	368	411	317	256	335	29					
		35.86%	41.05%	36.40%	32.68%	36.64%	35.19%	35.74%	37.48%	43.22%	38.46%	36.95%	35.75%	33.74%	30.56%	37.17%	36.81%	33.12%	39.45%	31.17%	31.57%	36.72%	38.30%	32.61%	29.29%	32.55%	44.75%	40.39%	34.78%	31.64%	33.51%	36.43%	35.26%	30.42%	37.14%	38.21%	36.50%	39.08%	38.90%	43.11%	21.01%					
38	"21. ""Российская Конституционно-демократическая партия"""	60	0	2	0	1	1	3	2	3	4	1	2	3	1	2	2	1	0	1	1	2	3	1	2	0	1	2	3	1	3	0	0	2	0	2	4	1	3	0	0					
		0.17%	0.0%	0.28%	0.0%	0.17%	0.10%	0.31%	0.16%	0.25%	0.35%	0.10%	0.18%	0.23%	0.08%	0.20%	0.17%	0.07%	0.0%	0.07%	0.08%	0.15%	0.25%	0.08%	0.32%	0.0%	0.16%	0.24%	0.26%	0.18%	0.40%	0.0%	0.0%	0.32%	0.0%	0.20%	0.35%	0.12%	0.45%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	63	0	0	3	1	0	3	2	1	1	0	2	4	3	3	1	1	1	4	2	1	1	4	2	2	2	2	6	1	0	1	3	0	2	0	0	0	1	3	0					
		0.17%	0.0%	0.0%	0.34%	0.17%	0.0%	0.31%	0.16%	0.08%	0.08%	0.0%	0.18%	0.30%	0.26%	0.30%	0.08%	0.07%	0.20%	0.31%	0.16%	0.07%	0.08%	0.35%	0.32%	0.20%	0.32%	0.24%	0.53%	0.18%	0.0%	0.19%	0.34%	0.0%	0.31%	0.0%	0.0%	0.0%	0.15%	0.38%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4403	58	123	129	75	120	114	93	100	152	101	118	144	150	96	154	194	53	164	157	158	136	158	90	142	63	91	150	94	130	80	131	92	94	111	147	105	65	69	2					
		12.57%	13.84%	17.69%	14.74%	13.08%	12.87%	12.12%	7.88%	8.36%	13.38%	10.25%	10.70%	11.11%	13.10%	9.61%	13.18%	14.94%	11.06%	13.10%	12.97%	11.98%	11.73%	14.11%	14.72%	14.48%	10.32%	11.20%	13.30%	16.99%	17.56%	15.50%	14.90%	15.13%	14.92%	11.52%	13.05%	12.94%	9.87%	8.88%	1.44%					
																																														
41	Против всех	2260	13	44	84	45	65	53	91	74	58	50	57	91	112	61	78	82	23	88	85	89	72	83	49	63	31	40	80	28	48	29	35	30	31	65	71	52	38	48	24					
		6.45%	3.10%	6.33%	9.6%	7.85%	6.97%	5.63%	7.71%	6.18%	5.10%	5.07%	5.17%	7.02%	9.78%	6.11%	6.67%	6.31%	4.80%	7.03%	7.02%	6.75%	6.21%	7.41%	8.01%	6.42%	5.08%	4.92%	7.09%	5.06%	6.48%	5.62%	3.98%	4.93%	4.92%	6.74%	6.30%	6.41%	5.77%	6.17%	17.39%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
