Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Палкинская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205									
14	Число погашенных неиспользованных открепительных удостоверений	141	25	8	23	5	4	5	6	4	8	7	9	10	10	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	12	1	3	1	3	0	5	2	3	1	3	1	0	0									
		1.02%	1.12%	0.66%	1.31%	0.52%	1.92%	0.00%	1.56%	1.53%	2.56%	0.65%	2.24%	0.52%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	90	27	4	8	1	3	3	13	1	3	4	2	7	5	9									
		2.61%	2.53%	2.65%	3.49%	0.52%	1.92%	2.61%	4.06%	0.76%	2.56%	2.61%	1.49%	3.65%	4.27%	2.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	55	24	1	2	5	1	1	3	2	1	3	3	2	1	6									
		1.60%	2.25%	0.66%	0.87%	2.62%	0.64%	0.87%	0.94%	1.53%	0.85%	1.96%	2.24%	1.04%	0.85%	1.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1730	450	86	129	133	88	47	165	71	48	62	70	104	47	230									
		50.25%	42.13%	56.95%	56.33%	69.63%	56.41%	40.87%	51.56%	54.20%	41.03%	40.52%	52.24%	54.17%	40.17%	62.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	7	4	0	4	1	1	0	0	0	1	0	0	0	5									
		0.67%	0.66%	2.65%	0.00%	2.09%	0.64%	0.87%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	1.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	1	0	0	0	1	0	0	1	0	0	1	0									
		0.12%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.65%	0.00%	0.00%	0.85%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	407	118	16	17	18	17	19	44	18	6	26	25	28	21	34									
		11.82%	11.05%	10.60%	7.42%	9.42%	10.90%	16.52%	13.75%	13.74%	5.13%	16.99%	18.66%	14.58%	17.95%	9.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	5	0	0	0	0	2	1	0	0	0	0	0	1	1									
		0.29%	0.47%	0.00%	0.00%	0.00%	0.00%	1.74%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	12	1	0	0	1	0	1	3	1	1	2	1	2	4									
		0.84%	1.12%	0.66%	0.00%	0.00%	0.64%	0.00%	0.31%	2.29%	0.85%	0.65%	1.49%	0.52%	1.71%	1.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	1	0	1	0	0	0	0	0	0	0	0	0	3									
		0.17%	0.09%	0.66%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	127	56	4	26	3	3	0	6	4	3	4	0	3	10	5									
		3.69%	5.24%	2.65%	11.35%	1.57%	1.92%	0.00%	1.88%	3.05%	2.56%	2.61%	0.00%	1.56%	8.55%	1.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	509	211	19	32	9	24	24	41	15	14	25	19	28	12	36									
		14.78%	19.76%	12.58%	13.97%	4.71%	15.38%	20.87%	12.81%	11.45%	11.97%	16.34%	14.18%	14.58%	10.26%	9.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	3	0	0	0	0	0	2	0	0	1	0	1	0	2									
		0.26%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.65%	0.00%	0.52%	0.00%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	342	123	10	8	4	13	15	29	12	37	21	8	15	15	32									
		9.93%	11.52%	6.62%	3.49%	2.09%	8.33%	13.04%	9.06%	9.16%	31.62%	13.73%	5.97%	7.81%	12.82%	8.67%									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
