Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Барнаул, Ленинская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10523	177	225	204	178	179	172	246	232	235	188	235	229	222	256	187	228	222	217	227	233	263	280	259	195	109	125	169	188	193	170	200	150	252	227	322	233	220	302	253	175	171	211	182	191	187	94	136	44	156	317	209	40	8					
		17.99%	14.86%	18.35%	16.11%	17.15%	17.23%	17.36%	16.22%	17.38%	17.68%	16.38%	18.25%	16.99%	18.50%	18.59%	15.77%	17.19%	19.29%	17.17%	17.43%	19.26%	20.28%	19.83%	21.02%	20.00%	16.08%	17.48%	17.60%	17.74%	16.48%	14.77%	18.94%	16.56%	19.22%	22.41%	20.75%	17.12%	15.01%	19.19%	21.62%	16.29%	18.81%	19.45%	16.55%	16.47%	21.85%	12.40%	15.51%	15.88%	19.12%	20.62%	21.57%	20.73%	11.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10447	211	221	202	195	179	173	247	259	197	209	222	199	196	183	173	234	206	213	258	180	232	243	226	208	125	133	179	202	222	236	229	178	266	190	274	294	242	295	203	192	181	190	199	218	158	179	181	69	169	187	156	27	7					
		17.87%	17.72%	18.03%	15.96%	18.79%	17.23%	17.46%	16.28%	19.40%	14.82%	18.21%	17.24%	14.76%	16.33%	13.29%	14.59%	17.65%	17.90%	16.85%	19.82%	14.88%	17.89%	17.21%	18.34%	21.33%	18.44%	18.60%	18.65%	19.06%	18.96%	20.50%	21.69%	19.65%	20.29%	18.76%	17.65%	21.60%	16.51%	18.74%	17.35%	17.88%	19.91%	17.51%	18.09%	18.79%	18.46%	23.61%	20.64%	24.91%	20.71%	12.17%	16.10%	13.99%	9.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	476	11	9	10	14	14	10	16	11	9	7	10	14	11	12	12	10	12	7	9	7	5	14	7	5	4	8	12	9	10	11	6	4	17	5	13	12	13	13	8	12	9	6	7	13	7	7	2	0	6	8	8	0	0					
		0.81%	0.92%	0.73%	0.79%	1.35%	1.35%	1.01%	1.05%	0.82%	0.68%	0.61%	0.78%	1.04%	0.92%	0.87%	1.01%	0.75%	1.04%	0.55%	0.69%	0.58%	0.39%	0.99%	0.57%	0.51%	0.59%	1.12%	1.25%	0.85%	0.85%	0.96%	0.57%	0.44%	1.30%	0.49%	0.84%	0.88%	0.89%	0.83%	0.68%	1.12%	0.99%	0.55%	0.64%	1.12%	0.82%	0.92%	0.23%	0.00%	0.74%	0.52%	0.83%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15610	270	327	294	289	274	288	405	366	365	328	378	375	292	410	362	351	313	349	349	346	348	382	348	258	214	211	241	300	309	300	278	229	335	233	440	353	438	435	301	298	221	285	335	313	219	118	190	64	180	389	235	47	32					
		26.70%	22.67%	26.67%	23.22%	27.84%	26.37%	29.06%	26.70%	27.42%	27.46%	28.57%	29.35%	27.82%	24.33%	29.77%	30.52%	26.47%	27.19%	27.61%	26.80%	28.60%	26.83%	27.05%	28.25%	26.46%	31.56%	29.51%	25.10%	28.30%	26.39%	26.06%	26.33%	25.28%	25.55%	23.00%	28.35%	25.94%	29.88%	27.64%	25.73%	27.75%	24.31%	26.27%	30.45%	26.98%	25.58%	15.57%	21.66%	23.10%	22.06%	25.31%	24.25%	24.35%	44.44%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2385	46	57	42	53	40	43	52	52	63	62	78	61	47	58	32	54	44	47	52	75	46	70	47	25	26	32	38	46	58	30	34	28	51	50	53	49	54	61	60	32	30	35	52	52	52	13	33	13	24	76	51	4	2					
		4.08%	3.86%	4.65%	3.32%	5.11%	3.85%	4.34%	3.43%	3.90%	4.74%	5.40%	6.06%	4.53%	3.92%	4.21%	2.70%	4.07%	3.82%	3.72%	3.99%	6.20%	3.55%	4.96%	3.81%	2.56%	3.83%	4.48%	3.96%	4.34%	4.95%	2.61%	3.22%	3.09%	3.89%	4.94%	3.41%	3.60%	3.68%	3.88%	5.13%	2.98%	3.30%	3.23%	4.73%	4.48%	6.07%	1.72%	3.76%	4.69%	2.94%	4.94%	5.26%	2.07%	2.78%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17536	443	316	490	289	325	277	514	390	428	334	340	442	396	427	387	420	322	405	382	334	364	374	318	258	180	193	301	281	353	386	284	290	372	272	428	376	463	419	319	338	272	340	292	334	213	323	310	80	261	524	266	69	22					
		29.99%	37.20%	25.77%	38.70%	27.84%	31.28%	27.95%	33.88%	29.21%	32.20%	29.09%	26.40%	32.79%	33.00%	31.01%	32.63%	31.67%	27.98%	32.04%	29.34%	27.60%	28.06%	26.49%	25.81%	26.46%	26.55%	26.99%	31.35%	26.51%	30.15%	33.54%	26.89%	32.01%	28.38%	26.85%	27.58%	27.63%	31.58%	26.62%	27.26%	31.47%	29.92%	31.34%	26.55%	28.79%	24.88%	42.61%	35.35%	28.88%	31.99%	34.09%	27.45%	35.75%	30.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	289	5	5	4	5	7	7	9	7	5	4	7	3	10	11	8	4	9	5	3	4	13	10	5	3	4	3	6	3	5	4	2	3	8	8	4	7	8	9	3	5	2	6	7	6	5	1	5	0	4	9	9	0	0					
		0.49%	0.42%	0.41%	0.32%	0.48%	0.67%	0.71%	0.59%	0.52%	0.38%	0.35%	0.54%	0.22%	0.83%	0.80%	0.67%	0.30%	0.78%	0.40%	0.23%	0.33%	1.00%	0.71%	0.41%	0.31%	0.59%	0.42%	0.63%	0.28%	0.43%	0.35%	0.19%	0.33%	0.61%	0.79%	0.26%	0.51%	0.55%	0.57%	0.26%	0.47%	0.22%	0.55%	0.64%	0.52%	0.58%	0.13%	0.57%	0.00%	0.49%	0.59%	0.93%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
