Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Барышская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3508	175	179	171	138	124	159	71	72	58	100	85	199	136	77	72	10	16	16	126	69	8	18	12	67	82	17	36	20	30	52	38	2	13	64	103	64	65	23	87	36	33	36	12	19	25	36	20	23	23	33	18	21	28	9	5	62	93	99	23					
		16.04%	24.37%	23.52%	23.46%	31.22%	21.95%	25.00%	14.46%	20.75%	15.43%	14.39%	17.97%	22.82%	20.27%	20.64%	15.75%	15.38%	7.77%	7.14%	18.69%	13.40%	11.27%	12.24%	17.65%	9.61%	19.29%	8.21%	20.45%	20.20%	9.35%	13.83%	23.60%	6.25%	21.67%	6.74%	9.84%	14.16%	7.71%	22.12%	20.57%	13.43%	22.30%	24.32%	12.50%	21.59%	13.74%	11.01%	30.77%	13.22%	12.43%	8.11%	13.04%	19.81%	9.27%	12.86%	10.87%	13.93%	12.62%	13.73%	8.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2049	78	75	70	37	80	79	76	47	36	67	62	73	89	35	60	3	15	20	67	50	7	21	6	90	50	42	17	13	11	17	9	0	3	25	44	39	23	4	39	33	28	17	2	8	22	35	5	27	18	30	10	16	10	0	0	37	76	68	28					
		9.37%	10.86%	9.86%	9.60%	8.37%	14.16%	12.42%	15.48%	13.54%	9.57%	9.64%	13.11%	8.37%	13.26%	9.38%	13.13%	4.62%	7.28%	8.93%	9.94%	9.71%	9.86%	14.29%	8.82%	12.91%	11.76%	20.29%	9.66%	13.13%	3.43%	4.52%	5.59%	0.00%	5.00%	2.63%	4.20%	8.63%	2.73%	3.85%	9.22%	12.31%	18.92%	11.49%	2.08%	9.09%	12.09%	10.70%	7.69%	15.52%	9.73%	7.37%	7.25%	15.09%	3.31%	0.00%	0.00%	8.31%	10.31%	9.43%	10.61%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	162	5	13	14	4	4	9	4	2	2	3	5	9	6	4	2	0	1	0	7	3	0	2	0	5	1	0	1	2	0	2	0	0	0	7	5	2	0	1	5	3	1	1	0	0	0	5	0	1	1	1	0	0	0	0	0	1	15	3	0					
		0.74%	0.70%	1.71%	1.92%	0.90%	0.71%	1.42%	0.81%	0.58%	0.53%	0.43%	1.06%	1.03%	0.89%	1.07%	0.44%	0.00%	0.49%	0.00%	1.04%	0.58%	0.00%	1.36%	0.00%	0.72%	0.24%	0.00%	0.57%	2.02%	0.00%	0.53%	0.00%	0.00%	0.00%	0.74%	0.48%	0.44%	0.00%	0.96%	1.18%	1.12%	0.68%	0.68%	0.00%	0.00%	0.00%	1.53%	0.00%	0.57%	0.54%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	2.04%	0.42%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3755	164	161	142	58	122	121	85	75	58	95	94	152	150	76	94	4	11	44	88	100	3	24	9	245	147	27	19	25	27	54	19	1	6	156	232	76	169	10	68	60	10	28	21	14	48	41	10	11	21	15	9	17	20	8	4	36	84	72	15					
		17.17%	22.84%	21.16%	19.48%	13.12%	21.59%	19.03%	17.31%	21.61%	15.43%	13.67%	19.87%	17.43%	22.35%	20.38%	20.57%	6.15%	5.34%	19.64%	13.06%	19.42%	4.23%	16.33%	13.24%	35.15%	34.59%	13.04%	10.80%	25.25%	8.41%	14.36%	11.80%	3.13%	10.00%	16.42%	22.16%	16.81%	20.05%	9.62%	16.08%	22.39%	6.76%	18.92%	21.88%	15.91%	26.37%	12.54%	15.38%	6.32%	11.35%	3.69%	6.52%	16.04%	6.62%	11.43%	8.70%	8.09%	11.40%	9.99%	5.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	183	14	14	13	3	3	6	2	1	3	2	6	16	4	9	4	0	0	0	4	5	0	2	0	4	5	4	1	0	1	4	1	0	0	5	4	2	1	0	4	2	1	0	0	4	0	1	0	0	0	0	4	0	0	2	0	1	12	0	9					
		0.84%	1.95%	1.84%	1.78%	0.68%	0.53%	0.94%	0.41%	0.29%	0.80%	0.29%	1.27%	1.83%	0.60%	2.41%	0.88%	0.00%	0.00%	0.00%	0.59%	0.97%	0.00%	1.36%	0.00%	0.57%	1.18%	1.93%	0.57%	0.00%	0.31%	1.06%	0.62%	0.00%	0.00%	0.53%	0.38%	0.44%	0.12%	0.00%	0.95%	0.75%	0.68%	0.00%	0.00%	4.55%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	2.90%	0.00%	0.00%	2.86%	0.00%	0.22%	1.63%	0.00%	3.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11773	274	309	304	191	226	254	247	147	213	380	216	403	278	167	220	48	161	144	371	284	53	79	40	262	129	117	101	37	230	244	94	29	37	685	646	266	575	66	212	133	74	64	61	40	87	200	30	103	94	304	94	52	244	42	37	304	413	472	186					
		53.84%	38.16%	40.60%	41.70%	43.21%	40.00%	39.94%	50.31%	42.36%	56.65%	54.68%	45.67%	46.22%	41.43%	44.77%	48.14%	73.85%	78.16%	64.29%	55.04%	55.15%	74.65%	53.74%	58.82%	37.59%	30.35%	56.52%	57.39%	37.37%	71.65%	64.89%	58.39%	90.63%	61.67%	72.11%	61.70%	58.85%	68.21%	63.46%	50.12%	49.63%	50.00%	43.24%	63.54%	45.45%	47.80%	61.16%	46.15%	59.20%	50.81%	74.69%	68.12%	49.06%	80.79%	60.00%	80.43%	68.31%	56.04%	65.46%	70.45%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	68	2	3	5	6	1	2	1	0	3	2	2	7	1	1	0	0	1	0	1	1	0	0	1	2	1	0	0	0	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	1	8	3	1					
		0.31%	0.28%	0.39%	0.69%	1.36%	0.18%	0.31%	0.20%	0.00%	0.80%	0.29%	0.42%	0.80%	0.15%	0.27%	0.00%	0.00%	0.49%	0.00%	0.15%	0.19%	0.00%	0.00%	1.47%	0.29%	0.24%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	1.67%	0.21%	0.19%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.31%	0.00%	0.00%	0.54%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.22%	1.09%	0.42%	0.38%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
