Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Тляратинская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343					
11	Число полученных открепительных  удостоверений	290	0	10	0	0	0	0	0	0	0	0	0	30	0	30	0	0	0	0	20	0	0	0	0	50	0	20	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	20	0	0	0	0	20	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	289	0	10	0	0	0	0	0	0	0	0	0	30	0	30	0	0	0	0	20	0	0	0	0	50	0	20	0	0	20	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	20	0	0	0	0	20	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	100	7	5	3	2	0	0	0	2	7	0	3	0	0	0	0	0	9	3	4	0	1	1	0	6	2	1	0	0	7	5	1	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	2	0	2	6	8	2	1	0	0	0	0	0	2	0	0					
		0.81%	2.92%	2.13%	3.23%	2.08%	0.00%	0.00%	0.00%	2.56%	4.55%	0.00%	2.29%	0.00%	0.00%	0.00%	0.00%	0.00%	5.81%	2.22%	1.15%	0.00%	0.55%	0.69%	0.00%	0.63%	2.70%	0.37%	0.00%	0.00%	2.17%	2.70%	1.00%	0.00%	1.01%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.90%	0.00%	0.00%	0.00%	0.00%	2.94%	0.28%	0.00%	0.46%	2.21%	2.33%	0.70%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.00%					
19	. Малышкин Олег Александрович	22	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0					
		0.18%	0.42%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	1.73%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	1.46%	0.00%	0.70%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	180	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	167	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
		1.46%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.74%	0.00%	0.00%	0.00%	0.69%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	90.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.23%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	11228	213	218	54	75	74	56	89	73	114	52	110	225	118	248	101	92	125	101	259	288	145	111	77	922	49	233	89	181	283	0	86	160	91	225	150	316	70	77	51	100	158	53	53	145	65	59	133	31	707	385	426	260	329	279	279	393	445	245	80	205	159	90	148					
		91.23%	88.75%	92.77%	58.06%	78.12%	96.10%	86.15%	92.71%	93.59%	74.03%	92.86%	83.97%	93.75%	95.16%	85.52%	94.39%	74.19%	80.65%	74.81%	74.64%	100.00%	80.11%	76.55%	81.05%	97.05%	66.22%	85.98%	100.00%	90.50%	87.89%	0.00%	86.00%	100.00%	91.92%	100.00%	100.00%	94.61%	100.00%	90.59%	100.00%	87.72%	92.94%	76.81%	68.83%	92.36%	100.00%	100.00%	94.33%	91.18%	99.16%	100.00%	97.48%	95.59%	95.92%	97.21%	97.89%	98.50%	100.00%	98.39%	100.00%	100.00%	96.36%	100.00%	99.33%					
22	. Хакамада Ирина Муцуовна	76	4	0	0	1	0	0	0	1	0	2	10	1	1	2	3	5	0	2	10	0	2	3	4	0	0	4	0	0	2	0	4	0	2	0	0	3	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0					
		0.62%	1.67%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	1.28%	0.00%	3.57%	7.63%	0.42%	0.81%	0.69%	2.80%	4.03%	0.00%	1.48%	2.88%	0.00%	1.10%	2.07%	4.21%	0.00%	0.00%	1.48%	0.00%	0.00%	0.62%	0.00%	4.00%	0.00%	2.02%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	2.94%	0.14%	0.00%	0.00%	0.74%	0.00%	0.00%	0.35%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	618	15	12	8	8	3	8	7	1	28	2	7	14	5	36	3	26	17	27	68	0	30	29	13	18	23	30	0	14	30	7	8	0	5	0	0	6	0	8	0	14	10	15	21	8	0	0	3	1	2	0	6	3	1	6	2	3	0	3	0	0	4	0	0					
		5.02%	6.25%	5.11%	8.60%	8.33%	3.90%	12.31%	7.29%	1.28%	18.18%	3.57%	5.34%	5.83%	4.03%	12.41%	2.80%	20.97%	10.97%	20.00%	19.60%	0.00%	16.57%	20.00%	13.68%	1.89%	31.08%	11.07%	0.00%	7.00%	9.32%	3.78%	8.00%	0.00%	5.05%	0.00%	0.00%	1.80%	0.00%	9.41%	0.00%	12.28%	5.88%	21.74%	27.27%	5.10%	0.00%	0.00%	2.13%	2.94%	0.28%	0.00%	1.37%	1.10%	0.29%	2.09%	0.70%	0.75%	0.00%	1.20%	0.00%	0.00%	2.42%	0.00%	0.00%					
																																																																						
24	Против всех	21	0	0	1	0	0	0	0	1	5	0	1	0	0	2	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.17%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	1.28%	3.25%	0.00%	0.76%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.66%	0.00%	0.00%	0.11%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
