Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Омская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1338	УИК №1339	УИК №1340	УИК №1360	УИК №1361	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1380	УИК №1381	УИК №1382	УИК №1393	УИК №1394									
		0.23%	0.44%	0.00%	0.12%	0.43%	0.00%	0.19%	0.29%	0.16%	0.83%	0.19%	0.00%	0.16%	0.00%	0.40%	0.00%	0.00%	0.62%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	7	5	9	1	6	5	4	8	5	5	0	5	4	14	1	3	0	2									
		1.13%	0.76%	1.71%	1.04%	0.43%	1.16%	0.95%	1.18%	1.26%	2.07%	0.93%	0.00%	0.81%	4.44%	1.88%	0.56%	3.53%	0.00%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1918	265	59	300	38	171	155	107	141	14	115	12	166	12	183	45	7	41	87									
		25.76%	28.87%	20.14%	34.72%	16.52%	33.14%	29.41%	31.56%	22.14%	5.81%	21.30%	15.00%	26.90%	13.33%	24.60%	25.00%	8.24%	25.31%	22.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	3	2	3	0	2	2	0	3	0	0	0	1	0	4	1	0	0	2									
		0.31%	0.33%	0.68%	0.35%	0.00%	0.39%	0.38%	0.00%	0.47%	0.00%	0.00%	0.00%	0.16%	0.00%	0.54%	0.56%	0.00%	0.00%	0.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	314	37	12	34	6	26	22	13	25	8	26	7	27	1	38	2	3	1	26									
		4.22%	4.03%	4.10%	3.94%	2.61%	5.04%	4.17%	3.83%	3.92%	3.32%	4.81%	8.75%	4.38%	1.11%	5.11%	1.11%	3.53%	0.62%	6.77%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
