Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
"Наименование Избирательной комиссии:    Саратов, Заводская"																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
		57.31%	44.69%	41.44%	31.21%	47.75%	76.36%	55.69%	70.61%	64.11%	45.48%	51.01%	78.43%	70.47%	82.76%	74.28%	71.30%	57.85%	79.05%	42.17%	41.04%	57.65%	55.74%	57.90%	52.92%	70.33%	70.17%	63.54%	75.00%	70.10%	63.02%	71.03%	48.47%	42.56%	39.34%	70.43%	61.94%	49.72%	50.21%	44.89%	53.91%	48.73%	50.32%	41.61%	46.36%	76.90%	70.05%	73.63%	49.34%	82.54%	79.20%	62.83%	45.10%	64.06%	52.34%	48.91%	92.31%	70.46%	67.46%	37.98%	38.47%	32.92%	35.14%	39.45%	42.22%	34.32%	33.91%	47.81%	81.21%	48.97%	52.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	264	5	6	3	5	0	3	1	2	5	6	0	1	4	5	0	8	1	5	5	2	3	8	7	4	6	6	2	2	0	0	4	6	3	1	2	5	2	3	2	9	5	8	4	2	0	10	5	0	2	3	6	6	2	5	0	2	0	7	4	5	9	3	2	6	4	7	5	5	5					
		0.32%	0.42%	0.51%	0.36%	0.55%	0.00%	0.52%	0.17%	0.14%	0.50%	0.53%	0.00%	0.23%	0.20%	0.51%	0.00%	0.56%	0.24%	0.41%	0.39%	0.17%	0.17%	0.41%	0.36%	0.25%	0.29%	0.53%	0.11%	0.12%	0.00%	0.00%	0.32%	0.58%	0.39%	0.09%	0.14%	0.47%	0.17%	0.18%	0.16%	0.73%	0.46%	0.65%	0.43%	0.18%	0.00%	0.60%	0.39%	0.00%	0.12%	0.20%	0.39%	0.39%	0.12%	0.36%	0.00%	0.11%	0.00%	0.64%	0.38%	0.51%	0.77%	0.40%	0.19%	0.51%	0.36%	0.64%	0.32%	0.60%	0.60%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
