Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																								
Дата голосования: 07.12.2003 0:00:00																																																																								
																																																																								
Наименование Избирательной комиссии:    Район Вешняки																																																																								
																																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																								
																																																																								
		Сумма	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №3080	УИК №5013	УИК №5014	УИК №5025	УИК №5026	УИК №5027	УИК №5126	УИК №5127	УИК №5192	УИК №5194	УИК №5207	УИК №5208	УИК №5219	УИК №5220	УИК №5223	УИК №5242	УИК №5258	УИК №5283	УИК №5284	УИК №5285	УИК №5286	УИК №5296	УИК №5307	УИК №5322	УИК №5323	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329	УИК №5330					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2200	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	10	0	10	0	3	30	20	3	3	0	5	6	0	10	5	300	5	8	4	1	5	5	13	0	29	0	2	0	20	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	893	21	25	22	17	18	25	21	28	39	35	25	22	31	24	35	28	35	38	18	30	22	22	31	27	28	19	25	29	40	20	26	27	15	16	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	687	24	14	6	9	12	15	17	11	27	11	16	16	20	15	11	14	22	78	24	16	44	17	9	20	17	22	8	16	22	16	12	15	16	8	0	3	0	0	0	4	6	0	1	0	0	0	0	0	5	0	7	0	31	0	0	0	2	0	0	6	0	2	0	0	0					
14	Число погашенных открепительных удостоверений	1307	29	25	28	33	32	25	29	22	11	15	25	28	19	26	15	22	15	12	32	20	28	28	19	23	22	31	25	21	10	30	24	23	35	34	0	6	0	10	0	3	30	20	3	3	0	4	6	0	10	5	296	5	8	4	1	5	5	13	0	29	0	2	0	20	3					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	1	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	"1. ""ЕДИНЕНИЕ"""	335	8	11	10	8	11	5	9	6	9	8	7	2	11	14	3	4	9	8	11	9	4	12	12	5	2	5	13	14	7	9	8	6	8	14	6	3	0	2	0	1	4	0	0	2	0	0	1	0	1	1	10	0	4	2	0	1	2	4	0	4	0	0	1	4	0					
		0.62%	0.51%	0.86%	0.71%	0.56%	0.75%	0.44%	0.68%	0.50%	0.58%	0.56%	0.49%	0.12%	0.78%	1.02%	0.18%	0.27%	0.56%	0.56%	0.91%	0.65%	0.29%	0.77%	1.01%	0.38%	0.21%	0.35%	0.84%	0.83%	0.48%	0.56%	0.49%	0.53%	0.68%	1.23%	0.63%	1.71%	0.0%	1.13%	0.0%	1.31%	1.58%	0.0%	0.0%	2.38%	0.0%	0.0%	1.26%	0.0%	0.62%	0.71%	0.72%	0.0%	0.55%	1.06%	0.0%	0.89%	3.84%	0.94%	0.0%	1.01%	0.0%	0.0%	2.17%	1.22%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4012	93	44	72	88	101	64	39	74	174	124	91	162	96	79	112	103	109	87	79	113	152	118	79	63	119	118	105	184	82	116	132	86	92	44	38	4	0	5	1	10	35	37	9	3	5	0	1	4	28	15	78	4	123	24	8	7	3	16	3	32	11	2	12	92	8					
		7.49%	5.96%	3.46%	5.17%	6.25%	6.95%	5.73%	2.96%	6.27%	11.30%	8.83%	6.47%	10.37%	6.87%	5.79%	6.96%	7.19%	6.78%	6.12%	6.59%	8.26%	11.02%	7.60%	6.67%	4.83%	12.85%	8.36%	6.83%	10.94%	5.73%	7.30%	8.13%	7.71%	7.85%	3.88%	4.0%	2.28%	0.0%	2.84%	12.5%	13.15%	13.88%	22.02%	8.41%	3.57%	4.16%	0.0%	1.26%	17.39%	17.5%	10.71%	5.65%	8.16%	17.15%	12.76%	57.14%	6.24%	5.76%	3.76%	6.97%	8.10%	18.64%	6.66%	26.08%	28.22%	15.09%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1128	39	38	33	35	34	28	29	36	29	21	39	27	19	26	40	48	33	29	28	25	35	38	25	30	8	30	38	31	20	22	32	32	28	17	30	2	0	6	0	1	5	6	6	1	3	1	1	1	0	2	15	1	7	2	0	2	1	1	1	6	0	0	0	3	2					
		2.10%	2.50%	2.99%	2.37%	2.48%	2.34%	2.51%	2.20%	3.05%	1.88%	1.49%	2.77%	1.72%	1.36%	1.90%	2.48%	3.35%	2.05%	2.04%	2.33%	1.82%	2.53%	2.44%	2.11%	2.30%	0.86%	2.12%	2.47%	1.84%	1.39%	1.38%	1.97%	2.86%	2.39%	1.50%	3.15%	1.14%	0.0%	3.40%	0.0%	1.31%	1.98%	3.57%	5.60%	1.19%	2.5%	1.38%	1.26%	4.34%	0.0%	1.42%	1.08%	2.04%	0.97%	1.06%	0.0%	1.78%	1.92%	0.23%	2.32%	1.51%	0.0%	0.0%	0.0%	0.92%	3.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5781	156	124	119	139	154	96	113	100	187	198	161	198	184	137	173	141	178	154	123	152	170	159	137	153	96	153	148	270	150	178	169	132	129	71	60	12	0	7	0	8	35	38	11	3	7	8	9	1	24	7	108	5	97	21	2	9	2	43	3	52	7	12	9	72	7					
		10.80%	10.00%	9.76%	8.56%	9.88%	10.60%	8.60%	8.58%	8.47%	12.15%	14.10%	11.45%	12.67%	13.17%	10.04%	10.75%	9.84%	11.08%	10.83%	10.26%	11.11%	12.32%	10.24%	11.57%	11.74%	10.36%	10.85%	9.63%	16.06%	10.49%	11.20%	10.41%	11.83%	11.01%	6.27%	6.31%	6.85%	0.0%	3.97%	0.0%	10.52%	13.88%	22.61%	10.28%	3.57%	5.83%	11.11%	11.39%	4.34%	15.0%	4.99%	7.82%	10.20%	13.52%	11.17%	14.28%	8.03%	3.84%	10.11%	6.97%	13.16%	11.86%	40.0%	19.56%	22.08%	13.20%					
22	"5. ""За Русь Святую"""	267	8	9	6	5	4	16	2	4	5	5	13	6	5	8	5	4	7	10	2	3	2	9	10	22	2	5	5	7	5	7	15	6	6	3	4	1	0	2	0	0	6	0	1	3	0	0	1	0	3	0	5	0	5	0	1	0	1	2	0	1	0	0	0	0	0					
		0.49%	0.51%	0.70%	0.43%	0.35%	0.27%	1.43%	0.15%	0.33%	0.32%	0.35%	0.92%	0.38%	0.35%	0.58%	0.31%	0.27%	0.43%	0.70%	0.16%	0.21%	0.14%	0.57%	0.84%	1.68%	0.21%	0.35%	0.32%	0.41%	0.34%	0.44%	0.92%	0.53%	0.51%	0.26%	0.42%	0.57%	0.0%	1.13%	0.0%	0.0%	2.38%	0.0%	0.93%	3.57%	0.0%	0.0%	1.26%	0.0%	1.87%	0.0%	0.36%	0.0%	0.69%	0.0%	7.14%	0.0%	1.92%	0.47%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	105	5	1	3	1	3	1	0	2	2	4	4	0	2	0	2	1	5	1	2	5	2	6	4	1	1	4	2	4	3	3	4	2	4	4	1	2	0	0	0	0	2	0	0	2	0	1	0	0	1	2	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0					
		0.19%	0.32%	0.07%	0.21%	0.07%	0.20%	0.08%	0.0%	0.16%	0.12%	0.28%	0.28%	0.0%	0.14%	0.0%	0.12%	0.06%	0.31%	0.07%	0.16%	0.36%	0.14%	0.38%	0.33%	0.07%	0.10%	0.28%	0.13%	0.23%	0.20%	0.18%	0.24%	0.17%	0.34%	0.35%	0.10%	1.14%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	2.38%	0.0%	1.38%	0.0%	0.0%	0.62%	1.42%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.25%	0.0%	0.0%	0.0%	0.30%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	769	44	25	19	26	17	23	27	19	20	17	12	43	15	30	27	34	20	15	17	30	15	21	23	22	6	17	18	20	16	19	27	14	12	13	11	0	1	1	0	0	1	2	1	0	3	0	0	0	0	2	1	2	1	0	0	0	1	5	0	10	0	3	1	0	0					
		1.43%	2.82%	1.96%	1.36%	1.84%	1.17%	2.06%	2.05%	1.61%	1.29%	1.21%	0.85%	2.75%	1.07%	2.19%	1.67%	2.37%	1.24%	1.05%	1.41%	2.19%	1.08%	1.35%	1.94%	1.68%	0.64%	1.20%	1.17%	1.18%	1.11%	1.19%	1.66%	1.25%	1.02%	1.14%	1.15%	0.0%	4.34%	0.56%	0.0%	0.0%	0.39%	1.19%	0.93%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	1.42%	0.07%	4.08%	0.13%	0.0%	0.0%	0.0%	1.92%	1.17%	0.0%	2.53%	0.0%	10.0%	2.17%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	0	5	0	4	1	0	3	1	0	4	0	1	0	0	2	0	0	0	1	0	1	1	0	2	0	0	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.39%	0.0%	0.28%	0.06%	0.0%	0.22%	0.08%	0.0%	0.28%	0.0%	0.06%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.08%	0.0%	0.07%	0.06%	0.0%	0.15%	0.0%	0.0%	0.06%	0.0%	0.06%	0.0%	0.06%	0.0%	0.0%	0.08%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	379	11	4	12	9	7	5	0	11	8	15	9	14	9	9	8	8	9	5	6	11	12	9	14	11	13	16	12	9	10	6	6	7	7	7	3	0	0	1	0	1	8	1	0	0	2	5	1	0	5	2	3	3	7	0	0	6	2	6	1	9	2	0	0	2	0					
		0.70%	0.70%	0.31%	0.86%	0.64%	0.48%	0.44%	0.0%	0.93%	0.51%	1.06%	0.64%	0.89%	0.64%	0.65%	0.49%	0.55%	0.56%	0.35%	0.50%	0.80%	0.87%	0.57%	1.18%	0.84%	1.40%	1.13%	0.78%	0.53%	0.69%	0.37%	0.36%	0.62%	0.59%	0.61%	0.31%	0.0%	0.0%	0.56%	0.0%	1.31%	3.17%	0.59%	0.0%	0.0%	1.66%	6.94%	1.26%	0.0%	3.12%	1.42%	0.21%	6.12%	0.97%	0.0%	0.0%	5.35%	3.84%	1.41%	2.32%	2.27%	3.38%	0.0%	0.0%	0.61%	0.0%					
27	"10. ""Аграрная партия России"""	750	21	24	23	10	17	12	20	15	16	28	18	14	18	18	23	36	25	23	13	19	21	21	17	17	21	40	22	20	18	20	26	17	19	22	12	1	0	1	0	0	2	2	1	0	1	0	0	0	0	0	7	2	15	1	0	1	0	3	0	0	1	0	1	4	1					
		1.40%	1.34%	1.88%	1.65%	0.71%	1.17%	1.07%	1.51%	1.27%	1.03%	1.99%	1.28%	0.89%	1.28%	1.31%	1.43%	2.51%	1.55%	1.61%	1.08%	1.38%	1.52%	1.35%	1.43%	1.30%	2.26%	2.83%	1.43%	1.18%	1.25%	1.25%	1.60%	1.52%	1.62%	1.94%	1.26%	0.57%	0.0%	0.56%	0.0%	0.0%	0.79%	1.19%	0.93%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	4.08%	2.09%	0.53%	0.0%	0.89%	0.0%	0.70%	0.0%	0.0%	1.69%	0.0%	2.17%	1.22%	1.88%					
28	"11. ""Истинные патриоты России"""	55	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	4	2	1	0	3	2	2	1	0	23	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.06%	0.07%	0.07%	0.0%	0.06%	0.08%	0.07%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.12%	0.07%	0.0%	0.0%	0.29%	0.12%	0.08%	0.0%	0.32%	0.14%	0.13%	0.05%	0.0%	1.44%	0.12%	0.0%	0.0%	0.17%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	505	18	11	18	15	21	12	16	8	15	15	8	10	12	13	17	10	9	14	15	8	23	17	6	19	7	12	14	14	16	11	19	15	11	7	10	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	18	0	5	2	0	0	0	4	0	1	0	0	0	3	0					
		0.94%	1.15%	0.86%	1.29%	1.06%	1.44%	1.07%	1.21%	0.67%	0.97%	1.06%	0.56%	0.64%	0.85%	0.95%	1.05%	0.69%	0.56%	0.98%	1.25%	0.58%	1.66%	1.09%	0.50%	1.45%	0.75%	0.85%	0.91%	0.83%	1.11%	0.69%	1.17%	1.34%	0.93%	0.61%	1.05%	0.0%	0.0%	0.56%	0.0%	0.0%	1.19%	0.59%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.0%	0.0%	1.30%	0.0%	0.69%	1.06%	0.0%	0.0%	0.0%	0.94%	0.0%	0.25%	0.0%	0.0%	0.0%	0.92%	0.0%					
30	"13. ""Демократическая партия России"""	63	1	0	2	0	0	4	1	2	1	2	1	3	0	0	0	1	0	2	2	1	1	0	1	0	1	1	4	4	2	3	3	1	0	2	5	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	0	3	0	0	0	0	1	0	1	0	0	0	0	0					
		0.11%	0.06%	0.0%	0.14%	0.0%	0.0%	0.35%	0.07%	0.16%	0.06%	0.14%	0.07%	0.19%	0.0%	0.0%	0.0%	0.06%	0.0%	0.14%	0.16%	0.07%	0.07%	0.0%	0.08%	0.0%	0.10%	0.07%	0.26%	0.23%	0.13%	0.18%	0.18%	0.08%	0.0%	0.17%	0.52%	0.57%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	2.38%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	85	2	2	2	1	3	3	0	0	2	1	0	2	3	1	3	0	2	4	0	2	0	0	0	4	0	1	6	3	2	6	5	3	1	3	0	0	0	0	0	0	2	0	0	1	1	0	2	0	0	0	0	0	2	2	0	0	1	4	0	1	0	0	0	2	0					
		0.15%	0.12%	0.15%	0.14%	0.07%	0.20%	0.26%	0.0%	0.0%	0.12%	0.07%	0.0%	0.12%	0.21%	0.07%	0.18%	0.0%	0.12%	0.28%	0.0%	0.14%	0.0%	0.0%	0.0%	0.30%	0.0%	0.07%	0.39%	0.17%	0.13%	0.37%	0.30%	0.26%	0.08%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	1.19%	0.83%	0.0%	2.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	1.06%	0.0%	0.0%	1.92%	0.94%	0.0%	0.25%	0.0%	0.0%	0.0%	0.61%	0.0%					
32	"15. ""Партия СЛОН"""	134	4	1	2	1	4	1	3	1	3	5	2	6	4	4	4	6	3	3	1	7	3	3	1	3	2	5	4	4	1	2	4	3	2	4	1	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	1	5	1	0	4	1	2	0	1	3	0	0	1	1					
		0.25%	0.25%	0.07%	0.14%	0.07%	0.27%	0.08%	0.22%	0.08%	0.19%	0.35%	0.14%	0.38%	0.28%	0.29%	0.24%	0.41%	0.18%	0.21%	0.08%	0.51%	0.21%	0.19%	0.08%	0.23%	0.21%	0.35%	0.26%	0.23%	0.06%	0.12%	0.24%	0.26%	0.17%	0.35%	0.10%	0.57%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.04%	0.69%	0.53%	0.0%	3.57%	1.92%	0.47%	0.0%	0.25%	5.08%	0.0%	0.0%	0.30%	1.88%					
33	"16. ""Родина"" (народно-патриотический союз)"""	8124	236	176	173	197	239	213	178	167	270	212	191	214	181	197	249	228	299	204	179	206	220	210	144	228	149	183	244	285	242	279	285	183	184	161	129	24	7	16	0	15	29	9	12	5	27	13	6	4	26	24	193	1	120	18	0	20	6	91	9	76	2	2	5	25	4					
		15.17%	15.13%	13.85%	12.44%	14.01%	16.46%	19.10%	13.51%	14.15%	17.54%	15.09%	13.59%	13.70%	12.95%	14.44%	15.48%	15.92%	18.61%	14.35%	14.94%	15.05%	15.95%	13.53%	12.16%	17.49%	16.09%	12.97%	15.88%	16.95%	16.93%	17.55%	17.56%	16.41%	15.71%	14.22%	13.57%	13.71%	30.43%	9.09%	0.0%	19.73%	11.50%	5.35%	11.21%	5.95%	22.5%	18.05%	7.59%	17.39%	16.25%	17.14%	13.98%	2.04%	16.73%	9.57%	0.0%	17.85%	11.53%	21.41%	20.93%	19.24%	3.38%	6.66%	10.86%	7.66%	7.54%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	66	2	2	3	1	1	2	0	0	0	2	0	1	1	0	8	0	2	0	0	0	1	1	2	2	1	2	3	1	0	18	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.12%	0.12%	0.15%	0.21%	0.07%	0.06%	0.17%	0.0%	0.0%	0.0%	0.14%	0.0%	0.06%	0.07%	0.0%	0.49%	0.0%	0.12%	0.0%	0.0%	0.0%	0.07%	0.06%	0.16%	0.15%	0.10%	0.14%	0.19%	0.05%	0.0%	1.13%	0.18%	0.08%	0.08%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3133	86	77	89	106	95	61	65	75	92	84	87	109	93	80	95	48	77	69	69	69	76	94	91	75	48	71	100	63	103	80	81	58	67	97	48	29	1	34	0	2	11	5	11	7	9	7	4	1	2	10	112	3	35	20	0	5	3	17	2	13	3	0	0	7	2					
		5.85%	5.51%	6.06%	6.40%	7.53%	6.54%	5.47%	4.93%	6.35%	5.97%	5.98%	6.19%	6.97%	6.65%	5.86%	5.90%	3.35%	4.79%	4.85%	5.75%	5.04%	5.51%	6.05%	7.68%	5.75%	5.18%	5.03%	6.51%	3.74%	7.20%	5.03%	4.99%	5.20%	5.72%	8.56%	5.05%	16.57%	4.34%	19.31%	0.0%	2.63%	4.36%	2.97%	10.28%	8.33%	7.5%	9.72%	5.06%	4.34%	1.25%	7.14%	8.11%	6.12%	4.88%	10.63%	0.0%	4.46%	5.76%	4.0%	4.65%	3.29%	5.08%	0.0%	0.0%	2.14%	3.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	452	19	16	14	8	10	4	15	7	12	9	11	15	14	15	15	12	17	10	9	6	4	13	8	9	0	19	14	4	8	0	19	11	7	15	5	1	1	2	0	0	4	1	1	5	1	0	1	1	1	2	17	1	17	2	0	0	4	8	1	4	0	0	0	3	0					
		0.84%	1.21%	1.25%	1.00%	0.56%	0.68%	0.35%	1.13%	0.59%	0.77%	0.64%	0.78%	0.96%	1.00%	1.09%	0.93%	0.83%	1.05%	0.70%	0.75%	0.43%	0.29%	0.83%	0.67%	0.69%	0.0%	1.34%	0.91%	0.23%	0.55%	0.0%	1.17%	0.98%	0.59%	1.32%	0.52%	0.57%	4.34%	1.13%	0.0%	0.0%	1.58%	0.59%	0.93%	5.95%	0.83%	0.0%	1.26%	4.34%	0.62%	1.42%	1.23%	2.04%	2.37%	1.06%	0.0%	0.0%	7.69%	1.88%	2.32%	1.01%	0.0%	0.0%	0.0%	0.92%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	19484	559	553	560	573	502	388	605	483	482	469	549	520	526	496	604	528	592	553	461	499	435	570	433	458	274	522	556	511	531	566	527	359	418	470	400	46	10	60	6	28	52	38	39	44	27	25	39	9	48	54	671	14	197	79	3	37	15	158	23	108	21	8	6	63	24					
		36.40%	35.85%	43.54%	40.28%	40.75%	34.57%	34.79%	45.93%	40.93%	31.31%	33.40%	39.07%	33.29%	37.65%	36.36%	37.56%	36.87%	36.86%	38.91%	38.48%	36.47%	31.54%	36.72%	36.57%	35.14%	29.58%	37.02%	36.19%	30.39%	37.15%	35.61%	32.47%	32.19%	35.69%	41.51%	42.10%	26.28%	43.47%	34.09%	75.0%	36.84%	20.63%	22.61%	36.44%	52.38%	22.5%	34.72%	49.36%	39.13%	30.0%	38.57%	48.62%	28.57%	27.47%	42.02%	21.42%	33.03%	28.84%	37.17%	53.48%	27.34%	35.59%	26.66%	13.04%	19.32%	45.28%					
