Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Светлинская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497					
		2.02%	1.28%	1.37%	0.98%	3.90%	2.25%	2.09%	1.80%	3.80%	3.83%	2.44%	2.19%	2.18%	3.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	79	11	20	15	5	3	0	3	2	6	3	4	2	5					
		1.00%	0.83%	1.96%	1.23%	3.90%	0.75%	0.0%	0.60%	0.63%	0.92%	0.66%	0.87%	0.39%	1.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	172	37	22	22	8	12	16	5	2	13	10	3	4	18					
		2.18%	2.80%	2.16%	1.80%	6.25%	3.0%	3.04%	1.00%	0.63%	1.99%	2.22%	0.65%	0.79%	4.74%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	158	57	14	35	1	6	8	3	1	3	3	6	13	8					
		2.01%	4.32%	1.37%	2.87%	0.78%	1.5%	1.52%	0.60%	0.31%	0.46%	0.66%	1.31%	2.58%	2.11%					
22	"5. ""За Русь Святую"""	40	7	6	5	1	1	2	2	1	5	0	2	3	5					
		0.50%	0.53%	0.58%	0.41%	0.78%	0.25%	0.38%	0.40%	0.31%	0.76%	0.0%	0.43%	0.59%	1.31%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	4	2	2	1	5	2	1	1	4	1	1	5	0					
		0.36%	0.30%	0.19%	0.16%	0.78%	1.25%	0.38%	0.20%	0.31%	0.61%	0.22%	0.21%	0.99%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	2	7	7	0	2	1	3	0	2	0	6	1	4					
		0.44%	0.15%	0.68%	0.57%	0.0%	0.5%	0.19%	0.60%	0.0%	0.30%	0.0%	1.31%	0.19%	1.05%					
25	"8. ""Народно-республиканская партия России"""	14	2	1	3	0	0	0	1	0	3	0	0	1	3					
		0.17%	0.15%	0.09%	0.24%	0.0%	0.0%	0.0%	0.20%	0.0%	0.46%	0.0%	0.0%	0.19%	0.79%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	1	2	3	0	1	3	1	2	2	1	0	3	1					
		0.25%	0.07%	0.19%	0.24%	0.0%	0.25%	0.57%	0.20%	0.63%	0.30%	0.22%	0.0%	0.59%	0.26%					
27	"10. ""Аграрная партия России"""	1212	77	46	80	9	90	149	132	115	129	121	92	80	92					
		15.42%	5.84%	4.51%	6.57%	7.03%	22.5%	28.38%	26.50%	36.50%	19.78%	26.88%	20.21%	15.90%	24.27%					
28	"11. ""Истинные патриоты России"""	11	2	2	0	0	0	2	0	0	1	1	1	0	2					
		0.14%	0.15%	0.19%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.15%	0.22%	0.21%	0.0%	0.52%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	54	10	6	8	2	4	3	3	1	4	8	0	3	2					
		0.68%	0.75%	0.58%	0.65%	1.56%	1.0%	0.57%	0.60%	0.31%	0.61%	1.77%	0.0%	0.59%	0.52%					
30	"13. ""Демократическая партия России"""	21	5	2	4	0	2	1	1	0	1	0	0	4	1					
		0.26%	0.37%	0.19%	0.32%	0.0%	0.5%	0.19%	0.20%	0.0%	0.15%	0.0%	0.0%	0.79%	0.26%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	3	5	0	1	2	1	4	1	0	3	2	2	1					
		0.31%	0.22%	0.49%	0.0%	0.78%	0.5%	0.19%	0.80%	0.31%	0.0%	0.66%	0.43%	0.39%	0.26%					
32	"15. ""Партия СЛОН"""	8	0	0	0	0	1	0	0	0	3	1	2	0	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.46%	0.22%	0.43%	0.0%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	372	70	47	74	0	15	12	17	10	31	39	22	22	13					
		4.73%	5.31%	4.61%	6.08%	0.0%	3.75%	2.28%	3.41%	3.17%	4.75%	8.66%	4.83%	4.37%	3.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	5	6	5	2	0	1	2	1	5	1	4	2	4					
		0.48%	0.37%	0.58%	0.41%	1.56%	0.0%	0.19%	0.40%	0.31%	0.76%	0.22%	0.87%	0.39%	1.05%					
35	"18. ""ЛДПР"""	1096	204	158	160	16	65	93	58	33	60	70	67	47	65					
		13.94%	15.47%	15.52%	13.15%	12.5%	16.25%	17.71%	11.64%	10.47%	9.20%	15.55%	14.72%	9.34%	17.15%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	107	24	14	16	0	2	9	9	6	4	8	7	4	4					
		1.36%	1.82%	1.37%	1.31%	0.0%	0.5%	1.71%	1.80%	1.90%	0.61%	1.77%	1.53%	0.79%	1.05%					
37	"20. ""Политическая партия ""Единая Россия"""	2487	472	368	453	44	95	113	170	72	238	61	106	210	85					
		31.65%	35.81%	36.14%	37.25%	34.37%	23.75%	21.52%	34.13%	22.85%	36.50%	13.55%	23.29%	41.74%	22.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	5	0	6	0	2	0	1	1	1	0	1	0	1					
		0.22%	0.37%	0.0%	0.49%	0.0%	0.5%	0.0%	0.20%	0.31%	0.15%	0.0%	0.21%	0.0%	0.26%					
39	"22. ""Развитие предпринимательства"""	17	3	8	0	0	1	0	0	0	0	1	1	3	0					
		0.21%	0.22%	0.78%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.22%	0.21%	0.59%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1315	234	209	250	24	70	80	59	45	75	83	94	57	35					
		16.73%	17.75%	20.53%	20.55%	18.75%	17.5%	15.23%	11.84%	14.28%	11.50%	18.44%	20.65%	11.33%	9.23%					
																				
41	Против всех	223	47	37	53	6	6	9	5	7	16	9	11	8	9					
		2.83%	3.56%	3.63%	4.35%	4.68%	1.5%	1.71%	1.00%	2.22%	2.45%	2.0%	2.41%	1.59%	2.37%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
