Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Кумертауская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	527	12	15	25	25	25	20	25	10	20	15	15	20	30	25	25	15	20	25	25	30	25	20	10	20	10	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	258	5	7	20	21	18	3	10	0	9	4	6	13	11	11	12	9	8	7	17	19	23	10	0	0	5	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	4	4	4	13	0	2	3	2	0	3	2	1	6	5	1	2	1	5	5	0	2	0	3	4	4	8									
14	Число погашенных неиспользованных открепительных удостоверений	269	7	8	5	4	7	17	15	10	11	11	9	7	19	14	13	6	12	18	8	11	2	10	10	20	5	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	2	1	3	3	2	4	1	0	1	1	2	7	5	3	2	1	2	1	1	4	2	2	0	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	244	12	10	2	10	0	20	22	4	9	0	5	17	18	10	19	5	14	0	4	29	1	10	3	14	4	2									
		0.85%	2.35%	1.61%	0.11%	1.00%	0.00%	2.57%	2.28%	0.81%	1.21%	0.00%	0.70%	2.06%	1.66%	1.18%	1.87%	0.81%	1.41%	0.00%	0.20%	1.53%	0.05%	0.58%	0.38%	1.26%	0.98%	0.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	890	31	22	3	50	13	47	51	27	16	0	162	36	62	60	50	33	14	10	5	86	3	50	2	38	16	3									
		3.09%	6.07%	3.55%	0.16%	5.02%	0.70%	6.04%	5.30%	5.49%	2.16%	0.00%	22.66%	4.35%	5.73%	7.11%	4.93%	5.31%	1.41%	0.59%	0.26%	4.54%	0.16%	2.90%	0.25%	3.42%	3.91%	0.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	346	12	17	3	30	1	19	20	16	3	2	7	16	22	14	23	13	17	15	5	28	3	24	6	18	8	4									
		1.20%	2.35%	2.74%	0.16%	3.01%	0.05%	2.44%	2.08%	3.25%	0.40%	0.22%	0.98%	1.93%	2.03%	1.66%	2.27%	2.09%	1.71%	0.89%	0.26%	1.48%	0.16%	1.39%	0.76%	1.62%	1.96%	0.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15565	202	270	1043	416	1015	314	465	235	401	490	406	345	394	377	375	288	618	1033	1031	1156	1162	1283	419	748	178	901									
		54.05%	39.53%	43.55%	55.07%	41.77%	54.72%	40.36%	48.29%	47.76%	54.04%	52.69%	56.78%	41.72%	36.41%	44.67%	36.95%	46.38%	62.24%	61.34%	52.74%	61.00%	62.95%	74.38%	53.24%	67.27%	43.52%	59.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	159	6	9	2	7	2	11	10	3	2	3	1	12	14	6	19	8	16	0	3	9	0	7	0	4	2	3									
		0.55%	1.17%	1.45%	0.11%	0.70%	0.11%	1.41%	1.04%	0.61%	0.27%	0.32%	0.14%	1.45%	1.29%	0.71%	1.87%	1.29%	1.61%	0.00%	0.15%	0.47%	0.00%	0.41%	0.00%	0.36%	0.49%	0.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	3	3	1	1	0	2	1	0	1	0	1	2	2	0	1	2	3	0	2	0	0	3	0	4	5	0									
		0.13%	0.59%	0.48%	0.05%	0.10%	0.00%	0.26%	0.10%	0.00%	0.13%	0.00%	0.14%	0.24%	0.18%	0.00%	0.10%	0.32%	0.30%	0.00%	0.10%	0.00%	0.00%	0.17%	0.00%	0.36%	1.22%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2114	62	93	44	143	41	108	89	75	109	30	11	116	152	138	167	82	125	22	37	173	40	38	13	107	77	22									
		7.34%	12.13%	15.00%	2.32%	14.36%	2.21%	13.88%	9.24%	15.24%	14.69%	3.23%	1.54%	14.03%	14.05%	16.35%	16.45%	13.20%	12.59%	1.31%	1.89%	9.13%	2.17%	2.20%	1.65%	9.62%	18.83%	1.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	94	7	6	2	4	1	15	3	1	2	0	1	5	2	0	12	5	6	0	6	6	1	5	0	4	0	0									
		0.33%	1.37%	0.97%	0.11%	0.40%	0.05%	1.93%	0.31%	0.20%	0.27%	0.00%	0.14%	0.60%	0.18%	0.00%	1.18%	0.81%	0.60%	0.00%	0.31%	0.32%	0.05%	0.29%	0.00%	0.36%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	156	6	6	3	9	4	20	16	12	3	0	0	11	13	0	10	4	8	0	8	7	2	10	0	3	1	0									
		0.54%	1.17%	0.97%	0.16%	0.90%	0.22%	2.57%	1.66%	2.44%	0.40%	0.00%	0.00%	1.33%	1.20%	0.00%	0.99%	0.64%	0.81%	0.00%	0.41%	0.37%	0.11%	0.58%	0.00%	0.27%	0.24%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	1	2	1	0	2	0	1	1	1	0	0	2	0	1	0	0	0	2	1	0	2	2	0	1	0									
		0.07%	0.20%	0.16%	0.11%	0.10%	0.00%	0.26%	0.00%	0.20%	0.13%	0.11%	0.00%	0.00%	0.18%	0.00%	0.10%	0.00%	0.00%	0.00%	0.10%	0.05%	0.00%	0.12%	0.25%	0.00%	0.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	143	7	5	2	11	16	10	10	6	2	2	4	9	14	7	5	4	0	0	4	8	0	6	0	4	4	3									
		0.50%	1.37%	0.81%	0.11%	1.10%	0.86%	1.29%	1.04%	1.22%	0.27%	0.22%	0.56%	1.09%	1.29%	0.83%	0.49%	0.64%	0.00%	0.00%	0.20%	0.42%	0.00%	0.35%	0.00%	0.36%	0.98%	0.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5657	92	97	597	156	535	127	145	88	139	258	8	127	218	133	162	98	123	417	606	200	422	127	226	99	75	382									
		19.64%	18.00%	15.65%	31.52%	15.66%	28.84%	16.32%	15.06%	17.89%	18.73%	27.74%	1.12%	15.36%	20.15%	15.76%	15.96%	15.78%	12.39%	24.76%	30.99%	10.55%	22.86%	7.36%	28.72%	8.90%	18.34%	25.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	0	7	5	5	3	9	7	2	5	5	1	6	13	7	5	6	4	0	5	9	5	6	2	8	3	5									
		0.46%	0.00%	1.13%	0.26%	0.50%	0.16%	1.16%	0.73%	0.41%	0.67%	0.54%	0.14%	0.73%	1.20%	0.83%	0.49%	0.97%	0.40%	0.00%	0.26%	0.47%	0.27%	0.35%	0.25%	0.72%	0.73%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2769	43	53	164	119	224	64	78	15	37	137	105	94	124	73	99	62	22	182	234	144	205	146	111	37	19	178									
		9.62%	8.41%	8.55%	8.66%	11.95%	12.08%	8.23%	8.10%	3.05%	4.99%	14.73%	14.69%	11.37%	11.46%	8.65%	9.75%	9.98%	2.22%	10.81%	11.97%	7.60%	11.11%	8.46%	14.10%	3.33%	4.65%	11.81%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
