Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Киришская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №960									
		2.38%	2.93%	2.14%	2.85%	2.57%	1.93%	3.50%	2.94%	2.44%	2.82%	2.99%	2.82%	3.60%	3.01%	1.57%	3.38%	2.00%	2.06%	3.41%	1.82%	3.18%	0.73%	1.04%	1.16%	0.97%	0.98%	0.50%	1.01%	2.78%	1.20%	0.61%	0.29%	1.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	3	3	1	0	0	1	0	2	1	4	0	0	1	3	0	0	1	2	1	1	0	0	1	0	0	0	0	0	1	1	0	1									
		0.13%	0.31%	0.20%	0.13%	0.00%	0.00%	0.10%	0.00%	0.20%	0.11%	0.31%	0.00%	0.00%	0.13%	0.39%	0.00%	0.00%	0.14%	0.28%	0.11%	0.12%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.61%	0.00%	1.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	416	12	37	20	21	12	28	13	18	13	29	32	11	18	16	14	14	18	12	12	25	5	4	6	0	6	2	0	1	9	2	5	1									
		1.87%	1.26%	2.48%	2.59%	2.45%	1.65%	2.72%	1.53%	1.83%	1.41%	2.28%	3.47%	1.24%	2.36%	2.10%	1.48%	1.65%	2.47%	1.70%	1.37%	2.94%	1.22%	1.38%	0.78%	0.00%	1.18%	0.50%	0.00%	1.39%	1.08%	1.21%	1.44%	1.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2642	115	136	73	124	92	123	98	115	113	149	116	103	98	95	105	117	79	74	94	104	47	49	125	17	72	45	12	9	86	11	35	11									
		11.88%	12.04%	9.10%	9.47%	14.47%	12.67%	11.94%	11.53%	11.69%	12.27%	11.72%	12.58%	11.60%	12.84%	12.47%	11.09%	13.76%	10.84%	10.51%	10.71%	12.25%	11.44%	16.96%	16.17%	16.50%	14.15%	11.31%	12.12%	12.50%	10.32%	6.67%	10.06%	13.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	88	10	2	4	7	3	4	5	4	2	4	2	4	3	3	1	3	4	3	3	3	0	3	3	0	2	3	0	0	1	0	0	2									
		0.40%	1.05%	0.13%	0.52%	0.82%	0.41%	0.39%	0.59%	0.41%	0.22%	0.31%	0.22%	0.45%	0.39%	0.39%	0.11%	0.35%	0.55%	0.43%	0.34%	0.35%	0.00%	1.04%	0.39%	0.00%	0.39%	0.75%	0.00%	0.00%	0.12%	0.00%	0.00%	2.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3348	155	209	144	139	135	165	151	164	173	197	146	122	122	119	220	140	120	122	161	146	41	29	51	8	29	16	7	10	64	15	18	10									
		15.06%	16.23%	13.99%	18.68%	16.22%	18.60%	16.02%	17.76%	16.67%	18.78%	15.50%	15.84%	13.74%	15.99%	15.62%	23.23%	16.47%	16.46%	17.33%	18.34%	17.20%	9.98%	10.03%	6.60%	7.77%	5.70%	4.02%	7.07%	13.89%	7.68%	9.09%	5.17%	12.20%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
