Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Оконешниковская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК  803	УИК  804	УИК  805	УИК  806	УИК  807	УИК  808	УИК  809	УИК  810	УИК  811	УИК  812	УИК  813	УИК  814	УИК  815	УИК  816	УИК  817	УИК  818	УИК  819	УИК  820	УИК  821	УИК  822	УИК  823	УИК  824	УИК  825	УИК  826	УИК  827	УИК  828	УИК  829	УИК  830	УИК  831	УИК  832	УИК  833	УИК  834	УИК  835	УИК  836	УИК  837					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	166	33	13	12	14	0	0	3	0	1	1	5	14	0	1	5	1	0	14	1	0	1	1	4	1	1	8	4	4	1	1	12	1	3	6	0					
		1.76%	4.22%	2.13%	1.61%	2.04%	0.00%	0.00%	0.65%	0.00%	1.47%	0.32%	2.73%	2.29%	0.00%	0.58%	0.83%	0.96%	0.00%	1.85%	1.33%	0.00%	1.05%	0.81%	0.98%	1.49%	1.10%	1.94%	4.12%	2.78%	1.47%	2.86%	1.69%	1.04%	2.21%	4.14%	0.00%					
19	. Малышкин Олег Александрович	386	33	20	34	58	3	11	11	0	0	6	10	16	3	11	22	1	11	21	1	9	0	4	13	2	5	12	1	6	0	2	37	6	7	9	1					
		4.10%	4.22%	3.27%	4.55%	8.44%	2.61%	15.07%	2.37%	0.00%	0.00%	1.91%	5.46%	2.62%	2.38%	6.36%	3.64%	0.96%	11.96%	2.78%	1.33%	7.20%	0.00%	3.23%	3.18%	2.99%	5.49%	2.91%	1.03%	4.17%	0.00%	5.71%	5.21%	6.25%	5.15%	6.21%	1.45%					
20	. Миронов Сергей Михайлович	49	2	1	1	9	1	0	0	0	0	0	4	6	0	0	0	0	0	3	0	4	0	0	2	0	0	5	1	1	0	0	5	1	2	1	0					
		0.52%	0.26%	0.16%	0.13%	1.31%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	2.19%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	3.20%	0.00%	0.00%	0.49%	0.00%	0.00%	1.21%	1.03%	0.69%	0.00%	0.00%	0.70%	1.04%	1.47%	0.69%	0.00%					
21	. Путин Владимир Владимирович	6472	461	418	513	418	40	52	358	16	51	215	126	282	100	122	451	84	56	610	49	99	85	101	318	41	59	278	74	110	52	11	512	62	86	111	51					
		68.68%	58.95%	68.41%	68.67%	60.84%	34.78%	71.23%	77.16%	94.12%	75.00%	68.47%	68.85%	46.15%	79.37%	70.52%	74.67%	80.77%	60.87%	80.79%	65.33%	79.20%	89.47%	81.45%	77.75%	61.19%	64.84%	67.48%	76.29%	76.39%	76.47%	31.43%	72.11%	64.58%	63.24%	76.55%	73.91%					
22	. Хакамада Ирина Муцуовна	168	22	13	14	17	1	1	5	0	1	4	0	16	1	6	9	0	3	11	3	0	2	1	5	0	3	6	3	0	0	1	12	0	6	0	2					
		1.78%	2.81%	2.13%	1.87%	2.47%	0.87%	1.37%	1.08%	0.00%	1.47%	1.27%	0.00%	2.62%	0.79%	3.47%	1.49%	0.00%	3.26%	1.46%	4.00%	0.00%	2.11%	0.81%	1.22%	0.00%	3.30%	1.46%	3.09%	0.00%	0.00%	2.86%	1.69%	0.00%	4.41%	0.00%	2.90%					
23	. Харитонов Николай Михайлович	1967	203	138	155	149	67	9	83	1	15	80	32	269	21	32	107	17	18	86	21	10	7	13	58	22	23	80	12	20	14	20	115	20	27	13	10					
		20.87%	25.96%	22.59%	20.75%	21.69%	58.26%	12.33%	17.89%	5.88%	22.06%	25.48%	17.49%	44.03%	16.67%	18.50%	17.72%	16.35%	19.57%	11.39%	28.00%	8.00%	7.37%	10.48%	14.18%	32.84%	25.27%	19.42%	12.37%	13.89%	20.59%	57.14%	16.20%	20.83%	19.85%	8.97%	14.49%					
																																										
24	Против всех	121	21	7	13	17	2	0	1	0	0	6	2	3	0	1	4	0	1	3	0	1	0	0	3	1	0	12	1	3	1	0	11	1	3	1	2					
		1.28%	2.69%	1.15%	1.74%	2.47%	1.74%	0.00%	0.22%	0.00%	0.00%	1.91%	1.09%	0.49%	0.00%	0.58%	0.66%	0.00%	1.09%	0.40%	0.00%	0.80%	0.00%	0.00%	0.73%	1.49%	0.00%	2.91%	1.03%	2.08%	1.47%	0.00%	1.55%	1.04%	2.21%	0.69%	2.90%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
