Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Мичуринская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240					
14	Число погашенных неиспользованных открепительных удостоверений	112	1	3	0	0	0	0	2	1	4	0	3	5	3	6	8	3	3	2	3	2	4	0	0	0	4	1	2	0	3	4	3	3	1	4	3	3	5	3	5	4	1	2	0	3	1	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1148	36	35	21	32	69	56	60	32	17	24	17	24	43	59	76	3	12	54	21	6	25	38	7	52	10	2	9	29	5	24	9	1	2	14	4	32	18	32	8	16	7	18	34	12	16	15	12					
		7.60%	7.98%	11.40%	3.37%	5.02%	10.41%	8.92%	11.61%	7.13%	6.91%	7.43%	12.41%	8.92%	13.40%	8.81%	12.22%	3.33%	11.43%	8.60%	6.71%	5.66%	8.04%	9.67%	3.20%	11.35%	3.88%	0.96%	5.33%	9.54%	6.41%	10.71%	7.32%	1.00%	0.66%	5.79%	3.81%	8.72%	4.97%	10.19%	3.48%	5.18%	1.81%	9.23%	9.07%	4.38%	7.41%	3.90%	12.63%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1655	49	27	58	42	91	47	56	93	53	82	26	39	53	82	75	6	12	73	27	7	14	42	12	68	28	17	10	30	7	26	8	7	10	37	9	36	28	34	15	44	11	21	45	31	23	30	14					
		10.95%	10.86%	8.79%	9.31%	6.58%	13.73%	7.48%	10.83%	20.71%	21.54%	25.39%	18.98%	14.50%	16.51%	12.24%	12.06%	6.67%	11.43%	11.62%	8.63%	6.60%	4.50%	10.69%	5.48%	14.85%	10.85%	8.17%	5.92%	9.87%	8.97%	11.61%	6.50%	7.00%	3.31%	15.29%	8.57%	9.81%	7.73%	10.83%	6.52%	14.24%	2.85%	10.77%	12.00%	11.31%	10.65%	7.79%	14.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	105	4	2	6	9	7	4	4	2	2	1	1	2	1	5	4	0	2	2	1	0	5	0	0	6	2	2	0	2	0	0	0	1	0	1	0	4	2	3	1	2	2	1	3	2	2	4	1					
		0.69%	0.89%	0.65%	0.96%	1.41%	1.06%	0.64%	0.77%	0.45%	0.81%	0.31%	0.73%	0.74%	0.31%	0.75%	0.64%	0.00%	1.90%	0.32%	0.32%	0.00%	1.61%	0.00%	0.00%	1.31%	0.78%	0.96%	0.00%	0.66%	0.00%	0.00%	0.00%	1.00%	0.00%	0.41%	0.00%	1.09%	0.55%	0.96%	0.43%	0.65%	0.52%	0.51%	0.80%	0.73%	0.93%	1.04%	1.05%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3015	97	52	64	110	158	128	100	58	42	82	19	45	64	165	134	16	14	146	44	15	59	66	34	119	34	26	11	57	14	65	22	5	71	42	43	62	67	102	64	64	91	37	98	90	49	53	17					
		19.96%	21.51%	16.94%	10.27%	17.24%	23.83%	20.38%	19.34%	12.92%	17.07%	25.39%	13.87%	16.73%	19.94%	24.63%	21.54%	17.78%	13.33%	23.25%	14.06%	14.15%	18.97%	16.79%	15.53%	25.98%	13.18%	12.50%	6.51%	18.75%	17.95%	29.02%	17.89%	5.00%	23.51%	17.36%	40.95%	16.89%	18.51%	32.48%	27.83%	20.71%	23.58%	18.97%	26.13%	32.85%	22.69%	13.77%	17.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	7	2	3	6	11	10	9	3	10	3	3	0	1	10	10	0	0	1	1	5	2	6	0	7	2	0	0	2	0	1	2	0	1	0	0	3	2	3	0	3	3	2	3	5	7	6	2					
		1.04%	1.55%	0.65%	0.48%	0.94%	1.66%	1.59%	1.74%	0.67%	4.07%	0.93%	2.19%	0.00%	0.31%	1.49%	1.61%	0.00%	0.00%	0.16%	0.32%	4.72%	0.64%	1.53%	0.00%	1.53%	0.78%	0.00%	0.00%	0.66%	0.00%	0.45%	1.63%	0.00%	0.33%	0.00%	0.00%	0.82%	0.55%	0.96%	0.00%	0.97%	0.78%	1.03%	0.80%	1.82%	3.24%	1.56%	2.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8803	250	178	456	431	312	376	283	255	117	127	68	150	156	340	318	65	65	341	216	70	204	237	166	199	180	161	137	176	51	105	81	83	215	147	49	227	231	136	140	174	269	113	183	128	114	275	48					
		58.27%	55.43%	57.98%	73.19%	67.55%	47.06%	59.87%	54.74%	56.79%	47.56%	39.32%	49.64%	55.76%	48.60%	50.75%	51.13%	72.22%	61.90%	54.30%	69.01%	66.04%	65.59%	60.31%	75.80%	43.45%	69.77%	77.40%	81.07%	57.89%	65.38%	46.88%	65.85%	83.00%	71.19%	60.74%	46.67%	61.85%	63.81%	43.31%	60.87%	56.31%	69.69%	57.95%	48.80%	46.72%	52.78%	71.43%	50.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	60	2	0	3	3	4	2	0	1	1	2	0	4	1	2	2	0	0	3	1	1	0	2	0	2	1	0	0	5	0	2	1	0	2	0	0	1	0	1	1	0	1	1	4	2	2	0	0					
		0.40%	0.44%	0.00%	0.48%	0.47%	0.60%	0.32%	0.00%	0.22%	0.41%	0.62%	0.00%	1.49%	0.31%	0.30%	0.32%	0.00%	0.00%	0.48%	0.32%	0.94%	0.00%	0.51%	0.00%	0.44%	0.39%	0.00%	0.00%	1.64%	0.00%	0.89%	0.81%	0.00%	0.66%	0.00%	0.00%	0.27%	0.00%	0.32%	0.43%	0.00%	0.26%	0.51%	1.07%	0.73%	0.93%	0.00%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
