Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Усть-Илимская городская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1919	УИК №1920									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	2	2	1	0	1	1	0	0	2	0	2	0	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.19%	0.24%	0.00%	0.00%	0.23%	0.28%	0.00%	0.00%	0.17%	0.19%	0.00%	0.00%	0.23%	0.20%	0.00%	0.21%	0.14%	0.00%	0.00%	0.38%	0.40%	0.20%	0.00%	0.23%	0.23%	0.00%	0.00%	0.52%	0.00%	0.44%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	188	8	2	1	3	4	1	9	6	5	4	1	1	7	7	9	6	5	4	9	7	1	1	9	6	5	6	2	3	3	5	11	7	2	3	5	4	4	4	3	5									
		0.98%	1.50%	0.43%	0.18%	0.58%	1.08%	0.23%	1.66%	1.12%	0.96%	0.98%	0.37%	0.32%	1.62%	1.99%	1.96%	1.21%	0.84%	0.74%	1.73%	1.50%	0.23%	0.20%	1.28%	1.24%	0.71%	1.17%	0.46%	0.56%	0.60%	1.02%	2.10%	1.58%	0.45%	0.79%	1.30%	1.04%	1.02%	0.88%	0.57%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5014	138	133	162	155	72	100	143	145	147	99	42	63	100	79	119	126	175	177	161	132	120	113	156	137	132	106	104	149	149	102	142	119	130	100	96	115	119	153	139	165									
		26.21%	25.94%	28.30%	29.56%	29.92%	19.46%	22.68%	26.34%	26.95%	28.27%	24.15%	15.73%	20.45%	23.20%	22.51%	25.87%	25.51%	29.46%	32.84%	31.02%	28.21%	27.09%	22.87%	22.13%	28.42%	18.83%	20.70%	23.69%	27.95%	30.04%	20.77%	27.15%	26.86%	29.35%	26.25%	24.87%	29.87%	30.36%	33.63%	26.58%	28.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	88	3	0	1	2	1	3	0	0	7	3	0	1	4	4	5	3	3	1	1	3	2	1	4	0	2	0	2	2	3	5	4	1	2	1	3	0	1	3	5	2									
		0.46%	0.56%	0.00%	0.18%	0.39%	0.27%	0.68%	0.00%	0.00%	1.35%	0.73%	0.00%	0.32%	0.93%	1.14%	1.09%	0.61%	0.51%	0.19%	0.19%	0.64%	0.45%	0.20%	0.57%	0.00%	0.29%	0.00%	0.46%	0.38%	0.60%	1.02%	0.76%	0.23%	0.45%	0.26%	0.78%	0.00%	0.26%	0.66%	0.96%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1173	46	41	40	31	25	30	34	30	40	15	10	20	28	24	22	30	33	33	19	29	24	47	52	28	50	18	25	35	31	38	23	26	19	33	18	19	25	24	30	28									
		6.13%	8.65%	8.72%	7.30%	5.98%	6.76%	6.80%	6.26%	5.58%	7.69%	3.66%	3.75%	6.49%	6.50%	6.84%	4.78%	6.07%	5.56%	6.12%	3.66%	6.20%	5.42%	9.51%	7.38%	5.81%	7.13%	3.52%	5.69%	6.57%	6.25%	7.74%	4.40%	5.87%	4.29%	8.66%	4.66%	4.94%	6.38%	5.27%	5.74%	4.83%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
