Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Ключевская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895					
18	1.Политическая партия «Аграрная партия России»	535	62	61	58	55	31	38	9	18	23	6	38	19	19	27	53	7	11					
		5.03%	3.79%	3.59%	4.22%	7.41%	3.02%	5.49%	5.00%	4.00%	3.86%	3.87%	12.03%	16.24%	8.92%	6.82%	8.53%	7.61%	3.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	35	7	5	6	1	2	0	0	5	0	2	3	2	0	1	0	0	1					
		0.33%	0.43%	0.29%	0.44%	0.13%	0.19%	0.00%	0.00%	1.11%	0.00%	1.29%	0.95%	1.71%	0.00%	0.25%	0.00%	0.00%	0.32%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.10%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1507	239	229	181	114	97	59	50	62	115	32	50	21	46	72	90	20	30					
		14.18%	14.59%	13.46%	13.17%	15.36%	9.44%	8.53%	27.78%	13.78%	19.30%	20.65%	15.82%	17.95%	21.60%	18.18%	14.49%	21.74%	9.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	2	7	1	0	1	2	0	0	0	1	1	0	0	2	4	0	4					
		0.24%	0.12%	0.41%	0.07%	0.00%	0.10%	0.29%	0.00%	0.00%	0.00%	0.65%	0.32%	0.00%	0.00%	0.51%	0.64%	0.00%	1.27%					
23	6.Политическая партия «Партия социальной справедливости»	7	2	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0					
		0.07%	0.12%	0.12%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	982	177	148	132	61	55	95	12	35	39	10	35	10	21	52	58	9	33					
		9.24%	10.81%	8.70%	9.61%	8.22%	5.35%	13.73%	6.67%	7.78%	6.54%	6.45%	11.08%	8.55%	9.86%	13.13%	9.34%	9.78%	10.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	717	125	149	102	55	35	37	6	16	35	6	22	6	18	16	55	5	29					
		6.75%	7.63%	8.76%	7.42%	7.41%	3.40%	5.35%	3.33%	3.56%	5.87%	3.87%	6.96%	5.13%	8.45%	4.04%	8.86%	5.43%	9.18%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	61	14	11	5	4	5	2	0	0	8	0	4	1	1	2	4	0	0					
		0.57%	0.85%	0.65%	0.36%	0.54%	0.49%	0.29%	0.00%	0.00%	1.34%	0.00%	1.27%	0.85%	0.47%	0.51%	0.64%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6672	998	1074	879	449	795	451	102	314	368	94	159	57	106	223	349	50	204					
		62.78%	60.93%	63.14%	63.97%	60.51%	77.33%	65.17%	56.67%	69.78%	61.74%	60.65%	50.32%	48.72%	49.77%	56.31%	56.20%	54.35%	64.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	22	4	8	1	2	0	1	0	0	1	0	2	1	0	1	0	0	1					
		0.21%	0.24%	0.47%	0.07%	0.27%	0.00%	0.14%	0.00%	0.00%	0.17%	0.00%	0.63%	0.85%	0.00%	0.25%	0.00%	0.00%	0.32%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
